Track,for,Gabrielle,2007,,
9/5/2007,18:25:59,29.423,N,70.396,W
9/5/2007,18:28:00,29.423,N,70.397,W
9/5/2007,18:30:00,29.423,N,70.398,W
9/5/2007,18:31:59,29.423,N,70.399,W
9/5/2007,18:34:00,29.423,N,70.399,W
9/5/2007,18:36:00,29.423,N,70.4,W
9/5/2007,18:37:59,29.423,N,70.401,W
9/5/2007,18:39:59,29.424,N,70.402,W
9/5/2007,18:42:00,29.424,N,70.403,W
9/5/2007,18:44:00,29.424,N,70.404,W
9/5/2007,18:45:59,29.424,N,70.404,W
9/5/2007,18:47:59,29.424,N,70.405,W
9/5/2007,18:50:00,29.424,N,70.406,W
9/5/2007,18:52:00,29.424,N,70.407,W
9/5/2007,18:53:59,29.424,N,70.408,W
9/5/2007,18:55:59,29.424,N,70.408,W
9/5/2007,18:58:00,29.424,N,70.409,W
9/5/2007,19:00:00,29.424,N,70.41,W
9/5/2007,19:01:59,29.424,N,70.411,W
9/5/2007,19:04:00,29.424,N,70.412,W
9/5/2007,19:06:00,29.424,N,70.413,W
9/5/2007,19:07:59,29.424,N,70.413,W
9/5/2007,19:09:59,29.424,N,70.414,W
9/5/2007,19:12:00,29.424,N,70.415,W
9/5/2007,19:14:00,29.424,N,70.416,W
9/5/2007,19:15:59,29.424,N,70.417,W
9/5/2007,19:17:59,29.424,N,70.418,W
9/5/2007,19:20:00,29.424,N,70.418,W
9/5/2007,19:22:00,29.425,N,70.419,W
9/5/2007,19:23:59,29.425,N,70.42,W
9/5/2007,19:25:59,29.425,N,70.421,W
9/5/2007,19:28:00,29.425,N,70.422,W
9/5/2007,19:30:00,29.425,N,70.422,W
9/5/2007,19:31:59,29.425,N,70.423,W
9/5/2007,19:34:00,29.425,N,70.424,W
9/5/2007,19:36:00,29.425,N,70.425,W
9/5/2007,19:37:59,29.425,N,70.426,W
9/5/2007,19:39:59,29.425,N,70.427,W
9/5/2007,19:42:00,29.425,N,70.427,W
9/5/2007,19:44:00,29.425,N,70.428,W
9/5/2007,19:45:59,29.425,N,70.429,W
9/5/2007,19:47:59,29.425,N,70.43,W
9/5/2007,19:50:00,29.425,N,70.431,W
9/5/2007,19:52:00,29.425,N,70.431,W
9/5/2007,19:53:59,29.425,N,70.432,W
9/5/2007,19:55:59,29.425,N,70.433,W
9/5/2007,19:58:00,29.425,N,70.434,W
9/5/2007,20:00:00,29.425,N,70.435,W
9/5/2007,20:01:59,29.425,N,70.436,W
9/5/2007,20:04:00,29.426,N,70.436,W
9/5/2007,20:06:00,29.426,N,70.437,W
9/5/2007,20:07:59,29.426,N,70.438,W
9/5/2007,20:09:59,29.426,N,70.439,W
9/5/2007,20:12:00,29.426,N,70.44,W
9/5/2007,20:14:00,29.426,N,70.44,W
9/5/2007,20:15:59,29.426,N,70.441,W
9/5/2007,20:17:59,29.426,N,70.442,W
9/5/2007,20:20:00,29.426,N,70.443,W
9/5/2007,20:22:00,29.426,N,70.444,W
9/5/2007,20:23:59,29.426,N,70.444,W
9/5/2007,20:25:59,29.426,N,70.445,W
9/5/2007,20:28:00,29.426,N,70.446,W
9/5/2007,20:30:00,29.426,N,70.447,W
9/5/2007,20:31:59,29.426,N,70.448,W
9/5/2007,20:34:00,29.426,N,70.449,W
9/5/2007,20:36:00,29.426,N,70.449,W
9/5/2007,20:37:59,29.426,N,70.45,W
9/5/2007,20:39:59,29.426,N,70.451,W
9/5/2007,20:42:00,29.426,N,70.452,W
9/5/2007,20:44:00,29.426,N,70.453,W
9/5/2007,20:45:59,29.427,N,70.453,W
9/5/2007,20:47:59,29.427,N,70.454,W
9/5/2007,20:50:00,29.427,N,70.455,W
9/5/2007,20:52:00,29.427,N,70.456,W
9/5/2007,20:53:59,29.427,N,70.457,W
9/5/2007,20:55:59,29.427,N,70.457,W
9/5/2007,20:58:00,29.427,N,70.458,W
9/5/2007,21:00:00,29.427,N,70.459,W
9/5/2007,21:01:59,29.427,N,70.46,W
9/5/2007,21:04:00,29.427,N,70.461,W
9/5/2007,21:06:00,29.427,N,70.461,W
9/5/2007,21:07:59,29.427,N,70.462,W
9/5/2007,21:09:59,29.427,N,70.463,W
9/5/2007,21:12:00,29.427,N,70.464,W
9/5/2007,21:14:00,29.427,N,70.465,W
9/5/2007,21:15:59,29.427,N,70.465,W
9/5/2007,21:17:59,29.427,N,70.466,W
9/5/2007,21:20:00,29.427,N,70.467,W
9/5/2007,21:22:00,29.427,N,70.468,W
9/5/2007,21:23:59,29.427,N,70.469,W
9/5/2007,21:25:59,29.427,N,70.469,W
9/5/2007,21:28:00,29.428,N,70.47,W
9/5/2007,21:30:00,29.428,N,70.471,W
9/5/2007,21:31:59,29.428,N,70.472,W
9/5/2007,21:34:00,29.428,N,70.473,W
9/5/2007,21:36:00,29.428,N,70.473,W
9/5/2007,21:37:59,29.428,N,70.474,W
9/5/2007,21:39:59,29.428,N,70.475,W
9/5/2007,21:42:00,29.428,N,70.476,W
9/5/2007,21:44:00,29.428,N,70.477,W
9/5/2007,21:45:59,29.428,N,70.477,W
9/5/2007,21:47:59,29.428,N,70.478,W
9/5/2007,21:50:00,29.428,N,70.479,W
9/5/2007,21:52:00,29.428,N,70.48,W
9/5/2007,21:53:59,29.428,N,70.481,W
9/5/2007,21:55:59,29.428,N,70.481,W
9/5/2007,21:58:00,29.428,N,70.482,W
9/5/2007,22:00:00,29.428,N,70.483,W
9/5/2007,22:01:59,29.428,N,70.484,W
9/5/2007,22:04:00,29.428,N,70.484,W
9/5/2007,22:06:00,29.428,N,70.485,W
9/5/2007,22:07:59,29.428,N,70.486,W
9/5/2007,22:09:59,29.429,N,70.487,W
9/5/2007,22:12:00,29.429,N,70.488,W
9/5/2007,22:14:00,29.429,N,70.488,W
9/5/2007,22:15:59,29.429,N,70.489,W
9/5/2007,22:17:59,29.429,N,70.49,W
9/5/2007,22:20:00,29.429,N,70.491,W
9/5/2007,22:22:00,29.429,N,70.492,W
9/5/2007,22:23:59,29.429,N,70.492,W
9/5/2007,22:25:59,29.429,N,70.493,W
9/5/2007,22:28:00,29.429,N,70.494,W
9/5/2007,22:30:00,29.429,N,70.495,W
9/5/2007,22:31:59,29.429,N,70.495,W
9/5/2007,22:34:00,29.429,N,70.496,W
9/5/2007,22:36:00,29.429,N,70.497,W
9/5/2007,22:37:59,29.429,N,70.498,W
9/5/2007,22:39:59,29.429,N,70.499,W
9/5/2007,22:42:00,29.429,N,70.499,W
9/5/2007,22:44:00,29.429,N,70.5,W
9/5/2007,22:45:59,29.429,N,70.501,W
9/5/2007,22:47:59,29.429,N,70.502,W
9/5/2007,22:50:00,29.43,N,70.503,W
9/5/2007,22:52:00,29.43,N,70.503,W
9/5/2007,22:53:59,29.43,N,70.504,W
9/5/2007,22:55:59,29.43,N,70.505,W
9/5/2007,22:58:00,29.43,N,70.506,W
9/5/2007,23:00:00,29.43,N,70.506,W
9/5/2007,23:01:59,29.43,N,70.507,W
9/5/2007,23:04:00,29.43,N,70.508,W
9/5/2007,23:06:00,29.43,N,70.509,W
9/5/2007,23:07:59,29.43,N,70.51,W
9/5/2007,23:09:59,29.43,N,70.51,W
9/5/2007,23:12:00,29.43,N,70.511,W
9/5/2007,23:14:00,29.43,N,70.512,W
9/5/2007,23:15:59,29.43,N,70.513,W
9/5/2007,23:17:59,29.43,N,70.513,W
9/5/2007,23:20:00,29.43,N,70.514,W
9/5/2007,23:22:00,29.43,N,70.515,W
9/5/2007,23:23:59,29.43,N,70.516,W
9/5/2007,23:25:59,29.43,N,70.516,W
9/5/2007,23:28:00,29.43,N,70.517,W
9/5/2007,23:30:00,29.431,N,70.518,W
9/5/2007,23:31:59,29.431,N,70.519,W
9/5/2007,23:34:00,29.431,N,70.52,W
9/5/2007,23:36:00,29.431,N,70.52,W
9/5/2007,23:37:59,29.431,N,70.521,W
9/5/2007,23:39:59,29.431,N,70.522,W
9/5/2007,23:42:00,29.431,N,70.523,W
9/5/2007,23:44:00,29.431,N,70.523,W
9/5/2007,23:45:59,29.431,N,70.524,W
9/5/2007,23:47:59,29.431,N,70.525,W
9/5/2007,23:50:00,29.431,N,70.526,W
9/5/2007,23:52:00,29.431,N,70.526,W
9/5/2007,23:53:59,29.431,N,70.527,W
9/5/2007,23:55:59,29.431,N,70.528,W
9/5/2007,23:58:00,29.431,N,70.529,W
9/6/2007,0:00:00,29.431,N,70.53,W
9/6/2007,0:01:59,29.431,N,70.53,W
9/6/2007,0:04:00,29.431,N,70.531,W
9/6/2007,0:06:00,29.431,N,70.532,W
9/6/2007,0:07:59,29.431,N,70.533,W
9/6/2007,0:09:59,29.432,N,70.533,W
9/6/2007,0:12:00,29.432,N,70.534,W
9/6/2007,0:14:00,29.432,N,70.535,W
9/6/2007,0:15:59,29.432,N,70.536,W
9/6/2007,0:17:59,29.432,N,70.536,W
9/6/2007,0:20:00,29.432,N,70.537,W
9/6/2007,0:22:00,29.432,N,70.538,W
9/6/2007,0:23:59,29.432,N,70.539,W
9/6/2007,0:25:59,29.432,N,70.539,W
9/6/2007,0:28:00,29.432,N,70.54,W
9/6/2007,0:30:00,29.432,N,70.541,W
9/6/2007,0:31:59,29.432,N,70.542,W
9/6/2007,0:34:00,29.432,N,70.542,W
9/6/2007,0:36:00,29.432,N,70.543,W
9/6/2007,0:37:59,29.432,N,70.544,W
9/6/2007,0:39:59,29.432,N,70.545,W
9/6/2007,0:42:00,29.432,N,70.545,W
9/6/2007,0:44:00,29.432,N,70.546,W
9/6/2007,0:45:59,29.432,N,70.547,W
9/6/2007,0:47:59,29.432,N,70.548,W
9/6/2007,0:50:00,29.433,N,70.548,W
9/6/2007,0:52:00,29.433,N,70.549,W
9/6/2007,0:53:59,29.433,N,70.55,W
9/6/2007,0:55:59,29.433,N,70.551,W
9/6/2007,0:58:00,29.433,N,70.551,W
9/6/2007,1:00:00,29.433,N,70.552,W
9/6/2007,1:01:59,29.433,N,70.553,W
9/6/2007,1:04:00,29.433,N,70.554,W
9/6/2007,1:06:00,29.433,N,70.554,W
9/6/2007,1:07:59,29.433,N,70.555,W
9/6/2007,1:09:59,29.433,N,70.556,W
9/6/2007,1:12:00,29.433,N,70.557,W
9/6/2007,1:14:00,29.433,N,70.557,W
9/6/2007,1:15:59,29.433,N,70.558,W
9/6/2007,1:17:59,29.433,N,70.559,W
9/6/2007,1:20:00,29.433,N,70.56,W
9/6/2007,1:22:00,29.433,N,70.56,W
9/6/2007,1:23:59,29.433,N,70.561,W
9/6/2007,1:25:59,29.433,N,70.562,W
9/6/2007,1:28:00,29.434,N,70.563,W
9/6/2007,1:30:00,29.434,N,70.563,W
9/6/2007,1:31:59,29.434,N,70.564,W
9/6/2007,1:34:00,29.434,N,70.565,W
9/6/2007,1:36:00,29.434,N,70.566,W
9/6/2007,1:37:59,29.434,N,70.566,W
9/6/2007,1:39:59,29.434,N,70.567,W
9/6/2007,1:42:00,29.434,N,70.568,W
9/6/2007,1:44:00,29.434,N,70.569,W
9/6/2007,1:45:59,29.434,N,70.569,W
9/6/2007,1:47:59,29.434,N,70.57,W
9/6/2007,1:50:00,29.434,N,70.571,W
9/6/2007,1:52:00,29.434,N,70.572,W
9/6/2007,1:53:59,29.434,N,70.572,W
9/6/2007,1:55:59,29.434,N,70.573,W
9/6/2007,1:58:00,29.434,N,70.574,W
9/6/2007,2:00:00,29.434,N,70.575,W
9/6/2007,2:01:59,29.434,N,70.575,W
9/6/2007,2:04:00,29.434,N,70.576,W
9/6/2007,2:06:00,29.435,N,70.577,W
9/6/2007,2:07:59,29.435,N,70.577,W
9/6/2007,2:09:59,29.435,N,70.578,W
9/6/2007,2:12:00,29.435,N,70.579,W
9/6/2007,2:14:00,29.435,N,70.58,W
9/6/2007,2:15:59,29.435,N,70.58,W
9/6/2007,2:17:59,29.435,N,70.581,W
9/6/2007,2:20:00,29.435,N,70.582,W
9/6/2007,2:22:00,29.435,N,70.583,W
9/6/2007,2:23:59,29.435,N,70.583,W
9/6/2007,2:25:59,29.435,N,70.584,W
9/6/2007,2:28:00,29.435,N,70.585,W
9/6/2007,2:30:00,29.435,N,70.586,W
9/6/2007,2:31:59,29.435,N,70.586,W
9/6/2007,2:34:00,29.435,N,70.587,W
9/6/2007,2:36:00,29.435,N,70.588,W
9/6/2007,2:37:59,29.435,N,70.588,W
9/6/2007,2:39:59,29.435,N,70.589,W
9/6/2007,2:42:00,29.435,N,70.59,W
9/6/2007,2:44:00,29.436,N,70.591,W
9/6/2007,2:45:59,29.436,N,70.591,W
9/6/2007,2:47:59,29.436,N,70.592,W
9/6/2007,2:50:00,29.436,N,70.593,W
9/6/2007,2:52:00,29.436,N,70.593,W
9/6/2007,2:53:59,29.436,N,70.594,W
9/6/2007,2:55:59,29.436,N,70.595,W
9/6/2007,2:58:00,29.436,N,70.596,W
9/6/2007,3:00:00,29.436,N,70.596,W
9/6/2007,3:01:59,29.436,N,70.597,W
9/6/2007,3:04:00,29.436,N,70.598,W
9/6/2007,3:06:00,29.436,N,70.599,W
9/6/2007,3:07:59,29.436,N,70.599,W
9/6/2007,3:09:59,29.436,N,70.6,W
9/6/2007,3:12:00,29.436,N,70.601,W
9/6/2007,3:14:00,29.436,N,70.601,W
9/6/2007,3:15:59,29.436,N,70.602,W
9/6/2007,3:17:59,29.436,N,70.603,W
9/6/2007,3:20:00,29.436,N,70.604,W
9/6/2007,3:22:00,29.437,N,70.604,W
9/6/2007,3:23:59,29.437,N,70.605,W
9/6/2007,3:25:59,29.437,N,70.606,W
9/6/2007,3:28:00,29.437,N,70.606,W
9/6/2007,3:30:00,29.437,N,70.607,W
9/6/2007,3:31:59,29.437,N,70.608,W
9/6/2007,3:34:00,29.437,N,70.609,W
9/6/2007,3:36:00,29.437,N,70.609,W
9/6/2007,3:37:59,29.437,N,70.61,W
9/6/2007,3:39:59,29.437,N,70.611,W
9/6/2007,3:42:00,29.437,N,70.611,W
9/6/2007,3:44:00,29.437,N,70.612,W
9/6/2007,3:45:59,29.437,N,70.613,W
9/6/2007,3:47:59,29.437,N,70.614,W
9/6/2007,3:50:00,29.437,N,70.614,W
9/6/2007,3:52:00,29.437,N,70.615,W
9/6/2007,3:53:59,29.437,N,70.616,W
9/6/2007,3:55:59,29.437,N,70.616,W
9/6/2007,3:58:00,29.437,N,70.617,W
9/6/2007,4:00:00,29.438,N,70.618,W
9/6/2007,4:01:59,29.438,N,70.618,W
9/6/2007,4:04:00,29.438,N,70.619,W
9/6/2007,4:06:00,29.438,N,70.62,W
9/6/2007,4:07:59,29.438,N,70.621,W
9/6/2007,4:09:59,29.438,N,70.621,W
9/6/2007,4:12:00,29.438,N,70.622,W
9/6/2007,4:14:00,29.438,N,70.623,W
9/6/2007,4:15:59,29.438,N,70.623,W
9/6/2007,4:17:59,29.438,N,70.624,W
9/6/2007,4:20:00,29.438,N,70.625,W
9/6/2007,4:22:00,29.438,N,70.625,W
9/6/2007,4:23:59,29.438,N,70.626,W
9/6/2007,4:25:59,29.438,N,70.627,W
9/6/2007,4:28:00,29.438,N,70.628,W
9/6/2007,4:30:00,29.438,N,70.628,W
9/6/2007,4:31:59,29.438,N,70.629,W
9/6/2007,4:34:00,29.438,N,70.63,W
9/6/2007,4:36:00,29.439,N,70.63,W
9/6/2007,4:37:59,29.439,N,70.631,W
9/6/2007,4:39:59,29.439,N,70.632,W
9/6/2007,4:42:00,29.439,N,70.632,W
9/6/2007,4:44:00,29.439,N,70.633,W
9/6/2007,4:45:59,29.439,N,70.634,W
9/6/2007,4:47:59,29.439,N,70.634,W
9/6/2007,4:50:00,29.439,N,70.635,W
9/6/2007,4:52:00,29.439,N,70.636,W
9/6/2007,4:53:59,29.439,N,70.637,W
9/6/2007,4:55:59,29.439,N,70.637,W
9/6/2007,4:58:00,29.439,N,70.638,W
9/6/2007,5:00:00,29.439,N,70.639,W
9/6/2007,5:01:59,29.439,N,70.639,W
9/6/2007,5:04:00,29.439,N,70.64,W
9/6/2007,5:06:00,29.439,N,70.641,W
9/6/2007,5:07:59,29.439,N,70.641,W
9/6/2007,5:09:59,29.439,N,70.642,W
9/6/2007,5:12:00,29.44,N,70.643,W
9/6/2007,5:14:00,29.44,N,70.643,W
9/6/2007,5:15:59,29.44,N,70.644,W
9/6/2007,5:17:59,29.44,N,70.645,W
9/6/2007,5:20:00,29.44,N,70.645,W
9/6/2007,5:22:00,29.44,N,70.646,W
9/6/2007,5:23:59,29.44,N,70.647,W
9/6/2007,5:25:59,29.44,N,70.648,W
9/6/2007,5:28:00,29.44,N,70.648,W
9/6/2007,5:30:00,29.44,N,70.649,W
9/6/2007,5:31:59,29.44,N,70.65,W
9/6/2007,5:34:00,29.44,N,70.65,W
9/6/2007,5:36:00,29.44,N,70.651,W
9/6/2007,5:37:59,29.44,N,70.652,W
9/6/2007,5:39:59,29.44,N,70.652,W
9/6/2007,5:42:00,29.44,N,70.653,W
9/6/2007,5:44:00,29.44,N,70.654,W
9/6/2007,5:45:59,29.44,N,70.654,W
9/6/2007,5:47:59,29.441,N,70.655,W
9/6/2007,5:50:00,29.441,N,70.656,W
9/6/2007,5:52:00,29.441,N,70.656,W
9/6/2007,5:53:59,29.441,N,70.657,W
9/6/2007,5:55:59,29.441,N,70.658,W
9/6/2007,5:58:00,29.441,N,70.658,W
9/6/2007,6:00:00,29.441,N,70.659,W
9/6/2007,6:01:59,29.441,N,70.66,W
9/6/2007,6:04:00,29.441,N,70.66,W
9/6/2007,6:06:00,29.441,N,70.661,W
9/6/2007,6:07:59,29.441,N,70.662,W
9/6/2007,6:09:59,29.441,N,70.662,W
9/6/2007,6:12:00,29.441,N,70.663,W
9/6/2007,6:14:00,29.441,N,70.664,W
9/6/2007,6:15:59,29.441,N,70.664,W
9/6/2007,6:17:59,29.441,N,70.665,W
9/6/2007,6:20:00,29.441,N,70.666,W
9/6/2007,6:22:00,29.441,N,70.666,W
9/6/2007,6:23:59,29.442,N,70.667,W
9/6/2007,6:25:59,29.442,N,70.668,W
9/6/2007,6:28:00,29.442,N,70.668,W
9/6/2007,6:30:00,29.442,N,70.669,W
9/6/2007,6:31:59,29.442,N,70.67,W
9/6/2007,6:34:00,29.442,N,70.67,W
9/6/2007,6:36:00,29.442,N,70.671,W
9/6/2007,6:37:59,29.442,N,70.672,W
9/6/2007,6:39:59,29.442,N,70.672,W
9/6/2007,6:42:00,29.442,N,70.673,W
9/6/2007,6:44:00,29.442,N,70.674,W
9/6/2007,6:45:59,29.442,N,70.674,W
9/6/2007,6:47:59,29.442,N,70.675,W
9/6/2007,6:50:00,29.442,N,70.676,W
9/6/2007,6:52:00,29.442,N,70.676,W
9/6/2007,6:53:59,29.442,N,70.677,W
9/6/2007,6:55:59,29.442,N,70.678,W
9/6/2007,6:58:00,29.443,N,70.678,W
9/6/2007,7:00:00,29.443,N,70.679,W
9/6/2007,7:01:59,29.443,N,70.68,W
9/6/2007,7:04:00,29.443,N,70.68,W
9/6/2007,7:06:00,29.443,N,70.681,W
9/6/2007,7:07:59,29.443,N,70.681,W
9/6/2007,7:09:59,29.443,N,70.682,W
9/6/2007,7:12:00,29.443,N,70.683,W
9/6/2007,7:14:00,29.443,N,70.683,W
9/6/2007,7:15:59,29.443,N,70.684,W
9/6/2007,7:17:59,29.443,N,70.685,W
9/6/2007,7:20:00,29.443,N,70.685,W
9/6/2007,7:22:00,29.443,N,70.686,W
9/6/2007,7:23:59,29.443,N,70.687,W
9/6/2007,7:25:59,29.443,N,70.687,W
9/6/2007,7:28:00,29.443,N,70.688,W
9/6/2007,7:30:00,29.443,N,70.689,W
9/6/2007,7:31:59,29.444,N,70.689,W
9/6/2007,7:34:00,29.444,N,70.69,W
9/6/2007,7:36:00,29.444,N,70.691,W
9/6/2007,7:37:59,29.444,N,70.691,W
9/6/2007,7:39:59,29.444,N,70.692,W
9/6/2007,7:42:00,29.444,N,70.692,W
9/6/2007,7:44:00,29.444,N,70.693,W
9/6/2007,7:45:59,29.444,N,70.694,W
9/6/2007,7:47:59,29.444,N,70.694,W
9/6/2007,7:50:00,29.444,N,70.695,W
9/6/2007,7:52:00,29.444,N,70.696,W
9/6/2007,7:53:59,29.444,N,70.696,W
9/6/2007,7:55:59,29.444,N,70.697,W
9/6/2007,7:58:00,29.444,N,70.698,W
9/6/2007,8:00:00,29.444,N,70.698,W
9/6/2007,8:01:59,29.444,N,70.699,W
9/6/2007,8:03:59,29.444,N,70.699,W
9/6/2007,8:05:59,29.445,N,70.7,W
9/6/2007,8:08:00,29.445,N,70.701,W
9/6/2007,8:10:00,29.445,N,70.701,W
9/6/2007,8:12:00,29.445,N,70.702,W
9/6/2007,8:14:00,29.445,N,70.703,W
9/6/2007,8:15:59,29.445,N,70.703,W
9/6/2007,8:17:59,29.445,N,70.704,W
9/6/2007,8:19:59,29.445,N,70.705,W
9/6/2007,8:21:59,29.445,N,70.705,W
9/6/2007,8:24:00,29.445,N,70.706,W
9/6/2007,8:26:00,29.445,N,70.706,W
9/6/2007,8:28:00,29.445,N,70.707,W
9/6/2007,8:30:00,29.445,N,70.708,W
9/6/2007,8:31:59,29.445,N,70.708,W
9/6/2007,8:33:59,29.445,N,70.709,W
9/6/2007,8:35:59,29.445,N,70.71,W
9/6/2007,8:38:00,29.445,N,70.71,W
9/6/2007,8:40:00,29.446,N,70.711,W
9/6/2007,8:42:00,29.446,N,70.711,W
9/6/2007,8:44:00,29.446,N,70.712,W
9/6/2007,8:45:59,29.446,N,70.713,W
9/6/2007,8:47:59,29.446,N,70.713,W
9/6/2007,8:49:59,29.446,N,70.714,W
9/6/2007,8:51:59,29.446,N,70.715,W
9/6/2007,8:54:00,29.446,N,70.715,W
9/6/2007,8:56:00,29.446,N,70.716,W
9/6/2007,8:58:00,29.446,N,70.716,W
9/6/2007,9:00:00,29.446,N,70.717,W
9/6/2007,9:01:59,29.446,N,70.718,W
9/6/2007,9:03:59,29.446,N,70.718,W
9/6/2007,9:05:59,29.446,N,70.719,W
9/6/2007,9:08:00,29.446,N,70.719,W
9/6/2007,9:10:00,29.446,N,70.72,W
9/6/2007,9:12:00,29.446,N,70.721,W
9/6/2007,9:14:00,29.447,N,70.721,W
9/6/2007,9:15:59,29.447,N,70.722,W
9/6/2007,9:17:59,29.447,N,70.722,W
9/6/2007,9:19:59,29.447,N,70.723,W
9/6/2007,9:21:59,29.447,N,70.724,W
9/6/2007,9:24:00,29.447,N,70.724,W
9/6/2007,9:26:00,29.447,N,70.725,W
9/6/2007,9:28:00,29.447,N,70.726,W
9/6/2007,9:30:00,29.447,N,70.726,W
9/6/2007,9:31:59,29.447,N,70.727,W
9/6/2007,9:33:59,29.447,N,70.727,W
9/6/2007,9:35:59,29.447,N,70.728,W
9/6/2007,9:38:00,29.447,N,70.729,W
9/6/2007,9:40:00,29.447,N,70.729,W
9/6/2007,9:42:00,29.447,N,70.73,W
9/6/2007,9:44:00,29.447,N,70.73,W
9/6/2007,9:45:59,29.447,N,70.731,W
9/6/2007,9:47:59,29.448,N,70.732,W
9/6/2007,9:49:59,29.448,N,70.732,W
9/6/2007,9:51:59,29.448,N,70.733,W
9/6/2007,9:54:00,29.448,N,70.733,W
9/6/2007,9:56:00,29.448,N,70.734,W
9/6/2007,9:58:00,29.448,N,70.735,W
9/6/2007,10:00:00,29.448,N,70.735,W
9/6/2007,10:01:59,29.448,N,70.736,W
9/6/2007,10:03:59,29.448,N,70.736,W
9/6/2007,10:05:59,29.448,N,70.737,W
9/6/2007,10:08:00,29.448,N,70.738,W
9/6/2007,10:10:00,29.448,N,70.738,W
9/6/2007,10:12:00,29.448,N,70.739,W
9/6/2007,10:14:00,29.448,N,70.739,W
9/6/2007,10:15:59,29.448,N,70.74,W
9/6/2007,10:17:59,29.448,N,70.741,W
9/6/2007,10:19:59,29.449,N,70.741,W
9/6/2007,10:21:59,29.449,N,70.742,W
9/6/2007,10:24:00,29.449,N,70.742,W
9/6/2007,10:26:00,29.449,N,70.743,W
9/6/2007,10:28:00,29.449,N,70.743,W
9/6/2007,10:30:00,29.449,N,70.744,W
9/6/2007,10:31:59,29.449,N,70.745,W
9/6/2007,10:33:59,29.449,N,70.745,W
9/6/2007,10:35:59,29.449,N,70.746,W
9/6/2007,10:38:00,29.449,N,70.746,W
9/6/2007,10:40:00,29.449,N,70.747,W
9/6/2007,10:42:00,29.449,N,70.748,W
9/6/2007,10:44:00,29.449,N,70.748,W
9/6/2007,10:45:59,29.449,N,70.749,W
9/6/2007,10:47:59,29.449,N,70.749,W
9/6/2007,10:49:59,29.449,N,70.75,W
9/6/2007,10:51:59,29.45,N,70.75,W
9/6/2007,10:54:00,29.45,N,70.751,W
9/6/2007,10:56:00,29.45,N,70.752,W
9/6/2007,10:58:00,29.45,N,70.752,W
9/6/2007,11:00:00,29.45,N,70.753,W
9/6/2007,11:01:59,29.45,N,70.753,W
9/6/2007,11:03:59,29.45,N,70.754,W
9/6/2007,11:05:59,29.45,N,70.755,W
9/6/2007,11:08:00,29.45,N,70.755,W
9/6/2007,11:10:00,29.45,N,70.756,W
9/6/2007,11:12:00,29.45,N,70.756,W
9/6/2007,11:14:00,29.45,N,70.757,W
9/6/2007,11:15:59,29.45,N,70.757,W
9/6/2007,11:17:59,29.45,N,70.758,W
9/6/2007,11:19:59,29.45,N,70.759,W
9/6/2007,11:21:59,29.45,N,70.759,W
9/6/2007,11:24:00,29.451,N,70.76,W
9/6/2007,11:26:00,29.451,N,70.76,W
9/6/2007,11:28:00,29.451,N,70.761,W
9/6/2007,11:30:00,29.451,N,70.761,W
9/6/2007,11:31:59,29.451,N,70.762,W
9/6/2007,11:33:59,29.451,N,70.763,W
9/6/2007,11:35:59,29.451,N,70.763,W
9/6/2007,11:38:00,29.451,N,70.764,W
9/6/2007,11:40:00,29.451,N,70.764,W
9/6/2007,11:42:00,29.451,N,70.765,W
9/6/2007,11:44:00,29.451,N,70.765,W
9/6/2007,11:45:59,29.451,N,70.766,W
9/6/2007,11:47:59,29.451,N,70.767,W
9/6/2007,11:49:59,29.451,N,70.767,W
9/6/2007,11:51:59,29.451,N,70.768,W
9/6/2007,11:54:00,29.451,N,70.768,W
9/6/2007,11:56:00,29.452,N,70.769,W
9/6/2007,11:58:00,29.452,N,70.769,W
9/6/2007,12:00:00,29.452,N,70.77,W
9/6/2007,12:01:59,29.452,N,70.77,W
9/6/2007,12:03:59,29.452,N,70.771,W
9/6/2007,12:05:59,29.452,N,70.772,W
9/6/2007,12:08:00,29.452,N,70.772,W
9/6/2007,12:10:00,29.452,N,70.773,W
9/6/2007,12:12:00,29.452,N,70.773,W
9/6/2007,12:14:00,29.452,N,70.774,W
9/6/2007,12:15:59,29.452,N,70.774,W
9/6/2007,12:17:59,29.452,N,70.775,W
9/6/2007,12:19:59,29.452,N,70.775,W
9/6/2007,12:21:59,29.452,N,70.776,W
9/6/2007,12:24:00,29.452,N,70.777,W
9/6/2007,12:26:00,29.452,N,70.777,W
9/6/2007,12:28:00,29.453,N,70.778,W
9/6/2007,12:30:00,29.453,N,70.778,W
9/6/2007,12:31:59,29.453,N,70.779,W
9/6/2007,12:33:59,29.453,N,70.779,W
9/6/2007,12:35:59,29.453,N,70.78,W
9/6/2007,12:38:00,29.453,N,70.78,W
9/6/2007,12:40:00,29.453,N,70.781,W
9/6/2007,12:42:00,29.453,N,70.781,W
9/6/2007,12:44:00,29.453,N,70.782,W
9/6/2007,12:45:59,29.453,N,70.783,W
9/6/2007,12:47:59,29.453,N,70.783,W
9/6/2007,12:49:59,29.453,N,70.784,W
9/6/2007,12:51:59,29.453,N,70.784,W
9/6/2007,12:54:00,29.453,N,70.785,W
9/6/2007,12:56:00,29.453,N,70.785,W
9/6/2007,12:58:00,29.454,N,70.786,W
9/6/2007,13:00:00,29.454,N,70.786,W
9/6/2007,13:01:59,29.454,N,70.787,W
