Track,for,Cindy,2005,,
7/4/2005,14:21:39,21.537,N,88.301,W
7/4/2005,14:23:39,21.545,N,88.305,W
7/4/2005,14:25:39,21.554,N,88.308,W
7/4/2005,14:27:40,21.562,N,88.312,W
7/4/2005,14:29:40,21.571,N,88.315,W
7/4/2005,14:31:40,21.58,N,88.319,W
7/4/2005,14:33:40,21.588,N,88.322,W
7/4/2005,14:35:39,21.597,N,88.326,W
7/4/2005,14:37:39,21.605,N,88.329,W
7/4/2005,14:39:39,21.614,N,88.332,W
7/4/2005,14:41:39,21.622,N,88.336,W
7/4/2005,14:43:40,21.631,N,88.339,W
7/4/2005,14:45:40,21.639,N,88.343,W
7/4/2005,14:47:40,21.648,N,88.346,W
7/4/2005,14:49:40,21.656,N,88.35,W
7/4/2005,14:51:39,21.665,N,88.353,W
7/4/2005,14:53:39,21.673,N,88.357,W
7/4/2005,14:55:39,21.682,N,88.36,W
7/4/2005,14:57:40,21.69,N,88.363,W
7/4/2005,14:59:40,21.699,N,88.367,W
7/4/2005,15:01:40,21.707,N,88.37,W
7/4/2005,15:03:40,21.715,N,88.374,W
7/4/2005,15:05:39,21.724,N,88.377,W
7/4/2005,15:07:39,21.732,N,88.38,W
7/4/2005,15:09:39,21.741,N,88.384,W
7/4/2005,15:11:39,21.749,N,88.387,W
7/4/2005,15:13:40,21.758,N,88.391,W
7/4/2005,15:15:40,21.766,N,88.394,W
7/4/2005,15:17:40,21.775,N,88.397,W
7/4/2005,15:19:40,21.783,N,88.401,W
7/4/2005,15:21:39,21.791,N,88.404,W
7/4/2005,15:23:39,21.8,N,88.408,W
7/4/2005,15:25:39,21.808,N,88.411,W
7/4/2005,15:27:40,21.817,N,88.414,W
7/4/2005,15:29:40,21.825,N,88.418,W
7/4/2005,15:31:40,21.833,N,88.421,W
7/4/2005,15:33:40,21.842,N,88.424,W
7/4/2005,15:35:39,21.85,N,88.428,W
7/4/2005,15:37:39,21.859,N,88.431,W
7/4/2005,15:39:39,21.867,N,88.434,W
7/4/2005,15:41:39,21.875,N,88.438,W
7/4/2005,15:43:40,21.884,N,88.441,W
7/4/2005,15:45:40,21.892,N,88.444,W
7/4/2005,15:47:40,21.9,N,88.448,W
7/4/2005,15:49:40,21.909,N,88.451,W
7/4/2005,15:51:39,21.917,N,88.454,W
7/4/2005,15:53:39,21.925,N,88.458,W
7/4/2005,15:55:39,21.934,N,88.461,W
7/4/2005,15:57:40,21.942,N,88.464,W
7/4/2005,15:59:40,21.95,N,88.468,W
7/4/2005,16:01:40,21.959,N,88.471,W
7/4/2005,16:03:40,21.967,N,88.474,W
7/4/2005,16:05:39,21.975,N,88.477,W
7/4/2005,16:07:39,21.984,N,88.481,W
7/4/2005,16:09:39,21.992,N,88.484,W
7/4/2005,16:11:39,22,N,88.487,W
7/4/2005,16:13:40,22.009,N,88.491,W
7/4/2005,16:15:40,22.017,N,88.494,W
7/4/2005,16:17:40,22.025,N,88.497,W
7/4/2005,16:19:40,22.034,N,88.501,W
7/4/2005,16:21:39,22.042,N,88.504,W
7/4/2005,16:23:39,22.05,N,88.507,W
7/4/2005,16:25:39,22.058,N,88.51,W
7/4/2005,16:27:40,22.067,N,88.514,W
7/4/2005,16:29:40,22.075,N,88.517,W
7/4/2005,16:31:40,22.083,N,88.52,W
7/4/2005,16:33:40,22.092,N,88.523,W
7/4/2005,16:35:39,22.1,N,88.527,W
7/4/2005,16:37:39,22.108,N,88.53,W
7/4/2005,16:39:39,22.116,N,88.533,W
7/4/2005,16:41:39,22.125,N,88.536,W
7/4/2005,16:43:40,22.133,N,88.54,W
7/4/2005,16:45:40,22.141,N,88.543,W
7/4/2005,16:47:40,22.149,N,88.546,W
7/4/2005,16:49:40,22.158,N,88.549,W
7/4/2005,16:51:39,22.166,N,88.553,W
7/4/2005,16:53:39,22.174,N,88.556,W
7/4/2005,16:55:39,22.182,N,88.559,W
7/4/2005,16:57:40,22.19,N,88.562,W
7/4/2005,16:59:40,22.199,N,88.565,W
7/4/2005,17:01:40,22.207,N,88.569,W
7/4/2005,17:03:40,22.215,N,88.572,W
7/4/2005,17:05:39,22.223,N,88.575,W
7/4/2005,17:07:39,22.232,N,88.578,W
7/4/2005,17:09:39,22.24,N,88.582,W
7/4/2005,17:11:39,22.248,N,88.585,W
7/4/2005,17:13:40,22.256,N,88.588,W
7/4/2005,17:15:40,22.264,N,88.591,W
7/4/2005,17:17:40,22.273,N,88.594,W
7/4/2005,17:19:40,22.281,N,88.598,W
7/4/2005,17:21:39,22.289,N,88.601,W
7/4/2005,17:23:39,22.297,N,88.604,W
7/4/2005,17:25:39,22.305,N,88.607,W
7/4/2005,17:27:40,22.314,N,88.61,W
7/4/2005,17:29:40,22.322,N,88.613,W
7/4/2005,17:31:40,22.33,N,88.617,W
7/4/2005,17:33:40,22.338,N,88.62,W
7/4/2005,17:35:39,22.346,N,88.623,W
7/4/2005,17:37:39,22.354,N,88.626,W
7/4/2005,17:39:39,22.363,N,88.629,W
7/4/2005,17:41:39,22.371,N,88.633,W
7/4/2005,17:43:40,22.379,N,88.636,W
7/4/2005,17:45:40,22.387,N,88.639,W
7/4/2005,17:47:40,22.395,N,88.642,W
7/4/2005,17:49:40,22.403,N,88.645,W
7/4/2005,17:51:39,22.412,N,88.648,W
7/4/2005,17:53:39,22.42,N,88.652,W
7/4/2005,17:55:39,22.428,N,88.655,W
7/4/2005,17:57:40,22.436,N,88.658,W
7/4/2005,17:59:40,22.444,N,88.661,W
7/4/2005,18:01:40,22.452,N,88.664,W
7/4/2005,18:03:40,22.46,N,88.667,W
7/4/2005,18:05:39,22.469,N,88.67,W
7/4/2005,18:07:39,22.477,N,88.674,W
7/4/2005,18:09:39,22.485,N,88.677,W
7/4/2005,18:11:39,22.493,N,88.68,W
7/4/2005,18:13:40,22.501,N,88.683,W
7/4/2005,18:15:40,22.509,N,88.686,W
7/4/2005,18:17:40,22.517,N,88.689,W
7/4/2005,18:19:40,22.525,N,88.692,W
7/4/2005,18:21:39,22.534,N,88.696,W
7/4/2005,18:23:39,22.542,N,88.699,W
7/4/2005,18:25:39,22.55,N,88.702,W
7/4/2005,18:27:40,22.558,N,88.705,W
7/4/2005,18:29:40,22.566,N,88.708,W
7/4/2005,18:31:40,22.574,N,88.711,W
7/4/2005,18:33:40,22.582,N,88.714,W
7/4/2005,18:35:39,22.59,N,88.717,W
7/4/2005,18:37:39,22.598,N,88.721,W
7/4/2005,18:39:39,22.607,N,88.724,W
7/4/2005,18:41:39,22.615,N,88.727,W
7/4/2005,18:43:40,22.623,N,88.73,W
7/4/2005,18:45:40,22.631,N,88.733,W
7/4/2005,18:47:40,22.639,N,88.736,W
7/4/2005,18:49:40,22.647,N,88.739,W
7/4/2005,18:51:39,22.655,N,88.742,W
7/4/2005,18:53:39,22.663,N,88.746,W
7/4/2005,18:55:39,22.671,N,88.749,W
7/4/2005,18:57:40,22.679,N,88.752,W
7/4/2005,18:59:40,22.688,N,88.755,W
7/4/2005,19:01:40,22.696,N,88.758,W
7/4/2005,19:03:40,22.704,N,88.761,W
7/4/2005,19:05:39,22.712,N,88.764,W
7/4/2005,19:07:39,22.72,N,88.767,W
7/4/2005,19:09:39,22.728,N,88.77,W
7/4/2005,19:11:39,22.736,N,88.773,W
7/4/2005,19:13:40,22.744,N,88.777,W
7/4/2005,19:15:40,22.752,N,88.78,W
7/4/2005,19:17:40,22.76,N,88.783,W
7/4/2005,19:19:40,22.768,N,88.786,W
7/4/2005,19:21:39,22.776,N,88.789,W
7/4/2005,19:23:39,22.784,N,88.792,W
7/4/2005,19:25:39,22.793,N,88.795,W
7/4/2005,19:27:30,22.8,N,88.798,W
7/4/2005,19:29:30,22.808,N,88.801,W
7/4/2005,19:31:30,22.816,N,88.804,W
7/4/2005,19:33:31,22.824,N,88.807,W
7/4/2005,19:35:31,22.832,N,88.809,W
7/4/2005,19:37:31,22.84,N,88.812,W
7/4/2005,19:39:31,22.848,N,88.815,W
7/4/2005,19:41:30,22.857,N,88.818,W
7/4/2005,19:43:30,22.865,N,88.821,W
7/4/2005,19:45:30,22.873,N,88.824,W
7/4/2005,19:47:30,22.881,N,88.827,W
7/4/2005,19:49:31,22.889,N,88.83,W
7/4/2005,19:51:31,22.897,N,88.833,W
7/4/2005,19:53:31,22.905,N,88.836,W
7/4/2005,19:55:30,22.913,N,88.839,W
7/4/2005,19:57:30,22.921,N,88.842,W
7/4/2005,19:59:30,22.929,N,88.845,W
7/4/2005,20:01:30,22.937,N,88.848,W
7/4/2005,20:03:31,22.945,N,88.851,W
7/4/2005,20:05:31,22.953,N,88.854,W
7/4/2005,20:07:31,22.961,N,88.857,W
7/4/2005,20:09:31,22.969,N,88.86,W
7/4/2005,20:11:30,22.977,N,88.864,W
7/4/2005,20:13:30,22.985,N,88.867,W
7/4/2005,20:15:30,22.994,N,88.87,W
7/4/2005,20:17:30,23.002,N,88.873,W
7/4/2005,20:19:31,23.01,N,88.876,W
7/4/2005,20:21:31,23.018,N,88.879,W
7/4/2005,20:23:31,23.026,N,88.883,W
7/4/2005,20:25:30,23.034,N,88.886,W
7/4/2005,20:27:30,23.042,N,88.889,W
7/4/2005,20:29:30,23.05,N,88.892,W
7/4/2005,20:31:30,23.058,N,88.896,W
7/4/2005,20:33:31,23.066,N,88.899,W
7/4/2005,20:35:31,23.074,N,88.902,W
7/4/2005,20:37:31,23.082,N,88.905,W
7/4/2005,20:39:31,23.09,N,88.909,W
7/4/2005,20:41:29,23.098,N,88.912,W
7/4/2005,20:43:29,23.106,N,88.915,W
7/4/2005,20:45:30,23.114,N,88.918,W
7/4/2005,20:47:30,23.122,N,88.922,W
7/4/2005,20:49:30,23.13,N,88.925,W
7/4/2005,20:51:30,23.139,N,88.928,W
7/4/2005,20:53:29,23.147,N,88.931,W
7/4/2005,20:55:29,23.155,N,88.935,W
7/4/2005,20:57:29,23.163,N,88.938,W
7/4/2005,20:59:29,23.171,N,88.941,W
7/4/2005,21:01:30,23.179,N,88.944,W
7/4/2005,21:03:30,23.187,N,88.948,W
7/4/2005,21:05:30,23.195,N,88.951,W
7/4/2005,21:07:30,23.203,N,88.954,W
7/4/2005,21:09:29,23.212,N,88.958,W
7/4/2005,21:11:29,23.22,N,88.961,W
7/4/2005,21:13:29,23.228,N,88.964,W
7/4/2005,21:15:30,23.236,N,88.968,W
7/4/2005,21:17:30,23.244,N,88.971,W
7/4/2005,21:19:30,23.252,N,88.975,W
7/4/2005,21:21:30,23.261,N,88.978,W
7/4/2005,21:23:29,23.269,N,88.981,W
7/4/2005,21:25:29,23.277,N,88.985,W
7/4/2005,21:27:29,23.285,N,88.988,W
7/4/2005,21:29:29,23.293,N,88.992,W
7/4/2005,21:31:30,23.301,N,88.995,W
7/4/2005,21:33:30,23.31,N,88.999,W
7/4/2005,21:35:30,23.318,N,89.002,W
7/4/2005,21:37:30,23.326,N,89.006,W
7/4/2005,21:39:29,23.334,N,89.009,W
7/4/2005,21:41:29,23.342,N,89.013,W
7/4/2005,21:43:29,23.351,N,89.016,W
7/4/2005,21:45:30,23.359,N,89.02,W
7/4/2005,21:47:30,23.367,N,89.024,W
7/4/2005,21:49:30,23.375,N,89.027,W
7/4/2005,21:51:30,23.384,N,89.031,W
7/4/2005,21:53:29,23.392,N,89.035,W
7/4/2005,21:55:29,23.4,N,89.038,W
7/4/2005,21:57:29,23.408,N,89.042,W
7/4/2005,21:59:29,23.417,N,89.046,W
7/4/2005,22:01:30,23.425,N,89.049,W
7/4/2005,22:03:30,23.433,N,89.053,W
7/4/2005,22:05:30,23.441,N,89.057,W
7/4/2005,22:07:30,23.45,N,89.061,W
7/4/2005,22:09:29,23.458,N,89.064,W
7/4/2005,22:11:29,23.466,N,89.068,W
7/4/2005,22:13:29,23.475,N,89.072,W
7/4/2005,22:15:30,23.483,N,89.076,W
7/4/2005,22:17:30,23.491,N,89.08,W
7/4/2005,22:19:30,23.5,N,89.084,W
7/4/2005,22:21:30,23.508,N,89.088,W
7/4/2005,22:23:29,23.516,N,89.092,W
7/4/2005,22:25:29,23.525,N,89.096,W
7/4/2005,22:27:29,23.533,N,89.1,W
7/4/2005,22:29:29,23.541,N,89.104,W
7/4/2005,22:31:30,23.55,N,89.108,W
7/4/2005,22:33:30,23.558,N,89.112,W
7/4/2005,22:35:30,23.567,N,89.116,W
7/4/2005,22:37:30,23.575,N,89.12,W
7/4/2005,22:39:29,23.583,N,89.124,W
7/4/2005,22:41:29,23.592,N,89.128,W
7/4/2005,22:43:29,23.6,N,89.132,W
7/4/2005,22:45:30,23.609,N,89.137,W
7/4/2005,22:47:30,23.617,N,89.141,W
7/4/2005,22:49:30,23.626,N,89.145,W
7/4/2005,22:51:30,23.634,N,89.149,W
7/4/2005,22:53:29,23.642,N,89.154,W
7/4/2005,22:55:29,23.651,N,89.158,W
7/4/2005,22:57:29,23.659,N,89.162,W
7/4/2005,22:59:29,23.668,N,89.167,W
7/4/2005,23:01:30,23.676,N,89.171,W
7/4/2005,23:03:30,23.685,N,89.175,W
7/4/2005,23:05:30,23.693,N,89.18,W
7/4/2005,23:07:30,23.702,N,89.184,W
7/4/2005,23:09:29,23.71,N,89.189,W
7/4/2005,23:11:29,23.719,N,89.193,W
7/4/2005,23:13:29,23.727,N,89.198,W
7/4/2005,23:15:30,23.736,N,89.202,W
7/4/2005,23:17:30,23.745,N,89.207,W
7/4/2005,23:19:30,23.753,N,89.212,W
7/4/2005,23:21:30,23.762,N,89.216,W
7/4/2005,23:23:29,23.77,N,89.221,W
7/4/2005,23:25:29,23.779,N,89.226,W
7/4/2005,23:27:29,23.788,N,89.23,W
7/4/2005,23:29:29,23.796,N,89.235,W
7/4/2005,23:31:30,23.805,N,89.24,W
7/4/2005,23:33:30,23.813,N,89.245,W
7/4/2005,23:35:30,23.822,N,89.25,W
7/4/2005,23:37:30,23.831,N,89.255,W
7/4/2005,23:39:29,23.839,N,89.26,W
7/4/2005,23:41:29,23.848,N,89.265,W
7/4/2005,23:43:29,23.857,N,89.27,W
7/4/2005,23:45:30,23.866,N,89.275,W
7/4/2005,23:47:30,23.874,N,89.28,W
7/4/2005,23:49:30,23.883,N,89.285,W
7/4/2005,23:51:30,23.892,N,89.29,W
7/4/2005,23:53:29,23.9,N,89.295,W
7/4/2005,23:55:29,23.909,N,89.3,W
7/4/2005,23:57:29,23.918,N,89.305,W
7/4/2005,23:59:29,23.927,N,89.31,W
7/5/2005,0:01:30,23.935,N,89.316,W
7/5/2005,0:03:30,23.944,N,89.321,W
7/5/2005,0:05:30,23.953,N,89.326,W
7/5/2005,0:07:30,23.962,N,89.332,W
7/5/2005,0:09:29,23.971,N,89.337,W
7/5/2005,0:11:29,23.979,N,89.342,W
7/5/2005,0:13:29,23.988,N,89.348,W
7/5/2005,0:15:30,23.997,N,89.353,W
7/5/2005,0:17:30,24.006,N,89.359,W
7/5/2005,0:19:30,24.015,N,89.364,W
7/5/2005,0:21:30,24.024,N,89.37,W
7/5/2005,0:23:29,24.032,N,89.375,W
7/5/2005,0:25:29,24.041,N,89.381,W
7/5/2005,0:27:29,24.05,N,89.386,W
7/5/2005,0:29:29,24.059,N,89.392,W
7/5/2005,0:31:30,24.068,N,89.398,W
7/5/2005,0:33:30,24.077,N,89.403,W
7/5/2005,0:35:30,24.086,N,89.409,W
7/5/2005,0:37:30,24.095,N,89.414,W
7/5/2005,0:39:29,24.103,N,89.42,W
7/5/2005,0:41:29,24.112,N,89.426,W
7/5/2005,0:43:29,24.121,N,89.432,W
7/5/2005,0:45:30,24.13,N,89.437,W
7/5/2005,0:47:30,24.139,N,89.443,W
7/5/2005,0:49:30,24.148,N,89.449,W
7/5/2005,0:51:30,24.157,N,89.455,W
7/5/2005,0:53:29,24.166,N,89.46,W
7/5/2005,0:55:29,24.174,N,89.466,W
7/5/2005,0:57:29,24.183,N,89.472,W
7/5/2005,0:59:29,24.192,N,89.478,W
7/5/2005,1:01:30,24.201,N,89.484,W
7/5/2005,1:03:30,24.21,N,89.489,W
7/5/2005,1:05:30,24.219,N,89.495,W
7/5/2005,1:07:30,24.228,N,89.501,W
7/5/2005,1:09:29,24.236,N,89.507,W
7/5/2005,1:11:29,24.245,N,89.513,W
7/5/2005,1:13:29,24.254,N,89.519,W
7/5/2005,1:15:30,24.263,N,89.525,W
7/5/2005,1:17:30,24.272,N,89.531,W
7/5/2005,1:19:30,24.281,N,89.537,W
7/5/2005,1:21:30,24.29,N,89.543,W
7/5/2005,1:23:29,24.298,N,89.549,W
7/5/2005,1:25:29,24.307,N,89.554,W
7/5/2005,1:27:29,24.316,N,89.56,W
7/5/2005,1:29:29,24.325,N,89.566,W
7/5/2005,1:31:30,24.334,N,89.572,W
7/5/2005,1:33:30,24.343,N,89.578,W
7/5/2005,1:35:30,24.351,N,89.584,W
7/5/2005,1:37:30,24.36,N,89.59,W
7/5/2005,1:39:29,24.369,N,89.596,W
7/5/2005,1:41:29,24.378,N,89.602,W
7/5/2005,1:43:29,24.386,N,89.608,W
7/5/2005,1:45:30,24.395,N,89.614,W
7/5/2005,1:47:30,24.404,N,89.62,W
7/5/2005,1:49:30,24.413,N,89.626,W
7/5/2005,1:51:30,24.421,N,89.632,W
7/5/2005,1:53:29,24.43,N,89.638,W
7/5/2005,1:55:29,24.439,N,89.644,W
7/5/2005,1:57:29,24.448,N,89.65,W
7/5/2005,1:59:29,24.456,N,89.656,W
7/5/2005,2:01:30,24.465,N,89.662,W
7/5/2005,2:03:30,24.474,N,89.668,W
7/5/2005,2:05:30,24.482,N,89.674,W
7/5/2005,2:07:30,24.491,N,89.68,W
7/5/2005,2:09:29,24.5,N,89.686,W
7/5/2005,2:11:29,24.508,N,89.692,W
7/5/2005,2:13:29,24.517,N,89.697,W
7/5/2005,2:15:30,24.525,N,89.703,W
7/5/2005,2:17:30,24.534,N,89.709,W
7/5/2005,2:19:30,24.542,N,89.715,W
7/5/2005,2:21:30,24.551,N,89.721,W
7/5/2005,2:23:29,24.56,N,89.727,W
7/5/2005,2:25:29,24.568,N,89.733,W
7/5/2005,2:27:29,24.577,N,89.739,W
7/5/2005,2:29:29,24.585,N,89.745,W
7/5/2005,2:31:30,24.594,N,89.75,W
7/5/2005,2:33:30,24.602,N,89.756,W
7/5/2005,2:35:30,24.61,N,89.762,W
7/5/2005,2:37:30,24.619,N,89.768,W
7/5/2005,2:39:29,24.627,N,89.774,W
7/5/2005,2:41:29,24.636,N,89.779,W
7/5/2005,2:43:29,24.644,N,89.785,W
7/5/2005,2:45:30,24.652,N,89.791,W
7/5/2005,2:47:30,24.661,N,89.797,W
7/5/2005,2:49:30,24.669,N,89.802,W
7/5/2005,2:51:30,24.677,N,89.808,W
7/5/2005,2:53:29,24.686,N,89.814,W
7/5/2005,2:55:29,24.694,N,89.819,W
7/5/2005,2:57:29,24.702,N,89.825,W
7/5/2005,2:59:29,24.71,N,89.831,W
7/5/2005,3:01:30,24.718,N,89.836,W
7/5/2005,3:03:30,24.727,N,89.842,W
7/5/2005,3:05:30,24.735,N,89.847,W
7/5/2005,3:07:30,24.743,N,89.853,W
7/5/2005,3:09:29,24.751,N,89.858,W
7/5/2005,3:11:29,24.759,N,89.864,W
7/5/2005,3:13:29,24.767,N,89.869,W
7/5/2005,3:15:30,24.775,N,89.875,W
7/5/2005,3:17:30,24.783,N,89.88,W
7/5/2005,3:19:30,24.791,N,89.886,W
7/5/2005,3:21:30,24.799,N,89.891,W
7/5/2005,3:23:29,24.807,N,89.896,W
7/5/2005,3:25:29,24.815,N,89.902,W
7/5/2005,3:27:29,24.823,N,89.907,W
7/5/2005,3:29:29,24.831,N,89.912,W
7/5/2005,3:31:30,24.838,N,89.917,W
7/5/2005,3:33:30,24.846,N,89.923,W
7/5/2005,3:35:30,24.854,N,89.928,W
7/5/2005,3:37:30,24.862,N,89.933,W
7/5/2005,3:39:29,24.869,N,89.938,W
7/5/2005,3:41:29,24.877,N,89.943,W
7/5/2005,3:43:29,24.885,N,89.948,W
7/5/2005,3:45:30,24.892,N,89.953,W
7/5/2005,3:47:30,24.9,N,89.958,W
7/5/2005,3:49:30,24.908,N,89.963,W
7/5/2005,3:51:30,24.915,N,89.968,W
7/5/2005,3:53:29,24.923,N,89.973,W
7/5/2005,3:55:29,24.93,N,89.978,W
7/5/2005,3:57:29,24.938,N,89.983,W
7/5/2005,3:59:29,24.945,N,89.988,W
7/5/2005,4:01:30,24.953,N,89.992,W
7/5/2005,4:03:30,24.96,N,89.997,W
7/5/2005,4:05:30,24.967,N,90.002,W
7/5/2005,4:07:30,24.975,N,90.006,W
7/5/2005,4:09:29,24.982,N,90.011,W
7/5/2005,4:11:29,24.989,N,90.016,W
7/5/2005,4:13:29,24.996,N,90.02,W
7/5/2005,4:15:30,25.003,N,90.025,W
7/5/2005,4:17:30,25.011,N,90.029,W
7/5/2005,4:19:30,25.018,N,90.034,W
7/5/2005,4:21:30,25.025,N,90.038,W
7/5/2005,4:23:29,25.032,N,90.042,W
7/5/2005,4:25:29,25.039,N,90.047,W
7/5/2005,4:27:29,25.046,N,90.051,W
7/5/2005,4:29:29,25.053,N,90.055,W
7/5/2005,4:31:30,25.06,N,90.059,W
7/5/2005,4:33:30,25.067,N,90.064,W
7/5/2005,4:35:30,25.074,N,90.068,W
7/5/2005,4:37:30,25.08,N,90.072,W
7/5/2005,4:39:29,25.087,N,90.076,W
7/5/2005,4:41:29,25.094,N,90.08,W
7/5/2005,4:43:29,25.101,N,90.084,W
7/5/2005,4:45:30,25.108,N,90.088,W
7/5/2005,4:47:30,25.114,N,90.092,W
7/5/2005,4:49:30,25.121,N,90.096,W
7/5/2005,4:51:30,25.128,N,90.1,W
7/5/2005,4:53:29,25.134,N,90.104,W
7/5/2005,4:55:29,25.141,N,90.108,W
7/5/2005,4:57:29,25.147,N,90.112,W
7/5/2005,4:59:29,25.154,N,90.115,W
7/5/2005,5:01:30,25.161,N,90.119,W
7/5/2005,5:03:30,25.167,N,90.123,W
7/5/2005,5:05:30,25.174,N,90.126,W
7/5/2005,5:07:30,25.18,N,90.13,W
7/5/2005,5:09:29,25.186,N,90.134,W
7/5/2005,5:11:29,25.193,N,90.137,W
7/5/2005,5:13:29,25.199,N,90.141,W
7/5/2005,5:15:30,25.206,N,90.145,W
7/5/2005,5:17:30,25.212,N,90.148,W
7/5/2005,5:19:30,25.218,N,90.152,W
7/5/2005,5:21:30,25.225,N,90.155,W
7/5/2005,5:23:29,25.231,N,90.158,W
7/5/2005,5:25:29,25.237,N,90.162,W
7/5/2005,5:27:29,25.243,N,90.165,W
7/5/2005,5:29:29,25.249,N,90.169,W
7/5/2005,5:31:30,25.256,N,90.172,W
7/5/2005,5:33:30,25.262,N,90.175,W
7/5/2005,5:35:30,25.268,N,90.179,W
7/5/2005,5:37:30,25.274,N,90.182,W
7/5/2005,5:39:29,25.28,N,90.185,W
7/5/2005,5:41:29,25.286,N,90.188,W
7/5/2005,5:43:29,25.292,N,90.192,W
7/5/2005,5:45:30,25.298,N,90.195,W
7/5/2005,5:47:30,25.304,N,90.198,W
7/5/2005,5:49:30,25.31,N,90.201,W
7/5/2005,5:51:30,25.316,N,90.204,W
7/5/2005,5:53:29,25.322,N,90.207,W
7/5/2005,5:55:29,25.328,N,90.21,W
7/5/2005,5:57:29,25.334,N,90.213,W
7/5/2005,5:59:29,25.34,N,90.216,W
7/5/2005,6:01:30,25.346,N,90.219,W
7/5/2005,6:03:30,25.352,N,90.222,W
7/5/2005,6:05:30,25.358,N,90.225,W
7/5/2005,6:07:30,25.363,N,90.228,W
7/5/2005,6:09:29,25.369,N,90.231,W
7/5/2005,6:11:29,25.375,N,90.234,W
7/5/2005,6:13:29,25.381,N,90.237,W
7/5/2005,6:15:30,25.387,N,90.24,W
7/5/2005,6:17:30,25.392,N,90.243,W
7/5/2005,6:19:30,25.398,N,90.246,W
7/5/2005,6:21:30,25.404,N,90.248,W
7/5/2005,6:23:29,25.41,N,90.251,W
7/5/2005,6:25:29,25.415,N,90.254,W
7/5/2005,6:27:29,25.421,N,90.257,W
7/5/2005,6:29:29,25.427,N,90.259,W
7/5/2005,6:31:25,25.432,N,90.262,W
7/5/2005,6:33:25,25.437,N,90.267,W
7/5/2005,6:35:26,25.443,N,90.271,W
7/5/2005,6:37:26,25.448,N,90.275,W
7/5/2005,6:39:26,25.454,N,90.28,W
7/5/2005,6:41:26,25.459,N,90.284,W
7/5/2005,6:43:25,25.465,N,90.288,W
7/5/2005,6:45:25,25.47,N,90.292,W
7/5/2005,6:47:25,25.476,N,90.296,W
7/5/2005,6:49:26,25.481,N,90.3,W
7/5/2005,6:51:26,25.487,N,90.304,W
7/5/2005,6:53:26,25.492,N,90.307,W
7/5/2005,6:55:26,25.498,N,90.311,W
7/5/2005,6:57:25,25.503,N,90.314,W
7/5/2005,6:59:25,25.508,N,90.318,W
7/5/2005,7:01:25,25.514,N,90.321,W
7/5/2005,7:03:25,25.519,N,90.324,W
7/5/2005,7:05:26,25.525,N,90.328,W
7/5/2005,7:07:26,25.53,N,90.331,W
7/5/2005,7:09:26,25.536,N,90.334,W
7/5/2005,7:11:26,25.541,N,90.337,W
7/5/2005,7:13:25,25.546,N,90.34,W
7/5/2005,7:15:25,25.552,N,90.342,W
7/5/2005,7:17:25,25.557,N,90.345,W
7/5/2005,7:19:26,25.563,N,90.348,W
7/5/2005,7:21:26,25.568,N,90.35,W
7/5/2005,7:23:26,25.573,N,90.353,W
7/5/2005,7:25:26,25.579,N,90.355,W
7/5/2005,7:27:25,25.584,N,90.358,W
7/5/2005,7:29:25,25.589,N,90.36,W
7/5/2005,7:31:25,25.595,N,90.362,W
7/5/2005,7:33:25,25.6,N,90.364,W
7/5/2005,7:35:26,25.605,N,90.366,W
7/5/2005,7:37:26,25.611,N,90.368,W
7/5/2005,7:39:26,25.616,N,90.37,W
7/5/2005,7:41:26,25.621,N,90.372,W
7/5/2005,7:43:25,25.627,N,90.374,W
7/5/2005,7:45:25,25.632,N,90.376,W
7/5/2005,7:47:25,25.637,N,90.377,W
7/5/2005,7:49:26,25.643,N,90.379,W
7/5/2005,7:51:26,25.648,N,90.381,W
7/5/2005,7:53:26,25.653,N,90.382,W
7/5/2005,7:55:26,25.659,N,90.384,W
7/5/2005,7:57:25,25.664,N,90.385,W
7/5/2005,7:59:25,25.669,N,90.386,W
7/5/2005,8:01:25,25.675,N,90.388,W
7/5/2005,8:03:25,25.68,N,90.389,W
7/5/2005,8:05:26,25.685,N,90.39,W
7/5/2005,8:07:26,25.691,N,90.391,W
7/5/2005,8:09:26,25.696,N,90.392,W
7/5/2005,8:11:26,25.701,N,90.393,W
7/5/2005,8:13:25,25.706,N,90.394,W
7/5/2005,8:15:25,25.712,N,90.395,W
7/5/2005,8:17:25,25.717,N,90.396,W
7/5/2005,8:19:26,25.722,N,90.397,W
7/5/2005,8:21:26,25.728,N,90.398,W
7/5/2005,8:23:26,25.733,N,90.398,W
7/5/2005,8:25:24,25.738,N,90.399,W
7/5/2005,8:27:24,25.744,N,90.4,W
7/5/2005,8:29:24,25.749,N,90.401,W
7/5/2005,8:31:25,25.755,N,90.402,W
7/5/2005,8:33:25,25.761,N,90.402,W
7/5/2005,8:35:25,25.766,N,90.403,W
7/5/2005,8:37:25,25.772,N,90.404,W
7/5/2005,8:39:24,25.777,N,90.404,W
7/5/2005,8:41:24,25.783,N,90.405,W
7/5/2005,8:43:24,25.789,N,90.405,W
7/5/2005,8:45:24,25.794,N,90.406,W
7/5/2005,8:47:25,25.8,N,90.406,W
7/5/2005,8:49:25,25.805,N,90.406,W
7/5/2005,8:51:25,25.811,N,90.407,W
7/5/2005,8:53:25,25.817,N,90.407,W
7/5/2005,8:55:24,25.822,N,90.407,W
7/5/2005,8:57:24,25.828,N,90.407,W
