Track,for,Beta,2005,,
10/29/2005,0:24:32,13.326,N,81.254,W
10/29/2005,0:26:32,13.327,N,81.255,W
10/29/2005,0:28:31,13.328,N,81.256,W
10/29/2005,0:30:31,13.329,N,81.257,W
10/29/2005,0:32:32,13.33,N,81.258,W
10/29/2005,0:34:32,13.33,N,81.259,W
10/29/2005,0:36:31,13.331,N,81.26,W
10/29/2005,0:38:31,13.332,N,81.261,W
10/29/2005,0:40:32,13.333,N,81.262,W
10/29/2005,0:42:32,13.334,N,81.263,W
10/29/2005,0:44:31,13.335,N,81.264,W
10/29/2005,0:46:31,13.336,N,81.265,W
10/29/2005,0:48:32,13.337,N,81.266,W
10/29/2005,0:50:31,13.338,N,81.267,W
10/29/2005,0:52:31,13.338,N,81.267,W
10/29/2005,0:54:32,13.339,N,81.268,W
10/29/2005,0:56:32,13.34,N,81.269,W
10/29/2005,0:58:31,13.341,N,81.27,W
10/29/2005,1:00:31,13.342,N,81.271,W
10/29/2005,1:02:32,13.343,N,81.272,W
10/29/2005,1:04:32,13.344,N,81.273,W
10/29/2005,1:06:31,13.345,N,81.274,W
10/29/2005,1:08:31,13.345,N,81.275,W
10/29/2005,1:10:32,13.346,N,81.276,W
10/29/2005,1:12:32,13.347,N,81.277,W
10/29/2005,1:14:31,13.348,N,81.278,W
10/29/2005,1:16:31,13.349,N,81.278,W
10/29/2005,1:18:32,13.35,N,81.279,W
10/29/2005,1:20:31,13.351,N,81.28,W
10/29/2005,1:22:31,13.352,N,81.281,W
10/29/2005,1:24:32,13.352,N,81.282,W
10/29/2005,1:26:32,13.353,N,81.283,W
10/29/2005,1:28:31,13.354,N,81.284,W
10/29/2005,1:30:31,13.355,N,81.285,W
10/29/2005,1:32:32,13.356,N,81.286,W
10/29/2005,1:34:32,13.357,N,81.287,W
10/29/2005,1:36:31,13.358,N,81.287,W
10/29/2005,1:38:31,13.359,N,81.288,W
10/29/2005,1:40:32,13.359,N,81.289,W
10/29/2005,1:42:32,13.36,N,81.29,W
10/29/2005,1:44:31,13.361,N,81.291,W
10/29/2005,1:46:31,13.362,N,81.292,W
10/29/2005,1:48:32,13.363,N,81.293,W
10/29/2005,1:50:31,13.364,N,81.294,W
10/29/2005,1:52:31,13.365,N,81.294,W
10/29/2005,1:54:32,13.365,N,81.295,W
10/29/2005,1:56:32,13.366,N,81.296,W
10/29/2005,1:58:31,13.367,N,81.297,W
10/29/2005,2:00:31,13.368,N,81.298,W
10/29/2005,2:02:32,13.369,N,81.299,W
10/29/2005,2:04:32,13.37,N,81.3,W
10/29/2005,2:06:31,13.371,N,81.3,W
10/29/2005,2:08:31,13.371,N,81.301,W
10/29/2005,2:10:32,13.372,N,81.302,W
10/29/2005,2:12:32,13.373,N,81.303,W
10/29/2005,2:14:31,13.374,N,81.304,W
10/29/2005,2:16:31,13.375,N,81.305,W
10/29/2005,2:18:32,13.376,N,81.305,W
10/29/2005,2:20:31,13.377,N,81.306,W
10/29/2005,2:22:31,13.377,N,81.307,W
10/29/2005,2:24:32,13.378,N,81.308,W
10/29/2005,2:26:32,13.379,N,81.309,W
10/29/2005,2:28:31,13.38,N,81.31,W
10/29/2005,2:30:31,13.381,N,81.31,W
10/29/2005,2:32:32,13.382,N,81.311,W
10/29/2005,2:34:32,13.383,N,81.312,W
10/29/2005,2:36:31,13.383,N,81.313,W
10/29/2005,2:38:31,13.384,N,81.314,W
10/29/2005,2:40:32,13.385,N,81.314,W
10/29/2005,2:42:32,13.386,N,81.315,W
10/29/2005,2:44:31,13.387,N,81.316,W
10/29/2005,2:46:31,13.388,N,81.317,W
10/29/2005,2:48:32,13.388,N,81.318,W
10/29/2005,2:50:31,13.389,N,81.318,W
10/29/2005,2:52:31,13.39,N,81.319,W
10/29/2005,2:54:32,13.391,N,81.32,W
10/29/2005,2:56:32,13.392,N,81.321,W
10/29/2005,2:58:31,13.393,N,81.322,W
10/29/2005,3:00:31,13.393,N,81.322,W
10/29/2005,3:02:32,13.394,N,81.323,W
10/29/2005,3:04:32,13.395,N,81.324,W
10/29/2005,3:06:31,13.396,N,81.325,W
10/29/2005,3:08:31,13.397,N,81.326,W
10/29/2005,3:10:32,13.398,N,81.326,W
10/29/2005,3:12:32,13.398,N,81.327,W
10/29/2005,3:14:31,13.399,N,81.328,W
10/29/2005,3:16:31,13.4,N,81.329,W
10/29/2005,3:18:32,13.401,N,81.329,W
10/29/2005,3:20:31,13.402,N,81.33,W
10/29/2005,3:22:31,13.403,N,81.331,W
10/29/2005,3:24:32,13.403,N,81.332,W
10/29/2005,3:26:32,13.404,N,81.332,W
10/29/2005,3:28:31,13.405,N,81.333,W
10/29/2005,3:30:31,13.406,N,81.334,W
10/29/2005,3:32:32,13.407,N,81.335,W
10/29/2005,3:34:32,13.407,N,81.335,W
10/29/2005,3:36:31,13.408,N,81.336,W
10/29/2005,3:38:31,13.409,N,81.337,W
10/29/2005,3:40:32,13.41,N,81.338,W
10/29/2005,3:42:32,13.411,N,81.338,W
10/29/2005,3:44:31,13.412,N,81.339,W
10/29/2005,3:46:31,13.412,N,81.34,W
10/29/2005,3:48:32,13.413,N,81.341,W
10/29/2005,3:50:31,13.414,N,81.341,W
10/29/2005,3:52:31,13.415,N,81.342,W
10/29/2005,3:54:32,13.416,N,81.343,W
10/29/2005,3:56:32,13.416,N,81.344,W
10/29/2005,3:58:31,13.417,N,81.344,W
10/29/2005,4:00:31,13.418,N,81.345,W
10/29/2005,4:02:32,13.419,N,81.346,W
10/29/2005,4:04:32,13.42,N,81.346,W
10/29/2005,4:06:31,13.42,N,81.347,W
10/29/2005,4:08:31,13.421,N,81.348,W
10/29/2005,4:10:32,13.422,N,81.349,W
10/29/2005,4:12:32,13.423,N,81.349,W
10/29/2005,4:14:31,13.424,N,81.35,W
10/29/2005,4:16:31,13.424,N,81.351,W
10/29/2005,4:18:32,13.425,N,81.352,W
10/29/2005,4:20:31,13.426,N,81.352,W
10/29/2005,4:22:31,13.427,N,81.353,W
10/29/2005,4:24:32,13.428,N,81.354,W
10/29/2005,4:26:32,13.428,N,81.354,W
10/29/2005,4:28:31,13.429,N,81.355,W
10/29/2005,4:30:31,13.43,N,81.356,W
10/29/2005,4:32:32,13.431,N,81.357,W
10/29/2005,4:34:32,13.432,N,81.357,W
10/29/2005,4:36:31,13.432,N,81.358,W
10/29/2005,4:38:31,13.433,N,81.359,W
10/29/2005,4:40:32,13.434,N,81.359,W
10/29/2005,4:42:32,13.435,N,81.36,W
10/29/2005,4:44:31,13.436,N,81.361,W
10/29/2005,4:46:31,13.436,N,81.362,W
10/29/2005,4:48:32,13.437,N,81.362,W
10/29/2005,4:50:31,13.438,N,81.363,W
10/29/2005,4:52:31,13.439,N,81.364,W
10/29/2005,4:54:32,13.44,N,81.364,W
10/29/2005,4:56:32,13.44,N,81.365,W
10/29/2005,4:58:31,13.441,N,81.366,W
10/29/2005,5:00:31,13.442,N,81.367,W
10/29/2005,5:02:32,13.443,N,81.367,W
10/29/2005,5:04:32,13.443,N,81.368,W
10/29/2005,5:06:31,13.444,N,81.369,W
10/29/2005,5:08:31,13.445,N,81.369,W
10/29/2005,5:10:32,13.446,N,81.37,W
10/29/2005,5:12:32,13.447,N,81.371,W
10/29/2005,5:14:31,13.447,N,81.371,W
10/29/2005,5:16:31,13.448,N,81.372,W
10/29/2005,5:18:32,13.449,N,81.373,W
10/29/2005,5:20:31,13.45,N,81.374,W
10/29/2005,5:22:31,13.45,N,81.374,W
10/29/2005,5:24:32,13.451,N,81.375,W
10/29/2005,5:26:32,13.452,N,81.376,W
10/29/2005,5:28:31,13.453,N,81.377,W
10/29/2005,5:30:31,13.454,N,81.377,W
10/29/2005,5:32:32,13.454,N,81.378,W
10/29/2005,5:34:32,13.455,N,81.379,W
10/29/2005,5:36:31,13.456,N,81.379,W
10/29/2005,5:38:31,13.457,N,81.38,W
10/29/2005,5:40:32,13.457,N,81.381,W
10/29/2005,5:42:32,13.458,N,81.382,W
10/29/2005,5:44:31,13.459,N,81.382,W
10/29/2005,5:46:31,13.46,N,81.383,W
10/29/2005,5:48:32,13.46,N,81.384,W
10/29/2005,5:50:31,13.461,N,81.384,W
10/29/2005,5:52:31,13.462,N,81.385,W
10/29/2005,5:54:32,13.463,N,81.386,W
10/29/2005,5:56:32,13.463,N,81.387,W
10/29/2005,5:58:31,13.464,N,81.387,W
10/29/2005,6:00:31,13.465,N,81.388,W
10/29/2005,6:02:32,13.466,N,81.389,W
10/29/2005,6:04:32,13.466,N,81.39,W
10/29/2005,6:06:31,13.467,N,81.39,W
10/29/2005,6:08:31,13.468,N,81.391,W
10/29/2005,6:10:32,13.469,N,81.392,W
10/29/2005,6:12:32,13.47,N,81.393,W
10/29/2005,6:14:31,13.47,N,81.393,W
10/29/2005,6:16:31,13.471,N,81.394,W
10/29/2005,6:18:32,13.472,N,81.395,W
10/29/2005,6:20:31,13.473,N,81.396,W
10/29/2005,6:22:31,13.473,N,81.396,W
10/29/2005,6:24:32,13.474,N,81.397,W
10/29/2005,6:26:32,13.475,N,81.398,W
10/29/2005,6:28:31,13.475,N,81.399,W
10/29/2005,6:30:31,13.476,N,81.399,W
10/29/2005,6:32:32,13.477,N,81.4,W
10/29/2005,6:34:32,13.478,N,81.401,W
10/29/2005,6:36:31,13.478,N,81.402,W
10/29/2005,6:38:31,13.479,N,81.402,W
10/29/2005,6:40:32,13.48,N,81.403,W
10/29/2005,6:42:32,13.481,N,81.404,W
10/29/2005,6:44:31,13.481,N,81.405,W
10/29/2005,6:46:31,13.482,N,81.406,W
10/29/2005,6:48:32,13.483,N,81.406,W
10/29/2005,6:50:31,13.484,N,81.407,W
10/29/2005,6:52:31,13.484,N,81.408,W
10/29/2005,6:54:32,13.485,N,81.409,W
10/29/2005,6:56:32,13.486,N,81.409,W
10/29/2005,6:58:31,13.487,N,81.41,W
10/29/2005,7:00:31,13.487,N,81.411,W
10/29/2005,7:02:32,13.488,N,81.412,W
10/29/2005,7:04:32,13.489,N,81.413,W
10/29/2005,7:06:31,13.489,N,81.413,W
10/29/2005,7:08:31,13.49,N,81.414,W
10/29/2005,7:10:32,13.491,N,81.415,W
10/29/2005,7:12:32,13.492,N,81.416,W
10/29/2005,7:14:31,13.492,N,81.417,W
10/29/2005,7:16:31,13.493,N,81.418,W
10/29/2005,7:18:32,13.494,N,81.418,W
10/29/2005,7:20:31,13.495,N,81.419,W
10/29/2005,7:22:31,13.495,N,81.42,W
10/29/2005,7:24:32,13.496,N,81.421,W
10/29/2005,7:26:32,13.497,N,81.422,W
10/29/2005,7:28:31,13.497,N,81.423,W
10/29/2005,7:30:31,13.498,N,81.423,W
10/29/2005,7:32:32,13.499,N,81.424,W
10/29/2005,7:34:32,13.5,N,81.425,W
10/29/2005,7:36:31,13.5,N,81.426,W
10/29/2005,7:38:31,13.501,N,81.427,W
10/29/2005,7:40:32,13.502,N,81.428,W
10/29/2005,7:42:32,13.502,N,81.429,W
10/29/2005,7:44:31,13.503,N,81.429,W
10/29/2005,7:46:31,13.504,N,81.43,W
10/29/2005,7:48:32,13.505,N,81.431,W
10/29/2005,7:50:31,13.505,N,81.432,W
10/29/2005,7:52:31,13.506,N,81.433,W
10/29/2005,7:54:32,13.507,N,81.434,W
10/29/2005,7:56:32,13.507,N,81.435,W
10/29/2005,7:58:31,13.508,N,81.436,W
10/29/2005,8:00:31,13.509,N,81.437,W
10/29/2005,8:02:31,13.509,N,81.438,W
10/29/2005,8:04:31,13.51,N,81.438,W
10/29/2005,8:06:32,13.511,N,81.439,W
10/29/2005,8:08:32,13.512,N,81.44,W
10/29/2005,8:10:32,13.512,N,81.441,W
10/29/2005,8:12:32,13.513,N,81.442,W
10/29/2005,8:14:31,13.514,N,81.443,W
10/29/2005,8:16:31,13.514,N,81.444,W
10/29/2005,8:18:31,13.515,N,81.445,W
10/29/2005,8:20:32,13.516,N,81.446,W
10/29/2005,8:22:32,13.516,N,81.447,W
10/29/2005,8:24:32,13.517,N,81.448,W
10/29/2005,8:26:32,13.518,N,81.449,W
10/29/2005,8:28:31,13.519,N,81.45,W
10/29/2005,8:30:31,13.519,N,81.451,W
10/29/2005,8:32:31,13.52,N,81.452,W
10/29/2005,8:34:31,13.521,N,81.453,W
10/29/2005,8:36:32,13.521,N,81.454,W
10/29/2005,8:38:32,13.522,N,81.455,W
10/29/2005,8:40:32,13.523,N,81.456,W
10/29/2005,8:42:32,13.523,N,81.457,W
10/29/2005,8:44:31,13.524,N,81.458,W
10/29/2005,8:46:31,13.525,N,81.459,W
10/29/2005,8:48:31,13.525,N,81.46,W
10/29/2005,8:50:32,13.526,N,81.461,W
10/29/2005,8:52:32,13.527,N,81.462,W
10/29/2005,8:54:32,13.527,N,81.463,W
10/29/2005,8:56:32,13.528,N,81.464,W
10/29/2005,8:58:31,13.529,N,81.465,W
10/29/2005,9:00:31,13.529,N,81.466,W
10/29/2005,9:02:31,13.53,N,81.467,W
10/29/2005,9:04:31,13.531,N,81.468,W
10/29/2005,9:06:32,13.532,N,81.469,W
10/29/2005,9:08:32,13.532,N,81.47,W
10/29/2005,9:10:32,13.533,N,81.471,W
10/29/2005,9:12:32,13.534,N,81.472,W
10/29/2005,9:14:31,13.534,N,81.473,W
10/29/2005,9:16:31,13.535,N,81.474,W
10/29/2005,9:18:31,13.536,N,81.476,W
10/29/2005,9:20:32,13.536,N,81.477,W
10/29/2005,9:22:32,13.537,N,81.478,W
10/29/2005,9:24:32,13.538,N,81.479,W
10/29/2005,9:26:32,13.538,N,81.48,W
10/29/2005,9:28:31,13.539,N,81.481,W
10/29/2005,9:30:31,13.54,N,81.482,W
10/29/2005,9:32:31,13.54,N,81.483,W
10/29/2005,9:34:31,13.541,N,81.485,W
10/29/2005,9:36:32,13.542,N,81.486,W
10/29/2005,9:38:32,13.542,N,81.487,W
10/29/2005,9:40:32,13.543,N,81.488,W
10/29/2005,9:42:32,13.543,N,81.489,W
10/29/2005,9:44:31,13.544,N,81.49,W
10/29/2005,9:46:31,13.545,N,81.492,W
10/29/2005,9:48:31,13.545,N,81.493,W
10/29/2005,9:50:32,13.546,N,81.494,W
10/29/2005,9:52:32,13.547,N,81.495,W
10/29/2005,9:54:32,13.547,N,81.496,W
10/29/2005,9:56:32,13.548,N,81.498,W
10/29/2005,9:58:31,13.549,N,81.499,W
10/29/2005,10:00:31,13.549,N,81.5,W
10/29/2005,10:02:31,13.55,N,81.501,W
10/29/2005,10:04:31,13.551,N,81.503,W
10/29/2005,10:06:32,13.551,N,81.504,W
10/29/2005,10:08:32,13.552,N,81.505,W
10/29/2005,10:10:32,13.553,N,81.506,W
10/29/2005,10:12:32,13.553,N,81.508,W
10/29/2005,10:14:31,13.554,N,81.509,W
10/29/2005,10:16:31,13.555,N,81.51,W
10/29/2005,10:18:31,13.555,N,81.512,W
10/29/2005,10:20:32,13.556,N,81.513,W
10/29/2005,10:22:32,13.556,N,81.514,W
10/29/2005,10:24:32,13.557,N,81.516,W
10/29/2005,10:26:32,13.558,N,81.517,W
10/29/2005,10:28:31,13.558,N,81.518,W
10/29/2005,10:30:31,13.559,N,81.52,W
10/29/2005,10:32:31,13.56,N,81.521,W
10/29/2005,10:34:31,13.56,N,81.522,W
10/29/2005,10:36:32,13.561,N,81.524,W
10/29/2005,10:38:32,13.562,N,81.525,W
10/29/2005,10:40:32,13.562,N,81.526,W
10/29/2005,10:42:32,13.563,N,81.528,W
10/29/2005,10:44:31,13.563,N,81.529,W
10/29/2005,10:46:31,13.564,N,81.531,W
10/29/2005,10:48:31,13.565,N,81.532,W
10/29/2005,10:50:32,13.565,N,81.533,W
10/29/2005,10:52:32,13.566,N,81.535,W
10/29/2005,10:54:32,13.567,N,81.536,W
10/29/2005,10:56:32,13.567,N,81.538,W
10/29/2005,10:58:31,13.568,N,81.539,W
10/29/2005,11:00:31,13.569,N,81.541,W
10/29/2005,11:02:31,13.569,N,81.542,W
10/29/2005,11:04:31,13.57,N,81.544,W
10/29/2005,11:06:32,13.57,N,81.545,W
10/29/2005,11:08:32,13.571,N,81.547,W
10/29/2005,11:10:32,13.572,N,81.548,W
10/29/2005,11:12:32,13.572,N,81.55,W
10/29/2005,11:14:31,13.573,N,81.551,W
10/29/2005,11:16:31,13.573,N,81.553,W
10/29/2005,11:18:31,13.574,N,81.554,W
10/29/2005,11:20:32,13.575,N,81.556,W
10/29/2005,11:22:32,13.575,N,81.557,W
10/29/2005,11:24:32,13.576,N,81.559,W
10/29/2005,11:26:32,13.577,N,81.56,W
10/29/2005,11:28:31,13.577,N,81.562,W
10/29/2005,11:30:31,13.578,N,81.564,W
10/29/2005,11:32:31,13.578,N,81.565,W
10/29/2005,11:34:31,13.579,N,81.567,W
10/29/2005,11:36:32,13.58,N,81.568,W
10/29/2005,11:38:32,13.58,N,81.57,W
10/29/2005,11:40:32,13.581,N,81.572,W
10/29/2005,11:42:32,13.581,N,81.573,W
10/29/2005,11:44:31,13.582,N,81.575,W
10/29/2005,11:46:31,13.583,N,81.577,W
10/29/2005,11:48:31,13.583,N,81.578,W
10/29/2005,11:50:32,13.584,N,81.58,W
10/29/2005,11:52:32,13.584,N,81.582,W
10/29/2005,11:54:32,13.585,N,81.583,W
10/29/2005,11:56:32,13.586,N,81.585,W
10/29/2005,11:58:31,13.586,N,81.587,W
10/29/2005,12:00:31,13.587,N,81.588,W
10/29/2005,12:02:31,13.587,N,81.59,W
10/29/2005,12:04:31,13.588,N,81.592,W
10/29/2005,12:06:32,13.589,N,81.594,W
10/29/2005,12:08:32,13.589,N,81.595,W
10/29/2005,12:10:32,13.59,N,81.597,W
10/29/2005,12:12:32,13.59,N,81.599,W
10/29/2005,12:14:31,13.591,N,81.601,W
10/29/2005,12:16:31,13.592,N,81.602,W
10/29/2005,12:18:31,13.592,N,81.604,W
10/29/2005,12:20:32,13.593,N,81.606,W
10/29/2005,12:22:32,13.593,N,81.608,W
10/29/2005,12:24:32,13.594,N,81.61,W
10/29/2005,12:26:32,13.595,N,81.611,W
10/29/2005,12:28:31,13.595,N,81.613,W
10/29/2005,12:30:31,13.596,N,81.615,W
10/29/2005,12:32:31,13.596,N,81.617,W
10/29/2005,12:34:31,13.597,N,81.619,W
10/29/2005,12:36:32,13.597,N,81.621,W
10/29/2005,12:38:32,13.598,N,81.623,W
10/29/2005,12:40:32,13.599,N,81.624,W
10/29/2005,12:42:32,13.599,N,81.626,W
10/29/2005,12:44:31,13.6,N,81.628,W
10/29/2005,12:46:31,13.6,N,81.63,W
10/29/2005,12:48:31,13.601,N,81.632,W
10/29/2005,12:50:32,13.601,N,81.634,W
10/29/2005,12:52:32,13.602,N,81.636,W
10/29/2005,12:54:32,13.603,N,81.638,W
10/29/2005,12:56:32,13.603,N,81.64,W
10/29/2005,12:58:31,13.604,N,81.642,W
10/29/2005,13:00:31,13.604,N,81.644,W
10/29/2005,13:02:31,13.605,N,81.646,W
10/29/2005,13:04:31,13.606,N,81.648,W
10/29/2005,13:06:32,13.606,N,81.65,W
10/29/2005,13:08:32,13.607,N,81.652,W
10/29/2005,13:10:32,13.607,N,81.654,W
10/29/2005,13:12:32,13.608,N,81.656,W
10/29/2005,13:14:31,13.608,N,81.658,W
10/29/2005,13:16:31,13.609,N,81.66,W
10/29/2005,13:18:31,13.609,N,81.662,W
10/29/2005,13:20:32,13.61,N,81.664,W
10/29/2005,13:22:32,13.611,N,81.666,W
10/29/2005,13:24:32,13.611,N,81.668,W
10/29/2005,13:26:32,13.612,N,81.67,W
10/29/2005,13:28:31,13.612,N,81.672,W
10/29/2005,13:30:31,13.613,N,81.674,W
10/29/2005,13:32:31,13.613,N,81.676,W
10/29/2005,13:34:31,13.614,N,81.678,W
10/29/2005,13:36:32,13.615,N,81.68,W
10/29/2005,13:38:32,13.615,N,81.682,W
10/29/2005,13:40:32,13.616,N,81.684,W
10/29/2005,13:42:32,13.616,N,81.686,W
10/29/2005,13:44:31,13.617,N,81.688,W
10/29/2005,13:46:31,13.617,N,81.691,W
10/29/2005,13:48:31,13.618,N,81.693,W
10/29/2005,13:50:32,13.618,N,81.695,W
10/29/2005,13:52:32,13.619,N,81.697,W
10/29/2005,13:54:32,13.62,N,81.699,W
10/29/2005,13:56:32,13.62,N,81.701,W
10/29/2005,13:58:31,13.621,N,81.703,W
10/29/2005,14:00:31,13.621,N,81.706,W
10/29/2005,14:02:31,13.622,N,81.708,W
10/29/2005,14:04:31,13.622,N,81.71,W
10/29/2005,14:06:32,13.623,N,81.712,W
10/29/2005,14:08:32,13.623,N,81.714,W
10/29/2005,14:10:32,13.624,N,81.716,W
10/29/2005,14:12:32,13.625,N,81.719,W
10/29/2005,14:14:31,13.625,N,81.721,W
10/29/2005,14:16:31,13.626,N,81.723,W
10/29/2005,14:18:31,13.626,N,81.725,W
10/29/2005,14:20:32,13.627,N,81.728,W
10/29/2005,14:22:32,13.627,N,81.73,W
10/29/2005,14:24:32,13.628,N,81.732,W
10/29/2005,14:26:32,13.628,N,81.734,W
10/29/2005,14:28:31,13.629,N,81.736,W
10/29/2005,14:30:31,13.629,N,81.739,W
10/29/2005,14:32:31,13.63,N,81.741,W
10/29/2005,14:34:31,13.631,N,81.743,W
10/29/2005,14:36:32,13.631,N,81.745,W
10/29/2005,14:38:32,13.632,N,81.748,W
10/29/2005,14:40:32,13.632,N,81.75,W
10/29/2005,14:42:32,13.633,N,81.752,W
10/29/2005,14:44:31,13.633,N,81.755,W
10/29/2005,14:46:31,13.634,N,81.757,W
10/29/2005,14:48:31,13.634,N,81.759,W
10/29/2005,14:50:32,13.635,N,81.761,W
10/29/2005,14:52:32,13.635,N,81.764,W
10/29/2005,14:54:32,13.636,N,81.766,W
10/29/2005,14:56:32,13.636,N,81.768,W
10/29/2005,14:58:31,13.637,N,81.771,W
10/29/2005,15:00:31,13.638,N,81.773,W
10/29/2005,15:02:31,13.638,N,81.775,W
10/29/2005,15:04:31,13.639,N,81.778,W
10/29/2005,15:06:32,13.639,N,81.78,W
10/29/2005,15:08:32,13.64,N,81.782,W
10/29/2005,15:10:32,13.64,N,81.785,W
10/29/2005,15:12:32,13.641,N,81.787,W
10/29/2005,15:14:31,13.641,N,81.79,W
10/29/2005,15:16:31,13.642,N,81.792,W
10/29/2005,15:18:31,13.642,N,81.794,W
10/29/2005,15:20:32,13.643,N,81.797,W
10/29/2005,15:22:32,13.643,N,81.799,W
10/29/2005,15:24:32,13.644,N,81.801,W
10/29/2005,15:26:32,13.644,N,81.804,W
10/29/2005,15:28:31,13.645,N,81.806,W
10/29/2005,15:30:31,13.646,N,81.809,W
10/29/2005,15:32:31,13.646,N,81.811,W
10/29/2005,15:34:31,13.647,N,81.814,W
10/29/2005,15:36:32,13.647,N,81.816,W
10/29/2005,15:38:32,13.648,N,81.818,W
10/29/2005,15:40:32,13.648,N,81.821,W
10/29/2005,15:42:32,13.649,N,81.823,W
10/29/2005,15:44:31,13.649,N,81.826,W
10/29/2005,15:46:31,13.65,N,81.828,W
10/29/2005,15:48:31,13.65,N,81.831,W
10/29/2005,15:50:32,13.651,N,81.833,W
10/29/2005,15:52:32,13.651,N,81.835,W
10/29/2005,15:54:32,13.652,N,81.838,W
10/29/2005,15:56:32,13.652,N,81.84,W
10/29/2005,15:58:31,13.653,N,81.843,W
10/29/2005,16:00:31,13.653,N,81.845,W
10/29/2005,16:02:31,13.654,N,81.848,W
10/29/2005,16:04:31,13.654,N,81.85,W
10/29/2005,16:06:32,13.655,N,81.853,W
10/29/2005,16:08:32,13.655,N,81.855,W
10/29/2005,16:10:32,13.656,N,81.858,W
10/29/2005,16:12:32,13.657,N,81.86,W
10/29/2005,16:14:31,13.657,N,81.863,W
10/29/2005,16:16:31,13.658,N,81.865,W
10/29/2005,16:18:31,13.658,N,81.868,W
10/29/2005,16:20:32,13.659,N,81.87,W
10/29/2005,16:22:32,13.659,N,81.873,W
10/29/2005,16:24:32,13.66,N,81.875,W
10/29/2005,16:26:32,13.66,N,81.878,W
10/29/2005,16:28:31,13.661,N,81.88,W
10/29/2005,16:30:31,13.661,N,81.883,W
10/29/2005,16:32:31,13.662,N,81.885,W
10/29/2005,16:34:31,13.662,N,81.888,W
10/29/2005,16:36:32,13.663,N,81.891,W
10/29/2005,16:38:32,13.663,N,81.893,W
10/29/2005,16:40:32,13.664,N,81.896,W
10/29/2005,16:42:32,13.664,N,81.898,W
10/29/2005,16:44:31,13.665,N,81.901,W
10/29/2005,16:46:31,13.665,N,81.903,W
10/29/2005,16:48:31,13.666,N,81.906,W
10/29/2005,16:50:32,13.666,N,81.908,W
10/29/2005,16:52:32,13.667,N,81.911,W
10/29/2005,16:54:32,13.667,N,81.914,W
10/29/2005,16:56:32,13.668,N,81.916,W
10/29/2005,16:58:31,13.668,N,81.919,W
10/29/2005,17:00:31,13.669,N,81.921,W
10/29/2005,17:02:31,13.669,N,81.924,W
10/29/2005,17:04:31,13.67,N,81.927,W
10/29/2005,17:06:32,13.67,N,81.929,W
10/29/2005,17:08:32,13.671,N,81.932,W
10/29/2005,17:10:32,13.671,N,81.934,W
10/29/2005,17:12:32,13.672,N,81.937,W
10/29/2005,17:14:31,13.672,N,81.94,W
10/29/2005,17:16:31,13.673,N,81.942,W
10/29/2005,17:18:31,13.673,N,81.945,W
10/29/2005,17:20:32,13.674,N,81.947,W
10/29/2005,17:22:32,13.674,N,81.95,W
10/29/2005,17:24:32,13.675,N,81.953,W
10/29/2005,17:26:32,13.675,N,81.955,W
10/29/2005,17:28:31,13.676,N,81.958,W
10/29/2005,17:30:31,13.676,N,81.96,W
10/29/2005,17:32:31,13.677,N,81.963,W
10/29/2005,17:34:31,13.677,N,81.966,W
10/29/2005,17:36:32,13.678,N,81.968,W
10/29/2005,17:38:32,13.679,N,81.971,W
10/29/2005,17:40:32,13.679,N,81.974,W
10/29/2005,17:42:32,13.68,N,81.976,W
10/29/2005,17:44:31,13.68,N,81.979,W
10/29/2005,17:46:31,13.681,N,81.982,W
10/29/2005,17:48:31,13.681,N,81.984,W
10/29/2005,17:50:32,13.682,N,81.987,W
10/29/2005,17:52:32,13.682,N,81.99,W
10/29/2005,17:54:32,13.683,N,81.992,W
10/29/2005,17:56:32,13.683,N,81.995,W
10/29/2005,17:58:31,13.684,N,81.998,W
10/29/2005,18:00:31,13.684,N,82,W
10/29/2005,18:02:31,13.685,N,82.003,W
10/29/2005,18:04:31,13.685,N,82.006,W
10/29/2005,18:06:32,13.686,N,82.008,W
10/29/2005,18:08:32,13.686,N,82.011,W
10/29/2005,18:10:32,13.687,N,82.014,W
10/29/2005,18:12:32,13.687,N,82.016,W
10/29/2005,18:14:31,13.688,N,82.019,W
10/29/2005,18:16:31,13.688,N,82.022,W
10/29/2005,18:18:31,13.689,N,82.024,W
10/29/2005,18:20:32,13.689,N,82.027,W
10/29/2005,18:22:32,13.69,N,82.03,W
10/29/2005,18:24:32,13.69,N,82.032,W
10/29/2005,18:26:32,13.691,N,82.035,W
10/29/2005,18:28:31,13.691,N,82.038,W
10/29/2005,18:30:31,13.692,N,82.04,W
10/29/2005,18:32:31,13.692,N,82.043,W
10/29/2005,18:34:31,13.693,N,82.046,W
10/29/2005,18:36:32,13.693,N,82.048,W
10/29/2005,18:38:32,13.694,N,82.051,W
10/29/2005,18:40:32,13.694,N,82.054,W
10/29/2005,18:42:32,13.695,N,82.057,W
10/29/2005,18:44:18,13.695,N,82.059,W
10/29/2005,18:46:19,13.696,N,82.061,W
10/29/2005,18:48:19,13.697,N,82.064,W
10/29/2005,18:50:19,13.698,N,82.066,W
10/29/2005,18:52:18,13.699,N,82.069,W
10/29/2005,18:54:18,13.7,N,82.071,W
10/29/2005,18:56:18,13.701,N,82.074,W
10/29/2005,18:58:18,13.702,N,82.076,W
10/29/2005,19:00:19,13.702,N,82.079,W
