Track,for,Chris,2006,,
8/2/2006,0:21:14,18.009,N,61.317,W
8/2/2006,0:23:14,18.008,N,61.319,W
8/2/2006,0:25:13,18.008,N,61.322,W
8/2/2006,0:27:13,18.007,N,61.325,W
8/2/2006,0:29:14,18.007,N,61.327,W
8/2/2006,0:31:13,18.006,N,61.33,W
8/2/2006,0:33:13,18.006,N,61.333,W
8/2/2006,0:35:14,18.006,N,61.336,W
8/2/2006,0:37:14,18.006,N,61.339,W
8/2/2006,0:39:13,18.005,N,61.342,W
8/2/2006,0:41:13,18.005,N,61.345,W
8/2/2006,0:43:14,18.005,N,61.348,W
8/2/2006,0:45:14,18.005,N,61.351,W
8/2/2006,0:47:13,18.005,N,61.355,W
8/2/2006,0:49:13,18.005,N,61.358,W
8/2/2006,0:51:14,18.006,N,61.361,W
8/2/2006,0:53:14,18.006,N,61.365,W
8/2/2006,0:55:13,18.006,N,61.368,W
8/2/2006,0:57:13,18.006,N,61.372,W
8/2/2006,0:59:14,18.007,N,61.376,W
8/2/2006,1:01:13,18.007,N,61.379,W
8/2/2006,1:03:13,18.008,N,61.383,W
8/2/2006,1:05:14,18.009,N,61.387,W
8/2/2006,1:07:14,18.009,N,61.391,W
8/2/2006,1:09:13,18.01,N,61.395,W
8/2/2006,1:11:13,18.011,N,61.399,W
8/2/2006,1:13:14,18.012,N,61.403,W
8/2/2006,1:15:14,18.013,N,61.407,W
8/2/2006,1:17:13,18.014,N,61.411,W
8/2/2006,1:19:13,18.015,N,61.416,W
8/2/2006,1:21:14,18.016,N,61.42,W
8/2/2006,1:23:14,18.017,N,61.425,W
8/2/2006,1:25:13,18.018,N,61.429,W
8/2/2006,1:27:13,18.02,N,61.434,W
8/2/2006,1:29:14,18.021,N,61.438,W
8/2/2006,1:31:13,18.023,N,61.443,W
8/2/2006,1:33:13,18.024,N,61.448,W
8/2/2006,1:35:14,18.026,N,61.453,W
8/2/2006,1:37:14,18.028,N,61.458,W
8/2/2006,1:39:13,18.029,N,61.463,W
8/2/2006,1:41:13,18.031,N,61.468,W
8/2/2006,1:43:14,18.033,N,61.473,W
8/2/2006,1:45:14,18.035,N,61.478,W
8/2/2006,1:47:13,18.037,N,61.483,W
8/2/2006,1:49:13,18.039,N,61.488,W
8/2/2006,1:51:14,18.041,N,61.494,W
8/2/2006,1:53:14,18.043,N,61.499,W
8/2/2006,1:55:13,18.045,N,61.504,W
8/2/2006,1:57:13,18.048,N,61.51,W
8/2/2006,1:59:14,18.05,N,61.515,W
8/2/2006,2:01:13,18.052,N,61.521,W
8/2/2006,2:03:13,18.055,N,61.526,W
8/2/2006,2:05:14,18.057,N,61.532,W
8/2/2006,2:07:14,18.06,N,61.538,W
8/2/2006,2:09:13,18.063,N,61.543,W
8/2/2006,2:11:13,18.065,N,61.549,W
8/2/2006,2:13:14,18.068,N,61.555,W
8/2/2006,2:15:14,18.071,N,61.561,W
8/2/2006,2:17:13,18.073,N,61.567,W
8/2/2006,2:19:13,18.076,N,61.573,W
8/2/2006,2:21:14,18.079,N,61.579,W
8/2/2006,2:23:14,18.082,N,61.584,W
8/2/2006,2:25:13,18.085,N,61.591,W
8/2/2006,2:27:13,18.088,N,61.597,W
8/2/2006,2:29:14,18.091,N,61.603,W
8/2/2006,2:31:13,18.094,N,61.609,W
8/2/2006,2:33:13,18.098,N,61.615,W
8/2/2006,2:35:14,18.101,N,61.621,W
8/2/2006,2:37:14,18.104,N,61.627,W
8/2/2006,2:39:13,18.107,N,61.633,W
8/2/2006,2:41:13,18.111,N,61.64,W
8/2/2006,2:43:14,18.114,N,61.646,W
8/2/2006,2:45:14,18.117,N,61.652,W
8/2/2006,2:47:13,18.121,N,61.658,W
8/2/2006,2:49:13,18.124,N,61.665,W
8/2/2006,2:51:14,18.128,N,61.671,W
8/2/2006,2:53:14,18.131,N,61.677,W
8/2/2006,2:55:13,18.135,N,61.684,W
8/2/2006,2:57:13,18.139,N,61.69,W
8/2/2006,2:59:14,18.142,N,61.696,W
8/2/2006,3:01:13,18.146,N,61.703,W
8/2/2006,3:03:13,18.15,N,61.709,W
8/2/2006,3:05:14,18.154,N,61.715,W
8/2/2006,3:07:14,18.157,N,61.722,W
8/2/2006,3:09:13,18.161,N,61.728,W
8/2/2006,3:11:13,18.165,N,61.735,W
8/2/2006,3:13:14,18.169,N,61.741,W
8/2/2006,3:15:14,18.173,N,61.747,W
8/2/2006,3:17:13,18.177,N,61.754,W
8/2/2006,3:19:13,18.181,N,61.76,W
8/2/2006,3:21:14,18.185,N,61.767,W
8/2/2006,3:23:14,18.189,N,61.773,W
8/2/2006,3:25:13,18.193,N,61.779,W
8/2/2006,3:27:13,18.197,N,61.786,W
8/2/2006,3:29:14,18.201,N,61.792,W
8/2/2006,3:31:13,18.205,N,61.799,W
8/2/2006,3:33:13,18.21,N,61.805,W
8/2/2006,3:35:14,18.214,N,61.811,W
8/2/2006,3:37:14,18.218,N,61.818,W
8/2/2006,3:39:13,18.222,N,61.824,W
8/2/2006,3:41:13,18.226,N,61.83,W
8/2/2006,3:43:14,18.231,N,61.837,W
8/2/2006,3:45:14,18.235,N,61.843,W
8/2/2006,3:47:13,18.239,N,61.849,W
8/2/2006,3:49:13,18.244,N,61.855,W
8/2/2006,3:51:14,18.248,N,61.862,W
8/2/2006,3:53:14,18.252,N,61.868,W
8/2/2006,3:55:13,18.257,N,61.874,W
8/2/2006,3:57:13,18.261,N,61.88,W
8/2/2006,3:59:14,18.265,N,61.886,W
8/2/2006,4:01:13,18.27,N,61.892,W
8/2/2006,4:03:13,18.274,N,61.898,W
8/2/2006,4:05:14,18.279,N,61.904,W
8/2/2006,4:07:14,18.283,N,61.91,W
8/2/2006,4:09:13,18.288,N,61.916,W
8/2/2006,4:11:13,18.292,N,61.922,W
8/2/2006,4:13:14,18.296,N,61.928,W
8/2/2006,4:15:14,18.301,N,61.934,W
8/2/2006,4:17:13,18.305,N,61.94,W
8/2/2006,4:19:13,18.31,N,61.946,W
8/2/2006,4:21:14,18.315,N,61.952,W
8/2/2006,4:23:14,18.319,N,61.958,W
8/2/2006,4:25:13,18.324,N,61.963,W
8/2/2006,4:27:13,18.328,N,61.969,W
8/2/2006,4:29:14,18.333,N,61.975,W
8/2/2006,4:31:13,18.337,N,61.981,W
8/2/2006,4:33:13,18.342,N,61.986,W
8/2/2006,4:35:14,18.346,N,61.992,W
8/2/2006,4:37:14,18.351,N,61.997,W
8/2/2006,4:39:13,18.356,N,62.003,W
8/2/2006,4:41:13,18.36,N,62.009,W
8/2/2006,4:43:14,18.365,N,62.014,W
8/2/2006,4:45:14,18.37,N,62.02,W
8/2/2006,4:47:13,18.374,N,62.025,W
8/2/2006,4:49:13,18.379,N,62.031,W
8/2/2006,4:51:14,18.383,N,62.036,W
8/2/2006,4:53:14,18.388,N,62.042,W
8/2/2006,4:55:13,18.393,N,62.047,W
8/2/2006,4:57:13,18.397,N,62.052,W
8/2/2006,4:59:14,18.402,N,62.058,W
8/2/2006,5:01:13,18.407,N,62.063,W
8/2/2006,5:03:13,18.412,N,62.068,W
8/2/2006,5:05:14,18.416,N,62.074,W
8/2/2006,5:07:14,18.421,N,62.079,W
8/2/2006,5:09:13,18.426,N,62.084,W
8/2/2006,5:11:13,18.43,N,62.09,W
8/2/2006,5:13:14,18.435,N,62.095,W
8/2/2006,5:15:14,18.44,N,62.1,W
8/2/2006,5:17:13,18.445,N,62.105,W
8/2/2006,5:19:13,18.449,N,62.11,W
8/2/2006,5:21:14,18.454,N,62.116,W
8/2/2006,5:23:14,18.459,N,62.121,W
8/2/2006,5:25:13,18.464,N,62.126,W
8/2/2006,5:27:13,18.469,N,62.131,W
8/2/2006,5:29:14,18.473,N,62.136,W
8/2/2006,5:31:13,18.478,N,62.141,W
8/2/2006,5:33:13,18.483,N,62.146,W
8/2/2006,5:35:14,18.488,N,62.151,W
8/2/2006,5:37:14,18.493,N,62.156,W
8/2/2006,5:39:13,18.497,N,62.161,W
8/2/2006,5:41:13,18.502,N,62.166,W
8/2/2006,5:43:14,18.507,N,62.171,W
8/2/2006,5:45:14,18.512,N,62.176,W
8/2/2006,5:47:13,18.517,N,62.181,W
8/2/2006,5:49:13,18.522,N,62.186,W
8/2/2006,5:51:14,18.526,N,62.191,W
8/2/2006,5:53:14,18.531,N,62.196,W
8/2/2006,5:54:45,18.535,N,62.2,W
8/2/2006,5:56:46,18.541,N,62.206,W
8/2/2006,5:58:46,18.548,N,62.213,W
8/2/2006,6:00:45,18.554,N,62.219,W
8/2/2006,6:02:46,18.56,N,62.225,W
8/2/2006,6:04:46,18.566,N,62.231,W
8/2/2006,6:06:45,18.572,N,62.237,W
8/2/2006,6:08:45,18.577,N,62.243,W
8/2/2006,6:10:46,18.583,N,62.248,W
8/2/2006,6:12:46,18.588,N,62.254,W
8/2/2006,6:14:45,18.594,N,62.259,W
8/2/2006,6:16:45,18.599,N,62.264,W
8/2/2006,6:18:46,18.604,N,62.269,W
8/2/2006,6:20:46,18.609,N,62.274,W
8/2/2006,6:22:45,18.614,N,62.279,W
8/2/2006,6:24:45,18.619,N,62.284,W
8/2/2006,6:26:46,18.624,N,62.289,W
8/2/2006,6:28:46,18.628,N,62.293,W
8/2/2006,6:30:45,18.633,N,62.298,W
8/2/2006,6:32:46,18.637,N,62.302,W
8/2/2006,6:34:46,18.642,N,62.306,W
8/2/2006,6:36:45,18.646,N,62.31,W
8/2/2006,6:38:45,18.65,N,62.315,W
8/2/2006,6:40:46,18.654,N,62.319,W
8/2/2006,6:42:46,18.659,N,62.323,W
8/2/2006,6:44:45,18.663,N,62.326,W
8/2/2006,6:46:45,18.667,N,62.33,W
8/2/2006,6:48:46,18.67,N,62.334,W
8/2/2006,6:50:46,18.674,N,62.338,W
8/2/2006,6:52:45,18.678,N,62.341,W
8/2/2006,6:54:24,18.681,N,62.344,W
8/2/2006,6:56:24,18.685,N,62.346,W
8/2/2006,6:58:25,18.689,N,62.348,W
8/2/2006,7:00:25,18.692,N,62.35,W
8/2/2006,7:02:24,18.696,N,62.351,W
8/2/2006,7:04:24,18.7,N,62.353,W
8/2/2006,7:06:25,18.703,N,62.355,W
8/2/2006,7:08:25,18.707,N,62.356,W
8/2/2006,7:10:24,18.71,N,62.358,W
8/2/2006,7:12:24,18.713,N,62.36,W
8/2/2006,7:14:25,18.717,N,62.361,W
8/2/2006,7:16:24,18.72,N,62.363,W
8/2/2006,7:18:24,18.723,N,62.365,W
8/2/2006,7:20:25,18.726,N,62.367,W
8/2/2006,7:22:25,18.729,N,62.37,W
8/2/2006,7:24:24,18.732,N,62.372,W
8/2/2006,7:26:24,18.735,N,62.375,W
8/2/2006,7:28:25,18.738,N,62.378,W
8/2/2006,7:30:25,18.741,N,62.381,W
8/2/2006,7:32:24,18.744,N,62.385,W
8/2/2006,7:34:24,18.746,N,62.389,W
8/2/2006,7:36:25,18.749,N,62.393,W
8/2/2006,7:38:25,18.752,N,62.398,W
8/2/2006,7:40:24,18.755,N,62.403,W
8/2/2006,7:42:24,18.757,N,62.409,W
8/2/2006,7:44:25,18.76,N,62.415,W
8/2/2006,7:45:50,18.762,N,62.419,W
8/2/2006,7:47:51,18.765,N,62.426,W
8/2/2006,7:49:51,18.768,N,62.434,W
8/2/2006,7:51:50,18.771,N,62.442,W
8/2/2006,7:53:50,18.774,N,62.45,W
8/2/2006,7:55:51,18.777,N,62.458,W
8/2/2006,7:57:50,18.78,N,62.467,W
8/2/2006,7:59:50,18.783,N,62.476,W
8/2/2006,8:01:51,18.786,N,62.485,W
8/2/2006,8:03:51,18.788,N,62.494,W
8/2/2006,8:05:50,18.791,N,62.503,W
8/2/2006,8:07:50,18.794,N,62.513,W
8/2/2006,8:09:50,18.796,N,62.522,W
8/2/2006,8:11:50,18.799,N,62.531,W
8/2/2006,8:13:51,18.801,N,62.541,W
8/2/2006,8:15:51,18.803,N,62.55,W
8/2/2006,8:17:51,18.805,N,62.559,W
8/2/2006,8:19:51,18.807,N,62.568,W
8/2/2006,8:21:50,18.809,N,62.577,W
8/2/2006,8:23:50,18.811,N,62.585,W
8/2/2006,8:25:50,18.813,N,62.593,W
8/2/2006,8:27:51,18.814,N,62.601,W
8/2/2006,8:28:45,18.815,N,62.605,W
8/2/2006,8:30:46,18.816,N,62.612,W
8/2/2006,8:32:46,18.818,N,62.619,W
8/2/2006,8:34:46,18.819,N,62.626,W
8/2/2006,8:36:45,18.819,N,62.632,W
8/2/2006,8:38:45,18.82,N,62.638,W
8/2/2006,8:40:45,18.821,N,62.644,W
8/2/2006,8:42:45,18.821,N,62.65,W
8/2/2006,8:44:46,18.821,N,62.656,W
8/2/2006,8:46:46,18.822,N,62.661,W
8/2/2006,8:48:46,18.822,N,62.666,W
8/2/2006,8:50:46,18.822,N,62.671,W
8/2/2006,8:52:45,18.822,N,62.676,W
8/2/2006,8:54:45,18.822,N,62.681,W
8/2/2006,8:56:45,18.821,N,62.685,W
8/2/2006,8:58:45,18.821,N,62.69,W
8/2/2006,9:00:46,18.821,N,62.694,W
8/2/2006,9:02:46,18.821,N,62.698,W
8/2/2006,9:04:46,18.821,N,62.702,W
8/2/2006,9:06:45,18.821,N,62.706,W
8/2/2006,9:08:45,18.821,N,62.71,W
8/2/2006,9:10:45,18.821,N,62.713,W
8/2/2006,9:12:45,18.821,N,62.717,W
8/2/2006,9:14:46,18.821,N,62.72,W
8/2/2006,9:16:46,18.822,N,62.724,W
8/2/2006,9:17:29,18.822,N,62.725,W
8/2/2006,9:19:29,18.823,N,62.729,W
8/2/2006,9:21:28,18.825,N,62.733,W
8/2/2006,9:23:28,18.827,N,62.737,W
8/2/2006,9:25:28,18.829,N,62.74,W
8/2/2006,9:27:29,18.831,N,62.744,W
8/2/2006,9:29:29,18.833,N,62.747,W
8/2/2006,9:31:29,18.835,N,62.75,W
8/2/2006,9:33:29,18.838,N,62.754,W
8/2/2006,9:35:28,18.84,N,62.757,W
8/2/2006,9:37:28,18.843,N,62.76,W
8/2/2006,9:39:28,18.846,N,62.763,W
8/2/2006,9:41:28,18.849,N,62.766,W
8/2/2006,9:43:29,18.852,N,62.768,W
8/2/2006,9:45:29,18.855,N,62.771,W
8/2/2006,9:47:29,18.858,N,62.774,W
8/2/2006,9:49:29,18.861,N,62.777,W
8/2/2006,9:51:28,18.864,N,62.779,W
8/2/2006,9:53:28,18.867,N,62.782,W
8/2/2006,9:55:28,18.87,N,62.785,W
8/2/2006,9:57:29,18.873,N,62.787,W
8/2/2006,9:59:29,18.877,N,62.79,W
8/2/2006,10:01:29,18.88,N,62.792,W
8/2/2006,10:03:29,18.883,N,62.795,W
8/2/2006,10:05:28,18.886,N,62.798,W
8/2/2006,10:07:28,18.889,N,62.8,W
8/2/2006,10:09:28,18.893,N,62.803,W
8/2/2006,10:11:28,18.896,N,62.806,W
8/2/2006,10:13:29,18.899,N,62.808,W
8/2/2006,10:15:29,18.902,N,62.811,W
8/2/2006,10:16:56,18.904,N,62.813,W
8/2/2006,10:18:56,18.907,N,62.816,W
8/2/2006,10:20:55,18.909,N,62.819,W
8/2/2006,10:22:55,18.912,N,62.822,W
8/2/2006,10:24:55,18.914,N,62.825,W
8/2/2006,10:26:56,18.917,N,62.828,W
8/2/2006,10:28:56,18.92,N,62.831,W
8/2/2006,10:30:56,18.922,N,62.835,W
8/2/2006,10:32:56,18.925,N,62.838,W
8/2/2006,10:34:55,18.927,N,62.841,W
8/2/2006,10:36:55,18.93,N,62.844,W
8/2/2006,10:38:55,18.932,N,62.847,W
8/2/2006,10:40:55,18.934,N,62.85,W
8/2/2006,10:42:56,18.937,N,62.854,W
8/2/2006,10:44:56,18.939,N,62.857,W
8/2/2006,10:46:56,18.942,N,62.86,W
8/2/2006,10:48:56,18.944,N,62.863,W
8/2/2006,10:50:55,18.946,N,62.866,W
8/2/2006,10:52:55,18.949,N,62.87,W
8/2/2006,10:54:55,18.951,N,62.873,W
8/2/2006,10:56:56,18.953,N,62.876,W
8/2/2006,10:58:56,18.956,N,62.88,W
8/2/2006,11:00:56,18.958,N,62.883,W
8/2/2006,11:02:56,18.96,N,62.886,W
8/2/2006,11:04:55,18.962,N,62.89,W
8/2/2006,11:06:55,18.964,N,62.893,W
8/2/2006,11:08:55,18.967,N,62.896,W
8/2/2006,11:09:17,18.967,N,62.897,W
8/2/2006,11:11:17,18.969,N,62.9,W
8/2/2006,11:13:18,18.972,N,62.904,W
8/2/2006,11:15:18,18.974,N,62.907,W
8/2/2006,11:17:18,18.977,N,62.91,W
8/2/2006,11:19:18,18.979,N,62.914,W
8/2/2006,11:21:17,18.982,N,62.917,W
8/2/2006,11:23:17,18.984,N,62.921,W
8/2/2006,11:25:17,18.987,N,62.924,W
8/2/2006,11:27:18,18.989,N,62.928,W
8/2/2006,11:29:18,18.992,N,62.931,W
8/2/2006,11:31:18,18.994,N,62.935,W
8/2/2006,11:33:18,18.997,N,62.938,W
8/2/2006,11:35:17,18.999,N,62.942,W
8/2/2006,11:37:17,19.001,N,62.945,W
8/2/2006,11:39:17,19.004,N,62.949,W
8/2/2006,11:41:17,19.006,N,62.953,W
8/2/2006,11:43:18,19.009,N,62.956,W
8/2/2006,11:45:18,19.012,N,62.96,W
8/2/2006,11:47:18,19.014,N,62.964,W
8/2/2006,11:49:18,19.017,N,62.968,W
8/2/2006,11:51:17,19.019,N,62.971,W
8/2/2006,11:53:17,19.022,N,62.975,W
8/2/2006,11:55:17,19.024,N,62.979,W
8/2/2006,11:57:18,19.027,N,62.983,W
8/2/2006,11:59:18,19.029,N,62.987,W
8/2/2006,12:01:18,19.032,N,62.991,W
8/2/2006,12:03:18,19.034,N,62.994,W
8/2/2006,12:05:17,19.037,N,62.998,W
8/2/2006,12:07:17,19.04,N,63.002,W
8/2/2006,12:09:17,19.042,N,63.006,W
8/2/2006,12:11:17,19.045,N,63.01,W
8/2/2006,12:13:18,19.047,N,63.015,W
8/2/2006,12:15:18,19.05,N,63.019,W
8/2/2006,12:17:18,19.053,N,63.023,W
8/2/2006,12:19:18,19.055,N,63.027,W
8/2/2006,12:21:17,19.058,N,63.031,W
8/2/2006,12:23:17,19.06,N,63.036,W
8/2/2006,12:25:17,19.063,N,63.04,W
8/2/2006,12:27:18,19.066,N,63.044,W
8/2/2006,12:29:18,19.068,N,63.049,W
8/2/2006,12:31:18,19.071,N,63.053,W
8/2/2006,12:33:18,19.074,N,63.057,W
8/2/2006,12:35:17,19.077,N,63.062,W
8/2/2006,12:37:17,19.079,N,63.066,W
8/2/2006,12:39:17,19.082,N,63.071,W
8/2/2006,12:41:17,19.085,N,63.076,W
8/2/2006,12:43:18,19.087,N,63.08,W
8/2/2006,12:45:18,19.09,N,63.085,W
8/2/2006,12:47:18,19.093,N,63.09,W
8/2/2006,12:49:18,19.096,N,63.094,W
8/2/2006,12:51:17,19.098,N,63.099,W
8/2/2006,12:53:17,19.101,N,63.104,W
8/2/2006,12:55:17,19.104,N,63.109,W
8/2/2006,12:57:18,19.107,N,63.114,W
8/2/2006,12:59:18,19.11,N,63.119,W
8/2/2006,13:01:18,19.112,N,63.124,W
8/2/2006,13:03:18,19.115,N,63.129,W
8/2/2006,13:05:17,19.118,N,63.134,W
8/2/2006,13:07:17,19.121,N,63.14,W
8/2/2006,13:09:17,19.124,N,63.145,W
8/2/2006,13:11:17,19.127,N,63.15,W
8/2/2006,13:13:18,19.13,N,63.155,W
8/2/2006,13:15:18,19.132,N,63.161,W
8/2/2006,13:17:18,19.135,N,63.166,W
8/2/2006,13:19:18,19.138,N,63.172,W
8/2/2006,13:21:17,19.141,N,63.177,W
8/2/2006,13:23:17,19.144,N,63.183,W
8/2/2006,13:25:17,19.147,N,63.188,W
8/2/2006,13:27:18,19.15,N,63.194,W
8/2/2006,13:29:18,19.153,N,63.2,W
8/2/2006,13:31:18,19.156,N,63.206,W
8/2/2006,13:33:18,19.159,N,63.212,W
8/2/2006,13:35:17,19.162,N,63.217,W
8/2/2006,13:37:17,19.165,N,63.223,W
8/2/2006,13:39:17,19.168,N,63.229,W
8/2/2006,13:41:17,19.171,N,63.235,W
8/2/2006,13:43:18,19.174,N,63.242,W
8/2/2006,13:45:18,19.177,N,63.248,W
8/2/2006,13:47:18,19.18,N,63.254,W
8/2/2006,13:49:18,19.183,N,63.26,W
8/2/2006,13:51:17,19.187,N,63.266,W
8/2/2006,13:53:17,19.19,N,63.273,W
8/2/2006,13:55:17,19.193,N,63.279,W
8/2/2006,13:57:18,19.196,N,63.285,W
8/2/2006,13:59:18,19.199,N,63.292,W
8/2/2006,14:01:18,19.202,N,63.298,W
8/2/2006,14:03:18,19.205,N,63.305,W
8/2/2006,14:05:17,19.209,N,63.311,W
8/2/2006,14:07:17,19.212,N,63.318,W
8/2/2006,14:09:17,19.215,N,63.324,W
8/2/2006,14:11:17,19.218,N,63.331,W
8/2/2006,14:13:18,19.221,N,63.337,W
8/2/2006,14:15:18,19.225,N,63.344,W
8/2/2006,14:17:18,19.228,N,63.351,W
8/2/2006,14:19:18,19.231,N,63.357,W
8/2/2006,14:21:17,19.234,N,63.364,W
8/2/2006,14:23:17,19.238,N,63.371,W
8/2/2006,14:25:17,19.241,N,63.377,W
8/2/2006,14:27:18,19.244,N,63.384,W
8/2/2006,14:29:18,19.247,N,63.391,W
8/2/2006,14:31:18,19.251,N,63.398,W
8/2/2006,14:33:18,19.254,N,63.404,W
8/2/2006,14:35:17,19.257,N,63.411,W
8/2/2006,14:37:17,19.261,N,63.418,W
8/2/2006,14:39:17,19.264,N,63.425,W
8/2/2006,14:41:17,19.267,N,63.431,W
8/2/2006,14:43:18,19.271,N,63.438,W
8/2/2006,14:45:18,19.274,N,63.445,W
8/2/2006,14:47:18,19.277,N,63.452,W
8/2/2006,14:49:18,19.281,N,63.459,W
8/2/2006,14:51:17,19.284,N,63.465,W
8/2/2006,14:53:17,19.288,N,63.472,W
8/2/2006,14:55:17,19.291,N,63.479,W
8/2/2006,14:57:18,19.294,N,63.486,W
8/2/2006,14:59:18,19.298,N,63.493,W
8/2/2006,15:01:18,19.301,N,63.499,W
8/2/2006,15:03:18,19.305,N,63.506,W
8/2/2006,15:05:17,19.308,N,63.513,W
8/2/2006,15:07:17,19.311,N,63.52,W
8/2/2006,15:09:17,19.315,N,63.527,W
8/2/2006,15:11:17,19.318,N,63.533,W
8/2/2006,15:13:18,19.322,N,63.54,W
8/2/2006,15:15:18,19.325,N,63.547,W
8/2/2006,15:17:18,19.329,N,63.553,W
8/2/2006,15:19:18,19.332,N,63.56,W
8/2/2006,15:21:17,19.336,N,63.567,W
8/2/2006,15:23:17,19.339,N,63.573,W
8/2/2006,15:25:17,19.342,N,63.58,W
8/2/2006,15:27:18,19.346,N,63.587,W
8/2/2006,15:29:18,19.349,N,63.593,W
8/2/2006,15:31:18,19.353,N,63.6,W
8/2/2006,15:33:18,19.356,N,63.606,W
8/2/2006,15:35:17,19.36,N,63.613,W
8/2/2006,15:37:17,19.363,N,63.619,W
8/2/2006,15:39:17,19.367,N,63.625,W
8/2/2006,15:41:17,19.37,N,63.632,W
8/2/2006,15:43:18,19.374,N,63.638,W
8/2/2006,15:45:18,19.377,N,63.645,W
8/2/2006,15:47:18,19.381,N,63.651,W
8/2/2006,15:49:18,19.385,N,63.657,W
8/2/2006,15:51:17,19.388,N,63.663,W
8/2/2006,15:53:17,19.392,N,63.669,W
8/2/2006,15:55:17,19.395,N,63.675,W
8/2/2006,15:57:18,19.399,N,63.682,W
8/2/2006,15:59:18,19.402,N,63.688,W
8/2/2006,16:01:18,19.406,N,63.694,W
8/2/2006,16:03:18,19.409,N,63.7,W
8/2/2006,16:05:17,19.413,N,63.705,W
8/2/2006,16:07:17,19.416,N,63.711,W
8/2/2006,16:09:17,19.42,N,63.717,W
8/2/2006,16:11:17,19.424,N,63.723,W
8/2/2006,16:13:18,19.427,N,63.728,W
8/2/2006,16:15:18,19.431,N,63.734,W
8/2/2006,16:17:18,19.434,N,63.74,W
8/2/2006,16:19:18,19.438,N,63.745,W
8/2/2006,16:21:17,19.441,N,63.751,W
8/2/2006,16:23:17,19.445,N,63.756,W
8/2/2006,16:25:17,19.449,N,63.761,W
8/2/2006,16:27:18,19.452,N,63.767,W
8/2/2006,16:29:18,19.456,N,63.772,W
8/2/2006,16:31:18,19.459,N,63.777,W
8/2/2006,16:33:18,19.463,N,63.782,W
8/2/2006,16:35:17,19.467,N,63.787,W
8/2/2006,16:37:17,19.47,N,63.792,W
8/2/2006,16:39:17,19.474,N,63.797,W
8/2/2006,16:41:17,19.477,N,63.802,W
8/2/2006,16:43:18,19.481,N,63.806,W
8/2/2006,16:45:18,19.484,N,63.811,W
8/2/2006,16:47:18,19.488,N,63.816,W
8/2/2006,16:49:18,19.492,N,63.82,W
8/2/2006,16:51:17,19.495,N,63.825,W
8/2/2006,16:53:17,19.499,N,63.829,W
8/2/2006,16:55:17,19.502,N,63.833,W
8/2/2006,16:57:18,19.506,N,63.838,W
8/2/2006,16:59:18,19.51,N,63.842,W
8/2/2006,17:01:18,19.513,N,63.846,W
8/2/2006,17:03:18,19.517,N,63.85,W
8/2/2006,17:05:17,19.52,N,63.854,W
8/2/2006,17:07:17,19.524,N,63.858,W
8/2/2006,17:09:17,19.528,N,63.862,W
8/2/2006,17:11:17,19.531,N,63.866,W
8/2/2006,17:13:18,19.535,N,63.87,W
8/2/2006,17:15:18,19.538,N,63.874,W
8/2/2006,17:17:18,19.542,N,63.877,W
8/2/2006,17:19:18,19.546,N,63.881,W
8/2/2006,17:21:17,19.549,N,63.885,W
8/2/2006,17:23:17,19.553,N,63.888,W
8/2/2006,17:25:17,19.556,N,63.892,W
8/2/2006,17:27:18,19.56,N,63.895,W
8/2/2006,17:29:18,19.564,N,63.899,W
8/2/2006,17:31:18,19.567,N,63.902,W
8/2/2006,17:33:18,19.571,N,63.905,W
8/2/2006,17:35:17,19.575,N,63.909,W
8/2/2006,17:37:17,19.578,N,63.912,W
8/2/2006,17:39:17,19.582,N,63.915,W
8/2/2006,17:41:17,19.585,N,63.918,W
8/2/2006,17:43:18,19.589,N,63.921,W
8/2/2006,17:45:18,19.593,N,63.924,W
8/2/2006,17:47:18,19.596,N,63.927,W
8/2/2006,17:49:18,19.6,N,63.93,W
8/2/2006,17:51:17,19.603,N,63.933,W
8/2/2006,17:52:43,19.606,N,63.935,W
8/2/2006,17:54:43,19.612,N,63.936,W
8/2/2006,17:56:43,19.619,N,63.937,W
8/2/2006,17:58:42,19.625,N,63.938,W
8/2/2006,18:00:42,19.631,N,63.939,W
8/2/2006,18:02:42,19.637,N,63.94,W
8/2/2006,18:04:42,19.643,N,63.941,W
8/2/2006,18:06:43,19.649,N,63.942,W
8/2/2006,18:08:43,19.655,N,63.943,W
8/2/2006,18:10:43,19.661,N,63.944,W
8/2/2006,18:12:43,19.666,N,63.945,W
8/2/2006,18:14:42,19.672,N,63.947,W
8/2/2006,18:16:42,19.677,N,63.948,W
8/2/2006,18:18:42,19.682,N,63.95,W
8/2/2006,18:20:42,19.687,N,63.951,W
8/2/2006,18:22:43,19.692,N,63.952,W
8/2/2006,18:24:43,19.697,N,63.954,W
8/2/2006,18:26:43,19.702,N,63.956,W
8/2/2006,18:28:42,19.706,N,63.957,W
8/2/2006,18:30:42,19.711,N,63.959,W
8/2/2006,18:32:42,19.715,N,63.961,W
8/2/2006,18:34:42,19.719,N,63.963,W
8/2/2006,18:36:43,19.723,N,63.964,W
8/2/2006,18:38:43,19.727,N,63.966,W
8/2/2006,18:40:43,19.731,N,63.968,W
8/2/2006,18:42:43,19.735,N,63.97,W
8/2/2006,18:44:42,19.739,N,63.972,W
8/2/2006,18:46:42,19.743,N,63.975,W
8/2/2006,18:48:42,19.746,N,63.977,W
8/2/2006,18:50:42,19.75,N,63.979,W
