Track,for,Paloma,2008,,
11/6/2008,12:20:53,15.434,N,81.814,W
11/6/2008,12:22:54,15.438,N,81.814,W
11/6/2008,12:24:54,15.442,N,81.813,W
11/6/2008,12:26:54,15.445,N,81.812,W
11/6/2008,12:28:53,15.449,N,81.812,W
11/6/2008,12:30:53,15.452,N,81.811,W
11/6/2008,12:32:53,15.456,N,81.811,W
11/6/2008,12:34:53,15.46,N,81.81,W
11/6/2008,12:36:54,15.463,N,81.81,W
11/6/2008,12:38:54,15.467,N,81.809,W
11/6/2008,12:40:54,15.471,N,81.808,W
11/6/2008,12:42:54,15.474,N,81.808,W
11/6/2008,12:44:53,15.478,N,81.807,W
11/6/2008,12:46:53,15.482,N,81.807,W
11/6/2008,12:48:53,15.485,N,81.807,W
11/6/2008,12:50:53,15.489,N,81.806,W
11/6/2008,12:52:54,15.493,N,81.806,W
11/6/2008,12:54:54,15.496,N,81.805,W
11/6/2008,12:56:54,15.5,N,81.805,W
11/6/2008,12:58:53,15.504,N,81.805,W
11/6/2008,13:00:53,15.507,N,81.804,W
11/6/2008,13:02:53,15.511,N,81.804,W
11/6/2008,13:04:53,15.515,N,81.804,W
11/6/2008,13:06:54,15.518,N,81.803,W
11/6/2008,13:08:54,15.522,N,81.803,W
11/6/2008,13:10:54,15.526,N,81.803,W
11/6/2008,13:12:54,15.529,N,81.802,W
11/6/2008,13:14:53,15.533,N,81.802,W
11/6/2008,13:16:53,15.537,N,81.802,W
11/6/2008,13:18:53,15.541,N,81.802,W
11/6/2008,13:20:53,15.544,N,81.802,W
11/6/2008,13:22:54,15.548,N,81.801,W
11/6/2008,13:24:54,15.552,N,81.801,W
11/6/2008,13:26:54,15.555,N,81.801,W
11/6/2008,13:28:53,15.559,N,81.801,W
11/6/2008,13:30:53,15.563,N,81.801,W
11/6/2008,13:32:53,15.566,N,81.801,W
11/6/2008,13:34:53,15.57,N,81.801,W
11/6/2008,13:36:54,15.574,N,81.801,W
11/6/2008,13:38:54,15.578,N,81.801,W
11/6/2008,13:40:54,15.581,N,81.801,W
11/6/2008,13:42:54,15.585,N,81.801,W
11/6/2008,13:44:53,15.589,N,81.801,W
11/6/2008,13:46:53,15.592,N,81.801,W
11/6/2008,13:48:53,15.596,N,81.801,W
11/6/2008,13:50:53,15.6,N,81.801,W
11/6/2008,13:52:54,15.604,N,81.801,W
11/6/2008,13:54:54,15.607,N,81.801,W
11/6/2008,13:56:54,15.611,N,81.801,W
11/6/2008,13:58:53,15.615,N,81.802,W
11/6/2008,14:00:53,15.618,N,81.802,W
11/6/2008,14:02:53,15.622,N,81.802,W
11/6/2008,14:04:53,15.626,N,81.802,W
11/6/2008,14:06:54,15.63,N,81.802,W
11/6/2008,14:08:54,15.633,N,81.803,W
11/6/2008,14:10:54,15.637,N,81.803,W
11/6/2008,14:12:54,15.641,N,81.803,W
11/6/2008,14:14:53,15.645,N,81.803,W
11/6/2008,14:16:53,15.648,N,81.804,W
11/6/2008,14:18:53,15.652,N,81.804,W
11/6/2008,14:20:53,15.656,N,81.804,W
11/6/2008,14:22:54,15.66,N,81.805,W
11/6/2008,14:24:54,15.663,N,81.805,W
11/6/2008,14:26:54,15.667,N,81.806,W
11/6/2008,14:28:53,15.671,N,81.806,W
11/6/2008,14:30:53,15.675,N,81.806,W
11/6/2008,14:32:53,15.678,N,81.807,W
11/6/2008,14:34:53,15.682,N,81.807,W
11/6/2008,14:36:54,15.686,N,81.808,W
11/6/2008,14:38:54,15.69,N,81.808,W
11/6/2008,14:40:54,15.693,N,81.809,W
11/6/2008,14:42:54,15.697,N,81.809,W
11/6/2008,14:44:53,15.701,N,81.81,W
11/6/2008,14:46:53,15.705,N,81.81,W
11/6/2008,14:48:53,15.708,N,81.811,W
11/6/2008,14:50:53,15.712,N,81.812,W
11/6/2008,14:52:54,15.716,N,81.812,W
11/6/2008,14:54:54,15.72,N,81.813,W
11/6/2008,14:56:54,15.724,N,81.813,W
11/6/2008,14:58:53,15.727,N,81.814,W
11/6/2008,15:00:53,15.731,N,81.815,W
11/6/2008,15:02:53,15.735,N,81.815,W
11/6/2008,15:04:53,15.739,N,81.816,W
11/6/2008,15:06:54,15.743,N,81.817,W
11/6/2008,15:08:54,15.746,N,81.817,W
11/6/2008,15:10:54,15.75,N,81.818,W
11/6/2008,15:12:54,15.754,N,81.819,W
11/6/2008,15:14:53,15.758,N,81.819,W
11/6/2008,15:16:53,15.761,N,81.82,W
11/6/2008,15:18:53,15.765,N,81.821,W
11/6/2008,15:20:53,15.769,N,81.822,W
11/6/2008,15:22:54,15.773,N,81.822,W
11/6/2008,15:24:54,15.777,N,81.823,W
11/6/2008,15:26:54,15.78,N,81.824,W
11/6/2008,15:28:53,15.784,N,81.825,W
11/6/2008,15:30:53,15.788,N,81.826,W
11/6/2008,15:32:53,15.792,N,81.826,W
11/6/2008,15:34:53,15.796,N,81.827,W
11/6/2008,15:36:54,15.8,N,81.828,W
11/6/2008,15:38:54,15.803,N,81.829,W
11/6/2008,15:40:54,15.807,N,81.83,W
11/6/2008,15:42:54,15.811,N,81.831,W
11/6/2008,15:44:53,15.815,N,81.832,W
11/6/2008,15:46:53,15.819,N,81.832,W
11/6/2008,15:48:53,15.822,N,81.833,W
11/6/2008,15:50:53,15.826,N,81.834,W
11/6/2008,15:52:54,15.83,N,81.835,W
11/6/2008,15:54:54,15.834,N,81.836,W
11/6/2008,15:56:54,15.838,N,81.837,W
11/6/2008,15:58:53,15.842,N,81.838,W
11/6/2008,16:00:53,15.845,N,81.839,W
11/6/2008,16:02:53,15.849,N,81.84,W
11/6/2008,16:04:53,15.853,N,81.841,W
11/6/2008,16:06:54,15.857,N,81.842,W
11/6/2008,16:08:54,15.861,N,81.843,W
11/6/2008,16:10:54,15.865,N,81.844,W
11/6/2008,16:12:54,15.868,N,81.845,W
11/6/2008,16:14:53,15.872,N,81.846,W
11/6/2008,16:16:53,15.876,N,81.847,W
11/6/2008,16:18:53,15.88,N,81.848,W
11/6/2008,16:20:53,15.884,N,81.849,W
11/6/2008,16:22:54,15.888,N,81.85,W
11/6/2008,16:24:54,15.892,N,81.851,W
11/6/2008,16:26:54,15.895,N,81.852,W
11/6/2008,16:28:53,15.899,N,81.853,W
11/6/2008,16:30:53,15.903,N,81.854,W
11/6/2008,16:32:53,15.907,N,81.855,W
11/6/2008,16:34:53,15.911,N,81.856,W
11/6/2008,16:36:54,15.915,N,81.858,W
11/6/2008,16:38:54,15.919,N,81.859,W
11/6/2008,16:40:54,15.922,N,81.86,W
11/6/2008,16:42:54,15.926,N,81.861,W
11/6/2008,16:44:53,15.93,N,81.862,W
11/6/2008,16:46:53,15.934,N,81.863,W
11/6/2008,16:48:53,15.938,N,81.864,W
11/6/2008,16:50:53,15.942,N,81.865,W
11/6/2008,16:52:54,15.946,N,81.866,W
11/6/2008,16:54:54,15.949,N,81.868,W
11/6/2008,16:56:54,15.953,N,81.869,W
11/6/2008,16:58:53,15.957,N,81.87,W
11/6/2008,17:00:53,15.961,N,81.871,W
11/6/2008,17:02:53,15.965,N,81.872,W
11/6/2008,17:04:53,15.969,N,81.873,W
11/6/2008,17:06:54,15.973,N,81.874,W
11/6/2008,17:08:54,15.977,N,81.876,W
11/6/2008,17:10:54,15.981,N,81.877,W
11/6/2008,17:12:54,15.984,N,81.878,W
11/6/2008,17:14:53,15.988,N,81.879,W
11/6/2008,17:16:53,15.992,N,81.88,W
11/6/2008,17:18:53,15.996,N,81.881,W
11/6/2008,17:20:53,16,N,81.883,W
11/6/2008,17:22:54,16.004,N,81.884,W
11/6/2008,17:24:54,16.008,N,81.885,W
11/6/2008,17:26:54,16.012,N,81.886,W
11/6/2008,17:28:53,16.016,N,81.887,W
11/6/2008,17:30:53,16.019,N,81.889,W
11/6/2008,17:32:53,16.023,N,81.89,W
11/6/2008,17:34:53,16.027,N,81.891,W
11/6/2008,17:36:54,16.031,N,81.892,W
11/6/2008,17:38:54,16.035,N,81.893,W
11/6/2008,17:40:54,16.039,N,81.895,W
11/6/2008,17:42:54,16.043,N,81.896,W
11/6/2008,17:44:53,16.047,N,81.897,W
11/6/2008,17:46:53,16.051,N,81.898,W
11/6/2008,17:48:53,16.055,N,81.899,W
11/6/2008,17:50:53,16.059,N,81.901,W
11/6/2008,17:52:54,16.062,N,81.902,W
11/6/2008,17:54:54,16.066,N,81.903,W
11/6/2008,17:56:54,16.07,N,81.904,W
11/6/2008,17:58:53,16.074,N,81.905,W
11/6/2008,18:00:53,16.078,N,81.907,W
11/6/2008,18:02:53,16.082,N,81.908,W
11/6/2008,18:04:53,16.086,N,81.909,W
11/6/2008,18:06:54,16.09,N,81.91,W
11/6/2008,18:08:54,16.094,N,81.912,W
11/6/2008,18:10:54,16.098,N,81.913,W
11/6/2008,18:12:54,16.102,N,81.914,W
11/6/2008,18:14:53,16.106,N,81.915,W
11/6/2008,18:16:53,16.11,N,81.916,W
11/6/2008,18:18:53,16.113,N,81.918,W
11/6/2008,18:20:53,16.117,N,81.919,W
11/6/2008,18:22:54,16.121,N,81.92,W
11/6/2008,18:24:54,16.125,N,81.921,W
11/6/2008,18:26:54,16.129,N,81.922,W
11/6/2008,18:28:53,16.133,N,81.924,W
11/6/2008,18:30:53,16.137,N,81.925,W
11/6/2008,18:32:53,16.141,N,81.926,W
11/6/2008,18:34:53,16.145,N,81.927,W
11/6/2008,18:36:54,16.149,N,81.928,W
11/6/2008,18:38:54,16.153,N,81.929,W
11/6/2008,18:40:54,16.157,N,81.931,W
11/6/2008,18:42:54,16.161,N,81.932,W
11/6/2008,18:44:53,16.165,N,81.933,W
11/6/2008,18:46:53,16.169,N,81.934,W
11/6/2008,18:48:53,16.173,N,81.935,W
11/6/2008,18:50:53,16.177,N,81.936,W
11/6/2008,18:52:54,16.181,N,81.938,W
11/6/2008,18:54:54,16.185,N,81.939,W
11/6/2008,18:56:54,16.188,N,81.94,W
11/6/2008,18:58:53,16.192,N,81.941,W
11/6/2008,19:00:53,16.196,N,81.942,W
11/6/2008,19:02:53,16.2,N,81.943,W
11/6/2008,19:04:53,16.204,N,81.944,W
11/6/2008,19:06:54,16.208,N,81.946,W
11/6/2008,19:08:54,16.212,N,81.947,W
11/6/2008,19:10:54,16.216,N,81.948,W
11/6/2008,19:12:54,16.22,N,81.949,W
11/6/2008,19:14:53,16.224,N,81.95,W
11/6/2008,19:16:53,16.228,N,81.951,W
11/6/2008,19:18:53,16.232,N,81.952,W
11/6/2008,19:20:53,16.236,N,81.953,W
11/6/2008,19:22:54,16.24,N,81.954,W
11/6/2008,19:24:54,16.244,N,81.955,W
11/6/2008,19:26:54,16.248,N,81.956,W
11/6/2008,19:28:53,16.252,N,81.957,W
11/6/2008,19:30:53,16.256,N,81.959,W
11/6/2008,19:32:53,16.26,N,81.96,W
11/6/2008,19:34:53,16.264,N,81.961,W
11/6/2008,19:36:54,16.268,N,81.962,W
11/6/2008,19:38:54,16.272,N,81.963,W
11/6/2008,19:40:54,16.276,N,81.964,W
11/6/2008,19:42:54,16.28,N,81.965,W
11/6/2008,19:44:53,16.284,N,81.966,W
11/6/2008,19:46:53,16.288,N,81.967,W
11/6/2008,19:48:53,16.292,N,81.968,W
11/6/2008,19:50:53,16.296,N,81.969,W
11/6/2008,19:52:54,16.3,N,81.97,W
11/6/2008,19:54:54,16.304,N,81.971,W
11/6/2008,19:56:54,16.308,N,81.971,W
11/6/2008,19:58:53,16.312,N,81.972,W
11/6/2008,20:00:53,16.316,N,81.973,W
11/6/2008,20:02:53,16.32,N,81.974,W
11/6/2008,20:04:53,16.324,N,81.975,W
11/6/2008,20:06:54,16.328,N,81.976,W
11/6/2008,20:08:54,16.332,N,81.977,W
11/6/2008,20:10:54,16.336,N,81.978,W
11/6/2008,20:12:54,16.34,N,81.979,W
11/6/2008,20:14:53,16.344,N,81.98,W
11/6/2008,20:16:53,16.348,N,81.98,W
11/6/2008,20:18:53,16.352,N,81.981,W
11/6/2008,20:20:53,16.356,N,81.982,W
11/6/2008,20:22:54,16.36,N,81.983,W
11/6/2008,20:24:54,16.364,N,81.984,W
11/6/2008,20:26:54,16.368,N,81.985,W
11/6/2008,20:28:53,16.372,N,81.985,W
11/6/2008,20:30:53,16.376,N,81.986,W
11/6/2008,20:32:53,16.38,N,81.987,W
11/6/2008,20:34:53,16.384,N,81.988,W
11/6/2008,20:36:54,16.388,N,81.988,W
11/6/2008,20:38:54,16.392,N,81.989,W
11/6/2008,20:40:54,16.396,N,81.99,W
11/6/2008,20:42:54,16.4,N,81.991,W
11/6/2008,20:44:53,16.404,N,81.991,W
11/6/2008,20:46:53,16.408,N,81.992,W
11/6/2008,20:48:53,16.412,N,81.993,W
11/6/2008,20:50:53,16.416,N,81.993,W
11/6/2008,20:52:54,16.42,N,81.994,W
11/6/2008,20:54:54,16.424,N,81.995,W
11/6/2008,20:56:54,16.428,N,81.995,W
11/6/2008,20:58:53,16.432,N,81.996,W
11/6/2008,21:00:53,16.436,N,81.996,W
11/6/2008,21:02:53,16.44,N,81.997,W
11/6/2008,21:04:53,16.444,N,81.998,W
11/6/2008,21:06:54,16.448,N,81.998,W
11/6/2008,21:08:54,16.452,N,81.999,W
11/6/2008,21:10:54,16.456,N,81.999,W
11/6/2008,21:12:54,16.46,N,82,W
11/6/2008,21:14:53,16.464,N,82,W
11/6/2008,21:16:53,16.468,N,82.001,W
11/6/2008,21:18:53,16.472,N,82.001,W
11/6/2008,21:20:53,16.476,N,82.002,W
11/6/2008,21:22:54,16.48,N,82.002,W
11/6/2008,21:24:54,16.484,N,82.002,W
11/6/2008,21:26:54,16.488,N,82.003,W
11/6/2008,21:28:53,16.493,N,82.003,W
11/6/2008,21:30:53,16.497,N,82.004,W
11/6/2008,21:32:53,16.501,N,82.004,W
11/6/2008,21:34:53,16.505,N,82.004,W
11/6/2008,21:36:54,16.509,N,82.005,W
11/6/2008,21:38:54,16.513,N,82.005,W
11/6/2008,21:40:54,16.517,N,82.005,W
11/6/2008,21:42:54,16.521,N,82.006,W
11/6/2008,21:44:53,16.525,N,82.006,W
11/6/2008,21:46:53,16.529,N,82.006,W
11/6/2008,21:48:53,16.533,N,82.007,W
11/6/2008,21:50:53,16.537,N,82.007,W
11/6/2008,21:52:54,16.541,N,82.007,W
11/6/2008,21:54:54,16.545,N,82.007,W
11/6/2008,21:56:54,16.549,N,82.008,W
11/6/2008,21:58:53,16.553,N,82.008,W
11/6/2008,22:00:53,16.557,N,82.008,W
11/6/2008,22:02:53,16.561,N,82.008,W
11/6/2008,22:04:53,16.565,N,82.008,W
11/6/2008,22:06:54,16.569,N,82.008,W
11/6/2008,22:08:54,16.573,N,82.009,W
11/6/2008,22:10:54,16.578,N,82.009,W
11/6/2008,22:12:54,16.582,N,82.009,W
11/6/2008,22:14:53,16.586,N,82.009,W
11/6/2008,22:16:53,16.59,N,82.009,W
11/6/2008,22:18:53,16.594,N,82.009,W
11/6/2008,22:20:53,16.598,N,82.009,W
11/6/2008,22:22:54,16.602,N,82.009,W
11/6/2008,22:24:54,16.606,N,82.009,W
11/6/2008,22:26:54,16.61,N,82.009,W
11/6/2008,22:28:53,16.614,N,82.01,W
11/6/2008,22:30:53,16.618,N,82.01,W
11/6/2008,22:32:53,16.622,N,82.01,W
11/6/2008,22:34:53,16.626,N,82.01,W
11/6/2008,22:36:54,16.63,N,82.01,W
11/6/2008,22:38:54,16.634,N,82.01,W
11/6/2008,22:40:54,16.638,N,82.009,W
11/6/2008,22:42:54,16.643,N,82.009,W
11/6/2008,22:44:53,16.647,N,82.009,W
11/6/2008,22:46:53,16.651,N,82.009,W
11/6/2008,22:48:53,16.655,N,82.009,W
11/6/2008,22:50:53,16.659,N,82.009,W
11/6/2008,22:52:54,16.663,N,82.009,W
11/6/2008,22:54:54,16.667,N,82.009,W
11/6/2008,22:56:54,16.671,N,82.009,W
11/6/2008,22:58:53,16.675,N,82.009,W
11/6/2008,23:00:53,16.679,N,82.009,W
11/6/2008,23:02:53,16.683,N,82.008,W
11/6/2008,23:04:53,16.687,N,82.008,W
11/6/2008,23:06:54,16.691,N,82.008,W
11/6/2008,23:08:54,16.696,N,82.008,W
11/6/2008,23:10:54,16.7,N,82.008,W
11/6/2008,23:12:54,16.704,N,82.007,W
11/6/2008,23:14:53,16.708,N,82.007,W
11/6/2008,23:16:53,16.712,N,82.007,W
11/6/2008,23:18:53,16.716,N,82.007,W
11/6/2008,23:20:53,16.72,N,82.007,W
11/6/2008,23:22:54,16.724,N,82.006,W
11/6/2008,23:24:54,16.728,N,82.006,W
11/6/2008,23:26:54,16.732,N,82.006,W
11/6/2008,23:28:53,16.736,N,82.006,W
11/6/2008,23:30:53,16.74,N,82.005,W
11/6/2008,23:32:53,16.745,N,82.005,W
11/6/2008,23:34:53,16.749,N,82.005,W
11/6/2008,23:36:54,16.753,N,82.004,W
11/6/2008,23:38:54,16.757,N,82.004,W
11/6/2008,23:40:54,16.761,N,82.004,W
11/6/2008,23:42:54,16.765,N,82.003,W
11/6/2008,23:44:53,16.769,N,82.003,W
11/6/2008,23:46:53,16.773,N,82.003,W
11/6/2008,23:48:53,16.777,N,82.002,W
11/6/2008,23:50:53,16.781,N,82.002,W
11/6/2008,23:52:54,16.785,N,82.001,W
11/6/2008,23:54:54,16.79,N,82.001,W
11/6/2008,23:56:54,16.794,N,82.001,W
11/6/2008,23:58:53,16.798,N,82,W
11/7/2008,0:00:00,16.8,N,82,W
11/7/2008,0:01:59,16.809,N,82.002,W
11/7/2008,0:03:59,16.817,N,82.005,W
11/7/2008,0:05:59,16.825,N,82.007,W
11/7/2008,0:08:00,16.834,N,82.009,W
11/7/2008,0:10:00,16.842,N,82.012,W
11/7/2008,0:12:00,16.85,N,82.014,W
11/7/2008,0:14:00,16.858,N,82.016,W
11/7/2008,0:15:59,16.866,N,82.018,W
11/7/2008,0:17:59,16.874,N,82.02,W
11/7/2008,0:19:59,16.881,N,82.022,W
11/7/2008,0:21:59,16.889,N,82.024,W
11/7/2008,0:24:00,16.896,N,82.025,W
11/7/2008,0:26:00,16.904,N,82.027,W
11/7/2008,0:28:00,16.911,N,82.029,W
11/7/2008,0:30:00,16.919,N,82.03,W
11/7/2008,0:31:59,16.926,N,82.032,W
11/7/2008,0:33:59,16.933,N,82.033,W
11/7/2008,0:35:59,16.94,N,82.034,W
11/7/2008,0:38:00,16.947,N,82.036,W
11/7/2008,0:40:00,16.954,N,82.037,W
11/7/2008,0:42:00,16.961,N,82.038,W
11/7/2008,0:44:00,16.967,N,82.039,W
11/7/2008,0:45:59,16.974,N,82.04,W
11/7/2008,0:47:59,16.981,N,82.041,W
11/7/2008,0:49:59,16.987,N,82.042,W
11/7/2008,0:51:59,16.994,N,82.043,W
11/7/2008,0:54:00,17,N,82.044,W
11/7/2008,0:56:00,17.006,N,82.045,W
11/7/2008,0:58:00,17.012,N,82.046,W
11/7/2008,1:00:00,17.018,N,82.046,W
11/7/2008,1:01:59,17.024,N,82.047,W
11/7/2008,1:03:59,17.03,N,82.047,W
11/7/2008,1:05:59,17.036,N,82.048,W
11/7/2008,1:08:00,17.042,N,82.048,W
11/7/2008,1:10:00,17.048,N,82.049,W
11/7/2008,1:12:00,17.054,N,82.049,W
11/7/2008,1:14:00,17.059,N,82.049,W
11/7/2008,1:15:59,17.065,N,82.05,W
11/7/2008,1:17:59,17.07,N,82.05,W
11/7/2008,1:19:59,17.076,N,82.05,W
11/7/2008,1:21:59,17.081,N,82.05,W
11/7/2008,1:24:00,17.086,N,82.05,W
11/7/2008,1:26:00,17.091,N,82.05,W
11/7/2008,1:28:00,17.096,N,82.05,W
11/7/2008,1:30:00,17.101,N,82.05,W
11/7/2008,1:31:59,17.106,N,82.05,W
11/7/2008,1:33:59,17.111,N,82.05,W
11/7/2008,1:35:59,17.116,N,82.049,W
11/7/2008,1:38:00,17.121,N,82.049,W
11/7/2008,1:40:00,17.126,N,82.049,W
11/7/2008,1:42:00,17.13,N,82.048,W
11/7/2008,1:44:00,17.135,N,82.048,W
11/7/2008,1:45:59,17.14,N,82.047,W
11/7/2008,1:47:59,17.144,N,82.047,W
11/7/2008,1:49:59,17.148,N,82.046,W
11/7/2008,1:51:59,17.153,N,82.046,W
11/7/2008,1:54:00,17.157,N,82.045,W
11/7/2008,1:56:00,17.161,N,82.044,W
11/7/2008,1:58:00,17.166,N,82.043,W
11/7/2008,2:00:00,17.17,N,82.043,W
11/7/2008,2:01:59,17.174,N,82.042,W
11/7/2008,2:03:59,17.178,N,82.041,W
11/7/2008,2:05:59,17.182,N,82.04,W
11/7/2008,2:08:00,17.186,N,82.039,W
11/7/2008,2:10:00,17.19,N,82.038,W
11/7/2008,2:12:00,17.193,N,82.037,W
11/7/2008,2:14:00,17.197,N,82.036,W
11/7/2008,2:15:59,17.201,N,82.035,W
11/7/2008,2:17:59,17.204,N,82.033,W
11/7/2008,2:19:59,17.208,N,82.032,W
11/7/2008,2:21:59,17.212,N,82.031,W
11/7/2008,2:24:00,17.215,N,82.03,W
11/7/2008,2:26:00,17.218,N,82.028,W
11/7/2008,2:28:00,17.222,N,82.027,W
11/7/2008,2:30:00,17.225,N,82.026,W
11/7/2008,2:31:59,17.228,N,82.024,W
11/7/2008,2:33:59,17.232,N,82.023,W
11/7/2008,2:35:59,17.235,N,82.021,W
11/7/2008,2:38:00,17.238,N,82.02,W
11/7/2008,2:40:00,17.241,N,82.018,W
11/7/2008,2:42:00,17.244,N,82.017,W
11/7/2008,2:44:00,17.247,N,82.015,W
11/7/2008,2:45:59,17.25,N,82.013,W
11/7/2008,2:47:59,17.253,N,82.012,W
11/7/2008,2:49:59,17.256,N,82.01,W
11/7/2008,2:51:59,17.259,N,82.008,W
11/7/2008,2:54:00,17.262,N,82.006,W
11/7/2008,2:56:00,17.264,N,82.004,W
11/7/2008,2:58:00,17.267,N,82.003,W
11/7/2008,3:00:00,17.27,N,82.001,W
11/7/2008,3:01:59,17.272,N,81.999,W
11/7/2008,3:03:59,17.275,N,81.997,W
11/7/2008,3:05:59,17.278,N,81.995,W
11/7/2008,3:08:00,17.28,N,81.993,W
11/7/2008,3:10:00,17.283,N,81.991,W
11/7/2008,3:12:00,17.285,N,81.989,W
11/7/2008,3:14:00,17.288,N,81.987,W
11/7/2008,3:15:59,17.29,N,81.985,W
11/7/2008,3:17:59,17.292,N,81.982,W
11/7/2008,3:19:59,17.295,N,81.98,W
11/7/2008,3:21:59,17.297,N,81.978,W
11/7/2008,3:24:00,17.299,N,81.976,W
11/7/2008,3:26:00,17.301,N,81.974,W
11/7/2008,3:28:00,17.303,N,81.971,W
11/7/2008,3:30:00,17.306,N,81.969,W
11/7/2008,3:31:59,17.308,N,81.967,W
11/7/2008,3:33:59,17.31,N,81.965,W
11/7/2008,3:35:59,17.312,N,81.962,W
11/7/2008,3:38:00,17.314,N,81.96,W
11/7/2008,3:40:00,17.316,N,81.957,W
11/7/2008,3:42:00,17.318,N,81.955,W
11/7/2008,3:44:00,17.32,N,81.953,W
11/7/2008,3:45:59,17.322,N,81.95,W
11/7/2008,3:47:59,17.324,N,81.948,W
11/7/2008,3:49:59,17.326,N,81.945,W
11/7/2008,3:51:59,17.327,N,81.943,W
11/7/2008,3:54:00,17.329,N,81.94,W
11/7/2008,3:56:00,17.331,N,81.938,W
11/7/2008,3:58:00,17.333,N,81.935,W
11/7/2008,4:00:00,17.335,N,81.933,W
11/7/2008,4:01:59,17.336,N,81.93,W
11/7/2008,4:03:59,17.338,N,81.927,W
11/7/2008,4:05:59,17.34,N,81.925,W
11/7/2008,4:08:00,17.341,N,81.922,W
11/7/2008,4:10:00,17.343,N,81.919,W
11/7/2008,4:12:00,17.345,N,81.917,W
11/7/2008,4:14:00,17.346,N,81.914,W
11/7/2008,4:15:59,17.348,N,81.911,W
11/7/2008,4:17:59,17.35,N,81.909,W
11/7/2008,4:19:59,17.351,N,81.906,W
11/7/2008,4:21:59,17.353,N,81.903,W
11/7/2008,4:24:00,17.354,N,81.901,W
11/7/2008,4:26:00,17.356,N,81.898,W
11/7/2008,4:28:00,17.357,N,81.895,W
11/7/2008,4:30:00,17.359,N,81.892,W
11/7/2008,4:31:40,17.36,N,81.89,W
11/7/2008,4:33:40,17.361,N,81.887,W
11/7/2008,4:35:39,17.363,N,81.884,W
11/7/2008,4:37:39,17.364,N,81.881,W
11/7/2008,4:39:39,17.366,N,81.879,W
11/7/2008,4:41:39,17.367,N,81.876,W
11/7/2008,4:43:40,17.368,N,81.873,W
11/7/2008,4:45:40,17.37,N,81.87,W
11/7/2008,4:47:40,17.371,N,81.867,W
11/7/2008,4:49:40,17.373,N,81.864,W
11/7/2008,4:51:39,17.374,N,81.862,W
11/7/2008,4:53:39,17.375,N,81.859,W
11/7/2008,4:55:39,17.377,N,81.856,W
11/7/2008,4:57:40,17.378,N,81.853,W
11/7/2008,4:59:40,17.38,N,81.85,W
11/7/2008,5:01:40,17.381,N,81.847,W
11/7/2008,5:03:40,17.382,N,81.845,W
11/7/2008,5:05:39,17.384,N,81.842,W
11/7/2008,5:07:39,17.385,N,81.839,W
11/7/2008,5:09:39,17.387,N,81.836,W
11/7/2008,5:11:39,17.388,N,81.833,W
11/7/2008,5:13:09,17.389,N,81.831,W
11/7/2008,5:15:09,17.39,N,81.828,W
11/7/2008,5:17:09,17.391,N,81.825,W
11/7/2008,5:19:09,17.393,N,81.822,W
11/7/2008,5:21:10,17.394,N,81.819,W
11/7/2008,5:23:10,17.395,N,81.817,W
11/7/2008,5:25:10,17.396,N,81.814,W
11/7/2008,5:27:10,17.397,N,81.811,W
11/7/2008,5:29:09,17.398,N,81.808,W
11/7/2008,5:31:09,17.4,N,81.805,W
11/7/2008,5:33:09,17.401,N,81.802,W
11/7/2008,5:35:10,17.402,N,81.799,W
11/7/2008,5:37:10,17.403,N,81.796,W
11/7/2008,5:39:10,17.405,N,81.793,W
11/7/2008,5:41:10,17.406,N,81.791,W
11/7/2008,5:43:09,17.408,N,81.788,W
11/7/2008,5:45:09,17.409,N,81.785,W
11/7/2008,5:47:09,17.411,N,81.782,W
11/7/2008,5:49:09,17.413,N,81.779,W
11/7/2008,5:51:10,17.414,N,81.777,W
11/7/2008,5:53:10,17.416,N,81.774,W
11/7/2008,5:54:35,17.418,N,81.772,W
11/7/2008,5:56:35,17.421,N,81.769,W
11/7/2008,5:58:35,17.424,N,81.767,W
11/7/2008,6:00:35,17.427,N,81.764,W
11/7/2008,6:02:36,17.43,N,81.761,W
11/7/2008,6:04:36,17.434,N,81.759,W
11/7/2008,6:06:36,17.438,N,81.756,W
11/7/2008,6:08:36,17.442,N,81.753,W
11/7/2008,6:10:35,17.446,N,81.751,W
11/7/2008,6:12:35,17.451,N,81.748,W
11/7/2008,6:14:35,17.455,N,81.746,W
11/7/2008,6:16:36,17.46,N,81.743,W
11/7/2008,6:18:36,17.465,N,81.741,W
11/7/2008,6:20:36,17.47,N,81.738,W
11/7/2008,6:22:36,17.474,N,81.736,W
11/7/2008,6:24:35,17.479,N,81.734,W
11/7/2008,6:26:35,17.484,N,81.732,W
11/7/2008,6:28:35,17.489,N,81.729,W
11/7/2008,6:30:35,17.495,N,81.727,W
11/7/2008,6:32:36,17.5,N,81.725,W
11/7/2008,6:34:36,17.505,N,81.723,W
11/7/2008,6:36:36,17.509,N,81.721,W
11/7/2008,6:38:36,17.514,N,81.719,W
11/7/2008,6:40:35,17.519,N,81.717,W
11/7/2008,6:42:35,17.524,N,81.715,W
11/7/2008,6:44:35,17.528,N,81.714,W
11/7/2008,6:46:36,17.533,N,81.712,W
11/7/2008,6:48:36,17.537,N,81.71,W
11/7/2008,6:50:36,17.541,N,81.709,W
11/7/2008,6:52:36,17.545,N,81.707,W
11/7/2008,6:54:35,17.548,N,81.706,W
