Track,for,Alex,2004,,
7/31/2004,12:06:58,29.265,N,78.796,W
7/31/2004,12:08:58,29.276,N,78.8,W
7/31/2004,12:10:57,29.288,N,78.803,W
7/31/2004,12:12:57,29.299,N,78.806,W
7/31/2004,12:14:57,29.311,N,78.809,W
7/31/2004,12:16:57,29.322,N,78.812,W
7/31/2004,12:18:58,29.333,N,78.814,W
7/31/2004,12:20:58,29.344,N,78.817,W
7/31/2004,12:22:58,29.356,N,78.82,W
7/31/2004,12:24:57,29.367,N,78.822,W
7/31/2004,12:26:57,29.378,N,78.824,W
7/31/2004,12:28:57,29.389,N,78.827,W
7/31/2004,12:30:57,29.4,N,78.829,W
7/31/2004,12:32:58,29.41,N,78.831,W
7/31/2004,12:34:58,29.421,N,78.833,W
7/31/2004,12:36:58,29.432,N,78.835,W
7/31/2004,12:38:58,29.442,N,78.836,W
7/31/2004,12:40:57,29.453,N,78.838,W
7/31/2004,12:42:57,29.463,N,78.839,W
7/31/2004,12:44:57,29.474,N,78.841,W
7/31/2004,12:46:57,29.484,N,78.842,W
7/31/2004,12:48:58,29.495,N,78.843,W
7/31/2004,12:50:58,29.505,N,78.845,W
7/31/2004,12:52:58,29.515,N,78.846,W
7/31/2004,12:54:57,29.525,N,78.847,W
7/31/2004,12:56:57,29.535,N,78.847,W
7/31/2004,12:58:57,29.545,N,78.848,W
7/31/2004,13:00:57,29.555,N,78.849,W
7/31/2004,13:02:58,29.565,N,78.85,W
7/31/2004,13:04:58,29.575,N,78.85,W
7/31/2004,13:06:58,29.585,N,78.85,W
7/31/2004,13:08:58,29.594,N,78.851,W
7/31/2004,13:10:45,29.603,N,78.851,W
7/31/2004,13:12:45,29.614,N,78.853,W
7/31/2004,13:14:46,29.624,N,78.854,W
7/31/2004,13:16:46,29.634,N,78.856,W
7/31/2004,13:18:46,29.645,N,78.857,W
7/31/2004,13:20:46,29.655,N,78.859,W
7/31/2004,13:22:45,29.665,N,78.86,W
7/31/2004,13:24:45,29.676,N,78.862,W
7/31/2004,13:26:45,29.686,N,78.863,W
7/31/2004,13:28:45,29.696,N,78.864,W
7/31/2004,13:30:46,29.706,N,78.865,W
7/31/2004,13:32:46,29.717,N,78.866,W
7/31/2004,13:34:46,29.727,N,78.867,W
7/31/2004,13:36:45,29.737,N,78.868,W
7/31/2004,13:38:45,29.747,N,78.869,W
7/31/2004,13:40:45,29.757,N,78.87,W
7/31/2004,13:42:45,29.766,N,78.871,W
7/31/2004,13:44:46,29.776,N,78.871,W
7/31/2004,13:46:46,29.786,N,78.872,W
7/31/2004,13:48:46,29.796,N,78.873,W
7/31/2004,13:50:46,29.806,N,78.873,W
7/31/2004,13:52:45,29.815,N,78.873,W
7/31/2004,13:54:45,29.825,N,78.874,W
7/31/2004,13:56:45,29.835,N,78.874,W
7/31/2004,13:58:45,29.844,N,78.874,W
7/31/2004,14:00:46,29.854,N,78.874,W
7/31/2004,14:02:46,29.863,N,78.874,W
7/31/2004,14:04:46,29.872,N,78.874,W
7/31/2004,14:06:45,29.882,N,78.873,W
7/31/2004,14:08:45,29.891,N,78.873,W
7/31/2004,14:10:45,29.9,N,78.873,W
7/31/2004,14:12:45,29.909,N,78.872,W
7/31/2004,14:14:46,29.918,N,78.872,W
7/31/2004,14:16:46,29.927,N,78.871,W
7/31/2004,14:18:46,29.936,N,78.87,W
7/31/2004,14:20:46,29.945,N,78.869,W
7/31/2004,14:22:45,29.954,N,78.868,W
7/31/2004,14:24:45,29.963,N,78.867,W
7/31/2004,14:26:45,29.972,N,78.866,W
7/31/2004,14:28:45,29.981,N,78.865,W
7/31/2004,14:30:46,29.989,N,78.864,W
7/31/2004,14:32:46,29.998,N,78.862,W
7/31/2004,14:34:46,30.006,N,78.861,W
7/31/2004,14:36:45,30.015,N,78.859,W
7/31/2004,14:38:45,30.023,N,78.857,W
7/31/2004,14:40:45,30.032,N,78.855,W
7/31/2004,14:42:45,30.04,N,78.853,W
7/31/2004,14:44:46,30.048,N,78.851,W
7/31/2004,14:46:46,30.056,N,78.849,W
7/31/2004,14:48:46,30.064,N,78.847,W
7/31/2004,14:50:46,30.072,N,78.844,W
7/31/2004,14:52:45,30.08,N,78.842,W
7/31/2004,14:54:45,30.088,N,78.839,W
7/31/2004,14:56:45,30.096,N,78.837,W
7/31/2004,14:58:45,30.104,N,78.834,W
7/31/2004,15:00:46,30.111,N,78.831,W
7/31/2004,15:02:46,30.119,N,78.828,W
7/31/2004,15:04:46,30.126,N,78.825,W
7/31/2004,15:06:45,30.134,N,78.821,W
7/31/2004,15:08:45,30.141,N,78.818,W
7/31/2004,15:10:45,30.149,N,78.814,W
7/31/2004,15:12:45,30.156,N,78.811,W
7/31/2004,15:14:46,30.163,N,78.807,W
7/31/2004,15:16:46,30.17,N,78.803,W
7/31/2004,15:18:46,30.177,N,78.799,W
7/31/2004,15:20:46,30.184,N,78.795,W
7/31/2004,15:22:45,30.191,N,78.791,W
7/31/2004,15:24:45,30.198,N,78.786,W
7/31/2004,15:26:45,30.204,N,78.782,W
7/31/2004,15:28:45,30.211,N,78.777,W
7/31/2004,15:30:46,30.217,N,78.772,W
7/31/2004,15:32:46,30.224,N,78.767,W
7/31/2004,15:34:46,30.23,N,78.762,W
7/31/2004,15:36:45,30.237,N,78.757,W
7/31/2004,15:38:45,30.243,N,78.752,W
7/31/2004,15:40:45,30.249,N,78.746,W
7/31/2004,15:42:45,30.255,N,78.741,W
7/31/2004,15:44:46,30.261,N,78.735,W
7/31/2004,15:46:46,30.267,N,78.729,W
7/31/2004,15:48:46,30.273,N,78.724,W
7/31/2004,15:50:46,30.279,N,78.718,W
7/31/2004,15:52:45,30.284,N,78.711,W
7/31/2004,15:54:45,30.29,N,78.705,W
7/31/2004,15:56:45,30.295,N,78.699,W
7/31/2004,15:58:45,30.301,N,78.693,W
7/31/2004,16:00:46,30.306,N,78.686,W
7/31/2004,16:02:46,30.312,N,78.679,W
7/31/2004,16:04:46,30.317,N,78.673,W
7/31/2004,16:06:45,30.322,N,78.666,W
7/31/2004,16:08:45,30.327,N,78.659,W
7/31/2004,16:10:45,30.332,N,78.652,W
7/31/2004,16:12:45,30.337,N,78.645,W
7/31/2004,16:14:46,30.342,N,78.638,W
7/31/2004,16:16:46,30.347,N,78.631,W
7/31/2004,16:18:46,30.352,N,78.624,W
7/31/2004,16:20:46,30.357,N,78.616,W
7/31/2004,16:22:45,30.362,N,78.609,W
7/31/2004,16:23:49,30.364,N,78.605,W
7/31/2004,16:25:49,30.371,N,78.603,W
7/31/2004,16:27:49,30.378,N,78.601,W
7/31/2004,16:29:48,30.385,N,78.598,W
7/31/2004,16:31:48,30.392,N,78.596,W
7/31/2004,16:33:48,30.399,N,78.594,W
7/31/2004,16:35:48,30.406,N,78.592,W
7/31/2004,16:37:49,30.413,N,78.59,W
7/31/2004,16:39:49,30.42,N,78.588,W
7/31/2004,16:41:49,30.427,N,78.586,W
7/31/2004,16:43:49,30.434,N,78.584,W
7/31/2004,16:45:48,30.441,N,78.582,W
7/31/2004,16:47:48,30.448,N,78.58,W
7/31/2004,16:49:48,30.455,N,78.577,W
7/31/2004,16:51:48,30.462,N,78.575,W
7/31/2004,16:53:49,30.468,N,78.573,W
7/31/2004,16:55:49,30.475,N,78.571,W
7/31/2004,16:57:49,30.482,N,78.569,W
7/31/2004,16:59:48,30.489,N,78.567,W
7/31/2004,17:01:48,30.495,N,78.565,W
7/31/2004,17:03:48,30.502,N,78.564,W
7/31/2004,17:05:48,30.509,N,78.562,W
7/31/2004,17:07:49,30.515,N,78.56,W
7/31/2004,17:09:49,30.522,N,78.558,W
7/31/2004,17:11:49,30.528,N,78.556,W
7/31/2004,17:13:49,30.535,N,78.554,W
7/31/2004,17:15:48,30.541,N,78.552,W
7/31/2004,17:17:48,30.548,N,78.55,W
7/31/2004,17:19:48,30.554,N,78.548,W
7/31/2004,17:21:48,30.56,N,78.547,W
7/31/2004,17:23:49,30.567,N,78.545,W
7/31/2004,17:25:49,30.573,N,78.543,W
7/31/2004,17:27:49,30.579,N,78.541,W
7/31/2004,17:29:48,30.586,N,78.539,W
7/31/2004,17:31:48,30.592,N,78.538,W
7/31/2004,17:33:48,30.598,N,78.536,W
7/31/2004,17:35:48,30.604,N,78.534,W
7/31/2004,17:37:49,30.61,N,78.532,W
7/31/2004,17:39:49,30.617,N,78.531,W
7/31/2004,17:41:49,30.623,N,78.529,W
7/31/2004,17:43:49,30.629,N,78.527,W
7/31/2004,17:45:48,30.635,N,78.526,W
7/31/2004,17:47:48,30.641,N,78.524,W
7/31/2004,17:49:48,30.647,N,78.522,W
7/31/2004,17:51:48,30.653,N,78.521,W
7/31/2004,17:53:49,30.658,N,78.519,W
7/31/2004,17:55:49,30.664,N,78.518,W
7/31/2004,17:57:49,30.67,N,78.516,W
7/31/2004,17:59:48,30.676,N,78.515,W
7/31/2004,18:01:48,30.682,N,78.513,W
7/31/2004,18:03:48,30.687,N,78.512,W
7/31/2004,18:05:48,30.693,N,78.51,W
7/31/2004,18:07:49,30.699,N,78.509,W
7/31/2004,18:09:49,30.704,N,78.507,W
7/31/2004,18:11:49,30.71,N,78.506,W
7/31/2004,18:13:49,30.715,N,78.504,W
7/31/2004,18:15:48,30.721,N,78.503,W
7/31/2004,18:17:48,30.726,N,78.501,W
7/31/2004,18:19:48,30.732,N,78.5,W
7/31/2004,18:21:48,30.737,N,78.499,W
7/31/2004,18:23:49,30.742,N,78.497,W
7/31/2004,18:25:49,30.748,N,78.496,W
7/31/2004,18:27:49,30.753,N,78.495,W
7/31/2004,18:29:48,30.758,N,78.494,W
7/31/2004,18:31:48,30.763,N,78.492,W
7/31/2004,18:33:48,30.769,N,78.491,W
7/31/2004,18:35:48,30.774,N,78.49,W
7/31/2004,18:37:49,30.779,N,78.489,W
7/31/2004,18:39:49,30.784,N,78.487,W
7/31/2004,18:41:49,30.789,N,78.486,W
7/31/2004,18:43:49,30.794,N,78.485,W
7/31/2004,18:45:48,30.799,N,78.484,W
7/31/2004,18:47:48,30.804,N,78.483,W
7/31/2004,18:49:48,30.808,N,78.482,W
7/31/2004,18:51:48,30.813,N,78.481,W
7/31/2004,18:53:49,30.818,N,78.48,W
7/31/2004,18:55:49,30.823,N,78.479,W
7/31/2004,18:57:49,30.827,N,78.478,W
7/31/2004,18:59:48,30.832,N,78.477,W
7/31/2004,19:01:48,30.837,N,78.476,W
7/31/2004,19:03:48,30.841,N,78.475,W
7/31/2004,19:05:48,30.846,N,78.474,W
7/31/2004,19:07:49,30.85,N,78.473,W
7/31/2004,19:09:49,30.855,N,78.472,W
7/31/2004,19:11:49,30.859,N,78.471,W
7/31/2004,19:13:49,30.863,N,78.47,W
7/31/2004,19:15:48,30.868,N,78.469,W
7/31/2004,19:17:48,30.872,N,78.469,W
7/31/2004,19:19:48,30.876,N,78.468,W
7/31/2004,19:21:48,30.88,N,78.467,W
7/31/2004,19:23:49,30.884,N,78.466,W
7/31/2004,19:25:49,30.888,N,78.466,W
7/31/2004,19:27:49,30.892,N,78.465,W
7/31/2004,19:29:48,30.896,N,78.464,W
7/31/2004,19:31:48,30.9,N,78.464,W
7/31/2004,19:33:48,30.904,N,78.463,W
7/31/2004,19:35:48,30.908,N,78.462,W
7/31/2004,19:37:49,30.912,N,78.462,W
7/31/2004,19:39:49,30.916,N,78.461,W
7/31/2004,19:41:49,30.919,N,78.461,W
7/31/2004,19:43:49,30.923,N,78.46,W
7/31/2004,19:45:48,30.927,N,78.46,W
7/31/2004,19:47:48,30.93,N,78.459,W
7/31/2004,19:49:48,30.934,N,78.459,W
7/31/2004,19:51:48,30.937,N,78.458,W
7/31/2004,19:53:49,30.941,N,78.458,W
7/31/2004,19:55:49,30.944,N,78.457,W
7/31/2004,19:57:49,30.947,N,78.457,W
7/31/2004,19:59:48,30.951,N,78.457,W
7/31/2004,20:01:48,30.954,N,78.456,W
7/31/2004,20:03:48,30.957,N,78.456,W
7/31/2004,20:05:48,30.96,N,78.456,W
7/31/2004,20:07:49,30.963,N,78.456,W
7/31/2004,20:09:49,30.966,N,78.455,W
7/31/2004,20:11:49,30.969,N,78.455,W
7/31/2004,20:13:49,30.972,N,78.455,W
7/31/2004,20:15:48,30.975,N,78.455,W
7/31/2004,20:17:48,30.978,N,78.455,W
7/31/2004,20:19:48,30.981,N,78.455,W
7/31/2004,20:21:48,30.983,N,78.454,W
7/31/2004,20:23:49,30.986,N,78.454,W
7/31/2004,20:25:49,30.989,N,78.454,W
7/31/2004,20:27:49,30.991,N,78.454,W
7/31/2004,20:29:48,30.994,N,78.454,W
7/31/2004,20:31:48,30.996,N,78.454,W
7/31/2004,20:33:48,30.999,N,78.454,W
7/31/2004,20:35:48,31.001,N,78.455,W
7/31/2004,20:37:49,31.003,N,78.455,W
7/31/2004,20:39:49,31.006,N,78.455,W
7/31/2004,20:41:49,31.008,N,78.455,W
7/31/2004,20:43:49,31.01,N,78.455,W
7/31/2004,20:45:48,31.012,N,78.455,W
7/31/2004,20:47:48,31.014,N,78.456,W
7/31/2004,20:49:48,31.016,N,78.456,W
7/31/2004,20:51:48,31.018,N,78.456,W
7/31/2004,20:53:49,31.02,N,78.457,W
7/31/2004,20:55:49,31.022,N,78.457,W
7/31/2004,20:57:49,31.023,N,78.457,W
7/31/2004,20:59:48,31.025,N,78.458,W
7/31/2004,21:01:48,31.027,N,78.458,W
7/31/2004,21:03:48,31.028,N,78.459,W
7/31/2004,21:05:48,31.03,N,78.459,W
7/31/2004,21:07:49,31.031,N,78.46,W
7/31/2004,21:09:49,31.033,N,78.46,W
7/31/2004,21:11:49,31.034,N,78.461,W
7/31/2004,21:13:49,31.036,N,78.461,W
7/31/2004,21:15:48,31.037,N,78.462,W
7/31/2004,21:17:48,31.038,N,78.463,W
7/31/2004,21:19:48,31.039,N,78.463,W
7/31/2004,21:21:48,31.04,N,78.464,W
7/31/2004,21:23:49,31.041,N,78.465,W
7/31/2004,21:25:49,31.042,N,78.466,W
7/31/2004,21:27:49,31.043,N,78.466,W
7/31/2004,21:29:48,31.044,N,78.467,W
7/31/2004,21:31:48,31.045,N,78.468,W
7/31/2004,21:33:48,31.046,N,78.469,W
7/31/2004,21:35:48,31.046,N,78.47,W
7/31/2004,21:37:49,31.047,N,78.471,W
7/31/2004,21:39:49,31.047,N,78.472,W
7/31/2004,21:41:49,31.048,N,78.473,W
7/31/2004,21:43:49,31.048,N,78.474,W
7/31/2004,21:45:48,31.049,N,78.475,W
7/31/2004,21:47:48,31.049,N,78.476,W
7/31/2004,21:49:48,31.049,N,78.477,W
7/31/2004,21:51:48,31.049,N,78.478,W
7/31/2004,21:53:49,31.049,N,78.479,W
7/31/2004,21:55:49,31.049,N,78.481,W
7/31/2004,21:57:49,31.049,N,78.482,W
7/31/2004,21:59:48,31.049,N,78.483,W
7/31/2004,22:01:48,31.049,N,78.484,W
7/31/2004,22:03:48,31.049,N,78.486,W
7/31/2004,22:05:48,31.049,N,78.487,W
7/31/2004,22:07:49,31.048,N,78.488,W
7/31/2004,22:09:49,31.048,N,78.49,W
7/31/2004,22:11:49,31.048,N,78.491,W
7/31/2004,22:13:49,31.047,N,78.493,W
7/31/2004,22:15:48,31.046,N,78.494,W
7/31/2004,22:17:48,31.046,N,78.496,W
7/31/2004,22:19:48,31.045,N,78.497,W
7/31/2004,22:21:48,31.044,N,78.499,W
7/31/2004,22:23:49,31.043,N,78.501,W
7/31/2004,22:25:49,31.043,N,78.502,W
7/31/2004,22:27:49,31.042,N,78.504,W
7/31/2004,22:29:48,31.041,N,78.506,W
7/31/2004,22:31:48,31.039,N,78.507,W
7/31/2004,22:33:48,31.038,N,78.509,W
7/31/2004,22:35:48,31.037,N,78.511,W
7/31/2004,22:37:49,31.036,N,78.513,W
7/31/2004,22:39:49,31.034,N,78.515,W
7/31/2004,22:41:49,31.033,N,78.517,W
7/31/2004,22:43:49,31.031,N,78.519,W
7/31/2004,22:45:48,31.03,N,78.521,W
7/31/2004,22:47:48,31.028,N,78.523,W
7/31/2004,22:49:48,31.026,N,78.525,W
7/31/2004,22:51:48,31.025,N,78.527,W
7/31/2004,22:53:49,31.023,N,78.529,W
7/31/2004,22:55:49,31.021,N,78.531,W
7/31/2004,22:57:49,31.019,N,78.533,W
7/31/2004,22:59:48,31.017,N,78.536,W
7/31/2004,23:01:48,31.014,N,78.538,W
7/31/2004,23:03:48,31.012,N,78.54,W
7/31/2004,23:05:48,31.01,N,78.542,W
7/31/2004,23:07:49,31.008,N,78.545,W
7/31/2004,23:09:49,31.005,N,78.547,W
7/31/2004,23:11:49,31.003,N,78.55,W
7/31/2004,23:13:49,31,N,78.552,W
7/31/2004,23:15:48,30.997,N,78.555,W
7/31/2004,23:17:48,30.995,N,78.557,W
7/31/2004,23:19:48,30.992,N,78.56,W
7/31/2004,23:21:48,30.989,N,78.562,W
7/31/2004,23:23:49,30.986,N,78.565,W
7/31/2004,23:25:49,30.983,N,78.568,W
7/31/2004,23:27:49,30.98,N,78.57,W
7/31/2004,23:29:48,30.977,N,78.573,W
7/31/2004,23:31:48,30.974,N,78.576,W
7/31/2004,23:33:48,30.97,N,78.579,W
7/31/2004,23:35:48,30.967,N,78.581,W
7/31/2004,23:37:49,30.964,N,78.584,W
7/31/2004,23:39:49,30.96,N,78.587,W
7/31/2004,23:41:49,30.956,N,78.59,W
7/31/2004,23:43:49,30.953,N,78.593,W
7/31/2004,23:45:48,30.949,N,78.596,W
7/31/2004,23:46:19,30.948,N,78.597,W
7/31/2004,23:48:20,30.95,N,78.597,W
7/31/2004,23:50:20,30.951,N,78.596,W
7/31/2004,23:52:20,30.953,N,78.596,W
7/31/2004,23:54:20,30.954,N,78.596,W
7/31/2004,23:56:19,30.956,N,78.595,W
7/31/2004,23:58:19,30.957,N,78.595,W
8/1/2004,0:00:19,30.959,N,78.595,W
8/1/2004,0:02:19,30.96,N,78.594,W
8/1/2004,0:04:20,30.962,N,78.594,W
8/1/2004,0:06:20,30.963,N,78.594,W
8/1/2004,0:08:20,30.965,N,78.593,W
8/1/2004,0:10:19,30.966,N,78.593,W
8/1/2004,0:12:19,30.967,N,78.593,W
8/1/2004,0:14:19,30.969,N,78.592,W
8/1/2004,0:16:19,30.97,N,78.592,W
8/1/2004,0:18:20,30.971,N,78.591,W
8/1/2004,0:20:20,30.973,N,78.591,W
8/1/2004,0:22:20,30.974,N,78.591,W
8/1/2004,0:24:20,30.975,N,78.59,W
8/1/2004,0:26:19,30.977,N,78.59,W
8/1/2004,0:28:19,30.978,N,78.59,W
8/1/2004,0:30:19,30.979,N,78.589,W
8/1/2004,0:32:19,30.98,N,78.589,W
8/1/2004,0:34:20,30.982,N,78.588,W
8/1/2004,0:36:20,30.983,N,78.588,W
8/1/2004,0:38:20,30.984,N,78.587,W
8/1/2004,0:40:19,30.985,N,78.587,W
8/1/2004,0:42:19,30.986,N,78.587,W
8/1/2004,0:44:19,30.988,N,78.586,W
8/1/2004,0:46:19,30.989,N,78.586,W
8/1/2004,0:48:20,30.99,N,78.585,W
8/1/2004,0:50:20,30.991,N,78.585,W
8/1/2004,0:52:20,30.992,N,78.584,W
8/1/2004,0:54:20,30.993,N,78.584,W
8/1/2004,0:56:19,30.994,N,78.583,W
8/1/2004,0:58:19,30.995,N,78.583,W
8/1/2004,1:00:19,30.996,N,78.583,W
8/1/2004,1:02:19,30.997,N,78.582,W
8/1/2004,1:04:20,30.998,N,78.582,W
8/1/2004,1:06:20,30.999,N,78.581,W
8/1/2004,1:08:20,31,N,78.581,W
8/1/2004,1:10:19,31.001,N,78.58,W
8/1/2004,1:12:19,31.002,N,78.58,W
8/1/2004,1:14:19,31.003,N,78.579,W
8/1/2004,1:16:19,31.004,N,78.579,W
8/1/2004,1:18:20,31.005,N,78.578,W
8/1/2004,1:20:20,31.005,N,78.578,W
8/1/2004,1:22:20,31.006,N,78.577,W
8/1/2004,1:24:20,31.007,N,78.577,W
8/1/2004,1:26:19,31.008,N,78.576,W
8/1/2004,1:28:19,31.009,N,78.576,W
8/1/2004,1:30:19,31.009,N,78.575,W
8/1/2004,1:32:19,31.01,N,78.575,W
8/1/2004,1:34:20,31.011,N,78.574,W
8/1/2004,1:36:20,31.012,N,78.573,W
8/1/2004,1:38:20,31.012,N,78.573,W
8/1/2004,1:40:19,31.013,N,78.572,W
8/1/2004,1:42:19,31.014,N,78.572,W
8/1/2004,1:44:19,31.014,N,78.571,W
8/1/2004,1:46:19,31.015,N,78.571,W
8/1/2004,1:48:20,31.015,N,78.57,W
8/1/2004,1:50:20,31.016,N,78.569,W
8/1/2004,1:52:20,31.017,N,78.569,W
8/1/2004,1:54:20,31.017,N,78.568,W
8/1/2004,1:56:19,31.018,N,78.568,W
8/1/2004,1:58:19,31.018,N,78.567,W
8/1/2004,2:00:19,31.019,N,78.566,W
8/1/2004,2:02:19,31.019,N,78.566,W
8/1/2004,2:04:20,31.02,N,78.565,W
8/1/2004,2:06:20,31.02,N,78.565,W
8/1/2004,2:08:20,31.02,N,78.564,W
8/1/2004,2:10:19,31.021,N,78.563,W
8/1/2004,2:12:19,31.021,N,78.563,W
8/1/2004,2:14:19,31.021,N,78.562,W
8/1/2004,2:16:19,31.022,N,78.561,W
8/1/2004,2:18:20,31.022,N,78.561,W
8/1/2004,2:20:20,31.022,N,78.56,W
8/1/2004,2:22:20,31.023,N,78.559,W
8/1/2004,2:24:20,31.023,N,78.559,W
8/1/2004,2:26:19,31.023,N,78.558,W
8/1/2004,2:28:19,31.023,N,78.557,W
8/1/2004,2:30:19,31.024,N,78.557,W
8/1/2004,2:32:19,31.024,N,78.556,W
8/1/2004,2:34:20,31.024,N,78.555,W
8/1/2004,2:36:20,31.024,N,78.555,W
8/1/2004,2:38:20,31.024,N,78.554,W
8/1/2004,2:40:19,31.024,N,78.553,W
8/1/2004,2:42:19,31.024,N,78.553,W
8/1/2004,2:44:19,31.024,N,78.552,W
8/1/2004,2:46:19,31.025,N,78.551,W
8/1/2004,2:48:20,31.025,N,78.55,W
8/1/2004,2:50:20,31.025,N,78.55,W
8/1/2004,2:52:20,31.025,N,78.549,W
8/1/2004,2:54:20,31.024,N,78.548,W
8/1/2004,2:56:19,31.024,N,78.547,W
8/1/2004,2:58:19,31.024,N,78.547,W
8/1/2004,3:00:19,31.024,N,78.546,W
8/1/2004,3:02:19,31.024,N,78.545,W
8/1/2004,3:04:20,31.024,N,78.544,W
8/1/2004,3:06:20,31.024,N,78.544,W
8/1/2004,3:08:20,31.024,N,78.543,W
8/1/2004,3:10:19,31.023,N,78.542,W
8/1/2004,3:12:19,31.023,N,78.541,W
8/1/2004,3:14:19,31.023,N,78.54,W
8/1/2004,3:16:19,31.023,N,78.54,W
8/1/2004,3:18:20,31.022,N,78.539,W
8/1/2004,3:20:20,31.022,N,78.538,W
8/1/2004,3:22:20,31.022,N,78.537,W
8/1/2004,3:24:20,31.021,N,78.536,W
8/1/2004,3:26:19,31.021,N,78.535,W
8/1/2004,3:28:19,31.021,N,78.535,W
8/1/2004,3:30:19,31.02,N,78.534,W
8/1/2004,3:32:19,31.02,N,78.533,W
8/1/2004,3:34:20,31.019,N,78.532,W
8/1/2004,3:36:20,31.019,N,78.531,W
8/1/2004,3:38:20,31.018,N,78.53,W
8/1/2004,3:40:19,31.018,N,78.529,W
8/1/2004,3:42:19,31.017,N,78.529,W
8/1/2004,3:44:19,31.017,N,78.528,W
8/1/2004,3:46:19,31.016,N,78.527,W
8/1/2004,3:48:20,31.016,N,78.526,W
8/1/2004,3:50:20,31.015,N,78.525,W
8/1/2004,3:52:20,31.014,N,78.524,W
8/1/2004,3:54:20,31.014,N,78.523,W
8/1/2004,3:56:19,31.013,N,78.522,W
8/1/2004,3:58:19,31.012,N,78.521,W
8/1/2004,4:00:19,31.012,N,78.521,W
8/1/2004,4:02:19,31.011,N,78.52,W
8/1/2004,4:04:20,31.01,N,78.519,W
8/1/2004,4:06:20,31.009,N,78.518,W
8/1/2004,4:08:20,31.009,N,78.517,W
8/1/2004,4:10:19,31.008,N,78.516,W
8/1/2004,4:12:19,31.007,N,78.515,W
8/1/2004,4:14:19,31.006,N,78.514,W
8/1/2004,4:16:19,31.005,N,78.513,W
8/1/2004,4:18:20,31.004,N,78.512,W
8/1/2004,4:20:20,31.003,N,78.511,W
8/1/2004,4:22:20,31.003,N,78.51,W
8/1/2004,4:24:20,31.002,N,78.509,W
8/1/2004,4:26:19,31.001,N,78.508,W
8/1/2004,4:28:19,31,N,78.507,W
8/1/2004,4:30:19,30.999,N,78.506,W
8/1/2004,4:32:19,30.998,N,78.505,W
8/1/2004,4:34:20,30.997,N,78.504,W
8/1/2004,4:36:20,30.996,N,78.503,W
8/1/2004,4:38:20,30.995,N,78.502,W
8/1/2004,4:40:19,30.994,N,78.501,W
8/1/2004,4:42:19,30.993,N,78.5,W
8/1/2004,4:44:19,30.991,N,78.499,W
8/1/2004,4:46:19,30.99,N,78.498,W
8/1/2004,4:48:20,30.989,N,78.497,W
8/1/2004,4:50:20,30.988,N,78.496,W
8/1/2004,4:52:20,30.987,N,78.495,W
8/1/2004,4:54:20,30.986,N,78.494,W
8/1/2004,4:56:19,30.985,N,78.493,W
8/1/2004,4:58:19,30.983,N,78.492,W
8/1/2004,5:00:19,30.982,N,78.491,W
8/1/2004,5:02:19,30.981,N,78.49,W
8/1/2004,5:04:20,30.98,N,78.489,W
8/1/2004,5:06:20,30.978,N,78.488,W
8/1/2004,5:08:20,30.977,N,78.487,W
8/1/2004,5:10:19,30.976,N,78.486,W
8/1/2004,5:12:19,30.975,N,78.485,W
8/1/2004,5:14:19,30.973,N,78.484,W
8/1/2004,5:16:19,30.972,N,78.483,W
8/1/2004,5:18:20,30.971,N,78.482,W
8/1/2004,5:20:20,30.969,N,78.481,W
8/1/2004,5:22:20,30.968,N,78.48,W
8/1/2004,5:24:20,30.967,N,78.479,W
8/1/2004,5:26:19,30.965,N,78.478,W
8/1/2004,5:28:19,30.964,N,78.477,W
8/1/2004,5:30:19,30.962,N,78.476,W
8/1/2004,5:32:19,30.961,N,78.475,W
8/1/2004,5:34:20,30.96,N,78.474,W
8/1/2004,5:36:20,30.958,N,78.473,W
8/1/2004,5:38:20,30.957,N,78.472,W
8/1/2004,5:40:19,30.955,N,78.471,W
8/1/2004,5:42:19,30.954,N,78.47,W
8/1/2004,5:44:19,30.952,N,78.469,W
8/1/2004,5:46:19,30.951,N,78.467,W
8/1/2004,5:48:20,30.949,N,78.466,W
8/1/2004,5:50:20,30.948,N,78.465,W
8/1/2004,5:52:20,30.946,N,78.464,W
8/1/2004,5:54:20,30.945,N,78.463,W
8/1/2004,5:56:19,30.943,N,78.462,W
8/1/2004,5:58:19,30.942,N,78.461,W
8/1/2004,6:00:19,30.94,N,78.46,W
8/1/2004,6:02:19,30.938,N,78.459,W
8/1/2004,6:04:20,30.937,N,78.458,W
8/1/2004,6:06:20,30.935,N,78.457,W
8/1/2004,6:08:20,30.934,N,78.456,W
8/1/2004,6:10:19,30.932,N,78.455,W
8/1/2004,6:12:19,30.93,N,78.454,W
8/1/2004,6:14:19,30.929,N,78.453,W
8/1/2004,6:16:19,30.927,N,78.452,W
8/1/2004,6:18:20,30.925,N,78.451,W
8/1/2004,6:20:20,30.924,N,78.45,W
8/1/2004,6:22:20,30.922,N,78.449,W
8/1/2004,6:24:20,30.92,N,78.448,W
8/1/2004,6:26:19,30.919,N,78.447,W
8/1/2004,6:28:19,30.917,N,78.446,W
8/1/2004,6:30:19,30.915,N,78.444,W
8/1/2004,6:32:19,30.914,N,78.443,W
8/1/2004,6:34:20,30.912,N,78.442,W
8/1/2004,6:36:20,30.91,N,78.441,W
8/1/2004,6:38:20,30.908,N,78.44,W
8/1/2004,6:40:19,30.907,N,78.439,W
