Track,for,Bill,2003,,
6/30/2003,0:25:24,25.607,N,91.333,W
6/30/2003,0:27:24,25.611,N,91.335,W
6/30/2003,0:29:25,25.615,N,91.336,W
6/30/2003,0:31:24,25.619,N,91.338,W
6/30/2003,0:33:24,25.623,N,91.339,W
6/30/2003,0:35:25,25.627,N,91.341,W
6/30/2003,0:37:25,25.631,N,91.343,W
6/30/2003,0:39:24,25.635,N,91.344,W
6/30/2003,0:41:24,25.639,N,91.346,W
6/30/2003,0:43:25,25.643,N,91.347,W
6/30/2003,0:45:25,25.647,N,91.349,W
6/30/2003,0:47:24,25.651,N,91.351,W
6/30/2003,0:49:24,25.655,N,91.352,W
6/30/2003,0:51:25,25.66,N,91.354,W
6/30/2003,0:53:25,25.664,N,91.355,W
6/30/2003,0:55:24,25.668,N,91.357,W
6/30/2003,0:57:24,25.672,N,91.358,W
6/30/2003,0:59:25,25.677,N,91.36,W
6/30/2003,1:01:24,25.681,N,91.361,W
6/30/2003,1:03:24,25.685,N,91.363,W
6/30/2003,1:05:25,25.69,N,91.365,W
6/30/2003,1:07:25,25.694,N,91.366,W
6/30/2003,1:09:24,25.699,N,91.368,W
6/30/2003,1:11:24,25.703,N,91.369,W
6/30/2003,1:13:25,25.708,N,91.371,W
6/30/2003,1:15:25,25.712,N,91.372,W
6/30/2003,1:17:24,25.717,N,91.374,W
6/30/2003,1:19:24,25.721,N,91.375,W
6/30/2003,1:21:25,25.726,N,91.377,W
6/30/2003,1:23:25,25.731,N,91.378,W
6/30/2003,1:25:24,25.735,N,91.38,W
6/30/2003,1:27:24,25.74,N,91.381,W
6/30/2003,1:29:25,25.745,N,91.383,W
6/30/2003,1:31:24,25.75,N,91.384,W
6/30/2003,1:33:24,25.754,N,91.386,W
6/30/2003,1:35:25,25.759,N,91.387,W
6/30/2003,1:37:25,25.764,N,91.389,W
6/30/2003,1:39:24,25.769,N,91.39,W
6/30/2003,1:41:24,25.774,N,91.392,W
6/30/2003,1:43:25,25.779,N,91.393,W
6/30/2003,1:45:25,25.784,N,91.395,W
6/30/2003,1:47:24,25.789,N,91.396,W
6/30/2003,1:49:24,25.794,N,91.398,W
6/30/2003,1:51:25,25.799,N,91.399,W
6/30/2003,1:53:25,25.804,N,91.401,W
6/30/2003,1:55:24,25.81,N,91.402,W
6/30/2003,1:57:24,25.815,N,91.404,W
6/30/2003,1:59:25,25.82,N,91.405,W
6/30/2003,2:01:24,25.826,N,91.406,W
6/30/2003,2:03:24,25.831,N,91.408,W
6/30/2003,2:05:25,25.836,N,91.409,W
6/30/2003,2:07:25,25.842,N,91.411,W
6/30/2003,2:09:24,25.847,N,91.412,W
6/30/2003,2:11:24,25.853,N,91.414,W
6/30/2003,2:13:25,25.858,N,91.415,W
6/30/2003,2:15:25,25.864,N,91.417,W
6/30/2003,2:17:24,25.869,N,91.418,W
6/30/2003,2:19:24,25.875,N,91.419,W
6/30/2003,2:21:25,25.881,N,91.421,W
6/30/2003,2:23:25,25.886,N,91.422,W
6/30/2003,2:25:24,25.892,N,91.424,W
6/30/2003,2:27:24,25.898,N,91.425,W
6/30/2003,2:29:25,25.904,N,91.426,W
6/30/2003,2:31:24,25.91,N,91.428,W
6/30/2003,2:33:24,25.915,N,91.429,W
6/30/2003,2:35:25,25.921,N,91.431,W
6/30/2003,2:37:25,25.927,N,91.432,W
6/30/2003,2:39:24,25.933,N,91.433,W
6/30/2003,2:41:24,25.939,N,91.435,W
6/30/2003,2:43:25,25.945,N,91.436,W
6/30/2003,2:45:25,25.952,N,91.437,W
6/30/2003,2:47:24,25.958,N,91.439,W
6/30/2003,2:49:24,25.964,N,91.44,W
6/30/2003,2:51:25,25.97,N,91.442,W
6/30/2003,2:53:25,25.976,N,91.443,W
6/30/2003,2:55:24,25.983,N,91.444,W
6/30/2003,2:57:24,25.989,N,91.446,W
6/30/2003,2:59:25,25.995,N,91.447,W
6/30/2003,3:01:24,26.002,N,91.448,W
6/30/2003,3:03:24,26.008,N,91.45,W
6/30/2003,3:05:25,26.015,N,91.451,W
6/30/2003,3:07:25,26.021,N,91.452,W
6/30/2003,3:09:24,26.027,N,91.454,W
6/30/2003,3:11:24,26.034,N,91.455,W
6/30/2003,3:13:25,26.041,N,91.456,W
6/30/2003,3:15:25,26.047,N,91.457,W
6/30/2003,3:17:24,26.054,N,91.459,W
6/30/2003,3:19:24,26.06,N,91.46,W
6/30/2003,3:21:25,26.067,N,91.461,W
6/30/2003,3:23:25,26.074,N,91.463,W
6/30/2003,3:25:24,26.081,N,91.464,W
6/30/2003,3:27:24,26.087,N,91.465,W
6/30/2003,3:29:25,26.094,N,91.466,W
6/30/2003,3:31:24,26.101,N,91.468,W
6/30/2003,3:33:24,26.108,N,91.469,W
6/30/2003,3:35:25,26.115,N,91.47,W
6/30/2003,3:37:25,26.122,N,91.471,W
6/30/2003,3:39:24,26.129,N,91.473,W
6/30/2003,3:41:24,26.136,N,91.474,W
6/30/2003,3:43:25,26.143,N,91.475,W
6/30/2003,3:45:25,26.15,N,91.476,W
6/30/2003,3:47:24,26.157,N,91.477,W
6/30/2003,3:49:24,26.164,N,91.479,W
6/30/2003,3:51:25,26.171,N,91.48,W
6/30/2003,3:53:25,26.178,N,91.481,W
6/30/2003,3:55:24,26.185,N,91.482,W
6/30/2003,3:57:24,26.193,N,91.483,W
6/30/2003,3:59:25,26.2,N,91.485,W
6/30/2003,4:01:24,26.207,N,91.486,W
6/30/2003,4:03:24,26.214,N,91.487,W
6/30/2003,4:05:25,26.222,N,91.488,W
6/30/2003,4:07:25,26.229,N,91.489,W
6/30/2003,4:09:24,26.236,N,91.49,W
6/30/2003,4:11:24,26.244,N,91.492,W
6/30/2003,4:13:25,26.251,N,91.493,W
6/30/2003,4:15:25,26.258,N,91.494,W
6/30/2003,4:17:24,26.266,N,91.495,W
6/30/2003,4:19:24,26.273,N,91.496,W
6/30/2003,4:21:25,26.281,N,91.497,W
6/30/2003,4:23:25,26.288,N,91.498,W
6/30/2003,4:25:24,26.296,N,91.499,W
6/30/2003,4:27:24,26.303,N,91.501,W
6/30/2003,4:29:25,26.311,N,91.502,W
6/30/2003,4:31:24,26.318,N,91.503,W
6/30/2003,4:33:24,26.326,N,91.504,W
6/30/2003,4:35:25,26.334,N,91.505,W
6/30/2003,4:37:25,26.341,N,91.506,W
6/30/2003,4:39:24,26.349,N,91.507,W
6/30/2003,4:41:24,26.357,N,91.508,W
6/30/2003,4:43:25,26.364,N,91.509,W
6/30/2003,4:45:25,26.372,N,91.51,W
6/30/2003,4:47:24,26.38,N,91.511,W
6/30/2003,4:49:24,26.388,N,91.512,W
6/30/2003,4:51:25,26.395,N,91.513,W
6/30/2003,4:53:25,26.403,N,91.514,W
6/30/2003,4:55:24,26.411,N,91.515,W
6/30/2003,4:57:24,26.419,N,91.516,W
6/30/2003,4:59:25,26.427,N,91.517,W
6/30/2003,5:01:24,26.435,N,91.518,W
6/30/2003,5:03:24,26.442,N,91.519,W
6/30/2003,5:05:25,26.45,N,91.52,W
6/30/2003,5:07:25,26.458,N,91.521,W
6/30/2003,5:09:24,26.466,N,91.522,W
6/30/2003,5:11:24,26.474,N,91.523,W
6/30/2003,5:13:25,26.482,N,91.524,W
6/30/2003,5:15:25,26.49,N,91.525,W
6/30/2003,5:17:24,26.498,N,91.526,W
6/30/2003,5:19:24,26.506,N,91.527,W
6/30/2003,5:21:25,26.514,N,91.528,W
6/30/2003,5:23:25,26.522,N,91.528,W
6/30/2003,5:25:24,26.53,N,91.529,W
6/30/2003,5:27:24,26.538,N,91.53,W
6/30/2003,5:29:25,26.546,N,91.531,W
6/30/2003,5:31:24,26.555,N,91.532,W
6/30/2003,5:33:24,26.563,N,91.533,W
6/30/2003,5:35:25,26.571,N,91.534,W
6/30/2003,5:37:25,26.579,N,91.535,W
6/30/2003,5:39:24,26.587,N,91.535,W
6/30/2003,5:41:24,26.595,N,91.536,W
6/30/2003,5:43:25,26.603,N,91.537,W
6/30/2003,5:45:25,26.612,N,91.538,W
6/30/2003,5:47:24,26.62,N,91.539,W
6/30/2003,5:49:24,26.628,N,91.539,W
6/30/2003,5:51:25,26.636,N,91.54,W
6/30/2003,5:53:25,26.645,N,91.541,W
6/30/2003,5:55:24,26.653,N,91.542,W
6/30/2003,5:57:24,26.661,N,91.543,W
6/30/2003,5:59:25,26.669,N,91.543,W
6/30/2003,6:01:24,26.678,N,91.544,W
6/30/2003,6:03:24,26.686,N,91.545,W
6/30/2003,6:05:25,26.694,N,91.546,W
6/30/2003,6:07:25,26.702,N,91.546,W
6/30/2003,6:09:24,26.711,N,91.547,W
6/30/2003,6:11:24,26.719,N,91.548,W
6/30/2003,6:13:25,26.727,N,91.548,W
6/30/2003,6:15:25,26.736,N,91.549,W
6/30/2003,6:17:24,26.744,N,91.55,W
6/30/2003,6:19:24,26.752,N,91.551,W
6/30/2003,6:21:25,26.761,N,91.551,W
6/30/2003,6:23:25,26.769,N,91.552,W
6/30/2003,6:25:24,26.777,N,91.553,W
6/30/2003,6:27:24,26.786,N,91.553,W
6/30/2003,6:29:25,26.794,N,91.554,W
6/30/2003,6:31:24,26.803,N,91.554,W
6/30/2003,6:33:24,26.811,N,91.555,W
6/30/2003,6:35:25,26.819,N,91.556,W
6/30/2003,6:37:25,26.828,N,91.556,W
6/30/2003,6:39:24,26.836,N,91.557,W
6/30/2003,6:41:24,26.845,N,91.557,W
6/30/2003,6:43:25,26.853,N,91.558,W
6/30/2003,6:45:25,26.862,N,91.559,W
6/30/2003,6:47:24,26.87,N,91.559,W
6/30/2003,6:49:24,26.878,N,91.56,W
6/30/2003,6:51:25,26.887,N,91.56,W
6/30/2003,6:53:25,26.895,N,91.561,W
6/30/2003,6:55:24,26.904,N,91.561,W
6/30/2003,6:57:24,26.912,N,91.562,W
6/30/2003,6:59:25,26.921,N,91.562,W
6/30/2003,7:01:24,26.929,N,91.563,W
6/30/2003,7:03:24,26.937,N,91.563,W
6/30/2003,7:05:25,26.946,N,91.564,W
6/30/2003,7:07:25,26.954,N,91.564,W
6/30/2003,7:09:24,26.963,N,91.565,W
6/30/2003,7:11:24,26.971,N,91.565,W
6/30/2003,7:13:25,26.98,N,91.565,W
6/30/2003,7:15:25,26.988,N,91.566,W
6/30/2003,7:17:24,26.997,N,91.566,W
6/30/2003,7:19:24,27.005,N,91.567,W
6/30/2003,7:21:25,27.014,N,91.567,W
6/30/2003,7:23:25,27.022,N,91.567,W
6/30/2003,7:25:24,27.03,N,91.568,W
6/30/2003,7:27:24,27.039,N,91.568,W
6/30/2003,7:29:25,27.047,N,91.569,W
6/30/2003,7:31:24,27.056,N,91.569,W
6/30/2003,7:33:24,27.064,N,91.569,W
6/30/2003,7:35:25,27.073,N,91.57,W
6/30/2003,7:37:25,27.081,N,91.57,W
6/30/2003,7:39:24,27.09,N,91.57,W
6/30/2003,7:41:24,27.098,N,91.57,W
6/30/2003,7:43:25,27.106,N,91.571,W
6/30/2003,7:45:25,27.115,N,91.571,W
6/30/2003,7:47:24,27.123,N,91.571,W
6/30/2003,7:49:24,27.132,N,91.571,W
6/30/2003,7:51:25,27.14,N,91.572,W
6/30/2003,7:53:25,27.148,N,91.572,W
6/30/2003,7:55:24,27.157,N,91.572,W
6/30/2003,7:57:24,27.165,N,91.572,W
6/30/2003,7:59:25,27.174,N,91.573,W
6/30/2003,8:01:25,27.182,N,91.573,W
6/30/2003,8:03:25,27.19,N,91.573,W
6/30/2003,8:05:25,27.199,N,91.573,W
6/30/2003,8:07:25,27.207,N,91.573,W
6/30/2003,8:09:24,27.216,N,91.573,W
6/30/2003,8:11:24,27.224,N,91.574,W
6/30/2003,8:13:24,27.232,N,91.574,W
6/30/2003,8:15:24,27.241,N,91.574,W
6/30/2003,8:17:25,27.249,N,91.574,W
6/30/2003,8:19:25,27.257,N,91.574,W
6/30/2003,8:21:25,27.266,N,91.574,W
6/30/2003,8:23:25,27.274,N,91.574,W
6/30/2003,8:25:24,27.282,N,91.574,W
6/30/2003,8:27:24,27.29,N,91.574,W
6/30/2003,8:29:24,27.299,N,91.574,W
6/30/2003,8:31:25,27.307,N,91.574,W
6/30/2003,8:33:25,27.315,N,91.574,W
6/30/2003,8:35:25,27.324,N,91.574,W
6/30/2003,8:37:25,27.332,N,91.574,W
6/30/2003,8:39:24,27.34,N,91.574,W
6/30/2003,8:41:24,27.348,N,91.574,W
6/30/2003,8:43:24,27.357,N,91.574,W
6/30/2003,8:45:24,27.365,N,91.574,W
6/30/2003,8:47:25,27.373,N,91.574,W
6/30/2003,8:49:25,27.381,N,91.574,W
6/30/2003,8:51:25,27.39,N,91.574,W
6/30/2003,8:53:25,27.398,N,91.574,W
6/30/2003,8:55:24,27.406,N,91.574,W
6/30/2003,8:57:24,27.414,N,91.574,W
6/30/2003,8:59:24,27.422,N,91.574,W
6/30/2003,9:01:25,27.431,N,91.574,W
6/30/2003,9:03:25,27.439,N,91.573,W
6/30/2003,9:05:25,27.447,N,91.573,W
6/30/2003,9:07:25,27.455,N,91.573,W
6/30/2003,9:09:24,27.463,N,91.573,W
6/30/2003,9:11:24,27.471,N,91.573,W
6/30/2003,9:13:24,27.48,N,91.573,W
6/30/2003,9:15:24,27.488,N,91.572,W
6/30/2003,9:17:25,27.496,N,91.572,W
6/30/2003,9:19:25,27.504,N,91.572,W
6/30/2003,9:21:25,27.512,N,91.572,W
6/30/2003,9:23:25,27.52,N,91.572,W
6/30/2003,9:25:24,27.528,N,91.571,W
6/30/2003,9:27:24,27.537,N,91.571,W
6/30/2003,9:29:24,27.545,N,91.571,W
6/30/2003,9:31:25,27.553,N,91.571,W
6/30/2003,9:33:25,27.561,N,91.57,W
6/30/2003,9:35:25,27.569,N,91.57,W
6/30/2003,9:37:25,27.577,N,91.57,W
6/30/2003,9:39:24,27.585,N,91.57,W
6/30/2003,9:41:24,27.593,N,91.569,W
6/30/2003,9:43:24,27.601,N,91.569,W
6/30/2003,9:45:24,27.609,N,91.569,W
6/30/2003,9:47:25,27.617,N,91.568,W
6/30/2003,9:49:25,27.626,N,91.568,W
6/30/2003,9:51:25,27.634,N,91.568,W
6/30/2003,9:53:25,27.642,N,91.567,W
6/30/2003,9:55:24,27.65,N,91.567,W
6/30/2003,9:57:24,27.658,N,91.567,W
6/30/2003,9:59:24,27.666,N,91.566,W
6/30/2003,10:01:25,27.674,N,91.566,W
6/30/2003,10:03:25,27.682,N,91.566,W
6/30/2003,10:05:25,27.69,N,91.565,W
6/30/2003,10:07:25,27.698,N,91.565,W
6/30/2003,10:09:24,27.706,N,91.564,W
6/30/2003,10:11:24,27.714,N,91.564,W
6/30/2003,10:13:24,27.722,N,91.564,W
6/30/2003,10:15:24,27.73,N,91.563,W
6/30/2003,10:17:25,27.738,N,91.563,W
6/30/2003,10:19:25,27.746,N,91.562,W
6/30/2003,10:21:25,27.754,N,91.562,W
6/30/2003,10:23:25,27.762,N,91.561,W
6/30/2003,10:25:24,27.77,N,91.561,W
6/30/2003,10:27:24,27.778,N,91.561,W
6/30/2003,10:29:24,27.786,N,91.56,W
6/30/2003,10:31:25,27.794,N,91.56,W
6/30/2003,10:33:25,27.802,N,91.559,W
6/30/2003,10:35:25,27.81,N,91.559,W
6/30/2003,10:37:25,27.818,N,91.558,W
6/30/2003,10:39:24,27.825,N,91.558,W
6/30/2003,10:41:24,27.833,N,91.557,W
6/30/2003,10:43:24,27.841,N,91.557,W
6/30/2003,10:45:24,27.849,N,91.556,W
6/30/2003,10:47:25,27.857,N,91.556,W
6/30/2003,10:49:25,27.865,N,91.555,W
6/30/2003,10:51:25,27.873,N,91.555,W
6/30/2003,10:53:25,27.881,N,91.554,W
6/30/2003,10:55:24,27.889,N,91.553,W
6/30/2003,10:57:24,27.897,N,91.553,W
6/30/2003,10:59:24,27.905,N,91.552,W
6/30/2003,11:01:25,27.913,N,91.552,W
6/30/2003,11:03:25,27.921,N,91.551,W
6/30/2003,11:05:25,27.928,N,91.551,W
6/30/2003,11:07:25,27.936,N,91.55,W
6/30/2003,11:09:24,27.944,N,91.55,W
6/30/2003,11:11:24,27.952,N,91.549,W
6/30/2003,11:13:24,27.96,N,91.548,W
6/30/2003,11:15:24,27.968,N,91.548,W
6/30/2003,11:17:25,27.976,N,91.547,W
6/30/2003,11:19:25,27.984,N,91.547,W
6/30/2003,11:21:25,27.991,N,91.546,W
6/30/2003,11:23:25,27.999,N,91.545,W
6/30/2003,11:25:24,28.007,N,91.545,W
6/30/2003,11:27:24,28.015,N,91.544,W
6/30/2003,11:29:24,28.023,N,91.543,W
6/30/2003,11:31:25,28.031,N,91.543,W
6/30/2003,11:33:25,28.039,N,91.542,W
6/30/2003,11:35:25,28.046,N,91.541,W
6/30/2003,11:37:25,28.054,N,91.541,W
6/30/2003,11:39:24,28.062,N,91.54,W
6/30/2003,11:41:24,28.07,N,91.539,W
6/30/2003,11:43:24,28.078,N,91.539,W
6/30/2003,11:45:24,28.086,N,91.538,W
6/30/2003,11:47:25,28.093,N,91.537,W
6/30/2003,11:49:25,28.101,N,91.537,W
6/30/2003,11:51:25,28.109,N,91.536,W
6/30/2003,11:53:25,28.117,N,91.535,W
6/30/2003,11:55:24,28.125,N,91.535,W
6/30/2003,11:57:24,28.133,N,91.534,W
6/30/2003,11:59:24,28.14,N,91.533,W
6/30/2003,12:01:25,28.148,N,91.533,W
6/30/2003,12:03:25,28.156,N,91.532,W
6/30/2003,12:05:25,28.164,N,91.531,W
6/30/2003,12:07:25,28.172,N,91.531,W
6/30/2003,12:09:24,28.179,N,91.53,W
6/30/2003,12:11:24,28.187,N,91.529,W
6/30/2003,12:13:24,28.195,N,91.528,W
6/30/2003,12:14:25,28.199,N,91.528,W
6/30/2003,12:16:25,28.207,N,91.527,W
6/30/2003,12:18:25,28.215,N,91.526,W
6/30/2003,12:20:26,28.222,N,91.526,W
6/30/2003,12:22:26,28.23,N,91.525,W
6/30/2003,12:24:26,28.238,N,91.524,W
6/30/2003,12:26:26,28.246,N,91.523,W
6/30/2003,12:28:25,28.253,N,91.522,W
6/30/2003,12:30:25,28.261,N,91.522,W
6/30/2003,12:32:25,28.269,N,91.521,W
6/30/2003,12:34:26,28.277,N,91.52,W
6/30/2003,12:36:26,28.284,N,91.519,W
6/30/2003,12:38:26,28.292,N,91.519,W
6/30/2003,12:40:26,28.3,N,91.518,W
6/30/2003,12:42:25,28.308,N,91.517,W
6/30/2003,12:44:25,28.315,N,91.516,W
6/30/2003,12:46:25,28.323,N,91.515,W
6/30/2003,12:48:25,28.331,N,91.515,W
6/30/2003,12:50:26,28.339,N,91.514,W
6/30/2003,12:52:26,28.346,N,91.513,W
6/30/2003,12:54:26,28.354,N,91.512,W
6/30/2003,12:56:26,28.362,N,91.512,W
6/30/2003,12:58:25,28.37,N,91.511,W
6/30/2003,13:00:25,28.377,N,91.51,W
6/30/2003,13:02:25,28.385,N,91.509,W
6/30/2003,13:04:26,28.393,N,91.508,W
6/30/2003,13:06:26,28.401,N,91.508,W
6/30/2003,13:08:26,28.408,N,91.507,W
6/30/2003,13:10:26,28.416,N,91.506,W
6/30/2003,13:12:25,28.424,N,91.505,W
6/30/2003,13:14:25,28.432,N,91.504,W
6/30/2003,13:16:25,28.44,N,91.504,W
6/30/2003,13:18:25,28.447,N,91.503,W
6/30/2003,13:20:26,28.455,N,91.502,W
6/30/2003,13:22:26,28.463,N,91.501,W
6/30/2003,13:24:26,28.471,N,91.501,W
6/30/2003,13:26:26,28.478,N,91.5,W
6/30/2003,13:28:25,28.486,N,91.499,W
6/30/2003,13:30:25,28.494,N,91.498,W
6/30/2003,13:32:25,28.502,N,91.497,W
6/30/2003,13:34:26,28.509,N,91.497,W
6/30/2003,13:36:26,28.517,N,91.496,W
6/30/2003,13:38:26,28.525,N,91.495,W
6/30/2003,13:40:26,28.533,N,91.494,W
6/30/2003,13:42:25,28.54,N,91.493,W
6/30/2003,13:44:25,28.548,N,91.493,W
6/30/2003,13:46:25,28.556,N,91.492,W
6/30/2003,13:48:25,28.564,N,91.491,W
6/30/2003,13:50:26,28.571,N,91.49,W
6/30/2003,13:52:26,28.579,N,91.49,W
6/30/2003,13:54:26,28.587,N,91.489,W
6/30/2003,13:56:26,28.595,N,91.488,W
6/30/2003,13:58:25,28.602,N,91.487,W
6/30/2003,14:00:25,28.61,N,91.486,W
6/30/2003,14:01:25,28.614,N,91.486,W
6/30/2003,14:03:25,28.62,N,91.486,W
6/30/2003,14:05:25,28.626,N,91.486,W
6/30/2003,14:07:25,28.631,N,91.486,W
6/30/2003,14:09:24,28.637,N,91.487,W
6/30/2003,14:11:24,28.642,N,91.487,W
6/30/2003,14:13:24,28.648,N,91.487,W
6/30/2003,14:15:24,28.653,N,91.487,W
6/30/2003,14:17:25,28.659,N,91.487,W
6/30/2003,14:19:25,28.664,N,91.488,W
6/30/2003,14:21:25,28.669,N,91.488,W
6/30/2003,14:23:25,28.674,N,91.488,W
6/30/2003,14:25:24,28.679,N,91.488,W
6/30/2003,14:27:24,28.684,N,91.488,W
6/30/2003,14:29:24,28.688,N,91.488,W
6/30/2003,14:31:25,28.693,N,91.489,W
6/30/2003,14:33:25,28.698,N,91.489,W
6/30/2003,14:35:25,28.702,N,91.489,W
6/30/2003,14:37:25,28.706,N,91.489,W
6/30/2003,14:39:24,28.711,N,91.489,W
6/30/2003,14:41:24,28.715,N,91.489,W
6/30/2003,14:43:24,28.719,N,91.489,W
6/30/2003,14:45:24,28.723,N,91.489,W
6/30/2003,14:47:25,28.727,N,91.488,W
6/30/2003,14:49:25,28.731,N,91.488,W
6/30/2003,14:51:25,28.735,N,91.488,W
6/30/2003,14:53:25,28.739,N,91.488,W
6/30/2003,14:55:24,28.743,N,91.487,W
6/30/2003,14:57:24,28.746,N,91.487,W
6/30/2003,14:59:24,28.75,N,91.486,W
6/30/2003,15:01:25,28.753,N,91.486,W
6/30/2003,15:03:25,28.757,N,91.485,W
6/30/2003,15:05:25,28.76,N,91.484,W
6/30/2003,15:07:25,28.763,N,91.484,W
6/30/2003,15:09:24,28.766,N,91.483,W
6/30/2003,15:11:24,28.769,N,91.482,W
6/30/2003,15:13:24,28.772,N,91.481,W
6/30/2003,15:15:24,28.775,N,91.48,W
6/30/2003,15:17:25,28.778,N,91.478,W
6/30/2003,15:18:03,28.779,N,91.478,W
6/30/2003,15:20:04,28.782,N,91.477,W
6/30/2003,15:22:04,28.784,N,91.476,W
6/30/2003,15:24:04,28.787,N,91.475,W
6/30/2003,15:26:03,28.789,N,91.473,W
6/30/2003,15:28:03,28.792,N,91.472,W
6/30/2003,15:30:03,28.794,N,91.471,W
6/30/2003,15:32:03,28.796,N,91.469,W
6/30/2003,15:34:04,28.798,N,91.467,W
6/30/2003,15:36:04,28.8,N,91.466,W
6/30/2003,15:38:04,28.802,N,91.464,W
6/30/2003,15:40:04,28.803,N,91.462,W
6/30/2003,15:42:03,28.805,N,91.46,W
6/30/2003,15:44:03,28.806,N,91.458,W
6/30/2003,15:46:03,28.808,N,91.456,W
6/30/2003,15:48:03,28.809,N,91.454,W
6/30/2003,15:50:04,28.811,N,91.452,W
6/30/2003,15:52:04,28.812,N,91.45,W
6/30/2003,15:54:04,28.813,N,91.447,W
6/30/2003,15:56:03,28.814,N,91.445,W
6/30/2003,15:58:03,28.815,N,91.442,W
6/30/2003,16:00:03,28.816,N,91.44,W
6/30/2003,16:02:03,28.817,N,91.437,W
6/30/2003,16:04:04,28.818,N,91.434,W
6/30/2003,16:06:04,28.819,N,91.431,W
6/30/2003,16:08:04,28.82,N,91.428,W
6/30/2003,16:10:04,28.821,N,91.425,W
6/30/2003,16:12:03,28.822,N,91.422,W
6/30/2003,16:14:03,28.823,N,91.419,W
6/30/2003,16:16:03,28.824,N,91.415,W
6/30/2003,16:18:03,28.825,N,91.412,W
6/30/2003,16:20:04,28.826,N,91.408,W
6/30/2003,16:22:04,28.828,N,91.405,W
6/30/2003,16:24:04,28.829,N,91.401,W
6/30/2003,16:26:03,28.83,N,91.397,W
6/30/2003,16:28:03,28.831,N,91.393,W
6/30/2003,16:30:03,28.832,N,91.389,W
6/30/2003,16:32:03,28.834,N,91.385,W
6/30/2003,16:34:04,28.835,N,91.38,W
6/30/2003,16:36:04,28.836,N,91.376,W
6/30/2003,16:38:04,28.838,N,91.371,W
6/30/2003,16:40:04,28.84,N,91.367,W
6/30/2003,16:42:03,28.841,N,91.362,W
6/30/2003,16:44:03,28.843,N,91.357,W
6/30/2003,16:46:03,28.845,N,91.352,W
6/30/2003,16:48:03,28.847,N,91.347,W
6/30/2003,16:50:04,28.849,N,91.342,W
6/30/2003,16:52:04,28.851,N,91.336,W
6/30/2003,16:54:04,28.854,N,91.331,W
6/30/2003,16:55:06,28.855,N,91.328,W
6/30/2003,16:57:06,28.857,N,91.322,W
6/30/2003,16:59:06,28.859,N,91.315,W
6/30/2003,17:01:06,28.861,N,91.308,W
6/30/2003,17:03:05,28.863,N,91.302,W
6/30/2003,17:05:05,28.866,N,91.295,W
6/30/2003,17:07:05,28.868,N,91.288,W
6/30/2003,17:09:06,28.87,N,91.281,W
6/30/2003,17:11:06,28.873,N,91.273,W
6/30/2003,17:13:06,28.875,N,91.266,W
6/30/2003,17:15:06,28.878,N,91.259,W
6/30/2003,17:17:05,28.881,N,91.252,W
6/30/2003,17:19:05,28.884,N,91.244,W
6/30/2003,17:21:05,28.887,N,91.237,W
6/30/2003,17:23:05,28.89,N,91.229,W
6/30/2003,17:25:06,28.893,N,91.222,W
6/30/2003,17:27:06,28.896,N,91.214,W
6/30/2003,17:29:06,28.899,N,91.207,W
6/30/2003,17:31:06,28.903,N,91.199,W
6/30/2003,17:33:05,28.906,N,91.191,W
6/30/2003,17:35:05,28.91,N,91.184,W
6/30/2003,17:37:05,28.914,N,91.176,W
6/30/2003,17:39:06,28.918,N,91.169,W
6/30/2003,17:41:06,28.922,N,91.161,W
6/30/2003,17:43:06,28.926,N,91.154,W
6/30/2003,17:45:06,28.931,N,91.146,W
6/30/2003,17:47:05,28.935,N,91.139,W
6/30/2003,17:49:05,28.94,N,91.132,W
6/30/2003,17:51:05,28.945,N,91.124,W
6/30/2003,17:53:05,28.95,N,91.117,W
6/30/2003,17:55:06,28.955,N,91.11,W
6/30/2003,17:57:06,28.96,N,91.103,W
6/30/2003,17:59:06,28.966,N,91.096,W
6/30/2003,18:01:06,28.971,N,91.089,W
6/30/2003,18:03:05,28.977,N,91.082,W
6/30/2003,18:05:05,28.983,N,91.075,W
6/30/2003,18:07:05,28.989,N,91.069,W
6/30/2003,18:09:06,28.996,N,91.062,W
6/30/2003,18:11:06,29.002,N,91.056,W
6/30/2003,18:13:06,29.009,N,91.049,W
6/30/2003,18:15:06,29.016,N,91.043,W
6/30/2003,18:16:40,29.021,N,91.038,W
6/30/2003,18:18:40,29.027,N,91.032,W
6/30/2003,18:20:39,29.033,N,91.025,W
6/30/2003,18:22:39,29.039,N,91.019,W
6/30/2003,18:24:39,29.045,N,91.013,W
6/30/2003,18:26:39,29.052,N,91.006,W
6/30/2003,18:28:40,29.058,N,91,W
6/30/2003,18:30:40,29.065,N,90.994,W
6/30/2003,18:32:40,29.072,N,90.988,W
6/30/2003,18:34:40,29.079,N,90.982,W
6/30/2003,18:36:39,29.086,N,90.976,W
6/30/2003,18:38:39,29.094,N,90.97,W
6/30/2003,18:40:39,29.101,N,90.964,W
6/30/2003,18:42:40,29.109,N,90.959,W
6/30/2003,18:44:40,29.117,N,90.953,W
6/30/2003,18:46:40,29.125,N,90.947,W
6/30/2003,18:48:40,29.133,N,90.942,W
6/30/2003,18:50:39,29.142,N,90.936,W
6/30/2003,18:52:39,29.15,N,90.931,W
6/30/2003,18:54:39,29.159,N,90.925,W
6/30/2003,18:56:39,29.168,N,90.92,W
