Track,for,Harvey,2005,,,
7/30/2005,14:00:44,19.153,N,68,W,0
7/30/2005,14:02:43,19.158,N,68.005,W,0
7/30/2005,14:04:43,19.164,N,68.011,W,0
7/30/2005,14:06:43,19.169,N,68.016,W,0
7/30/2005,14:08:44,19.175,N,68.021,W,0
7/30/2005,14:10:44,19.18,N,68.027,W,0
7/30/2005,14:12:44,19.185,N,68.032,W,0
7/30/2005,14:14:44,19.191,N,68.037,W,0
7/30/2005,14:16:43,19.196,N,68.043,W,0
7/30/2005,14:18:43,19.202,N,68.048,W,0
7/30/2005,14:20:43,19.207,N,68.053,W,0
7/30/2005,14:22:43,19.213,N,68.059,W,0
7/30/2005,14:24:44,19.218,N,68.064,W,0
7/30/2005,14:26:44,19.224,N,68.069,W,0
7/30/2005,14:28:44,19.229,N,68.075,W,0
7/30/2005,14:30:44,19.234,N,68.08,W,0
7/30/2005,14:32:43,19.24,N,68.085,W,0
7/30/2005,14:34:43,19.245,N,68.091,W,0
7/30/2005,14:36:43,19.251,N,68.096,W,0
7/30/2005,14:38:44,19.256,N,68.101,W,0
7/30/2005,14:40:44,19.262,N,68.107,W,0
7/30/2005,14:42:44,19.267,N,68.112,W,0
7/30/2005,14:44:44,19.272,N,68.117,W,0
7/30/2005,14:46:43,19.278,N,68.122,W,0
7/30/2005,14:48:43,19.283,N,68.128,W,0
7/30/2005,14:50:43,19.289,N,68.133,W,0
7/30/2005,14:52:43,19.294,N,68.138,W,0
7/30/2005,14:54:44,19.3,N,68.144,W,0
7/30/2005,14:56:44,19.305,N,68.149,W,0
7/30/2005,14:58:44,19.311,N,68.154,W,0
7/30/2005,15:00:44,19.316,N,68.16,W,0
7/30/2005,15:02:43,19.321,N,68.165,W,0
7/30/2005,15:04:43,19.327,N,68.17,W,0
7/30/2005,15:06:43,19.332,N,68.175,W,0
7/30/2005,15:08:44,19.338,N,68.181,W,0
7/30/2005,15:10:44,19.343,N,68.186,W,0
7/30/2005,15:12:44,19.349,N,68.191,W,0
7/30/2005,15:14:44,19.354,N,68.197,W,0
7/30/2005,15:16:43,19.359,N,68.202,W,0
7/30/2005,15:18:43,19.365,N,68.207,W,0
7/30/2005,15:20:43,19.37,N,68.212,W,0
7/30/2005,15:22:43,19.376,N,68.218,W,0
7/30/2005,15:24:44,19.381,N,68.223,W,0
7/30/2005,15:26:44,19.387,N,68.228,W,0
7/30/2005,15:28:44,19.392,N,68.234,W,0
7/30/2005,15:30:44,19.397,N,68.239,W,0
7/30/2005,15:32:43,19.403,N,68.244,W,0
7/30/2005,15:34:43,19.408,N,68.249,W,0
7/30/2005,15:36:43,19.414,N,68.255,W,0
7/30/2005,15:38:44,19.419,N,68.26,W,0
7/30/2005,15:40:44,19.424,N,68.265,W,0
7/30/2005,15:42:44,19.43,N,68.27,W,0
7/30/2005,15:44:44,19.435,N,68.276,W,0
7/30/2005,15:46:43,19.441,N,68.281,W,0
7/30/2005,15:48:43,19.446,N,68.286,W,0
7/30/2005,15:50:43,19.452,N,68.291,W,0
7/30/2005,15:52:43,19.457,N,68.297,W,0
7/30/2005,15:54:44,19.462,N,68.302,W,0
7/30/2005,15:56:44,19.468,N,68.307,W,0
7/30/2005,15:58:44,19.473,N,68.312,W,0
7/30/2005,16:00:44,19.479,N,68.318,W,0
7/30/2005,16:02:43,19.484,N,68.323,W,0
7/30/2005,16:04:43,19.49,N,68.328,W,0
7/30/2005,16:06:43,19.495,N,68.333,W,0
7/30/2005,16:08:44,19.5,N,68.339,W,0
7/30/2005,16:10:44,19.506,N,68.344,W,0
7/30/2005,16:12:44,19.511,N,68.349,W,0
7/30/2005,16:14:44,19.517,N,68.354,W,0
7/30/2005,16:16:43,19.522,N,68.36,W,0
7/30/2005,16:18:43,19.527,N,68.365,W,0
7/30/2005,16:20:43,19.533,N,68.37,W,0
7/30/2005,16:22:43,19.538,N,68.375,W,0
7/30/2005,16:24:44,19.544,N,68.38,W,0
7/30/2005,16:26:44,19.549,N,68.386,W,0
7/30/2005,16:28:44,19.554,N,68.391,W,0
7/30/2005,16:30:44,19.56,N,68.396,W,0
7/30/2005,16:32:43,19.565,N,68.401,W,0
7/30/2005,16:34:43,19.571,N,68.407,W,0
7/30/2005,16:36:43,19.576,N,68.412,W,0
7/30/2005,16:38:44,19.582,N,68.417,W,0
7/30/2005,16:40:44,19.587,N,68.422,W,0
7/30/2005,16:42:44,19.592,N,68.427,W,0
7/30/2005,16:44:44,19.598,N,68.433,W,0
7/30/2005,16:46:43,19.603,N,68.438,W,0
7/30/2005,16:48:43,19.609,N,68.443,W,0
7/30/2005,16:50:43,19.614,N,68.448,W,0
7/30/2005,16:52:43,19.619,N,68.453,W,0
7/30/2005,16:54:44,19.625,N,68.459,W,0
7/30/2005,16:56:44,19.63,N,68.464,W,0
7/30/2005,16:58:44,19.636,N,68.469,W,0
7/30/2005,17:00:44,19.641,N,68.474,W,0
7/30/2005,17:02:43,19.646,N,68.479,W,0
7/30/2005,17:04:43,19.652,N,68.485,W,0
7/30/2005,17:06:43,19.657,N,68.49,W,0
7/30/2005,17:08:44,19.663,N,68.495,W,0
7/30/2005,17:10:44,19.668,N,68.5,W,0
7/30/2005,17:12:44,19.673,N,68.505,W,0
7/30/2005,17:14:44,19.679,N,68.51,W,0
7/30/2005,17:16:43,19.684,N,68.516,W,0
7/30/2005,17:18:43,19.69,N,68.521,W,0
7/30/2005,17:20:43,19.695,N,68.526,W,0
7/30/2005,17:22:43,19.7,N,68.531,W,0
7/30/2005,17:24:44,19.706,N,68.536,W,0
7/30/2005,17:26:44,19.711,N,68.542,W,0
7/30/2005,17:28:44,19.717,N,68.547,W,0
7/30/2005,17:30:44,19.722,N,68.552,W,0
7/30/2005,17:32:43,19.727,N,68.557,W,0
7/30/2005,17:34:43,19.733,N,68.562,W,0
7/30/2005,17:36:43,19.738,N,68.567,W,0
7/30/2005,17:38:44,19.744,N,68.573,W,0
7/30/2005,17:40:44,19.749,N,68.578,W,0
7/30/2005,17:42:44,19.754,N,68.583,W,0
7/30/2005,17:44:44,19.76,N,68.588,W,0
7/30/2005,17:46:43,19.765,N,68.593,W,0
7/30/2005,17:48:43,19.771,N,68.598,W,0
7/30/2005,17:50:43,19.776,N,68.603,W,0
7/30/2005,17:52:43,19.781,N,68.609,W,0
7/30/2005,17:54:44,19.787,N,68.614,W,0
7/30/2005,17:56:44,19.792,N,68.619,W,0
7/30/2005,17:58:44,19.797,N,68.624,W,0
7/30/2005,18:00:44,19.803,N,68.629,W,0
7/30/2005,18:02:43,19.808,N,68.634,W,0
7/30/2005,18:04:43,19.814,N,68.639,W,0
7/30/2005,18:06:43,19.819,N,68.645,W,0
7/30/2005,18:08:44,19.824,N,68.65,W,0
7/30/2005,18:10:44,19.83,N,68.655,W,0
7/30/2005,18:12:44,19.835,N,68.66,W,0
7/30/2005,18:14:44,19.841,N,68.665,W,0
7/30/2005,18:16:43,19.846,N,68.67,W,0
7/30/2005,18:18:43,19.851,N,68.675,W,0
7/30/2005,18:20:43,19.857,N,68.68,W,0
7/30/2005,18:22:43,19.862,N,68.686,W,0
7/30/2005,18:24:44,19.867,N,68.691,W,0
7/30/2005,18:26:44,19.873,N,68.696,W,0
7/30/2005,18:28:44,19.878,N,68.701,W,0
7/30/2005,18:30:44,19.884,N,68.706,W,0
7/30/2005,18:32:43,19.889,N,68.711,W,0
7/30/2005,18:34:43,19.894,N,68.716,W,0
7/30/2005,18:36:43,19.9,N,68.721,W,0
7/30/2005,18:38:44,19.905,N,68.726,W,0
7/30/2005,18:40:44,19.91,N,68.732,W,0
7/30/2005,18:42:44,19.916,N,68.737,W,0
7/30/2005,18:44:44,19.921,N,68.742,W,0
7/30/2005,18:46:43,19.927,N,68.747,W,0
7/30/2005,18:48:43,19.932,N,68.752,W,0
7/30/2005,18:50:43,19.937,N,68.757,W,0
7/30/2005,18:52:43,19.943,N,68.762,W,0
7/30/2005,18:54:44,19.948,N,68.767,W,0
7/30/2005,18:56:44,19.953,N,68.772,W,0
7/30/2005,18:58:44,19.959,N,68.777,W,0
7/30/2005,19:00:44,19.964,N,68.782,W,0
7/30/2005,19:02:43,19.97,N,68.788,W,0
7/30/2005,19:04:43,19.975,N,68.793,W,0
7/30/2005,19:06:43,19.98,N,68.798,W,0
7/30/2005,19:08:44,19.986,N,68.803,W,0
7/30/2005,19:10:44,19.991,N,68.808,W,0
7/30/2005,19:12:44,19.996,N,68.813,W,0
7/30/2005,19:14:44,20.002,N,68.818,W,0
7/30/2005,19:16:43,20.007,N,68.823,W,0
7/30/2005,19:18:43,20.013,N,68.828,W,0
7/30/2005,19:20:43,20.018,N,68.833,W,0
7/30/2005,19:22:43,20.023,N,68.838,W,0
7/30/2005,19:24:44,20.029,N,68.843,W,0
7/30/2005,19:26:44,20.034,N,68.848,W,0
7/30/2005,19:28:44,20.039,N,68.853,W,0
7/30/2005,19:30:44,20.045,N,68.858,W,0
7/30/2005,19:32:43,20.05,N,68.863,W,0
7/30/2005,19:34:43,20.055,N,68.869,W,0
7/30/2005,19:36:43,20.061,N,68.874,W,0
7/30/2005,19:38:44,20.066,N,68.879,W,0
7/30/2005,19:40:44,20.072,N,68.884,W,0
7/30/2005,19:42:44,20.077,N,68.889,W,0
7/30/2005,19:44:44,20.082,N,68.894,W,0
7/30/2005,19:46:43,20.088,N,68.899,W,0
7/30/2005,19:48:43,20.093,N,68.904,W,0
7/30/2005,19:50:43,20.098,N,68.909,W,0
7/30/2005,19:52:43,20.104,N,68.914,W,0
7/30/2005,19:54:44,20.109,N,68.919,W,0
7/30/2005,19:56:44,20.114,N,68.924,W,0
7/30/2005,19:58:44,20.12,N,68.929,W,0
7/30/2005,20:00:44,20.125,N,68.934,W,0
7/30/2005,20:02:43,20.13,N,68.939,W,0
7/30/2005,20:04:43,20.136,N,68.944,W,0
7/30/2005,20:06:43,20.141,N,68.949,W,0
7/30/2005,20:08:44,20.147,N,68.954,W,0
7/30/2005,20:10:44,20.152,N,68.959,W,0
7/30/2005,20:12:44,20.157,N,68.964,W,0
7/30/2005,20:14:44,20.163,N,68.969,W,0
7/30/2005,20:16:43,20.168,N,68.974,W,0
7/30/2005,20:18:43,20.173,N,68.979,W,0
7/30/2005,20:20:43,20.179,N,68.984,W,0
7/30/2005,20:22:43,20.184,N,68.989,W,0
7/30/2005,20:24:44,20.189,N,68.994,W,0
7/30/2005,20:26:44,20.195,N,68.999,W,0
7/30/2005,20:28:44,20.2,N,69.004,W,0
7/30/2005,20:30:44,20.205,N,69.009,W,0
7/30/2005,20:32:43,20.211,N,69.014,W,0
7/30/2005,20:34:43,20.216,N,69.019,W,0
7/30/2005,20:36:43,20.221,N,69.024,W,0
7/30/2005,20:38:44,20.227,N,69.029,W,0
7/30/2005,20:40:44,20.232,N,69.034,W,0
7/30/2005,20:42:44,20.237,N,69.039,W,0
7/30/2005,20:44:44,20.243,N,69.044,W,0
7/30/2005,20:46:43,20.248,N,69.049,W,0
7/30/2005,20:48:43,20.253,N,69.054,W,0
7/30/2005,20:50:43,20.259,N,69.059,W,0
7/30/2005,20:52:43,20.264,N,69.064,W,0
7/30/2005,20:54:44,20.269,N,69.069,W,0
7/30/2005,20:56:44,20.275,N,69.074,W,0
7/30/2005,20:58:44,20.28,N,69.079,W,0
7/30/2005,21:00:44,20.285,N,69.084,W,0
7/30/2005,21:02:43,20.291,N,69.089,W,0
7/30/2005,21:04:43,20.296,N,69.094,W,0
7/30/2005,21:06:43,20.301,N,69.099,W,0
7/30/2005,21:08:44,20.307,N,69.104,W,0
7/30/2005,21:10:44,20.312,N,69.108,W,0
7/30/2005,21:12:44,20.318,N,69.113,W,0
7/30/2005,21:14:44,20.323,N,69.118,W,0
7/30/2005,21:16:43,20.328,N,69.123,W,0
7/30/2005,21:18:43,20.333,N,69.128,W,0
7/30/2005,21:20:43,20.339,N,69.133,W,0
7/30/2005,21:22:43,20.344,N,69.138,W,0
7/30/2005,21:24:44,20.349,N,69.143,W,0
7/30/2005,21:26:44,20.355,N,69.148,W,0
7/30/2005,21:28:44,20.36,N,69.153,W,0
7/30/2005,21:30:44,20.365,N,69.158,W,0
7/30/2005,21:32:43,20.371,N,69.163,W,0
7/30/2005,21:34:43,20.376,N,69.168,W,0
7/30/2005,21:36:43,20.381,N,69.173,W,0
7/30/2005,21:38:44,20.387,N,69.178,W,0
7/30/2005,21:40:44,20.392,N,69.182,W,0
7/30/2005,21:42:44,20.397,N,69.187,W,0
7/30/2005,21:44:44,20.403,N,69.192,W,0
7/30/2005,21:46:43,20.408,N,69.197,W,0
7/30/2005,21:48:43,20.413,N,69.202,W,0
7/30/2005,21:50:43,20.419,N,69.207,W,0
7/30/2005,21:52:43,20.424,N,69.212,W,0
7/30/2005,21:54:44,20.429,N,69.217,W,0
7/30/2005,21:56:44,20.435,N,69.222,W,0
7/30/2005,21:58:44,20.44,N,69.227,W,0
7/30/2005,22:00:44,20.445,N,69.231,W,0
7/30/2005,22:02:43,20.451,N,69.236,W,0
7/30/2005,22:04:43,20.456,N,69.241,W,0
7/30/2005,22:06:43,20.461,N,69.246,W,0
7/30/2005,22:08:44,20.467,N,69.251,W,0
7/30/2005,22:10:44,20.472,N,69.256,W,0
7/30/2005,22:12:44,20.477,N,69.261,W,0
7/30/2005,22:14:44,20.483,N,69.266,W,0
7/30/2005,22:16:43,20.488,N,69.271,W,0
7/30/2005,22:18:43,20.493,N,69.275,W,0
7/30/2005,22:20:43,20.498,N,69.28,W,0
7/30/2005,22:22:43,20.504,N,69.285,W,0
7/30/2005,22:24:44,20.509,N,69.29,W,0
7/30/2005,22:26:44,20.514,N,69.295,W,0
7/30/2005,22:28:44,20.52,N,69.3,W,0
7/30/2005,22:30:44,20.525,N,69.305,W,0
7/30/2005,22:32:43,20.53,N,69.309,W,0
7/30/2005,22:34:43,20.536,N,69.314,W,0
7/30/2005,22:36:43,20.541,N,69.319,W,0
7/30/2005,22:38:44,20.546,N,69.324,W,0
7/30/2005,22:40:44,20.552,N,69.329,W,0
7/30/2005,22:42:44,20.557,N,69.334,W,0
7/30/2005,22:44:44,20.562,N,69.339,W,0
7/30/2005,22:46:43,20.567,N,69.343,W,0
7/30/2005,22:48:43,20.573,N,69.348,W,0
7/30/2005,22:50:43,20.578,N,69.353,W,0
7/30/2005,22:52:43,20.583,N,69.358,W,0
7/30/2005,22:54:44,20.589,N,69.363,W,0
7/30/2005,22:56:44,20.594,N,69.368,W,0
7/30/2005,22:58:44,20.599,N,69.372,W,0
7/30/2005,23:00:44,20.605,N,69.377,W,0
7/30/2005,23:02:43,20.61,N,69.382,W,0
7/30/2005,23:04:43,20.615,N,69.387,W,0
7/30/2005,23:06:43,20.62,N,69.392,W,0
7/30/2005,23:08:44,20.626,N,69.397,W,0
7/30/2005,23:10:44,20.631,N,69.401,W,0
7/30/2005,23:12:44,20.636,N,69.406,W,0
7/30/2005,23:14:44,20.642,N,69.411,W,0
7/30/2005,23:16:43,20.647,N,69.416,W,0
7/30/2005,23:18:43,20.652,N,69.421,W,0
7/30/2005,23:20:43,20.658,N,69.425,W,0
7/30/2005,23:22:43,20.663,N,69.43,W,0
7/30/2005,23:24:44,20.668,N,69.435,W,0
7/30/2005,23:26:44,20.673,N,69.44,W,0
7/30/2005,23:28:44,20.679,N,69.445,W,0
7/30/2005,23:30:44,20.684,N,69.449,W,0
7/30/2005,23:32:43,20.689,N,69.454,W,0
7/30/2005,23:34:43,20.695,N,69.459,W,0
7/30/2005,23:36:43,20.7,N,69.464,W,0
7/30/2005,23:38:44,20.705,N,69.469,W,0
7/30/2005,23:40:44,20.71,N,69.473,W,0
7/30/2005,23:42:44,20.716,N,69.478,W,0
7/30/2005,23:44:44,20.721,N,69.483,W,0
7/30/2005,23:46:43,20.726,N,69.488,W,0
7/30/2005,23:48:43,20.732,N,69.492,W,0
7/30/2005,23:50:43,20.737,N,69.497,W,0
7/30/2005,23:52:43,20.742,N,69.502,W,0
7/30/2005,23:54:44,20.747,N,69.507,W,0
7/30/2005,23:56:44,20.753,N,69.511,W,0
7/30/2005,23:58:44,20.758,N,69.516,W,0
7/31/2005,0:00:44,20.763,N,69.521,W,0
7/31/2005,0:02:43,20.769,N,69.526,W,0
7/31/2005,0:04:43,20.774,N,69.53,W,0
7/31/2005,0:06:43,20.779,N,69.535,W,0
7/31/2005,0:08:44,20.784,N,69.54,W,0
7/31/2005,0:10:44,20.79,N,69.545,W,0
7/31/2005,0:12:44,20.795,N,69.549,W,0
7/31/2005,0:14:44,20.8,N,69.554,W,0
7/31/2005,0:16:43,20.805,N,69.559,W,0
7/31/2005,0:18:43,20.811,N,69.564,W,0
7/31/2005,0:20:43,20.816,N,69.568,W,0
7/31/2005,0:22:43,20.821,N,69.573,W,0
7/31/2005,0:24:44,20.827,N,69.578,W,0
7/31/2005,0:26:44,20.832,N,69.583,W,0
7/31/2005,0:28:44,20.837,N,69.587,W,0
7/31/2005,0:30:44,20.842,N,69.592,W,0
7/31/2005,0:32:43,20.848,N,69.597,W,0
7/31/2005,0:34:43,20.853,N,69.601,W,0
7/31/2005,0:36:43,20.858,N,69.606,W,0
7/31/2005,0:38:44,20.863,N,69.611,W,0
7/31/2005,0:40:44,20.869,N,69.616,W,0
7/31/2005,0:42:44,20.874,N,69.62,W,0
7/31/2005,0:44:44,20.879,N,69.625,W,0
7/31/2005,0:46:43,20.885,N,69.63,W,0
7/31/2005,0:48:43,20.89,N,69.634,W,0
7/31/2005,0:50:43,20.895,N,69.639,W,0
7/31/2005,0:52:43,20.9,N,69.644,W,0
7/31/2005,0:54:44,20.906,N,69.648,W,0
7/31/2005,0:56:44,20.911,N,69.653,W,0
7/31/2005,0:58:44,20.916,N,69.658,W,0
7/31/2005,1:00:44,20.921,N,69.663,W,0
7/31/2005,1:02:43,20.927,N,69.667,W,0
7/31/2005,1:04:43,20.932,N,69.672,W,0
7/31/2005,1:06:43,20.937,N,69.677,W,0
7/31/2005,1:08:44,20.942,N,69.681,W,0
7/31/2005,1:10:44,20.948,N,69.686,W,0
7/31/2005,1:12:44,20.953,N,69.691,W,0
7/31/2005,1:14:44,20.958,N,69.695,W,0
7/31/2005,1:16:43,20.963,N,69.7,W,0
7/31/2005,1:18:43,20.969,N,69.705,W,0
7/31/2005,1:20:43,20.974,N,69.709,W,0
7/31/2005,1:22:43,20.979,N,69.714,W,0
7/31/2005,1:24:44,20.984,N,69.719,W,0
7/31/2005,1:26:44,20.99,N,69.723,W,0
7/31/2005,1:28:44,20.995,N,69.728,W,0
7/31/2005,1:30:44,21,N,69.733,W,0
7/31/2005,1:32:43,21.005,N,69.737,W,0
7/31/2005,1:34:43,21.011,N,69.742,W,0
7/31/2005,1:36:43,21.016,N,69.746,W,0
7/31/2005,1:38:44,21.021,N,69.751,W,0
7/31/2005,1:40:44,21.026,N,69.756,W,0
7/31/2005,1:42:44,21.032,N,69.76,W,0
7/31/2005,1:44:44,21.037,N,69.765,W,0
7/31/2005,1:46:43,21.042,N,69.77,W,0
7/31/2005,1:48:43,21.047,N,69.774,W,0
7/31/2005,1:50:43,21.053,N,69.779,W,0
7/31/2005,1:52:43,21.058,N,69.783,W,0
7/31/2005,1:54:44,21.063,N,69.788,W,0
7/31/2005,1:56:44,21.068,N,69.793,W,0
7/31/2005,1:58:44,21.074,N,69.797,W,0
7/31/2005,2:00:44,21.079,N,69.802,W,0
7/31/2005,2:02:43,21.084,N,69.806,W,0
7/31/2005,2:04:43,21.089,N,69.811,W,0
7/31/2005,2:06:43,21.095,N,69.816,W,0
7/31/2005,2:08:44,21.1,N,69.82,W,0
7/31/2005,2:10:44,21.105,N,69.825,W,0
7/31/2005,2:12:44,21.11,N,69.829,W,0
7/31/2005,2:14:44,21.115,N,69.834,W,0
7/31/2005,2:16:43,21.121,N,69.839,W,0
7/31/2005,2:18:43,21.126,N,69.843,W,0
7/31/2005,2:20:43,21.131,N,69.848,W,0
7/31/2005,2:22:43,21.136,N,69.852,W,0
7/31/2005,2:24:44,21.142,N,69.857,W,0
7/31/2005,2:26:44,21.147,N,69.862,W,0
7/31/2005,2:28:44,21.152,N,69.866,W,0
7/31/2005,2:30:44,21.157,N,69.871,W,0
7/31/2005,2:32:43,21.163,N,69.875,W,0
7/31/2005,2:34:43,21.168,N,69.88,W,0
7/31/2005,2:36:43,21.173,N,69.884,W,0
7/31/2005,2:38:44,21.178,N,69.889,W,0
7/31/2005,2:40:44,21.183,N,69.893,W,0
7/31/2005,2:42:44,21.189,N,69.898,W,0
7/31/2005,2:44:44,21.194,N,69.903,W,0
7/31/2005,2:46:43,21.199,N,69.907,W,0
7/31/2005,2:48:43,21.204,N,69.912,W,0
7/31/2005,2:50:43,21.21,N,69.916,W,0
7/31/2005,2:52:43,21.215,N,69.921,W,0
7/31/2005,2:54:44,21.22,N,69.925,W,0
7/31/2005,2:56:44,21.225,N,69.93,W,0
7/31/2005,2:58:44,21.23,N,69.934,W,0
7/31/2005,3:00:44,21.236,N,69.939,W,0
7/31/2005,3:02:43,21.241,N,69.943,W,0
7/31/2005,3:04:43,21.246,N,69.948,W,0
7/31/2005,3:06:43,21.251,N,69.952,W,0
7/31/2005,3:08:44,21.256,N,69.957,W,0
7/31/2005,3:10:44,21.262,N,69.962,W,0
7/31/2005,3:12:44,21.267,N,69.966,W,0
7/31/2005,3:14:44,21.272,N,69.971,W,0
7/31/2005,3:16:43,21.277,N,69.975,W,0
7/31/2005,3:18:43,21.283,N,69.98,W,0
7/31/2005,3:20:43,21.288,N,69.984,W,0
7/31/2005,3:22:43,21.293,N,69.989,W,0
7/31/2005,3:24:44,21.298,N,69.993,W,0
7/31/2005,3:26:44,21.303,N,69.998,W,0
7/31/2005,3:28:44,21.309,N,70.002,W,0
7/31/2005,3:30:44,21.314,N,70.007,W,0
7/31/2005,3:32:43,21.319,N,70.011,W,0
7/31/2005,3:34:43,21.324,N,70.015,W,0
7/31/2005,3:36:43,21.329,N,70.02,W,0
7/31/2005,3:38:44,21.335,N,70.024,W,0
7/31/2005,3:40:44,21.34,N,70.029,W,0
7/31/2005,3:42:44,21.345,N,70.033,W,0
7/31/2005,3:44:44,21.35,N,70.038,W,0
7/31/2005,3:46:43,21.355,N,70.042,W,0
7/31/2005,3:48:43,21.361,N,70.047,W,0
7/31/2005,3:50:43,21.366,N,70.051,W,0
7/31/2005,3:52:43,21.371,N,70.056,W,0
7/31/2005,3:54:44,21.376,N,70.06,W,0
7/31/2005,3:56:44,21.381,N,70.065,W,0
7/31/2005,3:58:44,21.387,N,70.069,W,0
7/31/2005,4:00:44,21.392,N,70.074,W,0
7/31/2005,4:02:43,21.397,N,70.078,W,0
7/31/2005,4:04:43,21.402,N,70.082,W,0
7/31/2005,4:06:43,21.407,N,70.087,W,0
7/31/2005,4:08:44,21.412,N,70.091,W,0
7/31/2005,4:10:44,21.418,N,70.096,W,0
7/31/2005,4:12:44,21.423,N,70.1,W,0
7/31/2005,4:14:44,21.428,N,70.105,W,0
7/31/2005,4:16:43,21.433,N,70.109,W,0
7/31/2005,4:18:43,21.438,N,70.113,W,0
7/31/2005,4:20:43,21.444,N,70.118,W,0
7/31/2005,4:22:43,21.449,N,70.122,W,0
7/31/2005,4:24:44,21.454,N,70.127,W,0
7/31/2005,4:26:44,21.459,N,70.131,W,0
7/31/2005,4:28:44,21.464,N,70.136,W,0
7/31/2005,4:30:44,21.47,N,70.14,W,0
7/31/2005,4:32:43,21.475,N,70.144,W,0
7/31/2005,4:34:43,21.48,N,70.149,W,0
7/31/2005,4:36:43,21.485,N,70.153,W,0
7/31/2005,4:38:44,21.49,N,70.158,W,0
7/31/2005,4:40:44,21.495,N,70.162,W,0
7/31/2005,4:42:44,21.501,N,70.166,W,0
7/31/2005,4:44:44,21.506,N,70.171,W,0
7/31/2005,4:46:43,21.511,N,70.175,W,0
7/31/2005,4:48:43,21.516,N,70.179,W,0
7/31/2005,4:50:43,21.521,N,70.184,W,0
7/31/2005,4:52:43,21.526,N,70.188,W,0
7/31/2005,4:54:44,21.532,N,70.193,W,0
7/31/2005,4:56:44,21.537,N,70.197,W,0
7/31/2005,4:58:44,21.542,N,70.201,W,0
7/31/2005,5:00:44,21.547,N,70.206,W,0
7/31/2005,5:02:43,21.552,N,70.21,W,0
7/31/2005,5:04:43,21.557,N,70.214,W,0
7/31/2005,5:06:43,21.563,N,70.219,W,0
7/31/2005,5:08:44,21.568,N,70.223,W,0
7/31/2005,5:10:44,21.573,N,70.227,W,0
7/31/2005,5:12:44,21.578,N,70.232,W,0
7/31/2005,5:14:44,21.583,N,70.236,W,0
7/31/2005,5:16:43,21.588,N,70.241,W,0
7/31/2005,5:18:43,21.594,N,70.245,W,0
7/31/2005,5:20:43,21.599,N,70.249,W,0
7/31/2005,5:22:43,21.604,N,70.254,W,0
7/31/2005,5:24:44,21.609,N,70.258,W,0
7/31/2005,5:26:44,21.614,N,70.262,W,0
7/31/2005,5:28:44,21.619,N,70.267,W,0
7/31/2005,5:30:44,21.625,N,70.271,W,0
7/31/2005,5:32:43,21.63,N,70.275,W,0
7/31/2005,5:34:43,21.635,N,70.279,W,0
7/31/2005,5:36:43,21.64,N,70.284,W,0
7/31/2005,5:38:44,21.645,N,70.288,W,0
7/31/2005,5:40:44,21.65,N,70.292,W,0
7/31/2005,5:42:44,21.656,N,70.297,W,0
7/31/2005,5:44:44,21.661,N,70.301,W,0
7/31/2005,5:46:43,21.666,N,70.305,W,0
7/31/2005,5:48:43,21.671,N,70.31,W,0
7/31/2005,5:50:43,21.676,N,70.314,W,0
7/31/2005,5:52:43,21.681,N,70.318,W,0
7/31/2005,5:54:44,21.686,N,70.322,W,0
7/31/2005,5:56:44,21.692,N,70.327,W,0
7/31/2005,5:58:44,21.697,N,70.331,W,0
7/31/2005,6:00:44,21.702,N,70.335,W,0
7/31/2005,6:02:43,21.707,N,70.34,W,0
7/31/2005,6:04:43,21.712,N,70.344,W,0
7/31/2005,6:06:43,21.717,N,70.348,W,0
7/31/2005,6:08:44,21.722,N,70.352,W,0
7/31/2005,6:10:44,21.728,N,70.357,W,0
7/31/2005,6:12:44,21.733,N,70.361,W,0
7/31/2005,6:14:44,21.738,N,70.365,W,0
7/31/2005,6:16:43,21.743,N,70.369,W,0
7/31/2005,6:18:43,21.748,N,70.374,W,0
7/31/2005,6:20:43,21.753,N,70.378,W,0
7/31/2005,6:22:43,21.758,N,70.382,W,0
7/31/2005,6:24:44,21.764,N,70.386,W,0
7/31/2005,6:26:44,21.769,N,70.391,W,0
7/31/2005,6:28:44,21.774,N,70.395,W,0
7/31/2005,6:30:44,21.779,N,70.399,W,0
7/31/2005,6:32:43,21.784,N,70.403,W,0
7/31/2005,6:34:43,21.789,N,70.408,W,0
7/31/2005,6:36:43,21.794,N,70.412,W,0
7/31/2005,6:38:44,21.799,N,70.416,W,0
7/31/2005,6:40:44,21.805,N,70.42,W,0
7/31/2005,6:42:44,21.81,N,70.424,W,0
7/31/2005,6:44:44,21.815,N,70.429,W,0
7/31/2005,6:46:43,21.82,N,70.433,W,0
7/31/2005,6:48:43,21.825,N,70.437,W,0
7/31/2005,6:50:43,21.83,N,70.441,W,0
7/31/2005,6:52:43,21.835,N,70.446,W,0
7/31/2005,6:54:44,21.84,N,70.45,W,0
7/31/2005,6:56:44,21.846,N,70.454,W,0
7/31/2005,6:58:44,21.851,N,70.458,W,0
7/31/2005,7:00:44,21.856,N,70.462,W,0
7/31/2005,7:02:43,21.861,N,70.466,W,0
7/31/2005,7:04:43,21.866,N,70.471,W,0
7/31/2005,7:06:43,21.871,N,70.475,W,0
7/31/2005,7:08:44,21.876,N,70.479,W,0
7/31/2005,7:10:44,21.881,N,70.483,W,0
7/31/2005,7:12:44,21.887,N,70.487,W,0
7/31/2005,7:14:44,21.892,N,70.492,W,0
