Track,for,Humberto,2007,,
9/13/2007,0:21:50,28.877,N,94.819,W
9/13/2007,0:23:50,28.881,N,94.818,W
9/13/2007,0:25:49,28.884,N,94.816,W
9/13/2007,0:27:49,28.887,N,94.815,W
9/13/2007,0:29:50,28.89,N,94.813,W
9/13/2007,0:31:50,28.893,N,94.812,W
9/13/2007,0:33:49,28.896,N,94.81,W
9/13/2007,0:35:49,28.899,N,94.808,W
9/13/2007,0:37:50,28.902,N,94.806,W
9/13/2007,0:39:50,28.905,N,94.805,W
9/13/2007,0:41:49,28.908,N,94.803,W
9/13/2007,0:43:50,28.911,N,94.801,W
9/13/2007,0:45:50,28.914,N,94.798,W
9/13/2007,0:47:49,28.917,N,94.796,W
9/13/2007,0:49:49,28.919,N,94.794,W
9/13/2007,0:51:50,28.922,N,94.792,W
9/13/2007,0:53:50,28.925,N,94.789,W
9/13/2007,0:55:49,28.927,N,94.787,W
9/13/2007,0:57:49,28.93,N,94.784,W
9/13/2007,0:59:50,28.932,N,94.781,W
9/13/2007,1:01:50,28.935,N,94.779,W
9/13/2007,1:03:49,28.937,N,94.776,W
9/13/2007,1:05:49,28.939,N,94.773,W
9/13/2007,1:07:50,28.942,N,94.77,W
9/13/2007,1:09:50,28.944,N,94.767,W
9/13/2007,1:11:49,28.946,N,94.764,W
9/13/2007,1:13:50,28.949,N,94.761,W
9/13/2007,1:15:50,28.951,N,94.758,W
9/13/2007,1:17:49,28.953,N,94.754,W
9/13/2007,1:19:49,28.955,N,94.751,W
9/13/2007,1:21:50,28.957,N,94.748,W
9/13/2007,1:23:50,28.96,N,94.745,W
9/13/2007,1:25:49,28.962,N,94.741,W
9/13/2007,1:27:49,28.964,N,94.738,W
9/13/2007,1:29:50,28.966,N,94.734,W
9/13/2007,1:31:50,28.968,N,94.731,W
9/13/2007,1:33:49,28.97,N,94.727,W
9/13/2007,1:35:49,28.972,N,94.724,W
9/13/2007,1:37:50,28.974,N,94.72,W
9/13/2007,1:39:50,28.976,N,94.716,W
9/13/2007,1:41:49,28.978,N,94.713,W
9/13/2007,1:43:50,28.98,N,94.709,W
9/13/2007,1:45:50,28.982,N,94.705,W
9/13/2007,1:47:49,28.984,N,94.702,W
9/13/2007,1:49:49,28.985,N,94.698,W
9/13/2007,1:51:50,28.987,N,94.694,W
9/13/2007,1:53:50,28.989,N,94.69,W
9/13/2007,1:55:49,28.991,N,94.686,W
9/13/2007,1:57:49,28.993,N,94.683,W
9/13/2007,1:59:50,28.995,N,94.679,W
9/13/2007,2:01:50,28.997,N,94.675,W
9/13/2007,2:03:49,28.999,N,94.671,W
9/13/2007,2:05:49,29.001,N,94.668,W
9/13/2007,2:07:50,29.003,N,94.664,W
9/13/2007,2:09:50,29.005,N,94.66,W
9/13/2007,2:11:49,29.007,N,94.656,W
9/13/2007,2:13:50,29.009,N,94.652,W
9/13/2007,2:15:50,29.011,N,94.649,W
9/13/2007,2:17:49,29.013,N,94.645,W
9/13/2007,2:19:49,29.015,N,94.641,W
9/13/2007,2:21:50,29.017,N,94.638,W
9/13/2007,2:23:50,29.019,N,94.634,W
9/13/2007,2:25:49,29.021,N,94.63,W
9/13/2007,2:27:49,29.023,N,94.627,W
9/13/2007,2:29:50,29.025,N,94.623,W
9/13/2007,2:31:50,29.027,N,94.619,W
9/13/2007,2:33:49,29.029,N,94.616,W
9/13/2007,2:35:49,29.031,N,94.612,W
9/13/2007,2:37:50,29.034,N,94.609,W
9/13/2007,2:39:50,29.036,N,94.605,W
9/13/2007,2:41:49,29.038,N,94.602,W
9/13/2007,2:43:50,29.04,N,94.599,W
9/13/2007,2:45:50,29.043,N,94.595,W
9/13/2007,2:47:49,29.045,N,94.592,W
9/13/2007,2:49:49,29.048,N,94.589,W
9/13/2007,2:51:50,29.05,N,94.586,W
9/13/2007,2:53:50,29.053,N,94.583,W
9/13/2007,2:55:49,29.055,N,94.58,W
9/13/2007,2:57:49,29.058,N,94.577,W
9/13/2007,2:59:50,29.06,N,94.574,W
9/13/2007,3:01:50,29.063,N,94.571,W
9/13/2007,3:03:49,29.066,N,94.568,W
9/13/2007,3:05:49,29.068,N,94.566,W
9/13/2007,3:07:50,29.071,N,94.563,W
9/13/2007,3:09:50,29.074,N,94.56,W
9/13/2007,3:11:49,29.077,N,94.558,W
9/13/2007,3:13:50,29.08,N,94.555,W
9/13/2007,3:15:50,29.083,N,94.553,W
9/13/2007,3:17:49,29.086,N,94.551,W
9/13/2007,3:19:49,29.089,N,94.549,W
9/13/2007,3:21:50,29.092,N,94.546,W
9/13/2007,3:23:50,29.095,N,94.544,W
9/13/2007,3:25:49,29.099,N,94.542,W
9/13/2007,3:27:49,29.102,N,94.54,W
9/13/2007,3:29:50,29.105,N,94.538,W
9/13/2007,3:31:50,29.109,N,94.537,W
9/13/2007,3:33:49,29.112,N,94.535,W
9/13/2007,3:35:49,29.115,N,94.533,W
9/13/2007,3:37:50,29.119,N,94.531,W
9/13/2007,3:39:50,29.122,N,94.53,W
9/13/2007,3:41:49,29.126,N,94.528,W
9/13/2007,3:43:50,29.13,N,94.527,W
9/13/2007,3:45:50,29.133,N,94.525,W
9/13/2007,3:47:49,29.137,N,94.524,W
9/13/2007,3:49:49,29.141,N,94.523,W
9/13/2007,3:51:50,29.144,N,94.521,W
9/13/2007,3:53:50,29.148,N,94.52,W
9/13/2007,3:55:49,29.152,N,94.519,W
9/13/2007,3:57:49,29.156,N,94.518,W
9/13/2007,3:59:50,29.16,N,94.517,W
9/13/2007,4:01:50,29.164,N,94.516,W
9/13/2007,4:03:49,29.168,N,94.515,W
9/13/2007,4:05:49,29.172,N,94.514,W
9/13/2007,4:07:50,29.176,N,94.513,W
9/13/2007,4:09:50,29.18,N,94.512,W
9/13/2007,4:11:49,29.184,N,94.511,W
9/13/2007,4:13:50,29.188,N,94.51,W
9/13/2007,4:15:50,29.192,N,94.51,W
9/13/2007,4:17:49,29.196,N,94.509,W
9/13/2007,4:19:49,29.2,N,94.508,W
9/13/2007,4:21:50,29.204,N,94.508,W
9/13/2007,4:23:50,29.209,N,94.507,W
9/13/2007,4:25:49,29.213,N,94.506,W
9/13/2007,4:27:49,29.217,N,94.506,W
9/13/2007,4:29:50,29.221,N,94.505,W
9/13/2007,4:31:50,29.226,N,94.505,W
9/13/2007,4:33:49,29.23,N,94.504,W
9/13/2007,4:35:49,29.234,N,94.504,W
9/13/2007,4:37:50,29.239,N,94.504,W
9/13/2007,4:39:50,29.243,N,94.503,W
9/13/2007,4:41:49,29.247,N,94.503,W
9/13/2007,4:43:50,29.252,N,94.503,W
9/13/2007,4:45:50,29.256,N,94.502,W
9/13/2007,4:47:32,29.26,N,94.502,W
9/13/2007,4:49:32,29.265,N,94.502,W
9/13/2007,4:51:31,29.269,N,94.502,W
9/13/2007,4:53:31,29.274,N,94.502,W
9/13/2007,4:55:32,29.278,N,94.501,W
9/13/2007,4:57:32,29.283,N,94.501,W
9/13/2007,4:59:31,29.287,N,94.501,W
9/13/2007,5:01:31,29.292,N,94.501,W
9/13/2007,5:03:32,29.296,N,94.501,W
9/13/2007,5:05:31,29.301,N,94.501,W
9/13/2007,5:07:31,29.305,N,94.5,W
9/13/2007,5:09:32,29.31,N,94.5,W
9/13/2007,5:11:32,29.314,N,94.5,W
9/13/2007,5:13:31,29.319,N,94.5,W
9/13/2007,5:15:31,29.323,N,94.5,W
9/13/2007,5:17:32,29.328,N,94.5,W
9/13/2007,5:19:32,29.332,N,94.499,W
9/13/2007,5:21:31,29.337,N,94.499,W
9/13/2007,5:23:31,29.341,N,94.499,W
9/13/2007,5:24:39,29.344,N,94.499,W
9/13/2007,5:26:38,29.349,N,94.497,W
9/13/2007,5:28:39,29.353,N,94.495,W
9/13/2007,5:30:39,29.358,N,94.492,W
9/13/2007,5:32:38,29.363,N,94.49,W
9/13/2007,5:34:38,29.367,N,94.487,W
9/13/2007,5:36:39,29.372,N,94.483,W
9/13/2007,5:38:39,29.377,N,94.48,W
9/13/2007,5:40:38,29.382,N,94.476,W
9/13/2007,5:42:38,29.387,N,94.472,W
9/13/2007,5:44:39,29.391,N,94.468,W
9/13/2007,5:46:39,29.396,N,94.464,W
9/13/2007,5:48:38,29.401,N,94.46,W
9/13/2007,5:50:38,29.406,N,94.456,W
9/13/2007,5:52:39,29.411,N,94.451,W
9/13/2007,5:54:39,29.415,N,94.447,W
9/13/2007,5:56:38,29.42,N,94.442,W
9/13/2007,5:58:39,29.425,N,94.438,W
9/13/2007,6:00:39,29.43,N,94.433,W
9/13/2007,6:02:38,29.434,N,94.429,W
9/13/2007,6:04:38,29.439,N,94.425,W
9/13/2007,6:05:25,29.441,N,94.423,W
9/13/2007,6:07:25,29.446,N,94.419,W
9/13/2007,6:09:24,29.45,N,94.416,W
9/13/2007,6:11:24,29.455,N,94.412,W
9/13/2007,6:13:25,29.46,N,94.409,W
9/13/2007,6:15:25,29.464,N,94.405,W
9/13/2007,6:17:24,29.469,N,94.402,W
9/13/2007,6:19:24,29.474,N,94.399,W
9/13/2007,6:21:25,29.478,N,94.395,W
9/13/2007,6:23:25,29.483,N,94.392,W
9/13/2007,6:25:24,29.487,N,94.389,W
9/13/2007,6:27:24,29.492,N,94.385,W
9/13/2007,6:29:25,29.496,N,94.382,W
9/13/2007,6:31:24,29.501,N,94.379,W
9/13/2007,6:33:24,29.505,N,94.376,W
9/13/2007,6:35:25,29.51,N,94.373,W
9/13/2007,6:37:25,29.514,N,94.37,W
9/13/2007,6:39:24,29.519,N,94.366,W
9/13/2007,6:41:24,29.523,N,94.363,W
9/13/2007,6:43:25,29.528,N,94.361,W
9/13/2007,6:45:25,29.532,N,94.358,W
9/13/2007,6:47:24,29.537,N,94.355,W
9/13/2007,6:49:24,29.541,N,94.352,W
9/13/2007,6:51:25,29.545,N,94.349,W
9/13/2007,6:52:14,29.547,N,94.348,W
9/13/2007,6:54:13,29.552,N,94.343,W
9/13/2007,6:56:13,29.557,N,94.338,W
9/13/2007,6:58:14,29.563,N,94.333,W
9/13/2007,7:00:14,29.568,N,94.327,W
9/13/2007,7:02:13,29.573,N,94.322,W
9/13/2007,7:04:13,29.578,N,94.317,W
9/13/2007,7:06:14,29.583,N,94.312,W
9/13/2007,7:08:14,29.588,N,94.307,W
9/13/2007,7:10:13,29.594,N,94.302,W
9/13/2007,7:12:13,29.599,N,94.297,W
9/13/2007,7:14:14,29.604,N,94.292,W
9/13/2007,7:16:13,29.609,N,94.287,W
9/13/2007,7:18:13,29.614,N,94.281,W
9/13/2007,7:20:14,29.619,N,94.276,W
9/13/2007,7:22:14,29.624,N,94.271,W
9/13/2007,7:24:13,29.63,N,94.266,W
9/13/2007,7:26:13,29.635,N,94.261,W
9/13/2007,7:28:14,29.64,N,94.256,W
9/13/2007,7:30:14,29.645,N,94.251,W
9/13/2007,7:32:13,29.65,N,94.246,W
9/13/2007,7:34:13,29.655,N,94.241,W
9/13/2007,7:36:14,29.66,N,94.235,W
9/13/2007,7:38:14,29.666,N,94.23,W
9/13/2007,7:40:13,29.671,N,94.225,W
9/13/2007,7:42:13,29.676,N,94.22,W
9/13/2007,7:44:14,29.681,N,94.215,W
9/13/2007,7:46:13,29.686,N,94.21,W
9/13/2007,7:48:13,29.691,N,94.205,W
9/13/2007,7:50:14,29.696,N,94.2,W
9/13/2007,7:52:14,29.702,N,94.195,W
9/13/2007,7:54:13,29.707,N,94.19,W
9/13/2007,7:56:13,29.712,N,94.185,W
9/13/2007,7:58:14,29.717,N,94.179,W
9/13/2007,8:00:13,29.722,N,94.174,W
9/13/2007,8:02:14,29.727,N,94.169,W
9/13/2007,8:04:14,29.732,N,94.164,W
9/13/2007,8:06:14,29.737,N,94.159,W
9/13/2007,8:08:14,29.742,N,94.154,W
9/13/2007,8:10:13,29.747,N,94.149,W
9/13/2007,8:12:13,29.753,N,94.144,W
9/13/2007,8:14:13,29.758,N,94.139,W
9/13/2007,8:16:14,29.763,N,94.134,W
9/13/2007,8:18:14,29.768,N,94.129,W
9/13/2007,8:20:14,29.773,N,94.124,W
9/13/2007,8:22:14,29.778,N,94.119,W
9/13/2007,8:24:13,29.783,N,94.114,W
9/13/2007,8:26:13,29.788,N,94.109,W
9/13/2007,8:28:13,29.793,N,94.104,W
9/13/2007,8:30:13,29.798,N,94.099,W
9/13/2007,8:32:14,29.803,N,94.094,W
9/13/2007,8:34:14,29.808,N,94.089,W
9/13/2007,8:36:14,29.813,N,94.084,W
9/13/2007,8:38:14,29.818,N,94.079,W
9/13/2007,8:40:13,29.823,N,94.074,W
9/13/2007,8:42:13,29.829,N,94.069,W
9/13/2007,8:44:13,29.834,N,94.064,W
9/13/2007,8:46:14,29.839,N,94.059,W
9/13/2007,8:48:14,29.844,N,94.054,W
9/13/2007,8:50:14,29.849,N,94.049,W
9/13/2007,8:52:14,29.854,N,94.044,W
9/13/2007,8:54:13,29.859,N,94.039,W
9/13/2007,8:56:13,29.864,N,94.034,W
9/13/2007,8:58:13,29.869,N,94.029,W
9/13/2007,9:00:13,29.874,N,94.024,W
9/13/2007,9:02:14,29.879,N,94.019,W
9/13/2007,9:04:14,29.884,N,94.014,W
9/13/2007,9:06:14,29.889,N,94.009,W
9/13/2007,9:08:14,29.894,N,94.004,W
9/13/2007,9:10:13,29.899,N,93.999,W
9/13/2007,9:12:13,29.904,N,93.994,W
9/13/2007,9:14:13,29.909,N,93.989,W
9/13/2007,9:16:14,29.914,N,93.984,W
9/13/2007,9:18:14,29.919,N,93.979,W
9/13/2007,9:20:14,29.924,N,93.974,W
9/13/2007,9:22:14,29.928,N,93.969,W
9/13/2007,9:24:13,29.933,N,93.965,W
9/13/2007,9:26:13,29.938,N,93.96,W
9/13/2007,9:28:13,29.943,N,93.955,W
9/13/2007,9:30:13,29.948,N,93.95,W
9/13/2007,9:32:14,29.953,N,93.945,W
9/13/2007,9:34:14,29.958,N,93.94,W
9/13/2007,9:36:14,29.963,N,93.935,W
9/13/2007,9:38:14,29.968,N,93.93,W
9/13/2007,9:40:13,29.973,N,93.925,W
9/13/2007,9:42:13,29.978,N,93.921,W
9/13/2007,9:44:13,29.983,N,93.916,W
9/13/2007,9:46:14,29.988,N,93.911,W
9/13/2007,9:48:14,29.992,N,93.906,W
9/13/2007,9:50:14,29.997,N,93.901,W
9/13/2007,9:52:14,30.002,N,93.896,W
9/13/2007,9:54:13,30.007,N,93.891,W
9/13/2007,9:56:13,30.012,N,93.887,W
9/13/2007,9:58:13,30.017,N,93.882,W
9/13/2007,10:00:13,30.022,N,93.877,W
9/13/2007,10:02:14,30.026,N,93.872,W
9/13/2007,10:04:14,30.031,N,93.867,W
9/13/2007,10:06:14,30.036,N,93.863,W
9/13/2007,10:08:14,30.041,N,93.858,W
9/13/2007,10:10:13,30.046,N,93.853,W
9/13/2007,10:12:13,30.051,N,93.848,W
9/13/2007,10:14:13,30.055,N,93.843,W
9/13/2007,10:16:14,30.06,N,93.839,W
9/13/2007,10:18:14,30.065,N,93.834,W
9/13/2007,10:20:14,30.07,N,93.829,W
9/13/2007,10:22:14,30.075,N,93.824,W
9/13/2007,10:24:13,30.079,N,93.82,W
9/13/2007,10:26:13,30.084,N,93.815,W
9/13/2007,10:28:13,30.089,N,93.81,W
9/13/2007,10:30:13,30.094,N,93.805,W
9/13/2007,10:32:14,30.098,N,93.801,W
9/13/2007,10:34:14,30.103,N,93.796,W
9/13/2007,10:36:14,30.108,N,93.791,W
9/13/2007,10:38:14,30.113,N,93.786,W
9/13/2007,10:40:13,30.117,N,93.782,W
9/13/2007,10:42:13,30.122,N,93.777,W
9/13/2007,10:44:13,30.127,N,93.772,W
9/13/2007,10:46:14,30.132,N,93.768,W
9/13/2007,10:48:14,30.136,N,93.763,W
9/13/2007,10:50:14,30.141,N,93.758,W
9/13/2007,10:52:14,30.146,N,93.754,W
9/13/2007,10:54:13,30.15,N,93.749,W
9/13/2007,10:56:13,30.155,N,93.744,W
9/13/2007,10:58:13,30.16,N,93.74,W
9/13/2007,11:00:13,30.164,N,93.735,W
9/13/2007,11:02:14,30.169,N,93.73,W
9/13/2007,11:04:14,30.174,N,93.726,W
9/13/2007,11:06:14,30.178,N,93.721,W
9/13/2007,11:08:14,30.183,N,93.717,W
9/13/2007,11:10:13,30.187,N,93.712,W
9/13/2007,11:12:13,30.192,N,93.707,W
9/13/2007,11:14:13,30.197,N,93.703,W
9/13/2007,11:16:14,30.201,N,93.698,W
9/13/2007,11:18:14,30.206,N,93.694,W
9/13/2007,11:20:14,30.21,N,93.689,W
9/13/2007,11:22:14,30.215,N,93.685,W
9/13/2007,11:24:13,30.22,N,93.68,W
9/13/2007,11:26:13,30.224,N,93.675,W
9/13/2007,11:28:13,30.229,N,93.671,W
9/13/2007,11:30:13,30.233,N,93.666,W
9/13/2007,11:32:14,30.238,N,93.662,W
9/13/2007,11:34:14,30.242,N,93.657,W
9/13/2007,11:36:14,30.247,N,93.653,W
9/13/2007,11:38:14,30.251,N,93.648,W
9/13/2007,11:40:13,30.256,N,93.644,W
9/13/2007,11:42:13,30.26,N,93.639,W
9/13/2007,11:44:13,30.265,N,93.635,W
9/13/2007,11:46:14,30.269,N,93.631,W
9/13/2007,11:48:14,30.274,N,93.626,W
9/13/2007,11:50:14,30.278,N,93.622,W
9/13/2007,11:52:14,30.283,N,93.617,W
9/13/2007,11:54:13,30.287,N,93.613,W
9/13/2007,11:56:13,30.292,N,93.608,W
9/13/2007,11:58:13,30.296,N,93.604,W
9/13/2007,12:00:13,30.301,N,93.599,W
9/13/2007,12:02:14,30.305,N,93.595,W
9/13/2007,12:04:14,30.309,N,93.591,W
9/13/2007,12:06:14,30.314,N,93.586,W
9/13/2007,12:08:14,30.318,N,93.582,W
9/13/2007,12:10:13,30.322,N,93.578,W
9/13/2007,12:12:13,30.327,N,93.573,W
9/13/2007,12:14:13,30.331,N,93.569,W
9/13/2007,12:16:14,30.336,N,93.565,W
9/13/2007,12:18:14,30.34,N,93.56,W
9/13/2007,12:20:14,30.344,N,93.556,W
9/13/2007,12:22:14,30.349,N,93.552,W
9/13/2007,12:24:13,30.353,N,93.547,W
9/13/2007,12:26:13,30.357,N,93.543,W
9/13/2007,12:28:13,30.362,N,93.539,W
9/13/2007,12:30:13,30.366,N,93.534,W
9/13/2007,12:32:14,30.37,N,93.53,W
9/13/2007,12:34:14,30.374,N,93.526,W
9/13/2007,12:36:14,30.379,N,93.522,W
9/13/2007,12:38:14,30.383,N,93.517,W
9/13/2007,12:40:13,30.387,N,93.513,W
9/13/2007,12:42:13,30.391,N,93.509,W
9/13/2007,12:44:13,30.396,N,93.505,W
9/13/2007,12:46:14,30.4,N,93.5,W
9/13/2007,12:48:14,30.404,N,93.496,W
9/13/2007,12:50:14,30.408,N,93.492,W
9/13/2007,12:52:14,30.413,N,93.488,W
9/13/2007,12:54:13,30.417,N,93.484,W
9/13/2007,12:56:13,30.421,N,93.479,W
9/13/2007,12:58:13,30.425,N,93.475,W
9/13/2007,13:00:13,30.429,N,93.471,W
9/13/2007,13:02:14,30.433,N,93.467,W
9/13/2007,13:04:14,30.438,N,93.463,W
9/13/2007,13:06:14,30.442,N,93.459,W
9/13/2007,13:08:14,30.446,N,93.454,W
9/13/2007,13:10:13,30.45,N,93.45,W
9/13/2007,13:12:13,30.454,N,93.446,W
9/13/2007,13:14:13,30.458,N,93.442,W
9/13/2007,13:16:14,30.462,N,93.438,W
9/13/2007,13:18:14,30.467,N,93.434,W
9/13/2007,13:20:14,30.471,N,93.43,W
9/13/2007,13:22:14,30.475,N,93.426,W
9/13/2007,13:24:13,30.479,N,93.422,W
9/13/2007,13:26:13,30.483,N,93.418,W
9/13/2007,13:28:13,30.487,N,93.413,W
9/13/2007,13:30:13,30.491,N,93.409,W
9/13/2007,13:32:14,30.495,N,93.405,W
9/13/2007,13:34:14,30.499,N,93.401,W
9/13/2007,13:36:14,30.503,N,93.397,W
9/13/2007,13:38:14,30.507,N,93.393,W
9/13/2007,13:40:13,30.511,N,93.389,W
9/13/2007,13:42:13,30.515,N,93.385,W
9/13/2007,13:44:13,30.519,N,93.381,W
9/13/2007,13:46:14,30.523,N,93.377,W
9/13/2007,13:48:14,30.527,N,93.373,W
9/13/2007,13:50:14,30.531,N,93.369,W
9/13/2007,13:52:14,30.535,N,93.365,W
9/13/2007,13:54:13,30.539,N,93.361,W
9/13/2007,13:56:13,30.543,N,93.357,W
9/13/2007,13:58:13,30.547,N,93.353,W
9/13/2007,14:00:13,30.551,N,93.349,W
9/13/2007,14:02:14,30.555,N,93.345,W
9/13/2007,14:04:14,30.559,N,93.341,W
9/13/2007,14:06:14,30.563,N,93.337,W
9/13/2007,14:08:14,30.567,N,93.333,W
9/13/2007,14:10:13,30.571,N,93.329,W
9/13/2007,14:12:13,30.575,N,93.325,W
9/13/2007,14:14:13,30.579,N,93.321,W
9/13/2007,14:16:14,30.583,N,93.318,W
9/13/2007,14:18:14,30.587,N,93.314,W
9/13/2007,14:20:14,30.591,N,93.31,W
9/13/2007,14:22:14,30.595,N,93.306,W
9/13/2007,14:24:13,30.599,N,93.302,W
9/13/2007,14:26:13,30.603,N,93.298,W
9/13/2007,14:28:13,30.607,N,93.294,W
9/13/2007,14:30:13,30.61,N,93.29,W
9/13/2007,14:32:14,30.614,N,93.286,W
9/13/2007,14:34:14,30.618,N,93.282,W
9/13/2007,14:36:14,30.622,N,93.278,W
9/13/2007,14:38:14,30.626,N,93.275,W
9/13/2007,14:40:13,30.63,N,93.271,W
9/13/2007,14:42:13,30.634,N,93.267,W
9/13/2007,14:44:13,30.638,N,93.263,W
9/13/2007,14:46:14,30.641,N,93.259,W
9/13/2007,14:48:14,30.645,N,93.255,W
9/13/2007,14:50:14,30.649,N,93.251,W
9/13/2007,14:52:14,30.653,N,93.248,W
9/13/2007,14:54:13,30.657,N,93.244,W
9/13/2007,14:56:13,30.661,N,93.24,W
9/13/2007,14:58:13,30.664,N,93.236,W
9/13/2007,15:00:13,30.668,N,93.232,W
9/13/2007,15:02:14,30.672,N,93.228,W
9/13/2007,15:04:14,30.676,N,93.225,W
9/13/2007,15:06:14,30.68,N,93.221,W
9/13/2007,15:08:14,30.684,N,93.217,W
9/13/2007,15:10:13,30.687,N,93.213,W
9/13/2007,15:12:13,30.691,N,93.209,W
9/13/2007,15:14:13,30.695,N,93.206,W
9/13/2007,15:16:14,30.699,N,93.202,W
9/13/2007,15:18:14,30.703,N,93.198,W
9/13/2007,15:20:14,30.706,N,93.194,W
9/13/2007,15:22:14,30.71,N,93.19,W
9/13/2007,15:24:13,30.714,N,93.187,W
9/13/2007,15:26:13,30.718,N,93.183,W
9/13/2007,15:28:13,30.721,N,93.179,W
9/13/2007,15:30:13,30.725,N,93.175,W
9/13/2007,15:32:14,30.729,N,93.172,W
9/13/2007,15:34:14,30.733,N,93.168,W
9/13/2007,15:36:14,30.736,N,93.164,W
9/13/2007,15:38:14,30.74,N,93.16,W
9/13/2007,15:40:13,30.744,N,93.157,W
9/13/2007,15:42:13,30.748,N,93.153,W
9/13/2007,15:44:13,30.751,N,93.149,W
9/13/2007,15:46:14,30.755,N,93.145,W
9/13/2007,15:48:14,30.759,N,93.142,W
9/13/2007,15:50:14,30.763,N,93.138,W
9/13/2007,15:52:14,30.766,N,93.134,W
9/13/2007,15:54:13,30.77,N,93.13,W
9/13/2007,15:56:13,30.774,N,93.127,W
9/13/2007,15:58:13,30.777,N,93.123,W
9/13/2007,16:00:13,30.781,N,93.119,W
9/13/2007,16:02:14,30.785,N,93.116,W
9/13/2007,16:04:14,30.789,N,93.112,W
9/13/2007,16:06:14,30.792,N,93.108,W
9/13/2007,16:08:14,30.796,N,93.104,W
9/13/2007,16:10:13,30.8,N,93.101,W
9/13/2007,16:12:13,30.803,N,93.097,W
9/13/2007,16:14:13,30.807,N,93.093,W
9/13/2007,16:16:14,30.811,N,93.09,W
9/13/2007,16:18:14,30.815,N,93.086,W
9/13/2007,16:20:14,30.818,N,93.082,W
9/13/2007,16:22:14,30.822,N,93.079,W
9/13/2007,16:24:13,30.826,N,93.075,W
9/13/2007,16:26:13,30.829,N,93.071,W
9/13/2007,16:28:13,30.833,N,93.067,W
9/13/2007,16:30:13,30.837,N,93.064,W
9/13/2007,16:32:14,30.84,N,93.06,W
9/13/2007,16:34:14,30.844,N,93.056,W
9/13/2007,16:36:14,30.848,N,93.053,W
9/13/2007,16:38:14,30.851,N,93.049,W
9/13/2007,16:40:13,30.855,N,93.045,W
9/13/2007,16:42:13,30.859,N,93.042,W
9/13/2007,16:44:13,30.862,N,93.038,W
9/13/2007,16:46:14,30.866,N,93.034,W
9/13/2007,16:48:14,30.87,N,93.031,W
9/13/2007,16:50:14,30.873,N,93.027,W
9/13/2007,16:52:14,30.877,N,93.023,W
9/13/2007,16:54:13,30.881,N,93.02,W
9/13/2007,16:56:13,30.884,N,93.016,W
9/13/2007,16:58:13,30.888,N,93.012,W
9/13/2007,17:00:13,30.891,N,93.009,W
9/13/2007,17:02:14,30.895,N,93.005,W
9/13/2007,17:04:14,30.899,N,93.001,W
9/13/2007,17:06:14,30.902,N,92.998,W
9/13/2007,17:08:14,30.906,N,92.994,W
9/13/2007,17:10:13,30.91,N,92.991,W
9/13/2007,17:12:13,30.913,N,92.987,W
9/13/2007,17:14:13,30.917,N,92.983,W
9/13/2007,17:16:14,30.921,N,92.98,W
9/13/2007,17:18:14,30.924,N,92.976,W
9/13/2007,17:20:14,30.928,N,92.972,W
9/13/2007,17:22:14,30.932,N,92.969,W
9/13/2007,17:24:13,30.935,N,92.965,W
9/13/2007,17:26:13,30.939,N,92.961,W
9/13/2007,17:28:13,30.942,N,92.958,W
9/13/2007,17:30:13,30.946,N,92.954,W
9/13/2007,17:32:14,30.95,N,92.95,W
9/13/2007,17:34:14,30.953,N,92.947,W
9/13/2007,17:36:14,30.957,N,92.943,W
9/13/2007,17:38:14,30.961,N,92.94,W
9/13/2007,17:40:13,30.964,N,92.936,W
9/13/2007,17:42:13,30.968,N,92.932,W
9/13/2007,17:44:13,30.971,N,92.929,W
9/13/2007,17:46:14,30.975,N,92.925,W
9/13/2007,17:48:14,30.979,N,92.921,W
9/13/2007,17:50:14,30.982,N,92.918,W
9/13/2007,17:52:14,30.986,N,92.914,W
9/13/2007,17:54:13,30.99,N,92.91,W
9/13/2007,17:56:13,30.993,N,92.907,W
9/13/2007,17:58:13,30.997,N,92.903,W
