Track,for,Mindy,2003,,,
10/11/2003,10:59:09,21.76,N,71.109,W,0
10/11/2003,11:01:09,21.764,N,71.114,W,0
10/11/2003,11:03:09,21.767,N,71.119,W,0
10/11/2003,11:05:10,21.77,N,71.125,W,0
10/11/2003,11:07:10,21.773,N,71.13,W,0
10/11/2003,11:09:10,21.776,N,71.136,W,0
10/11/2003,11:11:10,21.779,N,71.141,W,0
10/11/2003,11:13:09,21.783,N,71.147,W,0
10/11/2003,11:15:09,21.786,N,71.152,W,0
10/11/2003,11:17:09,21.789,N,71.158,W,0
10/11/2003,11:19:09,21.792,N,71.163,W,0
10/11/2003,11:21:10,21.795,N,71.169,W,0
10/11/2003,11:23:10,21.798,N,71.174,W,0
10/11/2003,11:25:10,21.801,N,71.18,W,0
10/11/2003,11:27:10,21.804,N,71.185,W,0
10/11/2003,11:29:09,21.807,N,71.191,W,0
10/11/2003,11:31:09,21.81,N,71.196,W,0
10/11/2003,11:33:09,21.813,N,71.202,W,0
10/11/2003,11:35:10,21.816,N,71.207,W,0
10/11/2003,11:37:10,21.819,N,71.213,W,0
10/11/2003,11:39:10,21.822,N,71.218,W,0
10/11/2003,11:41:10,21.825,N,71.224,W,0
10/11/2003,11:43:09,21.828,N,71.229,W,0
10/11/2003,11:45:09,21.831,N,71.235,W,0
10/11/2003,11:47:09,21.834,N,71.24,W,0
10/11/2003,11:49:09,21.836,N,71.246,W,0
10/11/2003,11:51:10,21.839,N,71.251,W,0
10/11/2003,11:53:10,21.842,N,71.257,W,0
10/11/2003,11:55:10,21.845,N,71.262,W,0
10/11/2003,11:55:50,21.846,N,71.264,W,0
10/11/2003,11:57:50,21.849,N,71.27,W,0
10/11/2003,11:59:50,21.851,N,71.275,W,0
10/11/2003,12:01:50,21.854,N,71.28,W,0
10/11/2003,12:03:49,21.857,N,71.286,W,0
10/11/2003,12:05:49,21.859,N,71.291,W,0
10/11/2003,12:07:49,21.862,N,71.297,W,0
10/11/2003,12:09:49,21.865,N,71.302,W,0
10/11/2003,12:11:50,21.867,N,71.308,W,0
10/11/2003,12:13:50,21.87,N,71.313,W,0
10/11/2003,12:15:50,21.873,N,71.319,W,0
10/11/2003,12:17:49,21.876,N,71.324,W,0
10/11/2003,12:19:49,21.878,N,71.33,W,0
10/11/2003,12:21:49,21.881,N,71.335,W,0
10/11/2003,12:23:49,21.884,N,71.341,W,0
10/11/2003,12:25:50,21.886,N,71.346,W,0
10/11/2003,12:27:50,21.889,N,71.352,W,0
10/11/2003,12:29:50,21.892,N,71.357,W,0
10/11/2003,12:31:50,21.894,N,71.363,W,0
10/11/2003,12:33:49,21.897,N,71.368,W,0
10/11/2003,12:35:49,21.9,N,71.374,W,0
10/11/2003,12:37:49,21.902,N,71.379,W,0
10/11/2003,12:39:49,21.905,N,71.385,W,0
10/11/2003,12:41:50,21.908,N,71.39,W,0
10/11/2003,12:43:50,21.91,N,71.396,W,0
10/11/2003,12:45:50,21.913,N,71.401,W,0
10/11/2003,12:47:49,21.916,N,71.407,W,0
10/11/2003,12:49:49,21.918,N,71.412,W,0
10/11/2003,12:51:49,21.921,N,71.418,W,0
10/11/2003,12:53:49,21.924,N,71.423,W,0
10/11/2003,12:55:50,21.926,N,71.429,W,0
10/11/2003,12:57:50,21.929,N,71.434,W,0
10/11/2003,12:59:50,21.932,N,71.44,W,0
10/11/2003,13:01:50,21.935,N,71.445,W,0
10/11/2003,13:03:49,21.937,N,71.451,W,0
10/11/2003,13:05:49,21.94,N,71.456,W,0
10/11/2003,13:07:49,21.943,N,71.462,W,0
10/11/2003,13:09:49,21.945,N,71.467,W,0
10/11/2003,13:11:50,21.948,N,71.473,W,0
10/11/2003,13:13:50,21.951,N,71.478,W,0
10/11/2003,13:15:50,21.953,N,71.484,W,0
10/11/2003,13:17:49,21.956,N,71.489,W,0
10/11/2003,13:19:49,21.959,N,71.495,W,0
10/11/2003,13:21:49,21.961,N,71.5,W,0
10/11/2003,13:23:49,21.964,N,71.506,W,0
10/11/2003,13:25:50,21.967,N,71.511,W,0
10/11/2003,13:27:50,21.969,N,71.517,W,0
10/11/2003,13:29:50,21.972,N,71.522,W,0
10/11/2003,13:31:50,21.975,N,71.528,W,0
10/11/2003,13:33:49,21.977,N,71.533,W,0
10/11/2003,13:35:49,21.98,N,71.539,W,0
10/11/2003,13:37:49,21.983,N,71.544,W,0
10/11/2003,13:39:49,21.986,N,71.55,W,0
10/11/2003,13:41:50,21.988,N,71.555,W,0
10/11/2003,13:43:50,21.991,N,71.561,W,0
10/11/2003,13:43:55,21.991,N,71.561,W,0
10/11/2003,13:45:55,21.997,N,71.563,W,0
10/11/2003,13:47:54,22.004,N,71.564,W,0
10/11/2003,13:49:54,22.01,N,71.566,W,0
10/11/2003,13:51:54,22.016,N,71.567,W,0
10/11/2003,13:53:55,22.023,N,71.569,W,0
10/11/2003,13:55:55,22.029,N,71.57,W,0
10/11/2003,13:57:55,22.035,N,71.572,W,0
10/11/2003,13:59:55,22.042,N,71.573,W,0
10/11/2003,14:01:54,22.048,N,71.575,W,0
10/11/2003,14:03:54,22.054,N,71.576,W,0
10/11/2003,14:05:54,22.06,N,71.578,W,0
10/11/2003,14:07:54,22.067,N,71.579,W,0
10/11/2003,14:09:55,22.073,N,71.581,W,0
10/11/2003,14:11:55,22.079,N,71.582,W,0
10/11/2003,14:13:55,22.086,N,71.584,W,0
10/11/2003,14:15:55,22.092,N,71.585,W,0
10/11/2003,14:17:54,22.098,N,71.587,W,0
10/11/2003,14:19:54,22.105,N,71.588,W,0
10/11/2003,14:21:54,22.111,N,71.59,W,0
10/11/2003,14:23:55,22.117,N,71.591,W,0
10/11/2003,14:25:55,22.124,N,71.593,W,0
10/11/2003,14:27:55,22.13,N,71.594,W,0
10/11/2003,14:29:55,22.136,N,71.596,W,0
10/11/2003,14:31:54,22.143,N,71.597,W,0
10/11/2003,14:33:54,22.149,N,71.599,W,0
10/11/2003,14:35:54,22.155,N,71.6,W,0
10/11/2003,14:37:54,22.162,N,71.602,W,0
10/11/2003,14:39:55,22.168,N,71.603,W,0
10/11/2003,14:41:55,22.174,N,71.605,W,0
10/11/2003,14:43:55,22.181,N,71.607,W,0
10/11/2003,14:45:55,22.187,N,71.608,W,0
10/11/2003,14:47:54,22.193,N,71.61,W,0
10/11/2003,14:49:54,22.199,N,71.611,W,0
10/11/2003,14:51:54,22.206,N,71.613,W,0
10/11/2003,14:53:55,22.212,N,71.614,W,0
10/11/2003,14:55:55,22.218,N,71.616,W,0
10/11/2003,14:57:55,22.225,N,71.617,W,0
10/11/2003,14:59:55,22.231,N,71.619,W,0
10/11/2003,15:01:54,22.237,N,71.62,W,0
10/11/2003,15:03:54,22.244,N,71.622,W,0
10/11/2003,15:05:54,22.25,N,71.623,W,0
10/11/2003,15:07:54,22.256,N,71.625,W,0
10/11/2003,15:09:55,22.263,N,71.626,W,0
10/11/2003,15:11:55,22.269,N,71.628,W,0
10/11/2003,15:13:55,22.275,N,71.629,W,0
10/11/2003,15:15:55,22.282,N,71.631,W,0
10/11/2003,15:17:54,22.288,N,71.632,W,0
10/11/2003,15:19:54,22.294,N,71.634,W,0
10/11/2003,15:21:54,22.301,N,71.635,W,0
10/11/2003,15:23:55,22.307,N,71.637,W,0
10/11/2003,15:25:55,22.313,N,71.638,W,0
10/11/2003,15:27:55,22.32,N,71.64,W,0
10/11/2003,15:28:03,22.32,N,71.64,W,0
10/11/2003,15:30:03,22.326,N,71.642,W,0
10/11/2003,15:32:03,22.333,N,71.643,W,0
10/11/2003,15:34:04,22.339,N,71.645,W,0
10/11/2003,15:36:04,22.345,N,71.647,W,0
10/11/2003,15:38:04,22.351,N,71.648,W,0
10/11/2003,15:40:04,22.358,N,71.65,W,0
10/11/2003,15:42:03,22.364,N,71.651,W,0
10/11/2003,15:44:03,22.37,N,71.653,W,0
10/11/2003,15:46:03,22.377,N,71.655,W,0
10/11/2003,15:48:03,22.383,N,71.657,W,0
10/11/2003,15:50:04,22.389,N,71.658,W,0
10/11/2003,15:52:04,22.395,N,71.66,W,0
10/11/2003,15:54:04,22.402,N,71.662,W,0
10/11/2003,15:56:03,22.408,N,71.663,W,0
10/11/2003,15:58:03,22.414,N,71.665,W,0
10/11/2003,16:00:03,22.421,N,71.667,W,0
10/11/2003,16:02:03,22.427,N,71.668,W,0
10/11/2003,16:04:04,22.433,N,71.67,W,0
10/11/2003,16:06:04,22.439,N,71.672,W,0
10/11/2003,16:08:04,22.446,N,71.674,W,0
10/11/2003,16:10:04,22.452,N,71.675,W,0
10/11/2003,16:12:03,22.458,N,71.677,W,0
10/11/2003,16:14:03,22.464,N,71.679,W,0
10/11/2003,16:16:03,22.471,N,71.681,W,0
10/11/2003,16:18:03,22.477,N,71.683,W,0
10/11/2003,16:20:04,22.483,N,71.684,W,0
10/11/2003,16:22:04,22.489,N,71.686,W,0
10/11/2003,16:24:04,22.496,N,71.688,W,0
10/11/2003,16:26:03,22.502,N,71.69,W,0
10/11/2003,16:28:03,22.508,N,71.692,W,0
10/11/2003,16:30:03,22.514,N,71.694,W,0
10/11/2003,16:32:03,22.521,N,71.695,W,0
10/11/2003,16:34:04,22.527,N,71.697,W,0
10/11/2003,16:36:04,22.533,N,71.699,W,0
10/11/2003,16:38:04,22.539,N,71.701,W,0
10/11/2003,16:40:04,22.546,N,71.703,W,0
10/11/2003,16:42:03,22.552,N,71.705,W,0
10/11/2003,16:44:03,22.558,N,71.707,W,0
10/11/2003,16:46:03,22.564,N,71.709,W,0
10/11/2003,16:48:03,22.57,N,71.711,W,0
10/11/2003,16:50:04,22.577,N,71.713,W,0
10/11/2003,16:52:04,22.583,N,71.715,W,0
10/11/2003,16:54:04,22.589,N,71.717,W,0
10/11/2003,16:56:03,22.595,N,71.718,W,0
10/11/2003,16:58:03,22.601,N,71.72,W,0
10/11/2003,17:00:03,22.608,N,71.722,W,0
10/11/2003,17:02:03,22.614,N,71.724,W,0
10/11/2003,17:04:04,22.62,N,71.727,W,0
10/11/2003,17:06:04,22.626,N,71.729,W,0
10/11/2003,17:08:04,22.632,N,71.731,W,0
10/11/2003,17:10:04,22.639,N,71.733,W,0
10/11/2003,17:12:03,22.645,N,71.735,W,0
10/11/2003,17:14:03,22.651,N,71.737,W,0
10/11/2003,17:16:03,22.657,N,71.739,W,0
10/11/2003,17:18:03,22.663,N,71.741,W,0
10/11/2003,17:20:04,22.67,N,71.743,W,0
10/11/2003,17:22:04,22.676,N,71.745,W,0
10/11/2003,17:24:04,22.682,N,71.747,W,0
10/11/2003,17:26:03,22.688,N,71.75,W,0
10/11/2003,17:28:03,22.694,N,71.752,W,0
10/11/2003,17:30:03,22.7,N,71.754,W,0
10/11/2003,17:32:03,22.707,N,71.756,W,0
10/11/2003,17:34:04,22.713,N,71.758,W,0
10/11/2003,17:36:04,22.719,N,71.761,W,0
10/11/2003,17:38:04,22.725,N,71.763,W,0
10/11/2003,17:40:04,22.731,N,71.765,W,0
10/11/2003,17:42:03,22.737,N,71.767,W,0
10/11/2003,17:44:03,22.744,N,71.769,W,0
10/11/2003,17:46:03,22.75,N,71.772,W,0
10/11/2003,17:48:03,22.756,N,71.774,W,0
10/11/2003,17:50:04,22.762,N,71.776,W,0
10/11/2003,17:52:04,22.768,N,71.779,W,0
10/11/2003,17:54:04,22.774,N,71.781,W,0
10/11/2003,17:56:03,22.78,N,71.783,W,0
10/11/2003,17:58:03,22.786,N,71.786,W,0
10/11/2003,18:00:03,22.793,N,71.788,W,0
10/11/2003,18:02:03,22.799,N,71.791,W,0
10/11/2003,18:04:04,22.805,N,71.793,W,0
10/11/2003,18:06:04,22.811,N,71.795,W,0
10/11/2003,18:08:04,22.817,N,71.798,W,0
10/11/2003,18:10:04,22.823,N,71.8,W,0
10/11/2003,18:12:03,22.829,N,71.803,W,0
10/11/2003,18:14:03,22.835,N,71.805,W,0
10/11/2003,18:16:03,22.841,N,71.808,W,0
10/11/2003,18:18:03,22.847,N,71.81,W,0
10/11/2003,18:20:04,22.854,N,71.813,W,0
10/11/2003,18:22:04,22.86,N,71.815,W,0
10/11/2003,18:24:04,22.866,N,71.818,W,0
10/11/2003,18:26:03,22.872,N,71.82,W,0
10/11/2003,18:28:03,22.878,N,71.823,W,0
10/11/2003,18:30:03,22.884,N,71.826,W,0
10/11/2003,18:32:03,22.89,N,71.828,W,0
10/11/2003,18:34:04,22.896,N,71.831,W,0
10/11/2003,18:36:04,22.902,N,71.834,W,0
10/11/2003,18:38:04,22.908,N,71.836,W,0
10/11/2003,18:40:04,22.914,N,71.839,W,0
10/11/2003,18:42:03,22.92,N,71.842,W,0
10/11/2003,18:44:03,22.926,N,71.844,W,0
10/11/2003,18:46:03,22.932,N,71.847,W,0
10/11/2003,18:48:03,22.938,N,71.85,W,0
10/11/2003,18:50:04,22.944,N,71.853,W,0
10/11/2003,18:52:04,22.95,N,71.855,W,0
10/11/2003,18:54:04,22.956,N,71.858,W,0
10/11/2003,18:56:03,22.962,N,71.861,W,0
10/11/2003,18:58:03,22.968,N,71.864,W,0
10/11/2003,19:00:03,22.974,N,71.866,W,0
10/11/2003,19:02:03,22.98,N,71.869,W,0
10/11/2003,19:04:04,22.986,N,71.872,W,0
10/11/2003,19:06:04,22.992,N,71.875,W,0
10/11/2003,19:08:04,22.998,N,71.878,W,0
10/11/2003,19:10:04,23.004,N,71.881,W,0
10/11/2003,19:12:03,23.01,N,71.884,W,0
10/11/2003,19:14:03,23.016,N,71.886,W,0
10/11/2003,19:16:03,23.022,N,71.889,W,0
10/11/2003,19:18:03,23.028,N,71.892,W,0
10/11/2003,19:20:04,23.034,N,71.895,W,0
10/11/2003,19:22:04,23.04,N,71.898,W,0
10/11/2003,19:24:04,23.046,N,71.901,W,0
10/11/2003,19:26:03,23.051,N,71.904,W,0
10/11/2003,19:28:03,23.057,N,71.907,W,0
10/11/2003,19:30:03,23.063,N,71.91,W,0
10/11/2003,19:32:03,23.069,N,71.913,W,0
10/11/2003,19:34:04,23.075,N,71.916,W,0
10/11/2003,19:36:04,23.081,N,71.919,W,0
10/11/2003,19:38:04,23.086,N,71.922,W,0
10/11/2003,19:40:04,23.092,N,71.924,W,0
10/11/2003,19:42:03,23.098,N,71.927,W,0
10/11/2003,19:44:03,23.104,N,71.93,W,0
10/11/2003,19:46:03,23.11,N,71.933,W,0
10/11/2003,19:48:03,23.115,N,71.936,W,0
10/11/2003,19:50:04,23.121,N,71.939,W,0
10/11/2003,19:52:04,23.127,N,71.942,W,0
10/11/2003,19:54:04,23.132,N,71.945,W,0
10/11/2003,19:56:03,23.138,N,71.948,W,0
10/11/2003,19:58:03,23.144,N,71.951,W,0
10/11/2003,20:00:03,23.149,N,71.954,W,0
10/11/2003,20:02:03,23.155,N,71.957,W,0
10/11/2003,20:04:04,23.161,N,71.96,W,0
10/11/2003,20:06:04,23.166,N,71.963,W,0
10/11/2003,20:08:04,23.172,N,71.966,W,0
10/11/2003,20:10:04,23.178,N,71.969,W,0
10/11/2003,20:12:03,23.183,N,71.972,W,0
10/11/2003,20:14:03,23.189,N,71.975,W,0
10/11/2003,20:16:03,23.194,N,71.978,W,0
10/11/2003,20:18:03,23.2,N,71.981,W,0
10/11/2003,20:20:04,23.205,N,71.984,W,0
10/11/2003,20:22:04,23.211,N,71.987,W,0
10/11/2003,20:24:04,23.216,N,71.99,W,0
10/11/2003,20:26:03,23.222,N,71.993,W,0
10/11/2003,20:28:03,23.227,N,71.996,W,0
10/11/2003,20:30:03,23.233,N,71.999,W,0
10/11/2003,20:32:03,23.238,N,72.002,W,0
10/11/2003,20:34:04,23.244,N,72.005,W,0
10/11/2003,20:36:04,23.249,N,72.008,W,0
10/11/2003,20:38:04,23.254,N,72.011,W,0
10/11/2003,20:40:04,23.26,N,72.014,W,0
10/11/2003,20:42:03,23.265,N,72.017,W,0
10/11/2003,20:44:03,23.27,N,72.02,W,0
10/11/2003,20:46:03,23.276,N,72.022,W,0
10/11/2003,20:48:03,23.281,N,72.025,W,0
10/11/2003,20:50:04,23.286,N,72.028,W,0
10/11/2003,20:52:04,23.291,N,72.031,W,0
10/11/2003,20:54:04,23.297,N,72.034,W,0
10/11/2003,20:56:03,23.302,N,72.037,W,0
10/11/2003,20:58:03,23.307,N,72.04,W,0
10/11/2003,21:00:03,23.312,N,72.043,W,0
10/11/2003,21:02:03,23.317,N,72.046,W,0
10/11/2003,21:04:04,23.322,N,72.048,W,0
10/11/2003,21:06:04,23.327,N,72.051,W,0
10/11/2003,21:08:04,23.332,N,72.054,W,0
10/11/2003,21:10:04,23.338,N,72.057,W,0
10/11/2003,21:12:03,23.343,N,72.06,W,0
10/11/2003,21:14:03,23.348,N,72.062,W,0
10/11/2003,21:16:03,23.353,N,72.065,W,0
10/11/2003,21:18:03,23.358,N,72.068,W,0
10/11/2003,21:20:04,23.362,N,72.071,W,0
10/11/2003,21:22:04,23.367,N,72.074,W,0
10/11/2003,21:24:04,23.372,N,72.076,W,0
10/11/2003,21:26:03,23.377,N,72.079,W,0
10/11/2003,21:28:03,23.382,N,72.082,W,0
10/11/2003,21:30:03,23.387,N,72.084,W,0
10/11/2003,21:32:03,23.392,N,72.087,W,0
10/11/2003,21:34:04,23.396,N,72.09,W,0
10/11/2003,21:36:04,23.401,N,72.092,W,0
10/11/2003,21:38:04,23.406,N,72.095,W,0
10/11/2003,21:40:04,23.411,N,72.098,W,0
10/11/2003,21:42:03,23.415,N,72.1,W,0
10/11/2003,21:44:03,23.42,N,72.103,W,0
10/11/2003,21:46:03,23.424,N,72.105,W,0
10/11/2003,21:48:03,23.429,N,72.108,W,0
10/11/2003,21:50:04,23.434,N,72.11,W,0
10/11/2003,21:52:04,23.438,N,72.113,W,0
10/11/2003,21:54:04,23.443,N,72.116,W,0
10/11/2003,21:56:03,23.447,N,72.118,W,0
10/11/2003,21:58:03,23.452,N,72.12,W,0
10/11/2003,22:00:03,23.456,N,72.123,W,0
10/11/2003,22:02:03,23.46,N,72.125,W,0
10/11/2003,22:04:04,23.465,N,72.128,W,0
10/11/2003,22:06:04,23.469,N,72.13,W,0
10/11/2003,22:08:04,23.474,N,72.133,W,0
10/11/2003,22:10:04,23.478,N,72.135,W,0
10/11/2003,22:12:03,23.482,N,72.137,W,0
10/11/2003,22:14:03,23.486,N,72.14,W,0
10/11/2003,22:16:03,23.491,N,72.142,W,0
10/11/2003,22:18:03,23.495,N,72.144,W,0
10/11/2003,22:20:04,23.499,N,72.146,W,0
10/11/2003,22:22:04,23.503,N,72.149,W,0
10/11/2003,22:24:04,23.507,N,72.151,W,0
10/11/2003,22:26:03,23.511,N,72.153,W,0
10/11/2003,22:28:03,23.515,N,72.155,W,0
10/11/2003,22:30:03,23.519,N,72.157,W,0
10/11/2003,22:32:03,23.523,N,72.159,W,0
10/11/2003,22:34:04,23.527,N,72.161,W,0
10/11/2003,22:36:04,23.531,N,72.163,W,0
10/11/2003,22:38:04,23.535,N,72.165,W,0
10/11/2003,22:40:04,23.539,N,72.167,W,0
10/11/2003,22:42:03,23.543,N,72.169,W,0
10/11/2003,22:44:03,23.546,N,72.171,W,0
10/11/2003,22:46:03,23.55,N,72.173,W,0
10/11/2003,22:48:03,23.554,N,72.175,W,0
10/11/2003,22:50:04,23.558,N,72.177,W,0
10/11/2003,22:52:04,23.561,N,72.179,W,0
10/11/2003,22:54:04,23.565,N,72.181,W,0
10/11/2003,22:56:03,23.568,N,72.183,W,0
10/11/2003,22:58:03,23.572,N,72.184,W,0
10/11/2003,23:00:03,23.576,N,72.186,W,0
10/11/2003,23:02:03,23.579,N,72.188,W,0
10/11/2003,23:04:04,23.582,N,72.189,W,0
10/11/2003,23:06:04,23.586,N,72.191,W,0
10/11/2003,23:08:04,23.589,N,72.193,W,0
10/11/2003,23:10:04,23.593,N,72.194,W,0
10/11/2003,23:12:03,23.596,N,72.196,W,0
10/11/2003,23:14:03,23.599,N,72.197,W,0
10/11/2003,23:16:03,23.602,N,72.199,W,0
10/11/2003,23:18:03,23.606,N,72.2,W,0
10/11/2003,23:20:04,23.609,N,72.202,W,0
10/11/2003,23:22:04,23.612,N,72.203,W,0
10/11/2003,23:24:04,23.615,N,72.205,W,0
10/11/2003,23:26:03,23.618,N,72.206,W,0
10/11/2003,23:28:03,23.621,N,72.207,W,0
10/11/2003,23:30:03,23.624,N,72.209,W,0
10/11/2003,23:32:03,23.627,N,72.21,W,0
10/11/2003,23:34:04,23.63,N,72.211,W,0
10/11/2003,23:36:04,23.633,N,72.212,W,0
10/11/2003,23:38:04,23.636,N,72.213,W,0
10/11/2003,23:40:04,23.639,N,72.215,W,0
10/11/2003,23:42:03,23.641,N,72.216,W,0
10/11/2003,23:44:03,23.644,N,72.217,W,0
10/11/2003,23:46:03,23.647,N,72.218,W,0
10/11/2003,23:48:03,23.65,N,72.219,W,0
10/11/2003,23:50:04,23.652,N,72.22,W,0
10/11/2003,23:52:04,23.655,N,72.221,W,0
10/11/2003,23:54:04,23.658,N,72.222,W,0
10/11/2003,23:56:03,23.66,N,72.223,W,0
10/11/2003,23:58:03,23.663,N,72.224,W,0
10/12/2003,0:00:03,23.665,N,72.224,W,0
10/12/2003,0:02:03,23.668,N,72.225,W,0
10/12/2003,0:04:04,23.67,N,72.226,W,0
10/12/2003,0:06:04,23.673,N,72.227,W,0
10/12/2003,0:08:04,23.675,N,72.228,W,0
10/12/2003,0:10:04,23.678,N,72.228,W,0
10/12/2003,0:12:03,23.68,N,72.229,W,0
10/12/2003,0:14:03,23.682,N,72.23,W,0
10/12/2003,0:16:03,23.685,N,72.231,W,0
10/12/2003,0:18:03,23.687,N,72.231,W,0
10/12/2003,0:20:04,23.689,N,72.232,W,0
10/12/2003,0:22:04,23.691,N,72.232,W,0
10/12/2003,0:24:04,23.694,N,72.233,W,0
10/12/2003,0:26:03,23.696,N,72.234,W,0
10/12/2003,0:28:03,23.698,N,72.234,W,0
10/12/2003,0:30:03,23.7,N,72.235,W,0
10/12/2003,0:32:03,23.702,N,72.235,W,0
10/12/2003,0:34:04,23.704,N,72.236,W,0
10/12/2003,0:36:04,23.706,N,72.236,W,0
10/12/2003,0:38:04,23.708,N,72.236,W,0
10/12/2003,0:40:04,23.71,N,72.237,W,0
10/12/2003,0:42:03,23.712,N,72.237,W,0
10/12/2003,0:44:03,23.714,N,72.238,W,0
10/12/2003,0:46:03,23.716,N,72.238,W,0
10/12/2003,0:48:03,23.718,N,72.238,W,0
10/12/2003,0:50:04,23.72,N,72.239,W,0
10/12/2003,0:52:04,23.722,N,72.239,W,0
10/12/2003,0:54:04,23.723,N,72.239,W,0
10/12/2003,0:56:03,23.725,N,72.239,W,0
10/12/2003,0:58:03,23.727,N,72.24,W,0
10/12/2003,1:00:03,23.729,N,72.24,W,0
10/12/2003,1:02:03,23.731,N,72.24,W,0
10/12/2003,1:04:04,23.732,N,72.24,W,0
10/12/2003,1:06:04,23.734,N,72.24,W,0
10/12/2003,1:08:04,23.736,N,72.24,W,0
10/12/2003,1:10:04,23.737,N,72.24,W,0
10/12/2003,1:12:03,23.739,N,72.241,W,0
10/12/2003,1:14:03,23.74,N,72.241,W,0
10/12/2003,1:16:03,23.742,N,72.241,W,0
10/12/2003,1:18:03,23.744,N,72.241,W,0
10/12/2003,1:20:04,23.745,N,72.241,W,0
10/12/2003,1:22:04,23.747,N,72.241,W,0
10/12/2003,1:24:04,23.748,N,72.241,W,0
10/12/2003,1:26:03,23.75,N,72.241,W,0
10/12/2003,1:28:03,23.751,N,72.241,W,0
10/12/2003,1:30:03,23.753,N,72.241,W,0
10/12/2003,1:32:03,23.754,N,72.241,W,0
10/12/2003,1:34:04,23.756,N,72.24,W,0
10/12/2003,1:36:04,23.757,N,72.24,W,0
10/12/2003,1:38:04,23.758,N,72.24,W,0
10/12/2003,1:40:04,23.76,N,72.24,W,0
10/12/2003,1:42:03,23.761,N,72.24,W,0
10/12/2003,1:44:03,23.762,N,72.24,W,0
10/12/2003,1:46:03,23.764,N,72.24,W,0
10/12/2003,1:48:03,23.765,N,72.239,W,0
10/12/2003,1:50:04,23.766,N,72.239,W,0
10/12/2003,1:52:04,23.768,N,72.239,W,0
10/12/2003,1:54:04,23.769,N,72.239,W,0
10/12/2003,1:56:03,23.77,N,72.238,W,0
10/12/2003,1:58:03,23.771,N,72.238,W,0
10/12/2003,2:00:03,23.772,N,72.238,W,0
10/12/2003,2:02:03,23.774,N,72.238,W,0
10/12/2003,2:04:04,23.775,N,72.237,W,0
10/12/2003,2:06:04,23.776,N,72.237,W,0
10/12/2003,2:08:04,23.777,N,72.237,W,0
10/12/2003,2:10:04,23.778,N,72.236,W,0
10/12/2003,2:12:03,23.779,N,72.236,W,0
10/12/2003,2:14:03,23.781,N,72.236,W,0
10/12/2003,2:16:03,23.782,N,72.235,W,0
10/12/2003,2:18:03,23.783,N,72.235,W,0
10/12/2003,2:20:04,23.784,N,72.234,W,0
10/12/2003,2:22:04,23.785,N,72.234,W,0
10/12/2003,2:24:04,23.786,N,72.234,W,0
10/12/2003,2:26:03,23.787,N,72.233,W,0
10/12/2003,2:28:03,23.788,N,72.233,W,0
10/12/2003,2:30:03,23.789,N,72.232,W,0
10/12/2003,2:32:03,23.79,N,72.232,W,0
10/12/2003,2:34:04,23.791,N,72.231,W,0
10/12/2003,2:36:04,23.792,N,72.231,W,0
10/12/2003,2:38:04,23.793,N,72.23,W,0
10/12/2003,2:40:04,23.794,N,72.23,W,0
10/12/2003,2:42:03,23.795,N,72.229,W,0
10/12/2003,2:44:03,23.796,N,72.229,W,0
10/12/2003,2:46:03,23.797,N,72.228,W,0
10/12/2003,2:48:03,23.798,N,72.228,W,0
10/12/2003,2:50:04,23.799,N,72.227,W,0
10/12/2003,2:52:04,23.8,N,72.227,W,0
10/12/2003,2:54:04,23.8,N,72.226,W,0
10/12/2003,2:56:03,23.801,N,72.226,W,0
10/12/2003,2:58:03,23.802,N,72.225,W,0
10/12/2003,3:00:03,23.803,N,72.225,W,0
10/12/2003,3:02:03,23.804,N,72.224,W,0
10/12/2003,3:04:04,23.805,N,72.223,W,0
10/12/2003,3:06:04,23.806,N,72.223,W,0
10/12/2003,3:08:04,23.807,N,72.222,W,0
10/12/2003,3:10:04,23.807,N,72.222,W,0
10/12/2003,3:12:03,23.808,N,72.221,W,0
10/12/2003,3:14:03,23.809,N,72.22,W,0
10/12/2003,3:16:03,23.81,N,72.22,W,0
10/12/2003,3:18:03,23.811,N,72.219,W,0
10/12/2003,3:20:04,23.812,N,72.219,W,0
10/12/2003,3:22:04,23.812,N,72.218,W,0
10/12/2003,3:24:04,23.813,N,72.217,W,0
10/12/2003,3:26:03,23.814,N,72.217,W,0
10/12/2003,3:28:03,23.815,N,72.216,W,0
10/12/2003,3:28:20,23.815,N,72.216,W,0
10/12/2003,3:30:20,23.816,N,72.215,W,0
10/12/2003,3:32:20,23.817,N,72.215,W,0
10/12/2003,3:34:20,23.817,N,72.214,W,0
10/12/2003,3:36:21,23.818,N,72.213,W,0
10/12/2003,3:38:21,23.819,N,72.213,W,0
10/12/2003,3:40:21,23.82,N,72.212,W,0
10/12/2003,3:42:21,23.821,N,72.211,W,0
10/12/2003,3:44:20,23.821,N,72.211,W,0
10/12/2003,3:46:20,23.822,N,72.21,W,0
10/12/2003,3:48:20,23.823,N,72.21,W,0
10/12/2003,3:50:21,23.824,N,72.209,W,0
10/12/2003,3:52:21,23.824,N,72.208,W,0
10/12/2003,3:54:21,23.825,N,72.208,W,0
10/12/2003,3:56:12,23.826,N,72.207,W,0
10/12/2003,3:58:12,23.827,N,72.21,W,0
10/12/2003,4:00:13,23.829,N,72.213,W,0
10/12/2003,4:02:13,23.83,N,72.216,W,0
10/12/2003,4:04:13,23.832,N,72.219,W,0
