Track,for,Felix,2007,,
9/1/2007,6:22:00,12.095,N,61.213,W
9/1/2007,6:23:59,12.095,N,61.223,W
9/1/2007,6:25:59,12.094,N,61.233,W
9/1/2007,6:28:00,12.094,N,61.243,W
9/1/2007,6:30:00,12.094,N,61.253,W
9/1/2007,6:31:59,12.093,N,61.264,W
9/1/2007,6:34:00,12.093,N,61.274,W
9/1/2007,6:36:00,12.092,N,61.284,W
9/1/2007,6:37:59,12.092,N,61.294,W
9/1/2007,6:39:59,12.091,N,61.304,W
9/1/2007,6:42:00,12.091,N,61.315,W
9/1/2007,6:44:00,12.091,N,61.325,W
9/1/2007,6:45:59,12.09,N,61.335,W
9/1/2007,6:47:59,12.09,N,61.345,W
9/1/2007,6:50:00,12.089,N,61.355,W
9/1/2007,6:52:00,12.089,N,61.365,W
9/1/2007,6:53:59,12.088,N,61.375,W
9/1/2007,6:55:59,12.088,N,61.385,W
9/1/2007,6:58:00,12.088,N,61.396,W
9/1/2007,7:00:00,12.087,N,61.406,W
9/1/2007,7:01:59,12.087,N,61.416,W
9/1/2007,7:04:00,12.086,N,61.426,W
9/1/2007,7:06:00,12.086,N,61.436,W
9/1/2007,7:07:59,12.086,N,61.446,W
9/1/2007,7:09:59,12.085,N,61.456,W
9/1/2007,7:12:00,12.085,N,61.466,W
9/1/2007,7:14:00,12.084,N,61.476,W
9/1/2007,7:15:59,12.084,N,61.486,W
9/1/2007,7:17:59,12.084,N,61.496,W
9/1/2007,7:20:00,12.083,N,61.506,W
9/1/2007,7:22:00,12.083,N,61.516,W
9/1/2007,7:23:59,12.083,N,61.526,W
9/1/2007,7:25:59,12.082,N,61.536,W
9/1/2007,7:28:00,12.082,N,61.546,W
9/1/2007,7:30:00,12.082,N,61.556,W
9/1/2007,7:31:59,12.081,N,61.566,W
9/1/2007,7:34:00,12.081,N,61.576,W
9/1/2007,7:36:00,12.081,N,61.586,W
9/1/2007,7:37:59,12.08,N,61.596,W
9/1/2007,7:39:59,12.08,N,61.606,W
9/1/2007,7:42:00,12.08,N,61.616,W
9/1/2007,7:44:00,12.079,N,61.626,W
9/1/2007,7:45:59,12.079,N,61.636,W
9/1/2007,7:47:59,12.079,N,61.646,W
9/1/2007,7:50:00,12.078,N,61.656,W
9/1/2007,7:52:00,12.078,N,61.666,W
9/1/2007,7:53:59,12.078,N,61.676,W
9/1/2007,7:55:59,12.078,N,61.686,W
9/1/2007,7:58:00,12.077,N,61.696,W
9/1/2007,8:00:00,12.077,N,61.706,W
9/1/2007,8:01:59,12.077,N,61.716,W
9/1/2007,8:03:59,12.077,N,61.726,W
9/1/2007,8:05:59,12.076,N,61.736,W
9/1/2007,8:08:00,12.076,N,61.746,W
9/1/2007,8:10:00,12.076,N,61.755,W
9/1/2007,8:12:00,12.076,N,61.765,W
9/1/2007,8:14:00,12.076,N,61.775,W
9/1/2007,8:15:59,12.075,N,61.785,W
9/1/2007,8:17:59,12.075,N,61.795,W
9/1/2007,8:19:59,12.075,N,61.805,W
9/1/2007,8:21:59,12.075,N,61.815,W
9/1/2007,8:24:00,12.075,N,61.824,W
9/1/2007,8:26:00,12.074,N,61.834,W
9/1/2007,8:28:00,12.074,N,61.844,W
9/1/2007,8:30:00,12.074,N,61.854,W
9/1/2007,8:31:59,12.074,N,61.864,W
9/1/2007,8:33:59,12.074,N,61.874,W
9/1/2007,8:35:59,12.074,N,61.883,W
9/1/2007,8:38:00,12.074,N,61.893,W
9/1/2007,8:40:00,12.074,N,61.903,W
9/1/2007,8:42:00,12.074,N,61.913,W
9/1/2007,8:44:00,12.073,N,61.922,W
9/1/2007,8:45:59,12.073,N,61.932,W
9/1/2007,8:47:59,12.073,N,61.942,W
9/1/2007,8:49:59,12.073,N,61.952,W
9/1/2007,8:51:59,12.073,N,61.962,W
9/1/2007,8:54:00,12.073,N,61.971,W
9/1/2007,8:56:00,12.073,N,61.981,W
9/1/2007,8:58:00,12.073,N,61.991,W
9/1/2007,9:00:00,12.073,N,62,W
9/1/2007,9:01:59,12.073,N,62.01,W
9/1/2007,9:03:59,12.073,N,62.02,W
9/1/2007,9:05:59,12.073,N,62.03,W
9/1/2007,9:08:00,12.073,N,62.039,W
9/1/2007,9:10:00,12.073,N,62.049,W
9/1/2007,9:12:00,12.074,N,62.059,W
9/1/2007,9:14:00,12.074,N,62.068,W
9/1/2007,9:15:59,12.074,N,62.078,W
9/1/2007,9:17:59,12.074,N,62.088,W
9/1/2007,9:19:59,12.074,N,62.097,W
9/1/2007,9:21:59,12.074,N,62.107,W
9/1/2007,9:24:00,12.074,N,62.117,W
9/1/2007,9:26:00,12.074,N,62.126,W
9/1/2007,9:28:00,12.075,N,62.136,W
9/1/2007,9:30:00,12.075,N,62.145,W
9/1/2007,9:31:59,12.075,N,62.155,W
9/1/2007,9:33:59,12.075,N,62.165,W
9/1/2007,9:35:59,12.075,N,62.174,W
9/1/2007,9:38:00,12.076,N,62.184,W
9/1/2007,9:40:00,12.076,N,62.193,W
9/1/2007,9:42:00,12.076,N,62.203,W
9/1/2007,9:44:00,12.076,N,62.213,W
9/1/2007,9:45:59,12.077,N,62.222,W
9/1/2007,9:47:59,12.077,N,62.232,W
9/1/2007,9:49:59,12.077,N,62.241,W
9/1/2007,9:51:59,12.078,N,62.251,W
9/1/2007,9:54:00,12.078,N,62.26,W
9/1/2007,9:56:00,12.078,N,62.27,W
9/1/2007,9:58:00,12.079,N,62.279,W
9/1/2007,10:00:00,12.079,N,62.289,W
9/1/2007,10:01:59,12.08,N,62.298,W
9/1/2007,10:03:59,12.08,N,62.308,W
9/1/2007,10:05:59,12.08,N,62.317,W
9/1/2007,10:08:00,12.081,N,62.327,W
9/1/2007,10:10:00,12.081,N,62.336,W
9/1/2007,10:12:00,12.082,N,62.346,W
9/1/2007,10:14:00,12.082,N,62.355,W
9/1/2007,10:15:59,12.083,N,62.365,W
9/1/2007,10:17:59,12.083,N,62.374,W
9/1/2007,10:19:59,12.084,N,62.384,W
9/1/2007,10:21:59,12.085,N,62.393,W
9/1/2007,10:24:00,12.085,N,62.403,W
9/1/2007,10:26:00,12.086,N,62.412,W
9/1/2007,10:28:00,12.086,N,62.421,W
9/1/2007,10:30:00,12.087,N,62.431,W
9/1/2007,10:31:59,12.088,N,62.44,W
9/1/2007,10:33:59,12.088,N,62.45,W
9/1/2007,10:35:59,12.089,N,62.459,W
9/1/2007,10:38:00,12.09,N,62.468,W
9/1/2007,10:40:00,12.09,N,62.478,W
9/1/2007,10:42:00,12.091,N,62.487,W
9/1/2007,10:44:00,12.092,N,62.497,W
9/1/2007,10:45:59,12.093,N,62.506,W
9/1/2007,10:47:59,12.093,N,62.515,W
9/1/2007,10:49:59,12.094,N,62.525,W
9/1/2007,10:51:59,12.095,N,62.534,W
9/1/2007,10:54:00,12.096,N,62.543,W
9/1/2007,10:56:00,12.097,N,62.553,W
9/1/2007,10:58:00,12.097,N,62.562,W
9/1/2007,11:00:00,12.098,N,62.571,W
9/1/2007,11:01:59,12.099,N,62.581,W
9/1/2007,11:03:59,12.1,N,62.59,W
9/1/2007,11:05:59,12.101,N,62.599,W
9/1/2007,11:08:00,12.102,N,62.608,W
9/1/2007,11:10:00,12.103,N,62.618,W
9/1/2007,11:12:00,12.104,N,62.627,W
9/1/2007,11:14:00,12.105,N,62.636,W
9/1/2007,11:15:59,12.106,N,62.646,W
9/1/2007,11:17:59,12.107,N,62.655,W
9/1/2007,11:19:59,12.108,N,62.664,W
9/1/2007,11:21:59,12.109,N,62.673,W
9/1/2007,11:24:00,12.11,N,62.682,W
9/1/2007,11:26:00,12.111,N,62.692,W
9/1/2007,11:28:00,12.112,N,62.701,W
9/1/2007,11:30:00,12.113,N,62.71,W
9/1/2007,11:31:59,12.114,N,62.719,W
9/1/2007,11:33:59,12.115,N,62.729,W
9/1/2007,11:35:59,12.116,N,62.738,W
9/1/2007,11:38:00,12.117,N,62.747,W
9/1/2007,11:40:00,12.118,N,62.756,W
9/1/2007,11:42:00,12.119,N,62.765,W
9/1/2007,11:44:00,12.121,N,62.775,W
9/1/2007,11:45:59,12.122,N,62.784,W
9/1/2007,11:47:59,12.123,N,62.793,W
9/1/2007,11:49:59,12.124,N,62.802,W
9/1/2007,11:51:59,12.125,N,62.811,W
9/1/2007,11:54:00,12.127,N,62.82,W
9/1/2007,11:56:00,12.128,N,62.83,W
9/1/2007,11:58:00,12.129,N,62.839,W
9/1/2007,12:00:00,12.13,N,62.848,W
9/1/2007,12:01:59,12.131,N,62.857,W
9/1/2007,12:03:59,12.133,N,62.866,W
9/1/2007,12:05:59,12.134,N,62.875,W
9/1/2007,12:08:00,12.135,N,62.884,W
9/1/2007,12:10:00,12.137,N,62.893,W
9/1/2007,12:12:00,12.138,N,62.903,W
9/1/2007,12:14:00,12.139,N,62.912,W
9/1/2007,12:15:59,12.141,N,62.921,W
9/1/2007,12:17:59,12.142,N,62.93,W
9/1/2007,12:19:59,12.143,N,62.939,W
9/1/2007,12:21:59,12.145,N,62.948,W
9/1/2007,12:24:00,12.146,N,62.957,W
9/1/2007,12:26:00,12.147,N,62.966,W
9/1/2007,12:28:00,12.149,N,62.975,W
9/1/2007,12:30:00,12.15,N,62.984,W
9/1/2007,12:31:59,12.152,N,62.993,W
9/1/2007,12:33:59,12.153,N,63.002,W
9/1/2007,12:35:59,12.155,N,63.012,W
9/1/2007,12:38:00,12.156,N,63.021,W
9/1/2007,12:40:00,12.157,N,63.03,W
9/1/2007,12:42:00,12.159,N,63.039,W
9/1/2007,12:44:00,12.16,N,63.048,W
9/1/2007,12:45:59,12.162,N,63.057,W
9/1/2007,12:47:59,12.163,N,63.066,W
9/1/2007,12:49:59,12.165,N,63.075,W
9/1/2007,12:51:59,12.166,N,63.084,W
9/1/2007,12:54:00,12.168,N,63.093,W
9/1/2007,12:56:00,12.17,N,63.102,W
9/1/2007,12:58:00,12.171,N,63.111,W
9/1/2007,13:00:00,12.173,N,63.12,W
9/1/2007,13:01:59,12.174,N,63.129,W
9/1/2007,13:03:59,12.176,N,63.138,W
9/1/2007,13:05:59,12.177,N,63.147,W
9/1/2007,13:08:00,12.179,N,63.156,W
9/1/2007,13:10:00,12.181,N,63.165,W
9/1/2007,13:12:00,12.182,N,63.174,W
9/1/2007,13:14:00,12.184,N,63.183,W
9/1/2007,13:15:59,12.185,N,63.192,W
9/1/2007,13:17:59,12.187,N,63.201,W
9/1/2007,13:19:59,12.189,N,63.21,W
9/1/2007,13:21:59,12.19,N,63.219,W
9/1/2007,13:24:00,12.192,N,63.228,W
9/1/2007,13:26:00,12.194,N,63.237,W
9/1/2007,13:28:00,12.195,N,63.246,W
9/1/2007,13:30:00,12.197,N,63.255,W
9/1/2007,13:31:59,12.199,N,63.263,W
9/1/2007,13:33:59,12.2,N,63.272,W
9/1/2007,13:35:59,12.202,N,63.281,W
9/1/2007,13:38:00,12.204,N,63.29,W
9/1/2007,13:40:00,12.205,N,63.299,W
9/1/2007,13:42:00,12.207,N,63.308,W
9/1/2007,13:44:00,12.209,N,63.317,W
9/1/2007,13:45:59,12.211,N,63.326,W
9/1/2007,13:47:59,12.212,N,63.335,W
9/1/2007,13:49:59,12.214,N,63.344,W
9/1/2007,13:51:59,12.216,N,63.353,W
9/1/2007,13:54:00,12.218,N,63.362,W
9/1/2007,13:56:00,12.219,N,63.371,W
9/1/2007,13:58:00,12.221,N,63.379,W
9/1/2007,14:00:00,12.223,N,63.388,W
9/1/2007,14:01:59,12.225,N,63.397,W
9/1/2007,14:03:59,12.227,N,63.406,W
9/1/2007,14:05:59,12.228,N,63.415,W
9/1/2007,14:08:00,12.23,N,63.424,W
9/1/2007,14:08:54,12.231,N,63.428,W
9/1/2007,14:10:54,12.232,N,63.436,W
9/1/2007,14:12:54,12.232,N,63.443,W
9/1/2007,14:14:53,12.233,N,63.451,W
9/1/2007,14:16:53,12.234,N,63.459,W
9/1/2007,14:18:53,12.235,N,63.467,W
9/1/2007,14:20:53,12.236,N,63.475,W
9/1/2007,14:22:54,12.237,N,63.482,W
9/1/2007,14:24:54,12.238,N,63.49,W
9/1/2007,14:26:54,12.239,N,63.498,W
9/1/2007,14:28:53,12.24,N,63.507,W
9/1/2007,14:30:53,12.241,N,63.515,W
9/1/2007,14:32:53,12.242,N,63.523,W
9/1/2007,14:34:53,12.244,N,63.531,W
9/1/2007,14:36:54,12.245,N,63.539,W
9/1/2007,14:38:54,12.246,N,63.548,W
9/1/2007,14:40:54,12.248,N,63.556,W
9/1/2007,14:42:54,12.249,N,63.564,W
9/1/2007,14:44:53,12.251,N,63.573,W
9/1/2007,14:46:53,12.252,N,63.581,W
9/1/2007,14:48:53,12.254,N,63.59,W
9/1/2007,14:50:53,12.255,N,63.598,W
9/1/2007,14:52:54,12.257,N,63.607,W
9/1/2007,14:54:54,12.259,N,63.616,W
9/1/2007,14:56:54,12.26,N,63.624,W
9/1/2007,14:58:53,12.262,N,63.633,W
9/1/2007,15:00:53,12.264,N,63.642,W
9/1/2007,15:02:53,12.266,N,63.65,W
9/1/2007,15:04:53,12.268,N,63.659,W
9/1/2007,15:06:54,12.27,N,63.668,W
9/1/2007,15:08:54,12.272,N,63.677,W
9/1/2007,15:10:54,12.274,N,63.686,W
9/1/2007,15:12:54,12.276,N,63.695,W
9/1/2007,15:14:53,12.278,N,63.704,W
9/1/2007,15:16:53,12.28,N,63.713,W
9/1/2007,15:18:53,12.282,N,63.722,W
9/1/2007,15:20:53,12.284,N,63.731,W
9/1/2007,15:22:54,12.287,N,63.74,W
9/1/2007,15:24:54,12.289,N,63.749,W
9/1/2007,15:26:54,12.291,N,63.759,W
9/1/2007,15:28:53,12.293,N,63.768,W
9/1/2007,15:30:53,12.296,N,63.777,W
9/1/2007,15:32:53,12.298,N,63.786,W
9/1/2007,15:34:53,12.301,N,63.796,W
9/1/2007,15:36:54,12.303,N,63.805,W
9/1/2007,15:38:54,12.305,N,63.814,W
9/1/2007,15:40:54,12.308,N,63.824,W
9/1/2007,15:42:54,12.31,N,63.833,W
9/1/2007,15:44:53,12.313,N,63.842,W
9/1/2007,15:46:53,12.316,N,63.852,W
9/1/2007,15:48:53,12.318,N,63.861,W
9/1/2007,15:50:53,12.321,N,63.871,W
9/1/2007,15:52:54,12.323,N,63.88,W
9/1/2007,15:54:54,12.326,N,63.89,W
9/1/2007,15:56:54,12.329,N,63.899,W
9/1/2007,15:58:53,12.331,N,63.909,W
9/1/2007,16:00:53,12.334,N,63.919,W
9/1/2007,16:02:53,12.337,N,63.928,W
9/1/2007,16:04:53,12.34,N,63.938,W
9/1/2007,16:06:54,12.342,N,63.947,W
9/1/2007,16:08:54,12.345,N,63.957,W
9/1/2007,16:10:54,12.348,N,63.967,W
9/1/2007,16:12:23,12.35,N,63.974,W
9/1/2007,16:14:24,12.352,N,63.978,W
9/1/2007,16:16:24,12.354,N,63.983,W
9/1/2007,16:18:24,12.357,N,63.988,W
9/1/2007,16:20:24,12.359,N,63.994,W
9/1/2007,16:22:23,12.362,N,64,W
9/1/2007,16:24:23,12.364,N,64.007,W
9/1/2007,16:26:23,12.367,N,64.015,W
9/1/2007,16:28:23,12.37,N,64.023,W
9/1/2007,16:30:24,12.373,N,64.032,W
9/1/2007,16:32:24,12.375,N,64.041,W
9/1/2007,16:34:24,12.378,N,64.051,W
9/1/2007,16:36:23,12.381,N,64.061,W
9/1/2007,16:38:23,12.384,N,64.071,W
9/1/2007,16:40:23,12.387,N,64.082,W
9/1/2007,16:42:23,12.391,N,64.093,W
9/1/2007,16:44:24,12.394,N,64.104,W
9/1/2007,16:46:24,12.397,N,64.116,W
9/1/2007,16:48:24,12.4,N,64.128,W
9/1/2007,16:50:24,12.404,N,64.141,W
9/1/2007,16:52:23,12.407,N,64.153,W
9/1/2007,16:54:23,12.41,N,64.166,W
9/1/2007,16:56:23,12.414,N,64.179,W
9/1/2007,16:58:23,12.417,N,64.192,W
9/1/2007,17:00:24,12.42,N,64.205,W
9/1/2007,17:02:24,12.424,N,64.218,W
9/1/2007,17:03:04,12.425,N,64.223,W
9/1/2007,17:05:04,12.428,N,64.237,W
9/1/2007,17:07:05,12.432,N,64.25,W
9/1/2007,17:09:05,12.435,N,64.263,W
9/1/2007,17:09:27,12.436,N,64.266,W
9/1/2007,17:11:27,12.439,N,64.28,W
9/1/2007,17:13:27,12.443,N,64.293,W
9/1/2007,17:15:26,12.446,N,64.306,W
9/1/2007,17:17:26,12.45,N,64.32,W
9/1/2007,17:19:26,12.453,N,64.333,W
9/1/2007,17:21:26,12.456,N,64.347,W
9/1/2007,17:23:27,12.46,N,64.36,W
9/1/2007,17:25:27,12.463,N,64.374,W
9/1/2007,17:27:27,12.467,N,64.387,W
9/1/2007,17:29:26,12.47,N,64.4,W
9/1/2007,17:31:26,12.473,N,64.413,W
9/1/2007,17:33:26,12.476,N,64.427,W
9/1/2007,17:35:26,12.479,N,64.44,W
9/1/2007,17:37:27,12.483,N,64.453,W
9/1/2007,17:39:27,12.486,N,64.466,W
9/1/2007,17:41:27,12.489,N,64.479,W
9/1/2007,17:43:27,12.492,N,64.492,W
9/1/2007,17:45:26,12.495,N,64.505,W
9/1/2007,17:47:26,12.498,N,64.517,W
9/1/2007,17:49:26,12.501,N,64.53,W
9/1/2007,17:51:26,12.504,N,64.543,W
9/1/2007,17:53:27,12.506,N,64.555,W
9/1/2007,17:55:27,12.509,N,64.568,W
9/1/2007,17:57:27,12.512,N,64.58,W
9/1/2007,17:59:26,12.514,N,64.593,W
9/1/2007,18:01:26,12.517,N,64.605,W
9/1/2007,18:03:26,12.52,N,64.617,W
9/1/2007,18:05:26,12.522,N,64.629,W
9/1/2007,18:07:27,12.524,N,64.641,W
9/1/2007,18:09:27,12.527,N,64.653,W
9/1/2007,18:11:27,12.529,N,64.665,W
9/1/2007,18:13:27,12.531,N,64.677,W
9/1/2007,18:15:26,12.533,N,64.688,W
9/1/2007,18:17:26,12.535,N,64.7,W
9/1/2007,18:19:26,12.537,N,64.711,W
9/1/2007,18:21:26,12.539,N,64.722,W
9/1/2007,18:23:27,12.541,N,64.734,W
9/1/2007,18:25:27,12.542,N,64.745,W
9/1/2007,18:27:27,12.544,N,64.755,W
9/1/2007,18:29:26,12.545,N,64.766,W
9/1/2007,18:31:26,12.547,N,64.777,W
9/1/2007,18:33:26,12.548,N,64.787,W
9/1/2007,18:35:26,12.549,N,64.798,W
9/1/2007,18:37:27,12.55,N,64.808,W
9/1/2007,18:39:27,12.551,N,64.818,W
9/1/2007,18:41:27,12.552,N,64.828,W
9/1/2007,18:43:27,12.553,N,64.838,W
9/1/2007,18:45:26,12.554,N,64.847,W
9/1/2007,18:47:26,12.554,N,64.857,W
9/1/2007,18:49:26,12.555,N,64.866,W
9/1/2007,18:51:26,12.555,N,64.875,W
9/1/2007,18:53:27,12.555,N,64.884,W
9/1/2007,18:55:27,12.556,N,64.893,W
9/1/2007,18:57:27,12.556,N,64.902,W
9/1/2007,18:59:26,12.555,N,64.91,W
9/1/2007,19:01:26,12.555,N,64.918,W
9/1/2007,19:03:26,12.555,N,64.927,W
9/1/2007,19:05:26,12.554,N,64.935,W
9/1/2007,19:07:27,12.554,N,64.942,W
9/1/2007,19:09:27,12.553,N,64.95,W
9/1/2007,19:11:27,12.552,N,64.958,W
9/1/2007,19:13:27,12.551,N,64.965,W
9/1/2007,19:15:26,12.55,N,64.972,W
9/1/2007,19:17:26,12.549,N,64.98,W
9/1/2007,19:19:26,12.548,N,64.987,W
9/1/2007,19:21:26,12.547,N,64.994,W
9/1/2007,19:23:27,12.546,N,65,W
9/1/2007,19:25:27,12.544,N,65.007,W
9/1/2007,19:27:27,12.543,N,65.014,W
9/1/2007,19:29:26,12.542,N,65.02,W
9/1/2007,19:31:26,12.54,N,65.027,W
9/1/2007,19:33:26,12.538,N,65.033,W
9/1/2007,19:35:26,12.537,N,65.039,W
9/1/2007,19:37:27,12.535,N,65.046,W
9/1/2007,19:39:27,12.533,N,65.052,W
9/1/2007,19:41:27,12.531,N,65.058,W
9/1/2007,19:43:27,12.53,N,65.064,W
9/1/2007,19:45:26,12.528,N,65.07,W
9/1/2007,19:47:26,12.526,N,65.076,W
9/1/2007,19:49:26,12.524,N,65.081,W
9/1/2007,19:51:26,12.522,N,65.087,W
9/1/2007,19:53:27,12.52,N,65.093,W
9/1/2007,19:55:27,12.518,N,65.099,W
9/1/2007,19:57:27,12.516,N,65.104,W
9/1/2007,19:59:26,12.514,N,65.11,W
9/1/2007,20:01:26,12.512,N,65.116,W
9/1/2007,20:03:26,12.51,N,65.121,W
9/1/2007,20:05:26,12.508,N,65.127,W
9/1/2007,20:07:27,12.506,N,65.133,W
9/1/2007,20:09:27,12.504,N,65.138,W
9/1/2007,20:11:27,12.502,N,65.144,W
9/1/2007,20:13:27,12.5,N,65.149,W
9/1/2007,20:15:26,12.498,N,65.155,W
9/1/2007,20:17:26,12.496,N,65.161,W
9/1/2007,20:19:26,12.494,N,65.166,W
9/1/2007,20:21:26,12.492,N,65.172,W
9/1/2007,20:23:27,12.49,N,65.178,W
9/1/2007,20:25:27,12.488,N,65.184,W
9/1/2007,20:27:27,12.486,N,65.19,W
9/1/2007,20:29:26,12.484,N,65.195,W
9/1/2007,20:31:26,12.482,N,65.201,W
9/1/2007,20:33:26,12.481,N,65.207,W
9/1/2007,20:35:26,12.479,N,65.213,W
9/1/2007,20:37:27,12.478,N,65.22,W
9/1/2007,20:39:27,12.476,N,65.226,W
9/1/2007,20:41:27,12.475,N,65.232,W
9/1/2007,20:43:27,12.473,N,65.238,W
9/1/2007,20:45:26,12.472,N,65.245,W
9/1/2007,20:47:26,12.47,N,65.251,W
9/1/2007,20:49:26,12.469,N,65.258,W
9/1/2007,20:51:26,12.468,N,65.265,W
9/1/2007,20:53:27,12.467,N,65.271,W
9/1/2007,20:55:27,12.466,N,65.278,W
9/1/2007,20:57:27,12.465,N,65.285,W
9/1/2007,20:59:26,12.465,N,65.292,W
9/1/2007,21:01:26,12.464,N,65.3,W
9/1/2007,21:03:26,12.463,N,65.307,W
9/1/2007,21:05:26,12.463,N,65.314,W
9/1/2007,21:07:27,12.462,N,65.322,W
9/1/2007,21:09:27,12.462,N,65.329,W
9/1/2007,21:11:27,12.461,N,65.337,W
9/1/2007,21:13:27,12.461,N,65.344,W
9/1/2007,21:15:26,12.461,N,65.352,W
9/1/2007,21:17:26,12.46,N,65.36,W
9/1/2007,21:19:26,12.46,N,65.368,W
9/1/2007,21:21:26,12.46,N,65.376,W
9/1/2007,21:23:27,12.46,N,65.384,W
9/1/2007,21:25:15,12.46,N,65.391,W
9/1/2007,21:27:14,12.461,N,65.4,W
9/1/2007,21:29:14,12.461,N,65.409,W
9/1/2007,21:31:14,12.462,N,65.418,W
9/1/2007,21:33:14,12.462,N,65.427,W
9/1/2007,21:35:15,12.463,N,65.436,W
9/1/2007,21:37:15,12.464,N,65.445,W
9/1/2007,21:39:15,12.464,N,65.453,W
9/1/2007,21:41:15,12.465,N,65.462,W
9/1/2007,21:43:14,12.466,N,65.471,W
9/1/2007,21:45:14,12.466,N,65.48,W
9/1/2007,21:47:14,12.467,N,65.489,W
9/1/2007,21:49:15,12.467,N,65.498,W
9/1/2007,21:51:15,12.468,N,65.507,W
9/1/2007,21:53:15,12.469,N,65.516,W
9/1/2007,21:55:15,12.47,N,65.525,W
9/1/2007,21:57:14,12.47,N,65.534,W
9/1/2007,21:59:14,12.471,N,65.543,W
9/1/2007,22:01:14,12.472,N,65.552,W
9/1/2007,22:03:14,12.472,N,65.561,W
9/1/2007,22:05:15,12.473,N,65.57,W
9/1/2007,22:07:15,12.474,N,65.579,W
9/1/2007,22:09:15,12.475,N,65.588,W
9/1/2007,22:11:15,12.475,N,65.597,W
9/1/2007,22:13:14,12.476,N,65.606,W
9/1/2007,22:15:14,12.477,N,65.615,W
9/1/2007,22:17:14,12.477,N,65.624,W
9/1/2007,22:19:15,12.478,N,65.632,W
9/1/2007,22:21:15,12.479,N,65.641,W
9/1/2007,22:23:15,12.48,N,65.65,W
9/1/2007,22:25:15,12.481,N,65.659,W
9/1/2007,22:27:14,12.481,N,65.668,W
9/1/2007,22:29:14,12.482,N,65.677,W
9/1/2007,22:31:14,12.483,N,65.686,W
9/1/2007,22:33:14,12.484,N,65.695,W
9/1/2007,22:35:15,12.485,N,65.704,W
9/1/2007,22:37:15,12.485,N,65.713,W
9/1/2007,22:39:15,12.486,N,65.722,W
9/1/2007,22:41:15,12.487,N,65.731,W
9/1/2007,22:41:23,12.487,N,65.732,W
9/1/2007,22:43:23,12.488,N,65.741,W
9/1/2007,22:45:24,12.488,N,65.75,W
9/1/2007,22:47:24,12.489,N,65.759,W
9/1/2007,22:49:24,12.49,N,65.767,W
9/1/2007,22:51:23,12.49,N,65.776,W
9/1/2007,22:53:23,12.491,N,65.785,W
9/1/2007,22:55:23,12.492,N,65.794,W
9/1/2007,22:57:23,12.492,N,65.803,W
9/1/2007,22:59:24,12.493,N,65.811,W
9/1/2007,23:01:24,12.494,N,65.82,W
9/1/2007,23:03:24,12.494,N,65.829,W
9/1/2007,23:05:24,12.495,N,65.838,W
9/1/2007,23:07:23,12.496,N,65.846,W
9/1/2007,23:09:23,12.496,N,65.855,W
9/1/2007,23:11:23,12.497,N,65.864,W
9/1/2007,23:13:23,12.497,N,65.872,W
9/1/2007,23:15:24,12.498,N,65.881,W
9/1/2007,23:17:24,12.499,N,65.89,W
9/1/2007,23:19:24,12.499,N,65.898,W
9/1/2007,23:21:23,12.5,N,65.907,W
9/1/2007,23:23:23,12.501,N,65.916,W
9/1/2007,23:25:23,12.501,N,65.924,W
9/1/2007,23:27:23,12.502,N,65.933,W
9/1/2007,23:29:24,12.502,N,65.941,W
9/1/2007,23:31:24,12.503,N,65.95,W
9/1/2007,23:33:24,12.504,N,65.959,W
9/1/2007,23:35:24,12.504,N,65.967,W
9/1/2007,23:37:23,12.505,N,65.976,W
9/1/2007,23:39:23,12.505,N,65.984,W
9/1/2007,23:41:23,12.506,N,65.993,W
9/1/2007,23:43:23,12.506,N,66.001,W
9/1/2007,23:45:24,12.507,N,66.01,W
9/1/2007,23:47:24,12.508,N,66.018,W
9/1/2007,23:49:24,12.508,N,66.027,W
9/1/2007,23:51:23,12.509,N,66.035,W
9/1/2007,23:53:23,12.509,N,66.043,W
9/1/2007,23:55:23,12.51,N,66.052,W
9/1/2007,23:57:23,12.51,N,66.06,W
9/1/2007,23:59:24,12.511,N,66.069,W
9/2/2007,0:01:24,12.511,N,66.077,W
9/2/2007,0:03:24,12.512,N,66.085,W
9/2/2007,0:05:24,12.512,N,66.094,W
9/2/2007,0:07:23,12.513,N,66.102,W
9/2/2007,0:09:23,12.513,N,66.11,W
9/2/2007,0:11:23,12.514,N,66.118,W
9/2/2007,0:13:23,12.514,N,66.127,W
9/2/2007,0:15:24,12.515,N,66.135,W
9/2/2007,0:17:24,12.515,N,66.143,W
9/2/2007,0:19:24,12.516,N,66.151,W
9/2/2007,0:21:23,12.516,N,66.159,W
9/2/2007,0:23:23,12.517,N,66.168,W
9/2/2007,0:25:23,12.517,N,66.176,W
9/2/2007,0:27:23,12.518,N,66.184,W
9/2/2007,0:29:24,12.518,N,66.192,W
9/2/2007,0:31:24,12.519,N,66.2,W
9/2/2007,0:33:24,12.519,N,66.208,W
9/2/2007,0:35:24,12.519,N,66.216,W
9/2/2007,0:37:23,12.52,N,66.224,W
9/2/2007,0:39:23,12.52,N,66.232,W
9/2/2007,0:41:23,12.521,N,66.24,W
9/2/2007,0:43:23,12.521,N,66.249,W
9/2/2007,0:45:24,12.522,N,66.257,W
9/2/2007,0:47:24,12.522,N,66.265,W
9/2/2007,0:49:24,12.523,N,66.273,W
9/2/2007,0:51:23,12.523,N,66.281,W
