Track,for,Bill,2015,,,
6/16/2015,9:08:42,28.249,N,95.568,W,0
6/16/2015,9:10:41,28.247,N,95.573,W,0
6/16/2015,9:12:41,28.246,N,95.579,W,0
6/16/2015,9:14:41,28.245,N,95.584,W,0
6/16/2015,9:16:41,28.243,N,95.589,W,0
6/16/2015,9:18:42,28.242,N,95.594,W,0
6/16/2015,9:20:42,28.241,N,95.599,W,0
6/16/2015,9:22:42,28.239,N,95.604,W,0
6/16/2015,9:24:42,28.238,N,95.61,W,0
6/16/2015,9:26:41,28.236,N,95.615,W,0
6/16/2015,9:28:41,28.235,N,95.62,W,0
6/16/2015,9:30:41,28.233,N,95.625,W,0
6/16/2015,9:32:41,28.232,N,95.631,W,0
6/16/2015,9:34:42,28.23,N,95.636,W,0
6/16/2015,9:36:42,28.228,N,95.641,W,0
6/16/2015,9:38:42,28.227,N,95.646,W,0
6/16/2015,9:40:41,28.225,N,95.652,W,0
6/16/2015,9:42:41,28.223,N,95.657,W,0
6/16/2015,9:44:41,28.221,N,95.662,W,0
6/16/2015,9:46:41,28.22,N,95.668,W,0
6/16/2015,9:48:42,28.218,N,95.673,W,0
6/16/2015,9:50:42,28.216,N,95.678,W,0
6/16/2015,9:52:42,28.214,N,95.684,W,0
6/16/2015,9:54:42,28.212,N,95.689,W,0
6/16/2015,9:56:41,28.21,N,95.694,W,0
6/16/2015,9:58:41,28.208,N,95.7,W,0
6/16/2015,10:00:41,28.206,N,95.705,W,0
6/16/2015,10:02:41,28.204,N,95.711,W,0
6/16/2015,10:04:42,28.202,N,95.716,W,0
6/16/2015,10:06:42,28.2,N,95.721,W,0
6/16/2015,10:08:42,28.198,N,95.727,W,0
6/16/2015,10:10:41,28.196,N,95.732,W,0
6/16/2015,10:12:41,28.194,N,95.738,W,0
6/16/2015,10:14:41,28.192,N,95.743,W,0
6/16/2015,10:16:41,28.19,N,95.748,W,0
6/16/2015,10:18:42,28.187,N,95.754,W,0
6/16/2015,10:20:42,28.185,N,95.759,W,0
6/16/2015,10:22:42,28.183,N,95.765,W,0
6/16/2015,10:24:42,28.181,N,95.77,W,0
6/16/2015,10:26:41,28.178,N,95.776,W,0
6/16/2015,10:28:41,28.176,N,95.781,W,0
6/16/2015,10:30:41,28.174,N,95.787,W,0
6/16/2015,10:32:41,28.172,N,95.792,W,0
6/16/2015,10:34:42,28.169,N,95.798,W,0
6/16/2015,10:36:42,28.167,N,95.803,W,0
6/16/2015,10:38:42,28.165,N,95.809,W,0
6/16/2015,10:40:41,28.162,N,95.814,W,0
6/16/2015,10:42:41,28.16,N,95.82,W,0
6/16/2015,10:44:41,28.157,N,95.825,W,0
6/16/2015,10:46:41,28.155,N,95.831,W,0
6/16/2015,10:48:42,28.153,N,95.836,W,0
6/16/2015,10:50:42,28.15,N,95.842,W,0
6/16/2015,10:52:42,28.148,N,95.847,W,0
6/16/2015,10:54:42,28.145,N,95.853,W,0
6/16/2015,10:56:41,28.143,N,95.858,W,0
6/16/2015,10:57:16,28.142,N,95.86,W,0
6/16/2015,10:59:15,28.139,N,95.866,W,0
6/16/2015,11:01:15,28.137,N,95.871,W,0
6/16/2015,11:03:15,28.134,N,95.877,W,0
6/16/2015,11:05:15,28.132,N,95.882,W,0
6/16/2015,11:07:16,28.129,N,95.888,W,0
6/16/2015,11:09:16,28.127,N,95.893,W,0
6/16/2015,11:11:16,28.124,N,95.899,W,0
6/16/2015,11:13:16,28.121,N,95.905,W,0
6/16/2015,11:15:15,28.119,N,95.91,W,0
6/16/2015,11:17:15,28.116,N,95.916,W,0
6/16/2015,11:19:15,28.114,N,95.921,W,0
6/16/2015,11:21:15,28.111,N,95.927,W,0
6/16/2015,11:23:16,28.109,N,95.933,W,0
6/16/2015,11:25:16,28.106,N,95.938,W,0
6/16/2015,11:27:16,28.103,N,95.944,W,0
6/16/2015,11:29:15,28.101,N,95.949,W,0
6/16/2015,11:31:15,28.098,N,95.955,W,0
6/16/2015,11:33:15,28.096,N,95.96,W,0
6/16/2015,11:35:15,28.093,N,95.966,W,0
6/16/2015,11:37:16,28.091,N,95.972,W,0
6/16/2015,11:39:16,28.088,N,95.977,W,0
6/16/2015,11:41:16,28.085,N,95.983,W,0
6/16/2015,11:43:16,28.083,N,95.988,W,0
6/16/2015,11:43:52,28.082,N,95.99,W,0
6/16/2015,11:45:52,28.08,N,95.996,W,0
6/16/2015,11:47:52,28.078,N,96.002,W,0
6/16/2015,11:49:53,28.076,N,96.008,W,0
6/16/2015,11:51:53,28.074,N,96.015,W,0
6/16/2015,11:53:53,28.072,N,96.021,W,0
6/16/2015,11:55:52,28.07,N,96.027,W,0
6/16/2015,11:57:52,28.069,N,96.034,W,0
6/16/2015,11:59:52,28.067,N,96.04,W,0
6/16/2015,12:01:52,28.065,N,96.047,W,0
6/16/2015,12:03:53,28.064,N,96.054,W,0
6/16/2015,12:05:53,28.063,N,96.061,W,0
6/16/2015,12:07:53,28.061,N,96.067,W,0
6/16/2015,12:09:53,28.06,N,96.074,W,0
6/16/2015,12:11:52,28.059,N,96.081,W,0
6/16/2015,12:13:52,28.058,N,96.089,W,0
6/16/2015,12:15:52,28.057,N,96.096,W,0
6/16/2015,12:17:52,28.056,N,96.103,W,0
6/16/2015,12:19:53,28.055,N,96.11,W,0
6/16/2015,12:21:53,28.054,N,96.117,W,0
6/16/2015,12:23:53,28.054,N,96.125,W,0
6/16/2015,12:25:52,28.053,N,96.132,W,0
6/16/2015,12:27:52,28.052,N,96.139,W,0
6/16/2015,12:29:52,28.052,N,96.147,W,0
6/16/2015,12:31:52,28.051,N,96.154,W,0
6/16/2015,12:33:53,28.051,N,96.161,W,0
6/16/2015,12:35:53,28.051,N,96.168,W,0
6/16/2015,12:37:53,28.051,N,96.176,W,0
6/16/2015,12:39:53,28.05,N,96.183,W,0
6/16/2015,12:41:52,28.05,N,96.19,W,0
6/16/2015,12:43:52,28.05,N,96.197,W,0
6/16/2015,12:45:52,28.05,N,96.204,W,0
6/16/2015,12:47:52,28.05,N,96.211,W,0
6/16/2015,12:49:53,28.051,N,96.218,W,0
6/16/2015,12:51:53,28.051,N,96.225,W,0
6/16/2015,12:53:53,28.051,N,96.232,W,0
6/16/2015,12:55:52,28.051,N,96.238,W,0
6/16/2015,12:57:52,28.052,N,96.245,W,0
6/16/2015,12:59:52,28.052,N,96.251,W,0
6/16/2015,13:01:52,28.052,N,96.257,W,0
6/16/2015,13:03:53,28.053,N,96.264,W,0
6/16/2015,13:05:53,28.054,N,96.27,W,0
6/16/2015,13:07:53,28.054,N,96.275,W,0
6/16/2015,13:09:53,28.055,N,96.281,W,0
6/16/2015,13:11:52,28.055,N,96.287,W,0
6/16/2015,13:13:52,28.056,N,96.292,W,0
6/16/2015,13:15:52,28.057,N,96.297,W,0
6/16/2015,13:17:52,28.058,N,96.302,W,0
6/16/2015,13:19:53,28.059,N,96.307,W,0
6/16/2015,13:21:53,28.059,N,96.312,W,0
6/16/2015,13:23:14,28.06,N,96.315,W,0
6/16/2015,13:25:13,28.061,N,96.319,W,0
6/16/2015,13:27:13,28.062,N,96.322,W,0
6/16/2015,13:29:13,28.063,N,96.326,W,0
6/16/2015,13:31:14,28.064,N,96.329,W,0
6/16/2015,13:33:14,28.065,N,96.333,W,0
6/16/2015,13:35:14,28.066,N,96.336,W,0
6/16/2015,13:37:14,28.067,N,96.339,W,0
6/16/2015,13:39:13,28.068,N,96.342,W,0
6/16/2015,13:41:13,28.069,N,96.345,W,0
6/16/2015,13:43:13,28.07,N,96.348,W,0
6/16/2015,13:45:13,28.072,N,96.351,W,0
6/16/2015,13:47:14,28.073,N,96.354,W,0
6/16/2015,13:49:14,28.074,N,96.357,W,0
6/16/2015,13:51:14,28.075,N,96.36,W,0
6/16/2015,13:53:14,28.077,N,96.363,W,0
6/16/2015,13:55:13,28.078,N,96.365,W,0
6/16/2015,13:57:13,28.079,N,96.368,W,0
6/16/2015,13:59:13,28.081,N,96.371,W,0
6/16/2015,14:01:14,28.082,N,96.374,W,0
6/16/2015,14:03:14,28.084,N,96.377,W,0
6/16/2015,14:05:14,28.085,N,96.379,W,0
6/16/2015,14:07:14,28.086,N,96.382,W,0
6/16/2015,14:09:13,28.088,N,96.385,W,0
6/16/2015,14:11:13,28.089,N,96.388,W,0
6/16/2015,14:13:13,28.091,N,96.391,W,0
6/16/2015,14:15:13,28.092,N,96.393,W,0
6/16/2015,14:17:14,28.093,N,96.396,W,0
6/16/2015,14:19:14,28.095,N,96.399,W,0
6/16/2015,14:21:14,28.096,N,96.402,W,0
6/16/2015,14:22:18,28.097,N,96.404,W,0
6/16/2015,14:24:18,28.098,N,96.408,W,0
6/16/2015,14:26:18,28.099,N,96.411,W,0
6/16/2015,14:28:18,28.101,N,96.415,W,0
6/16/2015,14:30:19,28.102,N,96.419,W,0
6/16/2015,14:32:19,28.103,N,96.422,W,0
6/16/2015,14:34:19,28.104,N,96.426,W,0
6/16/2015,14:36:19,28.105,N,96.43,W,0
6/16/2015,14:38:18,28.107,N,96.434,W,0
6/16/2015,14:40:18,28.108,N,96.438,W,0
6/16/2015,14:42:18,28.109,N,96.442,W,0
6/16/2015,14:44:18,28.11,N,96.446,W,0
6/16/2015,14:46:19,28.111,N,96.45,W,0
6/16/2015,14:48:19,28.112,N,96.454,W,0
6/16/2015,14:50:19,28.113,N,96.459,W,0
6/16/2015,14:52:18,28.115,N,96.463,W,0
6/16/2015,14:54:18,28.116,N,96.467,W,0
6/16/2015,14:56:18,28.117,N,96.471,W,0
6/16/2015,14:58:18,28.118,N,96.476,W,0
6/16/2015,15:00:19,28.119,N,96.48,W,0
6/16/2015,15:02:19,28.12,N,96.484,W,0
6/16/2015,15:04:19,28.121,N,96.488,W,0
6/16/2015,15:06:19,28.122,N,96.493,W,0
6/16/2015,15:08:18,28.124,N,96.497,W,0
6/16/2015,15:10:18,28.125,N,96.501,W,0
6/16/2015,15:12:18,28.126,N,96.506,W,0
6/16/2015,15:14:18,28.127,N,96.51,W,0
6/16/2015,15:16:19,28.128,N,96.515,W,0
6/16/2015,15:18:19,28.129,N,96.519,W,0
6/16/2015,15:20:19,28.13,N,96.523,W,0
6/16/2015,15:22:18,28.131,N,96.528,W,0
6/16/2015,15:24:18,28.132,N,96.532,W,0
6/16/2015,15:26:18,28.133,N,96.536,W,0
6/16/2015,15:28:18,28.134,N,96.54,W,0
6/16/2015,15:30:19,28.135,N,96.545,W,0
6/16/2015,15:32:19,28.137,N,96.549,W,0
6/16/2015,15:34:19,28.138,N,96.553,W,0
6/16/2015,15:36:19,28.139,N,96.557,W,0
6/16/2015,15:38:18,28.14,N,96.562,W,0
6/16/2015,15:40:18,28.141,N,96.566,W,0
6/16/2015,15:42:18,28.142,N,96.57,W,0
6/16/2015,15:44:18,28.143,N,96.574,W,0
6/16/2015,15:46:19,28.144,N,96.578,W,0
6/16/2015,15:48:19,28.145,N,96.582,W,0
6/16/2015,15:48:36,28.145,N,96.583,W,0
6/16/2015,15:50:36,28.146,N,96.587,W,0
6/16/2015,15:52:36,28.147,N,96.591,W,0
6/16/2015,15:54:35,28.148,N,96.595,W,0
6/16/2015,15:56:35,28.149,N,96.6,W,0
6/16/2015,15:58:35,28.149,N,96.604,W,0
6/16/2015,16:00:35,28.15,N,96.608,W,0
6/16/2015,16:02:36,28.151,N,96.612,W,0
6/16/2015,16:04:36,28.152,N,96.616,W,0
6/16/2015,16:06:36,28.153,N,96.62,W,0
6/16/2015,16:08:36,28.154,N,96.624,W,0
6/16/2015,16:10:35,28.155,N,96.628,W,0
6/16/2015,16:12:35,28.156,N,96.632,W,0
6/16/2015,16:14:35,28.157,N,96.636,W,0
6/16/2015,16:16:36,28.158,N,96.64,W,0
6/16/2015,16:18:36,28.159,N,96.644,W,0
6/16/2015,16:20:36,28.16,N,96.648,W,0
6/16/2015,16:22:36,28.162,N,96.652,W,0
6/16/2015,16:24:35,28.163,N,96.656,W,0
6/16/2015,16:26:35,28.164,N,96.66,W,0
6/16/2015,16:28:35,28.165,N,96.664,W,0
6/16/2015,16:30:35,28.166,N,96.668,W,0
6/16/2015,16:32:36,28.167,N,96.671,W,0
6/16/2015,16:34:36,28.168,N,96.675,W,0
6/16/2015,16:36:36,28.17,N,96.679,W,0
6/16/2015,16:38:36,28.171,N,96.683,W,0
6/16/2015,16:40:35,28.172,N,96.687,W,0
6/16/2015,16:42:35,28.173,N,96.69,W,0
6/16/2015,16:44:35,28.175,N,96.694,W,0
6/16/2015,16:46:36,28.176,N,96.698,W,0
6/16/2015,16:48:36,28.177,N,96.702,W,0
6/16/2015,16:50:36,28.179,N,96.705,W,0
6/16/2015,16:52:36,28.18,N,96.709,W,0
6/16/2015,16:54:35,28.181,N,96.713,W,0
6/16/2015,16:56:35,28.183,N,96.716,W,0
6/16/2015,16:58:35,28.184,N,96.72,W,0
6/16/2015,17:00:35,28.186,N,96.724,W,0
6/16/2015,17:02:36,28.187,N,96.727,W,0
6/16/2015,17:04:36,28.188,N,96.731,W,0
6/16/2015,17:06:36,28.19,N,96.734,W,0
6/16/2015,17:08:36,28.192,N,96.738,W,0
6/16/2015,17:10:35,28.193,N,96.741,W,0
6/16/2015,17:12:35,28.195,N,96.745,W,0
6/16/2015,17:14:35,28.196,N,96.748,W,0
6/16/2015,17:16:36,28.198,N,96.752,W,0
6/16/2015,17:18:36,28.199,N,96.755,W,0
6/16/2015,17:20:36,28.201,N,96.759,W,0
6/16/2015,17:22:36,28.203,N,96.762,W,0
6/16/2015,17:24:35,28.205,N,96.765,W,0
6/16/2015,17:26:35,28.206,N,96.769,W,0
6/16/2015,17:28:35,28.208,N,96.772,W,0
6/16/2015,17:30:35,28.21,N,96.775,W,0
6/16/2015,17:32:36,28.212,N,96.778,W,0
6/16/2015,17:34:36,28.213,N,96.782,W,0
6/16/2015,17:36:36,28.215,N,96.785,W,0
6/16/2015,17:38:36,28.217,N,96.788,W,0
6/16/2015,17:40:35,28.219,N,96.791,W,0
6/16/2015,17:42:35,28.221,N,96.794,W,0
6/16/2015,17:44:35,28.223,N,96.797,W,0
6/16/2015,17:46:36,28.225,N,96.8,W,0
6/16/2015,17:48:36,28.227,N,96.804,W,0
6/16/2015,17:50:36,28.229,N,96.807,W,0
6/16/2015,17:52:36,28.231,N,96.81,W,0
6/16/2015,17:54:35,28.233,N,96.813,W,0
6/16/2015,17:56:35,28.235,N,96.815,W,0
6/16/2015,17:58:35,28.238,N,96.818,W,0
6/16/2015,18:00:35,28.24,N,96.821,W,0
6/16/2015,18:02:36,28.242,N,96.824,W,0
6/16/2015,18:04:36,28.244,N,96.827,W,0
6/16/2015,18:06:36,28.247,N,96.83,W,0
6/16/2015,18:08:36,28.249,N,96.833,W,0
6/16/2015,18:10:35,28.251,N,96.835,W,0
6/16/2015,18:12:35,28.254,N,96.838,W,0
6/16/2015,18:14:35,28.256,N,96.841,W,0
6/16/2015,18:16:36,28.258,N,96.843,W,0
6/16/2015,18:18:36,28.261,N,96.846,W,0
6/16/2015,18:20:36,28.263,N,96.849,W,0
6/16/2015,18:22:36,28.266,N,96.851,W,0
6/16/2015,18:24:35,28.269,N,96.854,W,0
6/16/2015,18:26:35,28.271,N,96.856,W,0
6/16/2015,18:28:35,28.274,N,96.859,W,0
6/16/2015,18:30:35,28.276,N,96.861,W,0
6/16/2015,18:32:36,28.279,N,96.864,W,0
6/16/2015,18:34:36,28.282,N,96.866,W,0
6/16/2015,18:36:36,28.285,N,96.868,W,0
6/16/2015,18:38:36,28.287,N,96.871,W,0
6/16/2015,18:40:35,28.29,N,96.873,W,0
6/16/2015,18:42:35,28.293,N,96.875,W,0
6/16/2015,18:44:35,28.296,N,96.878,W,0
6/16/2015,18:46:36,28.299,N,96.88,W,0
6/16/2015,18:48:36,28.302,N,96.882,W,0
6/16/2015,18:50:36,28.305,N,96.884,W,0
6/16/2015,18:52:36,28.308,N,96.886,W,0
6/16/2015,18:54:35,28.311,N,96.888,W,0
6/16/2015,18:56:35,28.314,N,96.89,W,0
6/16/2015,18:58:35,28.317,N,96.892,W,0
6/16/2015,19:00:35,28.32,N,96.894,W,0
6/16/2015,19:02:36,28.324,N,96.896,W,0
6/16/2015,19:04:36,28.327,N,96.898,W,0
6/16/2015,19:06:36,28.33,N,96.9,W,0
6/16/2015,19:08:36,28.334,N,96.902,W,0
6/16/2015,19:10:35,28.337,N,96.903,W,0
6/16/2015,19:12:35,28.34,N,96.905,W,0
6/16/2015,19:14:35,28.344,N,96.907,W,0
6/16/2015,19:16:36,28.347,N,96.908,W,0
6/16/2015,19:18:36,28.351,N,96.91,W,0
6/16/2015,19:20:36,28.354,N,96.912,W,0
6/16/2015,19:22:36,28.358,N,96.913,W,0
6/16/2015,19:24:35,28.362,N,96.915,W,0
6/16/2015,19:26:35,28.365,N,96.916,W,0
6/16/2015,19:28:35,28.369,N,96.918,W,0
6/16/2015,19:30:35,28.373,N,96.919,W,0
6/16/2015,19:32:36,28.377,N,96.92,W,0
6/16/2015,19:34:36,28.381,N,96.922,W,0
6/16/2015,19:36:36,28.384,N,96.923,W,0
6/16/2015,19:38:36,28.388,N,96.924,W,0
6/16/2015,19:40:35,28.392,N,96.926,W,0
6/16/2015,19:42:35,28.396,N,96.927,W,0
6/16/2015,19:44:35,28.4,N,96.928,W,0
6/16/2015,19:46:36,28.404,N,96.929,W,0
6/16/2015,19:48:36,28.408,N,96.93,W,0
6/16/2015,19:50:36,28.412,N,96.931,W,0
6/16/2015,19:52:36,28.417,N,96.932,W,0
6/16/2015,19:54:35,28.421,N,96.933,W,0
6/16/2015,19:56:35,28.425,N,96.934,W,0
6/16/2015,19:58:35,28.429,N,96.935,W,0
6/16/2015,20:00:35,28.433,N,96.936,W,0
6/16/2015,20:02:36,28.438,N,96.937,W,0
6/16/2015,20:04:36,28.442,N,96.938,W,0
6/16/2015,20:06:36,28.446,N,96.939,W,0
6/16/2015,20:08:36,28.451,N,96.94,W,0
6/16/2015,20:10:35,28.455,N,96.94,W,0
6/16/2015,20:12:35,28.46,N,96.941,W,0
6/16/2015,20:14:35,28.464,N,96.942,W,0
6/16/2015,20:16:36,28.469,N,96.943,W,0
6/16/2015,20:18:36,28.473,N,96.943,W,0
6/16/2015,20:20:36,28.478,N,96.944,W,0
6/16/2015,20:22:36,28.482,N,96.944,W,0
6/16/2015,20:24:35,28.487,N,96.945,W,0
6/16/2015,20:26:35,28.492,N,96.946,W,0
6/16/2015,20:28:35,28.496,N,96.946,W,0
6/16/2015,20:30:35,28.501,N,96.947,W,0
6/16/2015,20:32:36,28.506,N,96.947,W,0
6/16/2015,20:34:36,28.511,N,96.948,W,0
6/16/2015,20:36:36,28.516,N,96.948,W,0
6/16/2015,20:38:36,28.52,N,96.948,W,0
6/16/2015,20:40:35,28.525,N,96.949,W,0
6/16/2015,20:42:35,28.53,N,96.949,W,0
6/16/2015,20:44:35,28.535,N,96.949,W,0
6/16/2015,20:46:36,28.54,N,96.95,W,0
6/16/2015,20:48:36,28.545,N,96.95,W,0
6/16/2015,20:50:36,28.55,N,96.95,W,0
6/16/2015,20:52:36,28.555,N,96.95,W,0
6/16/2015,20:54:35,28.56,N,96.951,W,0
6/16/2015,20:56:35,28.565,N,96.951,W,0
6/16/2015,20:58:35,28.57,N,96.951,W,0
6/16/2015,21:00:35,28.575,N,96.951,W,0
6/16/2015,21:02:36,28.58,N,96.951,W,0
6/16/2015,21:04:36,28.586,N,96.951,W,0
6/16/2015,21:06:36,28.591,N,96.951,W,0
6/16/2015,21:08:36,28.596,N,96.951,W,0
6/16/2015,21:10:35,28.601,N,96.951,W,0
6/16/2015,21:12:35,28.606,N,96.951,W,0
6/16/2015,21:14:35,28.612,N,96.951,W,0
6/16/2015,21:16:36,28.617,N,96.951,W,0
6/16/2015,21:18:36,28.622,N,96.951,W,0
6/16/2015,21:20:36,28.628,N,96.951,W,0
6/16/2015,21:22:36,28.633,N,96.951,W,0
6/16/2015,21:24:35,28.638,N,96.951,W,0
6/16/2015,21:26:35,28.644,N,96.951,W,0
6/16/2015,21:28:35,28.649,N,96.951,W,0
6/16/2015,21:30:35,28.655,N,96.95,W,0
6/16/2015,21:32:36,28.66,N,96.95,W,0
6/16/2015,21:34:36,28.666,N,96.95,W,0
6/16/2015,21:36:36,28.671,N,96.95,W,0
6/16/2015,21:38:36,28.677,N,96.949,W,0
6/16/2015,21:40:35,28.682,N,96.949,W,0
6/16/2015,21:42:35,28.688,N,96.949,W,0
6/16/2015,21:44:35,28.693,N,96.948,W,0
6/16/2015,21:46:36,28.699,N,96.948,W,0
6/16/2015,21:48:36,28.705,N,96.948,W,0
6/16/2015,21:50:36,28.71,N,96.947,W,0
6/16/2015,21:52:36,28.716,N,96.947,W,0
6/16/2015,21:54:35,28.722,N,96.947,W,0
6/16/2015,21:56:35,28.727,N,96.946,W,0
6/16/2015,21:58:35,28.733,N,96.946,W,0
6/16/2015,22:00:35,28.739,N,96.945,W,0
6/16/2015,22:02:36,28.745,N,96.945,W,0
6/16/2015,22:04:36,28.75,N,96.944,W,0
6/16/2015,22:06:36,28.756,N,96.944,W,0
6/16/2015,22:08:36,28.762,N,96.943,W,0
6/16/2015,22:10:35,28.768,N,96.943,W,0
6/16/2015,22:12:35,28.773,N,96.942,W,0
6/16/2015,22:14:35,28.779,N,96.942,W,0
6/16/2015,22:16:36,28.785,N,96.941,W,0
6/16/2015,22:18:36,28.791,N,96.941,W,0
6/16/2015,22:20:36,28.797,N,96.94,W,0
6/16/2015,22:22:36,28.803,N,96.939,W,0
6/16/2015,22:24:35,28.809,N,96.939,W,0
6/16/2015,22:26:35,28.815,N,96.938,W,0
6/16/2015,22:28:35,28.82,N,96.938,W,0
6/16/2015,22:30:35,28.826,N,96.937,W,0
6/16/2015,22:32:36,28.832,N,96.936,W,0
6/16/2015,22:34:36,28.838,N,96.936,W,0
6/16/2015,22:36:36,28.844,N,96.935,W,0
6/16/2015,22:38:36,28.85,N,96.934,W,0
6/16/2015,22:40:35,28.856,N,96.933,W,0
6/16/2015,22:42:35,28.862,N,96.933,W,0
6/16/2015,22:44:35,28.868,N,96.932,W,0
6/16/2015,22:46:36,28.874,N,96.931,W,0
6/16/2015,22:48:36,28.88,N,96.931,W,0
6/16/2015,22:50:36,28.886,N,96.93,W,0
6/16/2015,22:52:36,28.892,N,96.929,W,0
6/16/2015,22:54:35,28.899,N,96.928,W,0
6/16/2015,22:56:35,28.905,N,96.927,W,0
6/16/2015,22:58:35,28.911,N,96.927,W,0
6/16/2015,23:00:35,28.917,N,96.926,W,0
6/16/2015,23:02:36,28.923,N,96.925,W,0
6/16/2015,23:04:36,28.929,N,96.924,W,0
6/16/2015,23:06:36,28.935,N,96.924,W,0
6/16/2015,23:08:36,28.941,N,96.923,W,0
6/16/2015,23:10:35,28.947,N,96.922,W,0
6/16/2015,23:12:35,28.953,N,96.921,W,0
6/16/2015,23:14:35,28.96,N,96.92,W,0
6/16/2015,23:16:36,28.966,N,96.919,W,0
6/16/2015,23:18:36,28.972,N,96.918,W,0
6/16/2015,23:20:36,28.978,N,96.918,W,0
6/16/2015,23:22:36,28.984,N,96.917,W,0
6/16/2015,23:24:35,28.99,N,96.916,W,0
6/16/2015,23:26:35,28.996,N,96.915,W,0
6/16/2015,23:28:35,29.003,N,96.914,W,0
6/16/2015,23:30:35,29.009,N,96.913,W,0
6/16/2015,23:32:36,29.015,N,96.912,W,0
6/16/2015,23:34:36,29.021,N,96.911,W,0
6/16/2015,23:36:36,29.027,N,96.911,W,0
6/16/2015,23:38:36,29.034,N,96.91,W,0
6/16/2015,23:40:35,29.04,N,96.909,W,0
6/16/2015,23:42:35,29.046,N,96.908,W,0
6/16/2015,23:44:35,29.052,N,96.907,W,0
6/16/2015,23:46:36,29.058,N,96.906,W,0
6/16/2015,23:48:36,29.065,N,96.905,W,0
6/16/2015,23:50:36,29.071,N,96.904,W,0
6/16/2015,23:52:36,29.077,N,96.903,W,0
6/16/2015,23:54:35,29.083,N,96.902,W,0
6/16/2015,23:56:35,29.089,N,96.902,W,0
6/16/2015,23:58:35,29.096,N,96.901,W,0
