Track,for,Fabian,2003,,
9/1/2003,18:28:55,18.976,N,57.418,W
9/1/2003,18:30:55,18.976,N,57.423,W
9/1/2003,18:32:54,18.977,N,57.428,W
9/1/2003,18:34:54,18.977,N,57.433,W
9/1/2003,18:36:55,18.978,N,57.438,W
9/1/2003,18:38:54,18.979,N,57.443,W
9/1/2003,18:40:54,18.979,N,57.448,W
9/1/2003,18:42:55,18.98,N,57.453,W
9/1/2003,18:44:55,18.98,N,57.458,W
9/1/2003,18:46:54,18.981,N,57.463,W
9/1/2003,18:48:54,18.982,N,57.468,W
9/1/2003,18:50:55,18.982,N,57.473,W
9/1/2003,18:52:55,18.983,N,57.478,W
9/1/2003,18:54:54,18.983,N,57.483,W
9/1/2003,18:56:54,18.984,N,57.488,W
9/1/2003,18:58:55,18.984,N,57.493,W
9/1/2003,19:00:55,18.985,N,57.498,W
9/1/2003,19:02:54,18.986,N,57.503,W
9/1/2003,19:04:54,18.986,N,57.508,W
9/1/2003,19:06:55,18.987,N,57.513,W
9/1/2003,19:07:30,18.987,N,57.514,W
9/1/2003,19:09:29,18.989,N,57.519,W
9/1/2003,19:11:30,18.992,N,57.523,W
9/1/2003,19:13:30,18.995,N,57.528,W
9/1/2003,19:15:29,18.997,N,57.533,W
9/1/2003,19:17:29,19,N,57.537,W
9/1/2003,19:19:30,19.003,N,57.542,W
9/1/2003,19:20:44,19.005,N,57.545,W
9/1/2003,19:22:45,19.008,N,57.55,W
9/1/2003,19:24:45,19.01,N,57.554,W
9/1/2003,19:26:44,19.013,N,57.559,W
9/1/2003,19:28:44,19.016,N,57.564,W
9/1/2003,19:30:45,19.019,N,57.568,W
9/1/2003,19:32:45,19.021,N,57.573,W
9/1/2003,19:34:44,19.024,N,57.578,W
9/1/2003,19:36:44,19.027,N,57.582,W
9/1/2003,19:38:45,19.029,N,57.587,W
9/1/2003,19:40:45,19.032,N,57.592,W
9/1/2003,19:42:44,19.035,N,57.596,W
9/1/2003,19:44:44,19.037,N,57.601,W
9/1/2003,19:46:45,19.04,N,57.606,W
9/1/2003,19:48:45,19.043,N,57.61,W
9/1/2003,19:50:44,19.046,N,57.615,W
9/1/2003,19:52:45,19.048,N,57.62,W
9/1/2003,19:54:45,19.051,N,57.624,W
9/1/2003,19:56:44,19.054,N,57.629,W
9/1/2003,19:58:44,19.056,N,57.634,W
9/1/2003,20:00:45,19.059,N,57.639,W
9/1/2003,20:02:45,19.062,N,57.643,W
9/1/2003,20:04:44,19.064,N,57.648,W
9/1/2003,20:06:44,19.067,N,57.653,W
9/1/2003,20:08:45,19.069,N,57.657,W
9/1/2003,20:10:45,19.072,N,57.662,W
9/1/2003,20:12:44,19.075,N,57.667,W
9/1/2003,20:14:44,19.077,N,57.671,W
9/1/2003,20:16:45,19.08,N,57.676,W
9/1/2003,20:18:45,19.083,N,57.681,W
9/1/2003,20:20:44,19.085,N,57.685,W
9/1/2003,20:22:45,19.088,N,57.69,W
9/1/2003,20:24:45,19.09,N,57.695,W
9/1/2003,20:26:44,19.093,N,57.7,W
9/1/2003,20:28:44,19.096,N,57.704,W
9/1/2003,20:30:45,19.098,N,57.709,W
9/1/2003,20:32:45,19.101,N,57.714,W
9/1/2003,20:34:44,19.103,N,57.718,W
9/1/2003,20:36:44,19.106,N,57.723,W
9/1/2003,20:38:45,19.108,N,57.728,W
9/1/2003,20:40:45,19.111,N,57.733,W
9/1/2003,20:42:44,19.113,N,57.737,W
9/1/2003,20:44:44,19.116,N,57.742,W
9/1/2003,20:46:45,19.118,N,57.747,W
9/1/2003,20:48:45,19.121,N,57.751,W
9/1/2003,20:50:44,19.123,N,57.756,W
9/1/2003,20:52:45,19.126,N,57.761,W
9/1/2003,20:54:45,19.128,N,57.766,W
9/1/2003,20:56:44,19.131,N,57.77,W
9/1/2003,20:58:44,19.133,N,57.775,W
9/1/2003,21:00:45,19.136,N,57.78,W
9/1/2003,21:02:45,19.138,N,57.785,W
9/1/2003,21:04:44,19.141,N,57.789,W
9/1/2003,21:06:44,19.143,N,57.794,W
9/1/2003,21:08:45,19.146,N,57.799,W
9/1/2003,21:10:45,19.148,N,57.804,W
9/1/2003,21:12:44,19.15,N,57.808,W
9/1/2003,21:14:44,19.153,N,57.813,W
9/1/2003,21:16:45,19.155,N,57.818,W
9/1/2003,21:18:45,19.157,N,57.823,W
9/1/2003,21:20:44,19.16,N,57.827,W
9/1/2003,21:22:45,19.162,N,57.832,W
9/1/2003,21:24:45,19.164,N,57.837,W
9/1/2003,21:26:44,19.167,N,57.842,W
9/1/2003,21:28:44,19.169,N,57.847,W
9/1/2003,21:30:45,19.171,N,57.851,W
9/1/2003,21:32:45,19.174,N,57.856,W
9/1/2003,21:34:44,19.176,N,57.861,W
9/1/2003,21:36:44,19.178,N,57.866,W
9/1/2003,21:38:45,19.18,N,57.87,W
9/1/2003,21:40:45,19.183,N,57.875,W
9/1/2003,21:42:44,19.185,N,57.88,W
9/1/2003,21:44:44,19.187,N,57.885,W
9/1/2003,21:46:45,19.189,N,57.89,W
9/1/2003,21:48:45,19.191,N,57.895,W
9/1/2003,21:50:44,19.194,N,57.899,W
9/1/2003,21:52:45,19.196,N,57.904,W
9/1/2003,21:54:45,19.198,N,57.909,W
9/1/2003,21:56:44,19.2,N,57.914,W
9/1/2003,21:58:44,19.202,N,57.919,W
9/1/2003,22:00:45,19.204,N,57.924,W
9/1/2003,22:02:45,19.206,N,57.928,W
9/1/2003,22:04:44,19.208,N,57.933,W
9/1/2003,22:06:44,19.21,N,57.938,W
9/1/2003,22:08:45,19.212,N,57.943,W
9/1/2003,22:10:45,19.214,N,57.948,W
9/1/2003,22:12:44,19.216,N,57.953,W
9/1/2003,22:14:44,19.218,N,57.957,W
9/1/2003,22:16:45,19.22,N,57.962,W
9/1/2003,22:18:45,19.222,N,57.967,W
9/1/2003,22:20:44,19.224,N,57.972,W
9/1/2003,22:22:45,19.226,N,57.977,W
9/1/2003,22:24:45,19.228,N,57.982,W
9/1/2003,22:26:44,19.23,N,57.987,W
9/1/2003,22:28:44,19.232,N,57.992,W
9/1/2003,22:30:45,19.234,N,57.997,W
9/1/2003,22:32:45,19.235,N,58.001,W
9/1/2003,22:34:44,19.237,N,58.006,W
9/1/2003,22:36:44,19.239,N,58.011,W
9/1/2003,22:38:45,19.241,N,58.016,W
9/1/2003,22:40:45,19.243,N,58.021,W
9/1/2003,22:42:44,19.244,N,58.026,W
9/1/2003,22:44:44,19.246,N,58.031,W
9/1/2003,22:46:45,19.248,N,58.036,W
9/1/2003,22:48:45,19.249,N,58.041,W
9/1/2003,22:50:44,19.251,N,58.046,W
9/1/2003,22:52:45,19.253,N,58.051,W
9/1/2003,22:54:45,19.254,N,58.056,W
9/1/2003,22:56:44,19.256,N,58.061,W
9/1/2003,22:58:44,19.258,N,58.066,W
9/1/2003,23:00:45,19.259,N,58.071,W
9/1/2003,23:02:45,19.261,N,58.076,W
9/1/2003,23:04:44,19.262,N,58.081,W
9/1/2003,23:06:44,19.264,N,58.086,W
9/1/2003,23:08:45,19.265,N,58.091,W
9/1/2003,23:10:45,19.267,N,58.096,W
9/1/2003,23:12:44,19.268,N,58.101,W
9/1/2003,23:14:44,19.27,N,58.106,W
9/1/2003,23:16:45,19.271,N,58.111,W
9/1/2003,23:18:45,19.272,N,58.116,W
9/1/2003,23:20:44,19.274,N,58.121,W
9/1/2003,23:22:45,19.275,N,58.126,W
9/1/2003,23:24:45,19.276,N,58.131,W
9/1/2003,23:26:44,19.278,N,58.136,W
9/1/2003,23:28:44,19.279,N,58.141,W
9/1/2003,23:30:45,19.28,N,58.146,W
9/1/2003,23:32:45,19.282,N,58.151,W
9/1/2003,23:34:44,19.283,N,58.156,W
9/1/2003,23:36:44,19.284,N,58.161,W
9/1/2003,23:38:45,19.285,N,58.166,W
9/1/2003,23:40:45,19.286,N,58.171,W
9/1/2003,23:42:44,19.288,N,58.176,W
9/1/2003,23:44:44,19.289,N,58.181,W
9/1/2003,23:46:45,19.29,N,58.187,W
9/1/2003,23:48:45,19.291,N,58.192,W
9/1/2003,23:50:44,19.292,N,58.197,W
9/1/2003,23:52:45,19.293,N,58.202,W
9/1/2003,23:54:45,19.294,N,58.207,W
9/1/2003,23:56:44,19.296,N,58.212,W
9/1/2003,23:58:44,19.297,N,58.217,W
9/2/2003,0:00:45,19.298,N,58.222,W
9/2/2003,0:02:45,19.299,N,58.227,W
9/2/2003,0:04:44,19.3,N,58.233,W
9/2/2003,0:06:44,19.301,N,58.238,W
9/2/2003,0:08:45,19.302,N,58.243,W
9/2/2003,0:10:45,19.303,N,58.248,W
9/2/2003,0:12:44,19.304,N,58.253,W
9/2/2003,0:14:44,19.305,N,58.258,W
9/2/2003,0:16:45,19.306,N,58.263,W
9/2/2003,0:18:45,19.307,N,58.269,W
9/2/2003,0:20:44,19.308,N,58.274,W
9/2/2003,0:22:45,19.309,N,58.279,W
9/2/2003,0:24:45,19.31,N,58.284,W
9/2/2003,0:26:44,19.311,N,58.289,W
9/2/2003,0:28:44,19.312,N,58.294,W
9/2/2003,0:30:45,19.312,N,58.299,W
9/2/2003,0:32:45,19.313,N,58.305,W
9/2/2003,0:34:44,19.314,N,58.31,W
9/2/2003,0:36:44,19.315,N,58.315,W
9/2/2003,0:38:45,19.316,N,58.32,W
9/2/2003,0:40:45,19.317,N,58.325,W
9/2/2003,0:42:44,19.318,N,58.331,W
9/2/2003,0:44:44,19.319,N,58.336,W
9/2/2003,0:46:45,19.32,N,58.341,W
9/2/2003,0:48:45,19.321,N,58.346,W
9/2/2003,0:50:44,19.321,N,58.351,W
9/2/2003,0:52:45,19.322,N,58.357,W
9/2/2003,0:54:45,19.323,N,58.362,W
9/2/2003,0:56:44,19.324,N,58.367,W
9/2/2003,0:58:44,19.325,N,58.372,W
9/2/2003,1:00:45,19.326,N,58.377,W
9/2/2003,1:02:45,19.327,N,58.383,W
9/2/2003,1:04:44,19.328,N,58.388,W
9/2/2003,1:06:44,19.328,N,58.393,W
9/2/2003,1:08:45,19.329,N,58.398,W
9/2/2003,1:10:45,19.33,N,58.403,W
9/2/2003,1:12:44,19.331,N,58.409,W
9/2/2003,1:14:44,19.332,N,58.414,W
9/2/2003,1:16:45,19.333,N,58.419,W
9/2/2003,1:18:45,19.334,N,58.424,W
9/2/2003,1:20:44,19.334,N,58.429,W
9/2/2003,1:22:45,19.335,N,58.435,W
9/2/2003,1:24:45,19.336,N,58.44,W
9/2/2003,1:26:44,19.337,N,58.445,W
9/2/2003,1:28:44,19.338,N,58.45,W
9/2/2003,1:30:45,19.339,N,58.456,W
9/2/2003,1:32:45,19.34,N,58.461,W
9/2/2003,1:34:44,19.341,N,58.466,W
9/2/2003,1:36:44,19.342,N,58.471,W
9/2/2003,1:38:45,19.343,N,58.476,W
9/2/2003,1:40:45,19.343,N,58.482,W
9/2/2003,1:42:44,19.344,N,58.487,W
9/2/2003,1:44:44,19.345,N,58.492,W
9/2/2003,1:46:45,19.346,N,58.497,W
9/2/2003,1:48:45,19.347,N,58.503,W
9/2/2003,1:50:44,19.348,N,58.508,W
9/2/2003,1:52:45,19.349,N,58.513,W
9/2/2003,1:54:45,19.35,N,58.518,W
9/2/2003,1:56:44,19.351,N,58.524,W
9/2/2003,1:58:44,19.352,N,58.529,W
9/2/2003,2:00:45,19.353,N,58.534,W
9/2/2003,2:02:45,19.354,N,58.539,W
9/2/2003,2:04:44,19.355,N,58.544,W
9/2/2003,2:06:44,19.356,N,58.55,W
9/2/2003,2:08:45,19.357,N,58.555,W
9/2/2003,2:10:45,19.358,N,58.56,W
9/2/2003,2:12:44,19.359,N,58.565,W
9/2/2003,2:14:44,19.36,N,58.571,W
9/2/2003,2:16:45,19.361,N,58.576,W
9/2/2003,2:18:45,19.362,N,58.581,W
9/2/2003,2:20:44,19.364,N,58.586,W
9/2/2003,2:22:45,19.365,N,58.592,W
9/2/2003,2:24:45,19.366,N,58.597,W
9/2/2003,2:26:44,19.367,N,58.602,W
9/2/2003,2:28:44,19.368,N,58.607,W
9/2/2003,2:30:45,19.369,N,58.612,W
9/2/2003,2:32:45,19.37,N,58.618,W
9/2/2003,2:34:44,19.372,N,58.623,W
9/2/2003,2:36:44,19.373,N,58.628,W
9/2/2003,2:38:45,19.374,N,58.633,W
9/2/2003,2:40:45,19.375,N,58.639,W
9/2/2003,2:42:44,19.377,N,58.644,W
9/2/2003,2:44:44,19.378,N,58.649,W
9/2/2003,2:46:45,19.379,N,58.654,W
9/2/2003,2:48:45,19.381,N,58.659,W
9/2/2003,2:50:44,19.382,N,58.665,W
9/2/2003,2:52:45,19.383,N,58.67,W
9/2/2003,2:54:45,19.385,N,58.675,W
9/2/2003,2:56:44,19.386,N,58.68,W
9/2/2003,2:58:44,19.388,N,58.685,W
9/2/2003,3:00:45,19.389,N,58.691,W
9/2/2003,3:02:45,19.39,N,58.696,W
9/2/2003,3:04:44,19.392,N,58.701,W
9/2/2003,3:06:44,19.393,N,58.706,W
9/2/2003,3:08:45,19.395,N,58.711,W
9/2/2003,3:10:45,19.396,N,58.717,W
9/2/2003,3:12:44,19.398,N,58.722,W
9/2/2003,3:14:44,19.4,N,58.727,W
9/2/2003,3:16:45,19.401,N,58.732,W
9/2/2003,3:18:45,19.403,N,58.737,W
9/2/2003,3:20:44,19.405,N,58.742,W
9/2/2003,3:22:45,19.406,N,58.748,W
9/2/2003,3:24:45,19.408,N,58.753,W
9/2/2003,3:26:44,19.41,N,58.758,W
9/2/2003,3:28:44,19.411,N,58.763,W
9/2/2003,3:30:45,19.413,N,58.768,W
9/2/2003,3:32:45,19.415,N,58.773,W
9/2/2003,3:34:44,19.417,N,58.779,W
9/2/2003,3:36:44,19.419,N,58.784,W
9/2/2003,3:38:45,19.42,N,58.789,W
9/2/2003,3:40:45,19.422,N,58.794,W
9/2/2003,3:42:44,19.424,N,58.799,W
9/2/2003,3:44:44,19.426,N,58.804,W
9/2/2003,3:46:45,19.428,N,58.809,W
9/2/2003,3:48:45,19.43,N,58.815,W
9/2/2003,3:50:44,19.432,N,58.82,W
9/2/2003,3:52:45,19.434,N,58.825,W
9/2/2003,3:54:45,19.436,N,58.83,W
9/2/2003,3:56:44,19.438,N,58.835,W
9/2/2003,3:58:44,19.44,N,58.84,W
9/2/2003,4:00:45,19.442,N,58.845,W
9/2/2003,4:02:45,19.444,N,58.851,W
9/2/2003,4:04:44,19.446,N,58.856,W
9/2/2003,4:06:44,19.448,N,58.861,W
9/2/2003,4:08:45,19.45,N,58.866,W
9/2/2003,4:10:45,19.453,N,58.871,W
9/2/2003,4:12:44,19.455,N,58.876,W
9/2/2003,4:14:44,19.457,N,58.881,W
9/2/2003,4:16:45,19.459,N,58.886,W
9/2/2003,4:18:45,19.461,N,58.892,W
9/2/2003,4:20:44,19.464,N,58.897,W
9/2/2003,4:22:45,19.466,N,58.902,W
9/2/2003,4:24:45,19.468,N,58.907,W
9/2/2003,4:26:44,19.47,N,58.912,W
9/2/2003,4:28:44,19.473,N,58.917,W
9/2/2003,4:30:45,19.475,N,58.922,W
9/2/2003,4:32:45,19.477,N,58.927,W
9/2/2003,4:34:44,19.48,N,58.932,W
9/2/2003,4:36:44,19.482,N,58.937,W
9/2/2003,4:38:45,19.484,N,58.943,W
9/2/2003,4:40:45,19.487,N,58.948,W
9/2/2003,4:42:44,19.489,N,58.953,W
9/2/2003,4:44:44,19.492,N,58.958,W
9/2/2003,4:46:45,19.494,N,58.963,W
9/2/2003,4:48:45,19.496,N,58.968,W
9/2/2003,4:50:44,19.499,N,58.973,W
9/2/2003,4:52:45,19.501,N,58.978,W
9/2/2003,4:54:45,19.504,N,58.983,W
9/2/2003,4:56:44,19.506,N,58.988,W
9/2/2003,4:58:44,19.509,N,58.993,W
9/2/2003,5:00:45,19.511,N,58.998,W
9/2/2003,5:02:45,19.514,N,59.004,W
9/2/2003,5:04:44,19.516,N,59.009,W
9/2/2003,5:06:44,19.519,N,59.014,W
9/2/2003,5:08:45,19.522,N,59.019,W
9/2/2003,5:10:45,19.524,N,59.024,W
9/2/2003,5:12:44,19.527,N,59.029,W
9/2/2003,5:14:44,19.529,N,59.034,W
9/2/2003,5:16:45,19.532,N,59.039,W
9/2/2003,5:18:45,19.535,N,59.044,W
9/2/2003,5:20:44,19.537,N,59.049,W
9/2/2003,5:22:45,19.54,N,59.054,W
9/2/2003,5:24:45,19.543,N,59.059,W
9/2/2003,5:26:44,19.545,N,59.064,W
9/2/2003,5:28:44,19.548,N,59.069,W
9/2/2003,5:30:45,19.551,N,59.074,W
9/2/2003,5:32:32,19.553,N,59.079,W
9/2/2003,5:34:32,19.556,N,59.084,W
9/2/2003,5:36:31,19.559,N,59.089,W
9/2/2003,5:38:31,19.561,N,59.094,W
9/2/2003,5:40:32,19.564,N,59.099,W
9/2/2003,5:42:32,19.567,N,59.104,W
9/2/2003,5:44:31,19.57,N,59.109,W
9/2/2003,5:46:31,19.573,N,59.114,W
9/2/2003,5:48:32,19.576,N,59.119,W
9/2/2003,5:50:31,19.578,N,59.125,W
9/2/2003,5:52:31,19.581,N,59.13,W
9/2/2003,5:54:32,19.584,N,59.135,W
9/2/2003,5:56:32,19.587,N,59.14,W
9/2/2003,5:58:31,19.59,N,59.145,W
9/2/2003,6:00:31,19.593,N,59.15,W
9/2/2003,6:02:32,19.595,N,59.155,W
9/2/2003,6:04:32,19.598,N,59.16,W
9/2/2003,6:06:31,19.601,N,59.165,W
9/2/2003,6:08:31,19.604,N,59.17,W
9/2/2003,6:10:32,19.607,N,59.175,W
9/2/2003,6:12:32,19.61,N,59.18,W
9/2/2003,6:14:31,19.613,N,59.185,W
9/2/2003,6:16:31,19.615,N,59.19,W
9/2/2003,6:18:32,19.618,N,59.195,W
9/2/2003,6:20:31,19.621,N,59.2,W
9/2/2003,6:22:31,19.624,N,59.205,W
9/2/2003,6:24:32,19.627,N,59.21,W
9/2/2003,6:26:32,19.63,N,59.215,W
9/2/2003,6:28:31,19.633,N,59.22,W
9/2/2003,6:30:31,19.636,N,59.226,W
9/2/2003,6:32:32,19.638,N,59.231,W
9/2/2003,6:34:32,19.641,N,59.236,W
9/2/2003,6:36:31,19.644,N,59.241,W
9/2/2003,6:38:31,19.647,N,59.246,W
9/2/2003,6:40:32,19.65,N,59.251,W
9/2/2003,6:42:32,19.653,N,59.256,W
9/2/2003,6:44:31,19.656,N,59.261,W
9/2/2003,6:46:31,19.659,N,59.266,W
9/2/2003,6:48:32,19.662,N,59.271,W
9/2/2003,6:50:31,19.664,N,59.276,W
9/2/2003,6:52:31,19.667,N,59.281,W
9/2/2003,6:54:32,19.67,N,59.286,W
9/2/2003,6:56:32,19.673,N,59.291,W
9/2/2003,6:58:31,19.676,N,59.296,W
9/2/2003,7:00:31,19.679,N,59.301,W
9/2/2003,7:02:32,19.682,N,59.306,W
9/2/2003,7:04:32,19.685,N,59.311,W
9/2/2003,7:06:31,19.688,N,59.316,W
9/2/2003,7:08:31,19.691,N,59.321,W
9/2/2003,7:10:32,19.693,N,59.326,W
9/2/2003,7:12:32,19.696,N,59.331,W
9/2/2003,7:14:31,19.699,N,59.336,W
9/2/2003,7:15:42,19.701,N,59.339,W
9/2/2003,7:17:43,19.704,N,59.344,W
9/2/2003,7:19:43,19.706,N,59.349,W
9/2/2003,7:21:42,19.709,N,59.354,W
9/2/2003,7:23:42,19.712,N,59.359,W
9/2/2003,7:25:43,19.715,N,59.364,W
9/2/2003,7:27:43,19.717,N,59.37,W
9/2/2003,7:29:42,19.72,N,59.375,W
9/2/2003,7:31:42,19.723,N,59.38,W
9/2/2003,7:33:43,19.725,N,59.385,W
9/2/2003,7:35:43,19.728,N,59.39,W
9/2/2003,7:37:42,19.73,N,59.395,W
9/2/2003,7:39:43,19.733,N,59.4,W
9/2/2003,7:41:43,19.736,N,59.405,W
9/2/2003,7:43:42,19.738,N,59.411,W
9/2/2003,7:45:42,19.741,N,59.416,W
9/2/2003,7:47:43,19.744,N,59.421,W
9/2/2003,7:49:43,19.746,N,59.426,W
9/2/2003,7:51:42,19.749,N,59.431,W
9/2/2003,7:53:42,19.751,N,59.436,W
9/2/2003,7:55:43,19.754,N,59.441,W
9/2/2003,7:57:43,19.756,N,59.447,W
9/2/2003,7:59:42,19.759,N,59.452,W
9/2/2003,8:01:42,19.761,N,59.457,W
9/2/2003,8:03:42,19.764,N,59.462,W
9/2/2003,8:05:42,19.766,N,59.467,W
9/2/2003,8:07:43,19.769,N,59.472,W
9/2/2003,8:09:43,19.771,N,59.478,W
9/2/2003,8:11:43,19.774,N,59.483,W
9/2/2003,8:13:42,19.776,N,59.488,W
9/2/2003,8:15:42,19.779,N,59.493,W
9/2/2003,8:17:42,19.781,N,59.498,W
9/2/2003,8:19:42,19.783,N,59.504,W
9/2/2003,8:21:43,19.786,N,59.509,W
9/2/2003,8:23:43,19.788,N,59.514,W
9/2/2003,8:25:43,19.79,N,59.519,W
9/2/2003,8:27:43,19.793,N,59.524,W
9/2/2003,8:29:42,19.795,N,59.53,W
9/2/2003,8:31:42,19.797,N,59.535,W
9/2/2003,8:33:42,19.8,N,59.54,W
9/2/2003,8:35:42,19.802,N,59.545,W
9/2/2003,8:37:43,19.804,N,59.551,W
9/2/2003,8:39:43,19.806,N,59.556,W
9/2/2003,8:41:43,19.809,N,59.561,W
9/2/2003,8:43:42,19.811,N,59.566,W
9/2/2003,8:45:42,19.813,N,59.572,W
9/2/2003,8:47:42,19.815,N,59.577,W
9/2/2003,8:49:42,19.818,N,59.582,W
9/2/2003,8:51:43,19.82,N,59.588,W
9/2/2003,8:53:43,19.822,N,59.593,W
9/2/2003,8:55:43,19.824,N,59.598,W
9/2/2003,8:57:43,19.826,N,59.603,W
9/2/2003,8:59:42,19.828,N,59.609,W
9/2/2003,9:01:42,19.83,N,59.614,W
9/2/2003,9:03:42,19.832,N,59.619,W
9/2/2003,9:05:42,19.834,N,59.625,W
9/2/2003,9:07:43,19.836,N,59.63,W
9/2/2003,9:09:43,19.838,N,59.635,W
9/2/2003,9:11:43,19.84,N,59.641,W
9/2/2003,9:13:42,19.842,N,59.646,W
9/2/2003,9:15:42,19.844,N,59.651,W
9/2/2003,9:17:42,19.846,N,59.657,W
9/2/2003,9:19:42,19.848,N,59.662,W
9/2/2003,9:21:43,19.85,N,59.668,W
9/2/2003,9:23:43,19.852,N,59.673,W
9/2/2003,9:25:43,19.854,N,59.678,W
9/2/2003,9:27:43,19.856,N,59.684,W
9/2/2003,9:29:42,19.858,N,59.689,W
9/2/2003,9:31:42,19.86,N,59.694,W
9/2/2003,9:33:42,19.861,N,59.7,W
9/2/2003,9:35:42,19.863,N,59.705,W
9/2/2003,9:37:43,19.865,N,59.711,W
9/2/2003,9:39:43,19.867,N,59.716,W
9/2/2003,9:41:43,19.868,N,59.722,W
9/2/2003,9:43:42,19.87,N,59.727,W
9/2/2003,9:45:42,19.872,N,59.732,W
9/2/2003,9:47:42,19.873,N,59.738,W
9/2/2003,9:49:42,19.875,N,59.743,W
9/2/2003,9:51:43,19.877,N,59.749,W
9/2/2003,9:53:43,19.878,N,59.754,W
9/2/2003,9:55:43,19.88,N,59.76,W
9/2/2003,9:57:43,19.881,N,59.765,W
9/2/2003,9:59:42,19.883,N,59.771,W
9/2/2003,10:01:42,19.885,N,59.776,W
9/2/2003,10:03:42,19.886,N,59.782,W
9/2/2003,10:05:42,19.888,N,59.787,W
9/2/2003,10:07:43,19.889,N,59.793,W
9/2/2003,10:09:43,19.891,N,59.798,W
9/2/2003,10:11:43,19.892,N,59.804,W
9/2/2003,10:13:42,19.894,N,59.809,W
9/2/2003,10:15:42,19.895,N,59.815,W
9/2/2003,10:17:42,19.896,N,59.82,W
9/2/2003,10:19:42,19.898,N,59.826,W
9/2/2003,10:21:43,19.899,N,59.831,W
9/2/2003,10:23:43,19.901,N,59.837,W
9/2/2003,10:25:43,19.902,N,59.843,W
9/2/2003,10:27:43,19.903,N,59.848,W
9/2/2003,10:29:42,19.905,N,59.854,W
9/2/2003,10:31:42,19.906,N,59.859,W
9/2/2003,10:33:42,19.907,N,59.865,W
9/2/2003,10:35:42,19.909,N,59.87,W
9/2/2003,10:37:43,19.91,N,59.876,W
9/2/2003,10:39:43,19.911,N,59.881,W
9/2/2003,10:41:43,19.913,N,59.887,W
9/2/2003,10:43:42,19.914,N,59.892,W
9/2/2003,10:45:42,19.915,N,59.898,W
9/2/2003,10:47:42,19.917,N,59.903,W
9/2/2003,10:49:42,19.918,N,59.909,W
9/2/2003,10:51:43,19.919,N,59.915,W
9/2/2003,10:53:43,19.92,N,59.92,W
9/2/2003,10:55:43,19.922,N,59.926,W
9/2/2003,10:57:43,19.923,N,59.931,W
9/2/2003,10:59:42,19.924,N,59.937,W
9/2/2003,11:01:42,19.925,N,59.942,W
9/2/2003,11:03:42,19.927,N,59.948,W
9/2/2003,11:05:42,19.928,N,59.953,W
9/2/2003,11:07:43,19.929,N,59.959,W
9/2/2003,11:09:43,19.93,N,59.964,W
9/2/2003,11:11:43,19.932,N,59.97,W
9/2/2003,11:13:42,19.933,N,59.975,W
9/2/2003,11:15:42,19.934,N,59.981,W
9/2/2003,11:17:42,19.935,N,59.986,W
9/2/2003,11:19:42,19.936,N,59.992,W
9/2/2003,11:21:43,19.938,N,59.997,W
9/2/2003,11:23:43,19.939,N,60.003,W
9/2/2003,11:25:43,19.94,N,60.008,W
9/2/2003,11:27:43,19.941,N,60.014,W
9/2/2003,11:29:42,19.942,N,60.019,W
9/2/2003,11:31:42,19.944,N,60.025,W
9/2/2003,11:33:42,19.945,N,60.03,W
9/2/2003,11:35:42,19.946,N,60.036,W
9/2/2003,11:37:43,19.947,N,60.041,W
9/2/2003,11:39:43,19.949,N,60.047,W
9/2/2003,11:41:43,19.95,N,60.052,W
9/2/2003,11:43:42,19.951,N,60.057,W
9/2/2003,11:45:42,19.952,N,60.063,W
9/2/2003,11:47:42,19.953,N,60.068,W
9/2/2003,11:49:42,19.955,N,60.074,W
9/2/2003,11:51:43,19.956,N,60.079,W
9/2/2003,11:53:43,19.957,N,60.084,W
9/2/2003,11:55:43,19.958,N,60.09,W
9/2/2003,11:57:43,19.96,N,60.095,W
9/2/2003,11:59:42,19.961,N,60.101,W
9/2/2003,12:01:42,19.962,N,60.106,W
9/2/2003,12:03:42,19.963,N,60.111,W
9/2/2003,12:05:42,19.965,N,60.117,W
9/2/2003,12:07:43,19.966,N,60.122,W
9/2/2003,12:09:43,19.967,N,60.127,W
9/2/2003,12:11:43,19.969,N,60.133,W
9/2/2003,12:13:42,19.97,N,60.138,W
9/2/2003,12:15:42,19.971,N,60.143,W
9/2/2003,12:17:42,19.973,N,60.148,W
9/2/2003,12:19:42,19.974,N,60.154,W
9/2/2003,12:21:43,19.975,N,60.159,W
9/2/2003,12:23:43,19.977,N,60.164,W
9/2/2003,12:25:43,19.978,N,60.169,W
9/2/2003,12:27:43,19.979,N,60.175,W
9/2/2003,12:29:42,19.981,N,60.18,W
9/2/2003,12:31:42,19.982,N,60.185,W
9/2/2003,12:33:42,19.984,N,60.19,W
9/2/2003,12:35:42,19.985,N,60.195,W
9/2/2003,12:37:43,19.987,N,60.2,W
9/2/2003,12:39:43,19.988,N,60.206,W
9/2/2003,12:41:43,19.99,N,60.211,W
9/2/2003,12:43:42,19.991,N,60.216,W
9/2/2003,12:45:42,19.993,N,60.221,W
9/2/2003,12:47:42,19.994,N,60.226,W
9/2/2003,12:49:42,19.996,N,60.231,W
9/2/2003,12:51:43,19.997,N,60.236,W
9/2/2003,12:53:43,19.999,N,60.241,W
9/2/2003,12:55:43,20,N,60.246,W
9/2/2003,12:57:43,20.002,N,60.251,W
9/2/2003,12:59:42,20.003,N,60.256,W
9/2/2003,13:01:42,20.005,N,60.261,W
