Track,for,helene,2006,,,
9/17/2006,22:59:44,21.187,N,49.007,W,3
9/17/2006,23:01:45,21.189,N,49.008,W,3
9/17/2006,23:03:45,21.192,N,49.009,W,3
9/17/2006,23:05:44,21.195,N,49.01,W,3
9/17/2006,23:07:45,21.198,N,49.011,W,3
9/17/2006,23:09:45,21.2,N,49.012,W,3
9/17/2006,23:11:44,21.203,N,49.014,W,3
9/17/2006,23:13:44,21.206,N,49.015,W,3
9/17/2006,23:15:45,21.208,N,49.016,W,3
9/17/2006,23:17:45,21.211,N,49.017,W,3
9/17/2006,23:19:44,21.214,N,49.018,W,3
9/17/2006,23:21:44,21.217,N,49.019,W,3
9/17/2006,23:23:45,21.22,N,49.02,W,3
9/17/2006,23:25:45,21.223,N,49.021,W,3
9/17/2006,23:27:44,21.225,N,49.022,W,3
9/17/2006,23:29:44,21.228,N,49.023,W,3
9/17/2006,23:31:45,21.231,N,49.024,W,3
9/17/2006,23:33:45,21.234,N,49.025,W,3
9/17/2006,23:35:44,21.237,N,49.026,W,3
9/17/2006,23:37:45,21.24,N,49.027,W,3
9/17/2006,23:39:45,21.243,N,49.028,W,3
9/17/2006,23:41:44,21.246,N,49.029,W,3
9/17/2006,23:43:44,21.249,N,49.03,W,3
9/17/2006,23:45:45,21.252,N,49.031,W,3
9/17/2006,23:47:45,21.255,N,49.032,W,3
9/17/2006,23:49:44,21.258,N,49.033,W,3
9/17/2006,23:51:44,21.261,N,49.034,W,3
9/17/2006,23:53:45,21.265,N,49.035,W,3
9/17/2006,23:55:45,21.268,N,49.036,W,3
9/17/2006,23:57:44,21.271,N,49.038,W,3
9/17/2006,23:59:44,21.274,N,49.039,W,3
9/18/2006,0:01:45,21.277,N,49.04,W,3
9/18/2006,0:03:45,21.281,N,49.041,W,3
9/18/2006,0:05:44,21.284,N,49.042,W,3
9/18/2006,0:07:45,21.287,N,49.043,W,3
9/18/2006,0:09:45,21.29,N,49.044,W,3
9/18/2006,0:11:44,21.294,N,49.045,W,3
9/18/2006,0:13:44,21.297,N,49.046,W,3
9/18/2006,0:15:45,21.3,N,49.047,W,3
9/18/2006,0:17:45,21.304,N,49.048,W,3
9/18/2006,0:19:44,21.307,N,49.049,W,3
9/18/2006,0:21:44,21.311,N,49.051,W,3
9/18/2006,0:23:45,21.314,N,49.052,W,3
9/18/2006,0:25:45,21.317,N,49.053,W,3
9/18/2006,0:27:44,21.321,N,49.054,W,3
9/18/2006,0:29:44,21.324,N,49.055,W,3
9/18/2006,0:31:45,21.328,N,49.056,W,3
9/18/2006,0:33:45,21.332,N,49.057,W,3
9/18/2006,0:35:44,21.335,N,49.058,W,3
9/18/2006,0:37:45,21.339,N,49.059,W,3
9/18/2006,0:39:45,21.342,N,49.061,W,3
9/18/2006,0:41:44,21.346,N,49.062,W,3
9/18/2006,0:43:44,21.35,N,49.063,W,3
9/18/2006,0:45:45,21.353,N,49.064,W,3
9/18/2006,0:47:45,21.357,N,49.065,W,3
9/18/2006,0:49:44,21.361,N,49.066,W,3
9/18/2006,0:51:44,21.364,N,49.067,W,3
9/18/2006,0:53:45,21.368,N,49.069,W,3
9/18/2006,0:55:45,21.372,N,49.07,W,3
9/18/2006,0:57:44,21.376,N,49.071,W,3
9/18/2006,0:59:44,21.38,N,49.072,W,3
9/18/2006,1:01:45,21.384,N,49.073,W,3
9/18/2006,1:03:45,21.387,N,49.074,W,3
9/18/2006,1:05:44,21.391,N,49.075,W,3
9/18/2006,1:07:45,21.395,N,49.077,W,3
9/18/2006,1:09:45,21.399,N,49.078,W,3
9/18/2006,1:11:44,21.403,N,49.079,W,3
9/18/2006,1:13:44,21.407,N,49.08,W,3
9/18/2006,1:15:45,21.411,N,49.081,W,3
9/18/2006,1:17:45,21.415,N,49.082,W,3
9/18/2006,1:19:44,21.42,N,49.084,W,3
9/18/2006,1:21:44,21.424,N,49.085,W,3
9/18/2006,1:23:45,21.428,N,49.086,W,3
9/18/2006,1:25:45,21.432,N,49.087,W,3
9/18/2006,1:27:44,21.436,N,49.088,W,3
9/18/2006,1:29:44,21.44,N,49.09,W,3
9/18/2006,1:31:45,21.445,N,49.091,W,3
9/18/2006,1:33:45,21.449,N,49.092,W,3
9/18/2006,1:35:44,21.453,N,49.093,W,3
9/18/2006,1:37:45,21.458,N,49.094,W,3
9/18/2006,1:39:45,21.462,N,49.096,W,3
9/18/2006,1:41:44,21.466,N,49.097,W,3
9/18/2006,1:43:44,21.471,N,49.098,W,3
9/18/2006,1:45:45,21.475,N,49.099,W,3
9/18/2006,1:47:45,21.48,N,49.1,W,3
9/18/2006,1:49:44,21.484,N,49.102,W,3
9/18/2006,1:51:44,21.488,N,49.103,W,3
9/18/2006,1:53:45,21.493,N,49.104,W,3
9/18/2006,1:55:45,21.498,N,49.105,W,3
9/18/2006,1:57:44,21.502,N,49.107,W,3
9/18/2006,1:59:44,21.507,N,49.108,W,3
9/18/2006,2:01:45,21.511,N,49.109,W,3
9/18/2006,2:03:45,21.516,N,49.11,W,3
9/18/2006,2:05:44,21.521,N,49.111,W,3
9/18/2006,2:07:45,21.526,N,49.113,W,3
9/18/2006,2:09:45,21.53,N,49.114,W,3
9/18/2006,2:11:44,21.535,N,49.115,W,3
9/18/2006,2:13:44,21.54,N,49.116,W,3
9/18/2006,2:15:45,21.545,N,49.118,W,3
9/18/2006,2:17:45,21.55,N,49.119,W,3
9/18/2006,2:19:44,21.554,N,49.12,W,3
9/18/2006,2:21:44,21.559,N,49.122,W,3
9/18/2006,2:23:45,21.564,N,49.123,W,3
9/18/2006,2:25:45,21.569,N,49.124,W,3
9/18/2006,2:27:44,21.574,N,49.125,W,3
9/18/2006,2:29:44,21.579,N,49.127,W,3
9/18/2006,2:31:45,21.584,N,49.128,W,3
9/18/2006,2:33:45,21.589,N,49.129,W,3
9/18/2006,2:35:44,21.594,N,49.131,W,3
9/18/2006,2:37:45,21.599,N,49.132,W,3
9/18/2006,2:39:45,21.605,N,49.133,W,3
9/18/2006,2:41:44,21.61,N,49.134,W,3
9/18/2006,2:43:44,21.615,N,49.136,W,3
9/18/2006,2:45:45,21.62,N,49.137,W,3
9/18/2006,2:47:45,21.625,N,49.138,W,3
9/18/2006,2:49:44,21.631,N,49.14,W,3
9/18/2006,2:51:44,21.636,N,49.141,W,3
9/18/2006,2:53:45,21.641,N,49.142,W,3
9/18/2006,2:55:45,21.646,N,49.144,W,3
9/18/2006,2:57:44,21.652,N,49.145,W,3
9/18/2006,2:59:44,21.657,N,49.146,W,3
9/18/2006,3:01:45,21.662,N,49.148,W,3
9/18/2006,3:03:45,21.668,N,49.149,W,3
9/18/2006,3:05:44,21.673,N,49.15,W,3
9/18/2006,3:07:45,21.679,N,49.152,W,3
9/18/2006,3:09:45,21.684,N,49.153,W,3
9/18/2006,3:11:44,21.69,N,49.155,W,3
9/18/2006,3:13:44,21.695,N,49.156,W,3
9/18/2006,3:15:45,21.701,N,49.157,W,3
9/18/2006,3:17:45,21.706,N,49.159,W,3
9/18/2006,3:19:44,21.712,N,49.16,W,3
9/18/2006,3:21:44,21.717,N,49.161,W,3
9/18/2006,3:23:45,21.723,N,49.163,W,3
9/18/2006,3:25:45,21.728,N,49.164,W,3
9/18/2006,3:27:44,21.734,N,49.166,W,3
9/18/2006,3:29:44,21.74,N,49.167,W,3
9/18/2006,3:31:45,21.745,N,49.169,W,3
9/18/2006,3:33:45,21.751,N,49.17,W,3
9/18/2006,3:35:44,21.757,N,49.171,W,3
9/18/2006,3:37:45,21.762,N,49.173,W,3
9/18/2006,3:39:45,21.768,N,49.174,W,3
9/18/2006,3:41:44,21.774,N,49.176,W,3
9/18/2006,3:43:44,21.78,N,49.177,W,3
9/18/2006,3:45:45,21.785,N,49.179,W,3
9/18/2006,3:47:45,21.791,N,49.18,W,3
9/18/2006,3:49:44,21.797,N,49.181,W,3
9/18/2006,3:51:44,21.803,N,49.183,W,3
9/18/2006,3:53:45,21.809,N,49.184,W,3
9/18/2006,3:55:45,21.815,N,49.186,W,3
9/18/2006,3:57:44,21.82,N,49.187,W,3
9/18/2006,3:59:44,21.826,N,49.189,W,3
9/18/2006,4:01:45,21.832,N,49.19,W,3
9/18/2006,4:03:45,21.838,N,49.192,W,3
9/18/2006,4:05:44,21.844,N,49.193,W,3
9/18/2006,4:07:45,21.85,N,49.195,W,3
9/18/2006,4:09:45,21.856,N,49.196,W,3
9/18/2006,4:11:44,21.862,N,49.198,W,3
9/18/2006,4:13:44,21.868,N,49.199,W,3
9/18/2006,4:15:45,21.874,N,49.201,W,3
9/18/2006,4:17:45,21.88,N,49.202,W,3
9/18/2006,4:19:44,21.886,N,49.204,W,3
9/18/2006,4:21:44,21.892,N,49.205,W,3
9/18/2006,4:23:45,21.898,N,49.207,W,3
9/18/2006,4:25:45,21.904,N,49.209,W,3
9/18/2006,4:27:44,21.91,N,49.21,W,3
9/18/2006,4:29:44,21.916,N,49.212,W,3
9/18/2006,4:31:45,21.922,N,49.213,W,3
9/18/2006,4:33:45,21.928,N,49.215,W,3
9/18/2006,4:35:44,21.935,N,49.216,W,3
9/18/2006,4:37:45,21.941,N,49.218,W,3
9/18/2006,4:39:45,21.947,N,49.22,W,3
9/18/2006,4:41:44,21.953,N,49.221,W,3
9/18/2006,4:43:44,21.959,N,49.223,W,3
9/18/2006,4:45:45,21.965,N,49.224,W,3
9/18/2006,4:47:45,21.972,N,49.226,W,3
9/18/2006,4:49:44,21.978,N,49.228,W,3
9/18/2006,4:51:44,21.984,N,49.229,W,3
9/18/2006,4:53:45,21.99,N,49.231,W,3
9/18/2006,4:55:45,21.996,N,49.232,W,3
9/18/2006,4:57:44,22.003,N,49.234,W,3
9/18/2006,4:59:44,22.009,N,49.236,W,3
9/18/2006,5:01:45,22.015,N,49.237,W,3
9/18/2006,5:03:45,22.021,N,49.239,W,3
9/18/2006,5:05:44,22.028,N,49.241,W,3
9/18/2006,5:07:45,22.034,N,49.242,W,3
9/18/2006,5:09:45,22.04,N,49.244,W,3
9/18/2006,5:11:44,22.046,N,49.246,W,3
9/18/2006,5:13:44,22.053,N,49.247,W,3
9/18/2006,5:15:45,22.059,N,49.249,W,3
9/18/2006,5:17:45,22.065,N,49.251,W,3
9/18/2006,5:19:44,22.072,N,49.253,W,3
9/18/2006,5:21:44,22.078,N,49.254,W,3
9/18/2006,5:23:45,22.084,N,49.256,W,3
9/18/2006,5:25:45,22.09,N,49.258,W,3
9/18/2006,5:27:44,22.097,N,49.259,W,3
9/18/2006,5:29:44,22.103,N,49.261,W,3
9/18/2006,5:31:45,22.109,N,49.263,W,3
9/18/2006,5:33:45,22.116,N,49.265,W,3
9/18/2006,5:35:44,22.122,N,49.267,W,3
9/18/2006,5:37:45,22.128,N,49.268,W,3
9/18/2006,5:39:45,22.135,N,49.27,W,3
9/18/2006,5:41:44,22.141,N,49.272,W,3
9/18/2006,5:43:44,22.148,N,49.274,W,3
9/18/2006,5:45:45,22.154,N,49.275,W,3
9/18/2006,5:47:45,22.16,N,49.277,W,3
9/18/2006,5:49:44,22.167,N,49.279,W,3
9/18/2006,5:51:44,22.173,N,49.281,W,3
9/18/2006,5:53:45,22.179,N,49.283,W,3
9/18/2006,5:55:45,22.186,N,49.285,W,3
9/18/2006,5:57:44,22.192,N,49.286,W,3
9/18/2006,5:59:44,22.198,N,49.288,W,3
9/18/2006,6:01:45,22.205,N,49.29,W,3
9/18/2006,6:03:45,22.211,N,49.292,W,3
9/18/2006,6:05:44,22.218,N,49.294,W,3
9/18/2006,6:07:45,22.224,N,49.296,W,3
9/18/2006,6:09:45,22.23,N,49.298,W,3
9/18/2006,6:11:44,22.237,N,49.299,W,3
9/18/2006,6:13:44,22.243,N,49.301,W,3
9/18/2006,6:15:45,22.25,N,49.303,W,3
9/18/2006,6:17:45,22.256,N,49.305,W,3
9/18/2006,6:19:44,22.262,N,49.307,W,3
9/18/2006,6:21:44,22.269,N,49.309,W,3
9/18/2006,6:23:45,22.275,N,49.311,W,3
9/18/2006,6:25:45,22.281,N,49.313,W,3
9/18/2006,6:27:44,22.288,N,49.315,W,3
9/18/2006,6:29:44,22.294,N,49.317,W,3
9/18/2006,6:31:45,22.301,N,49.319,W,3
9/18/2006,6:33:45,22.307,N,49.321,W,3
9/18/2006,6:35:44,22.313,N,49.323,W,3
9/18/2006,6:37:45,22.32,N,49.325,W,3
9/18/2006,6:39:45,22.326,N,49.327,W,3
9/18/2006,6:41:44,22.332,N,49.329,W,3
9/18/2006,6:43:44,22.339,N,49.331,W,3
9/18/2006,6:45:45,22.345,N,49.333,W,3
9/18/2006,6:47:45,22.351,N,49.335,W,3
9/18/2006,6:49:44,22.358,N,49.337,W,3
9/18/2006,6:51:44,22.364,N,49.339,W,3
9/18/2006,6:53:45,22.371,N,49.341,W,3
9/18/2006,6:55:45,22.377,N,49.343,W,3
9/18/2006,6:57:44,22.383,N,49.345,W,3
9/18/2006,6:59:44,22.39,N,49.347,W,3
9/18/2006,7:01:45,22.396,N,49.349,W,3
9/18/2006,7:03:45,22.402,N,49.351,W,3
9/18/2006,7:05:44,22.408,N,49.353,W,3
9/18/2006,7:07:45,22.415,N,49.355,W,3
9/18/2006,7:09:45,22.421,N,49.358,W,3
9/18/2006,7:11:44,22.427,N,49.36,W,3
9/18/2006,7:13:44,22.434,N,49.362,W,3
9/18/2006,7:15:45,22.44,N,49.364,W,3
9/18/2006,7:17:45,22.446,N,49.366,W,3
9/18/2006,7:19:44,22.453,N,49.368,W,3
9/18/2006,7:21:44,22.459,N,49.37,W,3
9/18/2006,7:23:45,22.465,N,49.373,W,3
9/18/2006,7:25:45,22.471,N,49.375,W,3
9/18/2006,7:27:44,22.478,N,49.377,W,3
9/18/2006,7:29:44,22.484,N,49.379,W,3
9/18/2006,7:31:45,22.49,N,49.381,W,3
9/18/2006,7:33:45,22.496,N,49.384,W,3
9/18/2006,7:35:44,22.502,N,49.386,W,3
9/18/2006,7:37:45,22.509,N,49.388,W,3
9/18/2006,7:39:45,22.515,N,49.39,W,3
9/18/2006,7:41:44,22.521,N,49.392,W,3
9/18/2006,7:43:44,22.527,N,49.395,W,3
9/18/2006,7:45:45,22.533,N,49.397,W,3
9/18/2006,7:47:45,22.539,N,49.399,W,3
9/18/2006,7:49:44,22.546,N,49.402,W,3
9/18/2006,7:51:44,22.552,N,49.404,W,3
9/18/2006,7:53:45,22.558,N,49.406,W,3
9/18/2006,7:55:45,22.564,N,49.408,W,3
9/18/2006,7:57:44,22.57,N,49.411,W,3
9/18/2006,7:59:44,22.576,N,49.413,W,3
9/18/2006,8:01:45,22.582,N,49.415,W,3
9/18/2006,8:03:45,22.588,N,49.418,W,3
9/18/2006,8:05:44,22.594,N,49.42,W,3
9/18/2006,8:07:44,22.6,N,49.423,W,3
9/18/2006,8:09:44,22.606,N,49.425,W,3
9/18/2006,8:11:45,22.612,N,49.427,W,3
9/18/2006,8:13:45,22.618,N,49.43,W,3
9/18/2006,8:15:45,22.624,N,49.432,W,3
9/18/2006,8:17:45,22.63,N,49.435,W,3
9/18/2006,8:19:44,22.636,N,49.437,W,3
9/18/2006,8:21:44,22.642,N,49.439,W,3
9/18/2006,8:23:44,22.648,N,49.442,W,3
9/18/2006,8:25:44,22.654,N,49.444,W,3
9/18/2006,8:27:45,22.66,N,49.447,W,3
9/18/2006,8:29:45,22.666,N,49.449,W,3
9/18/2006,8:31:45,22.672,N,49.452,W,3
9/18/2006,8:33:45,22.678,N,49.454,W,3
9/18/2006,8:35:44,22.683,N,49.457,W,3
9/18/2006,8:37:44,22.689,N,49.459,W,3
9/18/2006,8:39:44,22.695,N,49.462,W,3
9/18/2006,8:41:45,22.701,N,49.464,W,3
9/18/2006,8:43:45,22.707,N,49.467,W,3
9/18/2006,8:45:45,22.712,N,49.469,W,3
9/18/2006,8:47:45,22.718,N,49.472,W,3
9/18/2006,8:49:44,22.724,N,49.474,W,3
9/18/2006,8:51:44,22.73,N,49.477,W,3
9/18/2006,8:53:44,22.735,N,49.48,W,3
9/18/2006,8:55:44,22.741,N,49.482,W,3
9/18/2006,8:57:45,22.747,N,49.485,W,3
9/18/2006,8:59:45,22.752,N,49.487,W,3
9/18/2006,9:01:45,22.758,N,49.49,W,3
9/18/2006,9:03:45,22.763,N,49.493,W,3
9/18/2006,9:05:44,22.769,N,49.495,W,3
9/18/2006,9:07:44,22.775,N,49.498,W,3
9/18/2006,9:09:44,22.78,N,49.501,W,3
9/18/2006,9:11:45,22.786,N,49.503,W,3
9/18/2006,9:13:45,22.791,N,49.506,W,3
9/18/2006,9:15:45,22.797,N,49.509,W,3
9/18/2006,9:17:45,22.802,N,49.511,W,3
9/18/2006,9:19:44,22.808,N,49.514,W,3
9/18/2006,9:21:44,22.813,N,49.517,W,3
9/18/2006,9:23:44,22.818,N,49.52,W,3
9/18/2006,9:25:44,22.824,N,49.522,W,3
9/18/2006,9:27:45,22.829,N,49.525,W,3
9/18/2006,9:29:45,22.835,N,49.528,W,3
9/18/2006,9:31:45,22.84,N,49.531,W,3
9/18/2006,9:33:45,22.845,N,49.533,W,3
9/18/2006,9:35:44,22.85,N,49.536,W,3
9/18/2006,9:37:44,22.856,N,49.539,W,3
9/18/2006,9:39:44,22.861,N,49.542,W,3
9/18/2006,9:41:45,22.866,N,49.545,W,3
9/18/2006,9:43:45,22.871,N,49.548,W,3
9/18/2006,9:45:45,22.876,N,49.55,W,3
9/18/2006,9:47:45,22.882,N,49.553,W,3
9/18/2006,9:49:44,22.887,N,49.556,W,3
9/18/2006,9:51:44,22.892,N,49.559,W,3
9/18/2006,9:53:44,22.897,N,49.562,W,3
9/18/2006,9:55:44,22.902,N,49.565,W,3
9/18/2006,9:57:45,22.907,N,49.568,W,3
9/18/2006,9:59:45,22.912,N,49.571,W,3
9/18/2006,10:01:45,22.917,N,49.574,W,3
9/18/2006,10:03:45,22.922,N,49.577,W,3
9/18/2006,10:05:44,22.927,N,49.58,W,3
9/18/2006,10:07:44,22.932,N,49.583,W,3
9/18/2006,10:09:44,22.937,N,49.586,W,3
9/18/2006,10:11:45,22.942,N,49.589,W,3
9/18/2006,10:13:45,22.946,N,49.592,W,3
9/18/2006,10:15:45,22.951,N,49.595,W,3
9/18/2006,10:17:45,22.956,N,49.598,W,3
9/18/2006,10:19:44,22.961,N,49.601,W,3
9/18/2006,10:21:44,22.965,N,49.604,W,3
9/18/2006,10:23:44,22.97,N,49.607,W,3
9/18/2006,10:25:44,22.975,N,49.61,W,3
9/18/2006,10:27:45,22.979,N,49.613,W,3
9/18/2006,10:29:45,22.984,N,49.616,W,3
9/18/2006,10:31:45,22.989,N,49.619,W,3
9/18/2006,10:33:45,22.993,N,49.622,W,3
9/18/2006,10:35:44,22.998,N,49.625,W,3
9/18/2006,10:37:44,23.002,N,49.629,W,3
9/18/2006,10:39:44,23.007,N,49.632,W,3
9/18/2006,10:41:45,23.011,N,49.635,W,3
9/18/2006,10:43:45,23.016,N,49.638,W,3
9/18/2006,10:45:45,23.02,N,49.641,W,3
9/18/2006,10:47:45,23.025,N,49.644,W,3
9/18/2006,10:49:44,23.029,N,49.648,W,3
9/18/2006,10:51:44,23.034,N,49.651,W,3
9/18/2006,10:53:44,23.038,N,49.654,W,3
9/18/2006,10:55:44,23.042,N,49.657,W,3
9/18/2006,10:57:45,23.047,N,49.66,W,3
9/18/2006,10:59:45,23.051,N,49.664,W,3
9/18/2006,11:01:45,23.055,N,49.667,W,3
9/18/2006,11:03:45,23.059,N,49.67,W,3
9/18/2006,11:05:44,23.064,N,49.674,W,3
9/18/2006,11:07:44,23.068,N,49.677,W,3
9/18/2006,11:09:44,23.072,N,49.68,W,3
9/18/2006,11:11:45,23.076,N,49.683,W,3
9/18/2006,11:13:45,23.08,N,49.687,W,3
9/18/2006,11:15:45,23.085,N,49.69,W,3
9/18/2006,11:17:45,23.089,N,49.693,W,3
9/18/2006,11:19:44,23.093,N,49.697,W,3
9/18/2006,11:21:44,23.097,N,49.7,W,3
9/18/2006,11:23:44,23.101,N,49.703,W,3
9/18/2006,11:25:44,23.105,N,49.707,W,3
9/18/2006,11:27:45,23.109,N,49.71,W,3
9/18/2006,11:29:45,23.113,N,49.714,W,3
9/18/2006,11:31:45,23.117,N,49.717,W,3
9/18/2006,11:33:45,23.121,N,49.72,W,3
9/18/2006,11:35:44,23.125,N,49.724,W,3
9/18/2006,11:37:44,23.129,N,49.727,W,3
9/18/2006,11:39:44,23.132,N,49.731,W,3
9/18/2006,11:41:45,23.136,N,49.734,W,3
9/18/2006,11:43:45,23.14,N,49.738,W,3
9/18/2006,11:45:45,23.144,N,49.741,W,3
9/18/2006,11:47:45,23.148,N,49.744,W,3
9/18/2006,11:49:44,23.152,N,49.748,W,3
9/18/2006,11:51:44,23.155,N,49.751,W,3
9/18/2006,11:53:44,23.159,N,49.755,W,3
9/18/2006,11:55:44,23.163,N,49.758,W,3
9/18/2006,11:57:45,23.167,N,49.762,W,3
9/18/2006,11:59:45,23.17,N,49.765,W,3
9/18/2006,12:01:45,23.174,N,49.769,W,3
9/18/2006,12:03:45,23.178,N,49.773,W,3
9/18/2006,12:05:44,23.181,N,49.776,W,3
9/18/2006,12:07:44,23.185,N,49.78,W,3
9/18/2006,12:09:44,23.188,N,49.783,W,3
9/18/2006,12:11:45,23.192,N,49.787,W,3
9/18/2006,12:13:45,23.196,N,49.79,W,3
9/18/2006,12:15:45,23.199,N,49.794,W,3
9/18/2006,12:17:45,23.203,N,49.798,W,3
9/18/2006,12:19:44,23.206,N,49.801,W,3
9/18/2006,12:21:44,23.21,N,49.805,W,3
9/18/2006,12:23:44,23.213,N,49.808,W,3
9/18/2006,12:25:44,23.217,N,49.812,W,3
9/18/2006,12:27:45,23.22,N,49.816,W,3
9/18/2006,12:29:45,23.223,N,49.819,W,3
9/18/2006,12:31:45,23.227,N,49.823,W,3
9/18/2006,12:33:45,23.23,N,49.827,W,3
9/18/2006,12:35:44,23.234,N,49.83,W,3
9/18/2006,12:37:44,23.237,N,49.834,W,3
9/18/2006,12:39:44,23.24,N,49.838,W,3
9/18/2006,12:41:45,23.244,N,49.841,W,3
9/18/2006,12:43:45,23.247,N,49.845,W,3
9/18/2006,12:45:45,23.25,N,49.849,W,3
9/18/2006,12:47:45,23.253,N,49.852,W,3
9/18/2006,12:49:44,23.257,N,49.856,W,3
9/18/2006,12:51:44,23.26,N,49.86,W,3
9/18/2006,12:53:44,23.263,N,49.864,W,3
9/18/2006,12:55:44,23.266,N,49.867,W,3
9/18/2006,12:57:45,23.269,N,49.871,W,3
9/18/2006,12:59:45,23.273,N,49.875,W,3
9/18/2006,13:01:45,23.276,N,49.879,W,3
9/18/2006,13:03:45,23.279,N,49.882,W,3
9/18/2006,13:05:44,23.282,N,49.886,W,3
9/18/2006,13:07:44,23.285,N,49.89,W,3
9/18/2006,13:09:44,23.288,N,49.894,W,3
9/18/2006,13:11:45,23.291,N,49.897,W,3
9/18/2006,13:13:45,23.294,N,49.901,W,3
9/18/2006,13:15:45,23.297,N,49.905,W,3
9/18/2006,13:17:45,23.301,N,49.909,W,3
9/18/2006,13:19:44,23.304,N,49.913,W,3
9/18/2006,13:21:44,23.307,N,49.916,W,3
9/18/2006,13:23:44,23.31,N,49.92,W,3
9/18/2006,13:25:44,23.312,N,49.924,W,3
9/18/2006,13:27:45,23.315,N,49.928,W,3
9/18/2006,13:29:45,23.318,N,49.932,W,3
9/18/2006,13:31:45,23.321,N,49.936,W,3
9/18/2006,13:33:45,23.324,N,49.94,W,3
9/18/2006,13:35:44,23.327,N,49.943,W,3
9/18/2006,13:37:44,23.33,N,49.947,W,3
9/18/2006,13:39:44,23.333,N,49.951,W,3
9/18/2006,13:41:45,23.336,N,49.955,W,3
9/18/2006,13:43:45,23.339,N,49.959,W,3
9/18/2006,13:45:45,23.341,N,49.963,W,3
9/18/2006,13:47:45,23.344,N,49.967,W,3
9/18/2006,13:49:44,23.347,N,49.971,W,3
9/18/2006,13:51:44,23.35,N,49.975,W,3
9/18/2006,13:53:44,23.353,N,49.979,W,3
9/18/2006,13:55:44,23.355,N,49.982,W,3
9/18/2006,13:57:45,23.358,N,49.986,W,3
9/18/2006,13:59:45,23.361,N,49.99,W,3
9/18/2006,14:01:45,23.364,N,49.994,W,3
9/18/2006,14:03:45,23.366,N,49.998,W,3
9/18/2006,14:05:44,23.369,N,50.002,W,3
9/18/2006,14:07:44,23.372,N,50.006,W,3
9/18/2006,14:09:44,23.375,N,50.01,W,3
9/18/2006,14:11:45,23.377,N,50.014,W,3
9/18/2006,14:13:45,23.38,N,50.018,W,3
9/18/2006,14:15:45,23.383,N,50.022,W,3
9/18/2006,14:17:45,23.385,N,50.026,W,3
9/18/2006,14:19:44,23.388,N,50.03,W,3
9/18/2006,14:21:44,23.39,N,50.034,W,3
9/18/2006,14:23:44,23.393,N,50.038,W,3
9/18/2006,14:25:44,23.396,N,50.042,W,3
9/18/2006,14:27:45,23.398,N,50.046,W,3
9/18/2006,14:29:45,23.401,N,50.05,W,3
9/18/2006,14:31:45,23.403,N,50.054,W,3
9/18/2006,14:33:45,23.406,N,50.058,W,3
9/18/2006,14:35:44,23.408,N,50.062,W,3
9/18/2006,14:37:44,23.411,N,50.066,W,3
9/18/2006,14:39:44,23.413,N,50.07,W,3
9/18/2006,14:41:45,23.416,N,50.074,W,3
9/18/2006,14:43:45,23.418,N,50.078,W,3
9/18/2006,14:45:45,23.421,N,50.082,W,3
9/18/2006,14:47:45,23.423,N,50.086,W,3
9/18/2006,14:49:44,23.426,N,50.091,W,3
9/18/2006,14:51:44,23.428,N,50.095,W,3
9/18/2006,14:53:44,23.431,N,50.099,W,3
9/18/2006,14:55:44,23.433,N,50.103,W,3
9/18/2006,14:57:45,23.436,N,50.107,W,3
9/18/2006,14:59:45,23.438,N,50.111,W,3
9/18/2006,15:01:45,23.44,N,50.115,W,3
9/18/2006,15:03:45,23.443,N,50.119,W,3
9/18/2006,15:05:44,23.445,N,50.123,W,3
9/18/2006,15:07:44,23.448,N,50.127,W,3
9/18/2006,15:09:44,23.45,N,50.131,W,3
9/18/2006,15:11:45,23.452,N,50.136,W,3
9/18/2006,15:13:45,23.455,N,50.14,W,3
9/18/2006,15:15:45,23.457,N,50.144,W,3
9/18/2006,15:17:45,23.459,N,50.148,W,3
9/18/2006,15:19:44,23.462,N,50.152,W,3
9/18/2006,15:21:44,23.464,N,50.156,W,3
9/18/2006,15:23:44,23.466,N,50.16,W,3
9/18/2006,15:25:44,23.469,N,50.164,W,3
9/18/2006,15:27:45,23.471,N,50.169,W,3
9/18/2006,15:29:45,23.473,N,50.173,W,3
9/18/2006,15:31:45,23.476,N,50.177,W,3
9/18/2006,15:33:45,23.478,N,50.181,W,3
9/18/2006,15:35:44,23.48,N,50.185,W,3
9/18/2006,15:37:44,23.482,N,50.189,W,3
9/18/2006,15:39:44,23.485,N,50.194,W,3
9/18/2006,15:41:45,23.487,N,50.198,W,3
9/18/2006,15:43:45,23.489,N,50.202,W,3
9/18/2006,15:45:45,23.491,N,50.206,W,3
9/18/2006,15:47:45,23.494,N,50.21,W,3
9/18/2006,15:49:44,23.496,N,50.214,W,3
9/18/2006,15:51:44,23.498,N,50.219,W,3
9/18/2006,15:53:44,23.5,N,50.223,W,3
9/18/2006,15:55:44,23.502,N,50.227,W,3
9/18/2006,15:57:45,23.505,N,50.231,W,3
9/18/2006,15:59:45,23.507,N,50.235,W,3
9/18/2006,16:01:45,23.509,N,50.24,W,3
9/18/2006,16:03:45,23.511,N,50.244,W,3
9/18/2006,16:05:44,23.513,N,50.248,W,3
9/18/2006,16:07:44,23.515,N,50.252,W,3
9/18/2006,16:09:44,23.518,N,50.256,W,3
9/18/2006,16:11:45,23.52,N,50.261,W,3
9/18/2006,16:13:45,23.522,N,50.265,W,3
