Track,for,Michelle,2001,,,
11/1/2001,14:19:27,17.003,N,83.743,W,
11/1/2001,14:21:27,17.004,N,83.743,W,
11/1/2001,14:23:27,17.004,N,83.744,W,
11/1/2001,14:25:28,17.004,N,83.744,W,
11/1/2001,14:27:28,17.004,N,83.744,W,
11/1/2001,14:29:28,17.005,N,83.744,W,
11/1/2001,14:31:28,17.005,N,83.744,W,
11/1/2001,14:33:27,17.005,N,83.745,W,
11/1/2001,14:35:27,17.005,N,83.745,W,
11/1/2001,14:37:27,17.006,N,83.745,W,
11/1/2001,14:39:27,17.006,N,83.745,W,
11/1/2001,14:41:28,17.006,N,83.745,W,
11/1/2001,14:43:28,17.006,N,83.746,W,
11/1/2001,14:45:28,17.007,N,83.746,W,
11/1/2001,14:47:27,17.007,N,83.746,W,
11/1/2001,14:49:27,17.007,N,83.746,W,
11/1/2001,14:51:27,17.007,N,83.746,W,
11/1/2001,14:53:27,17.007,N,83.746,W,
11/1/2001,14:55:28,17.008,N,83.747,W,
11/1/2001,14:57:28,17.008,N,83.747,W,
11/1/2001,14:59:28,17.008,N,83.747,W,
11/1/2001,15:01:28,17.008,N,83.747,W,
11/1/2001,15:03:27,17.009,N,83.747,W,
11/1/2001,15:05:27,17.009,N,83.747,W,
11/1/2001,15:07:27,17.009,N,83.748,W,
11/1/2001,15:09:27,17.009,N,83.748,W,
11/1/2001,15:11:28,17.009,N,83.748,W,
11/1/2001,15:13:28,17.009,N,83.748,W,
11/1/2001,15:15:28,17.01,N,83.748,W,
11/1/2001,15:17:27,17.01,N,83.748,W,
11/1/2001,15:19:27,17.01,N,83.748,W,
11/1/2001,15:21:27,17.01,N,83.749,W,
11/1/2001,15:23:27,17.01,N,83.749,W,
11/1/2001,15:25:28,17.011,N,83.749,W,
11/1/2001,15:27:28,17.011,N,83.749,W,
11/1/2001,15:29:28,17.011,N,83.749,W,
11/1/2001,15:31:28,17.011,N,83.749,W,
11/1/2001,15:33:27,17.011,N,83.749,W,
11/1/2001,15:35:27,17.011,N,83.749,W,
11/1/2001,15:37:27,17.011,N,83.75,W,
11/1/2001,15:39:27,17.012,N,83.75,W,
11/1/2001,15:41:28,17.012,N,83.75,W,
11/1/2001,15:43:28,17.012,N,83.75,W,
11/1/2001,15:45:28,17.012,N,83.75,W,
11/1/2001,15:47:27,17.012,N,83.75,W,
11/1/2001,15:49:27,17.012,N,83.75,W,
11/1/2001,15:51:27,17.013,N,83.75,W,
11/1/2001,15:53:27,17.013,N,83.75,W,
11/1/2001,15:55:28,17.013,N,83.751,W,
11/1/2001,15:57:28,17.013,N,83.751,W,
11/1/2001,15:59:28,17.013,N,83.751,W,
11/1/2001,16:01:28,17.013,N,83.751,W,
11/1/2001,16:03:27,17.013,N,83.751,W,
11/1/2001,16:05:27,17.013,N,83.751,W,
11/1/2001,16:07:27,17.014,N,83.751,W,
11/1/2001,16:09:27,17.014,N,83.751,W,
11/1/2001,16:11:28,17.014,N,83.751,W,
11/1/2001,16:13:28,17.014,N,83.751,W,
11/1/2001,16:15:28,17.014,N,83.751,W,
11/1/2001,16:17:27,17.014,N,83.752,W,
11/1/2001,16:19:27,17.014,N,83.752,W,
11/1/2001,16:21:27,17.015,N,83.752,W,
11/1/2001,16:23:27,17.015,N,83.752,W,
11/1/2001,16:25:28,17.015,N,83.752,W,
11/1/2001,16:27:28,17.015,N,83.752,W,
11/1/2001,16:29:28,17.015,N,83.752,W,
11/1/2001,16:31:28,17.015,N,83.752,W,
11/1/2001,16:33:27,17.015,N,83.752,W,
11/1/2001,16:35:27,17.015,N,83.752,W,
11/1/2001,16:37:27,17.016,N,83.752,W,
11/1/2001,16:39:27,17.016,N,83.753,W,
11/1/2001,16:41:28,17.016,N,83.753,W,
11/1/2001,16:43:28,17.016,N,83.753,W,
11/1/2001,16:45:28,17.016,N,83.753,W,
11/1/2001,16:47:27,17.016,N,83.753,W,
11/1/2001,16:49:27,17.016,N,83.753,W,
11/1/2001,16:51:27,17.017,N,83.753,W,
11/1/2001,16:53:27,17.017,N,83.753,W,
11/1/2001,16:55:28,17.017,N,83.753,W,
11/1/2001,16:57:28,17.017,N,83.753,W,
11/1/2001,16:59:28,17.017,N,83.753,W,
11/1/2001,17:01:28,17.017,N,83.753,W,
11/1/2001,17:03:27,17.017,N,83.753,W,
11/1/2001,17:05:27,17.018,N,83.754,W,
11/1/2001,17:07:27,17.018,N,83.754,W,
11/1/2001,17:09:27,17.018,N,83.754,W,
11/1/2001,17:11:28,17.018,N,83.754,W,
11/1/2001,17:13:28,17.018,N,83.754,W,
11/1/2001,17:15:28,17.018,N,83.754,W,
11/1/2001,17:17:27,17.018,N,83.754,W,
11/1/2001,17:19:27,17.019,N,83.754,W,
11/1/2001,17:21:27,17.019,N,83.754,W,
11/1/2001,17:23:27,17.019,N,83.754,W,
11/1/2001,17:25:28,17.019,N,83.754,W,
11/1/2001,17:27:28,17.019,N,83.754,W,
11/1/2001,17:29:28,17.019,N,83.754,W,
11/1/2001,17:31:28,17.02,N,83.754,W,
11/1/2001,17:33:27,17.02,N,83.755,W,
11/1/2001,17:35:27,17.02,N,83.755,W,
11/1/2001,17:37:27,17.02,N,83.755,W,
11/1/2001,17:39:27,17.02,N,83.755,W,
11/1/2001,17:41:28,17.021,N,83.755,W,
11/1/2001,17:43:28,17.021,N,83.755,W,
11/1/2001,17:45:28,17.021,N,83.755,W,
11/1/2001,17:45:34,17.021,N,83.755,W,
11/1/2001,17:47:34,17.023,N,83.756,W,
11/1/2001,17:49:33,17.024,N,83.757,W,
11/1/2001,17:51:33,17.026,N,83.758,W,
11/1/2001,17:53:33,17.027,N,83.759,W,
11/1/2001,17:55:33,17.029,N,83.76,W,
11/1/2001,17:57:34,17.03,N,83.761,W,
11/1/2001,17:59:34,17.032,N,83.762,W,
11/1/2001,18:01:34,17.034,N,83.762,W,
11/1/2001,18:03:33,17.035,N,83.763,W,
11/1/2001,18:05:33,17.037,N,83.764,W,
11/1/2001,18:07:33,17.038,N,83.765,W,
11/1/2001,18:09:33,17.04,N,83.766,W,
11/1/2001,18:11:34,17.041,N,83.767,W,
11/1/2001,18:13:34,17.043,N,83.768,W,
11/1/2001,18:15:34,17.045,N,83.769,W,
11/1/2001,18:17:34,17.046,N,83.77,W,
11/1/2001,18:19:33,17.048,N,83.771,W,
11/1/2001,18:21:33,17.049,N,83.772,W,
11/1/2001,18:23:33,17.051,N,83.773,W,
11/1/2001,18:25:33,17.052,N,83.774,W,
11/1/2001,18:27:34,17.054,N,83.774,W,
11/1/2001,18:29:34,17.056,N,83.775,W,
11/1/2001,18:31:34,17.057,N,83.776,W,
11/1/2001,18:33:33,17.059,N,83.777,W,
11/1/2001,18:35:33,17.06,N,83.778,W,
11/1/2001,18:37:33,17.062,N,83.779,W,
11/1/2001,18:39:33,17.063,N,83.78,W,
11/1/2001,18:41:34,17.065,N,83.781,W,
11/1/2001,18:43:34,17.067,N,83.782,W,
11/1/2001,18:45:34,17.068,N,83.783,W,
11/1/2001,18:47:34,17.07,N,83.784,W,
11/1/2001,18:49:33,17.071,N,83.784,W,
11/1/2001,18:51:33,17.073,N,83.785,W,
11/1/2001,18:53:33,17.074,N,83.786,W,
11/1/2001,18:55:33,17.076,N,83.787,W,
11/1/2001,18:57:34,17.077,N,83.788,W,
11/1/2001,18:59:34,17.079,N,83.789,W,
11/1/2001,19:01:34,17.081,N,83.79,W,
11/1/2001,19:03:33,17.082,N,83.791,W,
11/1/2001,19:05:33,17.084,N,83.792,W,
11/1/2001,19:07:33,17.085,N,83.792,W,
11/1/2001,19:09:33,17.087,N,83.793,W,
11/1/2001,19:11:34,17.088,N,83.794,W,
11/1/2001,19:13:34,17.09,N,83.795,W,
11/1/2001,19:15:34,17.091,N,83.796,W,
11/1/2001,19:17:34,17.093,N,83.797,W,
11/1/2001,19:19:33,17.094,N,83.798,W,
11/1/2001,19:21:33,17.096,N,83.799,W,
11/1/2001,19:23:33,17.098,N,83.8,W,
11/1/2001,19:25:33,17.099,N,83.8,W,
11/1/2001,19:27:34,17.101,N,83.801,W,
11/1/2001,19:29:34,17.102,N,83.802,W,
11/1/2001,19:31:34,17.104,N,83.803,W,
11/1/2001,19:33:33,17.105,N,83.804,W,
11/1/2001,19:35:33,17.107,N,83.805,W,
11/1/2001,19:37:33,17.108,N,83.806,W,
11/1/2001,19:39:33,17.11,N,83.806,W,
11/1/2001,19:41:34,17.111,N,83.807,W,
11/1/2001,19:43:34,17.113,N,83.808,W,
11/1/2001,19:45:34,17.114,N,83.809,W,
11/1/2001,19:47:34,17.116,N,83.81,W,
11/1/2001,19:49:33,17.118,N,83.811,W,
11/1/2001,19:51:33,17.119,N,83.811,W,
11/1/2001,19:53:33,17.121,N,83.812,W,
11/1/2001,19:55:33,17.122,N,83.813,W,
11/1/2001,19:57:34,17.124,N,83.814,W,
11/1/2001,19:59:34,17.125,N,83.815,W,
11/1/2001,20:01:34,17.127,N,83.816,W,
11/1/2001,20:03:33,17.128,N,83.816,W,
11/1/2001,20:05:33,17.13,N,83.817,W,
11/1/2001,20:07:33,17.131,N,83.818,W,
11/1/2001,20:09:33,17.133,N,83.819,W,
11/1/2001,20:11:34,17.134,N,83.82,W,
11/1/2001,20:13:34,17.136,N,83.82,W,
11/1/2001,20:15:34,17.137,N,83.821,W,
11/1/2001,20:17:34,17.139,N,83.822,W,
11/1/2001,20:19:33,17.14,N,83.823,W,
11/1/2001,20:21:33,17.142,N,83.824,W,
11/1/2001,20:23:33,17.143,N,83.825,W,
11/1/2001,20:25:33,17.145,N,83.825,W,
11/1/2001,20:27:34,17.146,N,83.826,W,
11/1/2001,20:29:34,17.148,N,83.827,W,
11/1/2001,20:31:34,17.149,N,83.828,W,
11/1/2001,20:33:33,17.151,N,83.828,W,
11/1/2001,20:35:33,17.152,N,83.829,W,
11/1/2001,20:37:33,17.154,N,83.83,W,
11/1/2001,20:39:33,17.155,N,83.831,W,
11/1/2001,20:41:34,17.157,N,83.832,W,
11/1/2001,20:43:34,17.158,N,83.832,W,
11/1/2001,20:45:34,17.16,N,83.833,W,
11/1/2001,20:47:34,17.161,N,83.834,W,
11/1/2001,20:49:33,17.163,N,83.835,W,
11/1/2001,20:51:33,17.164,N,83.835,W,
11/1/2001,20:53:33,17.165,N,83.836,W,
11/1/2001,20:55:33,17.167,N,83.837,W,
11/1/2001,20:57:34,17.168,N,83.838,W,
11/1/2001,20:59:34,17.17,N,83.838,W,
11/1/2001,21:01:34,17.171,N,83.839,W,
11/1/2001,21:03:33,17.173,N,83.84,W,
11/1/2001,21:05:33,17.174,N,83.841,W,
11/1/2001,21:07:33,17.176,N,83.841,W,
11/1/2001,21:09:33,17.177,N,83.842,W,
11/1/2001,21:11:34,17.179,N,83.843,W,
11/1/2001,21:13:34,17.18,N,83.843,W,
11/1/2001,21:15:34,17.182,N,83.844,W,
11/1/2001,21:17:34,17.183,N,83.845,W,
11/1/2001,21:19:33,17.184,N,83.846,W,
11/1/2001,21:21:33,17.186,N,83.846,W,
11/1/2001,21:23:33,17.187,N,83.847,W,
11/1/2001,21:25:33,17.189,N,83.848,W,
11/1/2001,21:27:34,17.19,N,83.848,W,
11/1/2001,21:29:34,17.192,N,83.849,W,
11/1/2001,21:31:34,17.193,N,83.85,W,
11/1/2001,21:33:33,17.194,N,83.85,W,
11/1/2001,21:35:33,17.196,N,83.851,W,
11/1/2001,21:37:33,17.197,N,83.852,W,
11/1/2001,21:39:33,17.199,N,83.852,W,
11/1/2001,21:41:34,17.2,N,83.853,W,
11/1/2001,21:43:34,17.201,N,83.854,W,
11/1/2001,21:45:34,17.203,N,83.854,W,
11/1/2001,21:47:34,17.204,N,83.855,W,
11/1/2001,21:49:33,17.206,N,83.856,W,
11/1/2001,21:51:33,17.207,N,83.856,W,
11/1/2001,21:53:33,17.208,N,83.857,W,
11/1/2001,21:55:33,17.21,N,83.858,W,
11/1/2001,21:57:34,17.211,N,83.858,W,
11/1/2001,21:59:34,17.213,N,83.859,W,
11/1/2001,22:01:34,17.214,N,83.86,W,
11/1/2001,22:03:33,17.215,N,83.86,W,
11/1/2001,22:05:33,17.217,N,83.861,W,
11/1/2001,22:07:33,17.218,N,83.861,W,
11/1/2001,22:09:33,17.22,N,83.862,W,
11/1/2001,22:11:34,17.221,N,83.863,W,
11/1/2001,22:13:34,17.222,N,83.863,W,
11/1/2001,22:15:34,17.224,N,83.864,W,
11/1/2001,22:17:34,17.225,N,83.864,W,
11/1/2001,22:19:33,17.226,N,83.865,W,
11/1/2001,22:21:33,17.228,N,83.866,W,
11/1/2001,22:23:33,17.229,N,83.866,W,
11/1/2001,22:25:33,17.23,N,83.867,W,
11/1/2001,22:27:34,17.232,N,83.867,W,
11/1/2001,22:29:34,17.233,N,83.868,W,
11/1/2001,22:31:34,17.234,N,83.868,W,
11/1/2001,22:33:33,17.236,N,83.869,W,
11/1/2001,22:35:33,17.237,N,83.869,W,
11/1/2001,22:37:33,17.238,N,83.87,W,
11/1/2001,22:39:33,17.24,N,83.871,W,
11/1/2001,22:41:34,17.241,N,83.871,W,
11/1/2001,22:43:34,17.242,N,83.872,W,
11/1/2001,22:45:34,17.244,N,83.872,W,
11/1/2001,22:47:34,17.245,N,83.873,W,
11/1/2001,22:49:33,17.246,N,83.873,W,
11/1/2001,22:51:33,17.248,N,83.874,W,
11/1/2001,22:53:33,17.249,N,83.874,W,
11/1/2001,22:55:33,17.25,N,83.875,W,
11/1/2001,22:57:34,17.252,N,83.875,W,
11/1/2001,22:59:34,17.253,N,83.876,W,
11/1/2001,23:01:34,17.254,N,83.876,W,
11/1/2001,23:03:33,17.255,N,83.877,W,
11/1/2001,23:05:33,17.257,N,83.877,W,
11/1/2001,23:07:33,17.258,N,83.878,W,
11/1/2001,23:09:33,17.259,N,83.878,W,
11/1/2001,23:11:34,17.26,N,83.879,W,
11/1/2001,23:13:34,17.262,N,83.879,W,
11/1/2001,23:15:34,17.263,N,83.88,W,
11/1/2001,23:17:34,17.264,N,83.88,W,
11/1/2001,23:19:33,17.266,N,83.88,W,
11/1/2001,23:21:33,17.267,N,83.881,W,
11/1/2001,23:23:33,17.268,N,83.881,W,
11/1/2001,23:25:33,17.269,N,83.882,W,
11/1/2001,23:27:34,17.271,N,83.882,W,
11/1/2001,23:29:34,17.272,N,83.883,W,
11/1/2001,23:31:34,17.273,N,83.883,W,
11/1/2001,23:33:33,17.274,N,83.883,W,
11/1/2001,23:35:33,17.275,N,83.884,W,
11/1/2001,23:37:33,17.277,N,83.884,W,
11/1/2001,23:39:33,17.278,N,83.885,W,
11/1/2001,23:41:34,17.279,N,83.885,W,
11/1/2001,23:43:34,17.28,N,83.885,W,
11/1/2001,23:45:34,17.282,N,83.886,W,
11/1/2001,23:47:34,17.283,N,83.886,W,
11/1/2001,23:49:33,17.284,N,83.886,W,
11/1/2001,23:51:33,17.285,N,83.887,W,
11/1/2001,23:53:33,17.286,N,83.887,W,
11/1/2001,23:55:33,17.288,N,83.888,W,
11/1/2001,23:57:34,17.289,N,83.888,W,
11/1/2001,23:59:34,17.29,N,83.888,W,
11/2/2001,0:01:34,17.291,N,83.889,W,
11/2/2001,0:03:33,17.292,N,83.889,W,
11/2/2001,0:05:33,17.293,N,83.889,W,
11/2/2001,0:07:33,17.295,N,83.89,W,
11/2/2001,0:09:33,17.296,N,83.89,W,
11/2/2001,0:11:34,17.297,N,83.89,W,
11/2/2001,0:13:34,17.298,N,83.891,W,
11/2/2001,0:15:34,17.299,N,83.891,W,
11/2/2001,0:17:34,17.3,N,83.891,W,
11/2/2001,0:19:33,17.302,N,83.892,W,
11/2/2001,0:21:33,17.303,N,83.892,W,
11/2/2001,0:23:33,17.304,N,83.892,W,
11/2/2001,0:25:33,17.305,N,83.893,W,
11/2/2001,0:27:34,17.306,N,83.893,W,
11/2/2001,0:29:34,17.307,N,83.893,W,
11/2/2001,0:31:34,17.309,N,83.893,W,
11/2/2001,0:33:33,17.31,N,83.894,W,
11/2/2001,0:35:33,17.311,N,83.894,W,
11/2/2001,0:37:33,17.312,N,83.894,W,
11/2/2001,0:39:33,17.313,N,83.894,W,
11/2/2001,0:41:34,17.314,N,83.895,W,
11/2/2001,0:43:34,17.315,N,83.895,W,
11/2/2001,0:45:34,17.316,N,83.895,W,
11/2/2001,0:47:34,17.318,N,83.896,W,
11/2/2001,0:49:33,17.319,N,83.896,W,
11/2/2001,0:51:33,17.32,N,83.896,W,
11/2/2001,0:53:33,17.321,N,83.896,W,
11/2/2001,0:55:33,17.322,N,83.896,W,
11/2/2001,0:57:34,17.323,N,83.897,W,
11/2/2001,0:59:34,17.324,N,83.897,W,
11/2/2001,1:01:34,17.325,N,83.897,W,
11/2/2001,1:03:33,17.326,N,83.897,W,
11/2/2001,1:05:33,17.327,N,83.898,W,
11/2/2001,1:07:33,17.329,N,83.898,W,
11/2/2001,1:09:33,17.33,N,83.898,W,
11/2/2001,1:11:34,17.331,N,83.898,W,
11/2/2001,1:13:34,17.332,N,83.898,W,
11/2/2001,1:15:34,17.333,N,83.899,W,
11/2/2001,1:17:34,17.334,N,83.899,W,
11/2/2001,1:19:33,17.335,N,83.899,W,
11/2/2001,1:21:33,17.336,N,83.899,W,
11/2/2001,1:23:33,17.337,N,83.899,W,
11/2/2001,1:25:33,17.338,N,83.9,W,
11/2/2001,1:27:34,17.339,N,83.9,W,
11/2/2001,1:29:34,17.34,N,83.9,W,
11/2/2001,1:31:34,17.341,N,83.9,W,
11/2/2001,1:33:33,17.342,N,83.9,W,
11/2/2001,1:35:33,17.344,N,83.9,W,
11/2/2001,1:37:33,17.345,N,83.901,W,
11/2/2001,1:39:33,17.346,N,83.901,W,
11/2/2001,1:41:34,17.347,N,83.901,W,
11/2/2001,1:43:34,17.348,N,83.901,W,
11/2/2001,1:45:34,17.349,N,83.901,W,
11/2/2001,1:47:34,17.35,N,83.901,W,
11/2/2001,1:49:33,17.351,N,83.901,W,
11/2/2001,1:51:33,17.352,N,83.902,W,
11/2/2001,1:53:33,17.353,N,83.902,W,
11/2/2001,1:55:33,17.354,N,83.902,W,
11/2/2001,1:57:34,17.355,N,83.902,W,
11/2/2001,1:59:34,17.356,N,83.902,W,
11/2/2001,2:01:34,17.357,N,83.902,W,
11/2/2001,2:03:33,17.358,N,83.902,W,
11/2/2001,2:05:33,17.359,N,83.902,W,
11/2/2001,2:07:33,17.36,N,83.903,W,
11/2/2001,2:09:33,17.361,N,83.903,W,
11/2/2001,2:11:34,17.362,N,83.903,W,
11/2/2001,2:13:34,17.363,N,83.903,W,
11/2/2001,2:15:34,17.364,N,83.903,W,
11/2/2001,2:17:34,17.365,N,83.903,W,
11/2/2001,2:19:33,17.366,N,83.903,W,
11/2/2001,2:21:33,17.367,N,83.903,W,
11/2/2001,2:23:33,17.368,N,83.903,W,
11/2/2001,2:25:33,17.369,N,83.903,W,
11/2/2001,2:27:34,17.37,N,83.903,W,
11/2/2001,2:29:34,17.371,N,83.904,W,
11/2/2001,2:31:34,17.372,N,83.904,W,
11/2/2001,2:33:33,17.373,N,83.904,W,
11/2/2001,2:35:33,17.374,N,83.904,W,
11/2/2001,2:37:33,17.375,N,83.904,W,
11/2/2001,2:39:33,17.376,N,83.904,W,
11/2/2001,2:41:34,17.377,N,83.904,W,
11/2/2001,2:43:34,17.378,N,83.904,W,
11/2/2001,2:45:34,17.379,N,83.904,W,
11/2/2001,2:47:34,17.38,N,83.904,W,
11/2/2001,2:49:33,17.381,N,83.904,W,
11/2/2001,2:51:33,17.382,N,83.904,W,
11/2/2001,2:53:33,17.383,N,83.904,W,
11/2/2001,2:55:33,17.384,N,83.904,W,
11/2/2001,2:57:34,17.385,N,83.904,W,
11/2/2001,2:59:34,17.386,N,83.904,W,
11/2/2001,3:01:34,17.387,N,83.904,W,
11/2/2001,3:03:33,17.388,N,83.904,W,
11/2/2001,3:05:33,17.388,N,83.904,W,
11/2/2001,3:07:33,17.389,N,83.904,W,
11/2/2001,3:09:33,17.39,N,83.904,W,
11/2/2001,3:11:34,17.391,N,83.904,W,
11/2/2001,3:13:34,17.392,N,83.904,W,
11/2/2001,3:15:34,17.393,N,83.905,W,
11/2/2001,3:17:34,17.394,N,83.905,W,
11/2/2001,3:19:33,17.395,N,83.905,W,
11/2/2001,3:21:33,17.396,N,83.905,W,
11/2/2001,3:23:33,17.397,N,83.905,W,
11/2/2001,3:25:33,17.398,N,83.905,W,
11/2/2001,3:27:34,17.399,N,83.905,W,
11/2/2001,3:29:34,17.4,N,83.905,W,
11/2/2001,3:31:34,17.401,N,83.905,W,
11/2/2001,3:33:33,17.402,N,83.904,W,
11/2/2001,3:35:33,17.403,N,83.904,W,
11/2/2001,3:37:33,17.403,N,83.904,W,
11/2/2001,3:39:33,17.404,N,83.904,W,
11/2/2001,3:41:34,17.405,N,83.904,W,
11/2/2001,3:43:34,17.406,N,83.904,W,
11/2/2001,3:45:34,17.407,N,83.904,W,
11/2/2001,3:47:34,17.408,N,83.904,W,
11/2/2001,3:49:33,17.409,N,83.904,W,
11/2/2001,3:51:33,17.41,N,83.904,W,
11/2/2001,3:53:33,17.411,N,83.904,W,
11/2/2001,3:55:33,17.412,N,83.904,W,
11/2/2001,3:57:34,17.413,N,83.904,W,
11/2/2001,3:59:34,17.414,N,83.904,W,
11/2/2001,4:01:34,17.414,N,83.904,W,
11/2/2001,4:03:33,17.415,N,83.904,W,
11/2/2001,4:05:33,17.416,N,83.904,W,
11/2/2001,4:07:33,17.417,N,83.904,W,
11/2/2001,4:09:33,17.418,N,83.904,W,
11/2/2001,4:11:34,17.419,N,83.904,W,
11/2/2001,4:13:34,17.42,N,83.904,W,
11/2/2001,4:15:34,17.421,N,83.904,W,
11/2/2001,4:17:34,17.422,N,83.904,W,
11/2/2001,4:19:33,17.422,N,83.904,W,
11/2/2001,4:21:33,17.423,N,83.904,W,
11/2/2001,4:23:33,17.424,N,83.903,W,
11/2/2001,4:25:33,17.425,N,83.903,W,
11/2/2001,4:27:34,17.426,N,83.903,W,
11/2/2001,4:29:34,17.427,N,83.903,W,
11/2/2001,4:31:34,17.428,N,83.903,W,
11/2/2001,4:33:33,17.429,N,83.903,W,
11/2/2001,4:35:33,17.43,N,83.903,W,
11/2/2001,4:37:33,17.43,N,83.903,W,
11/2/2001,4:39:33,17.431,N,83.903,W,
11/2/2001,4:41:34,17.432,N,83.903,W,
11/2/2001,4:43:34,17.433,N,83.903,W,
11/2/2001,4:45:34,17.434,N,83.903,W,
11/2/2001,4:47:34,17.435,N,83.903,W,
11/2/2001,4:49:33,17.436,N,83.902,W,
11/2/2001,4:51:33,17.437,N,83.902,W,
11/2/2001,4:53:33,17.437,N,83.902,W,
11/2/2001,4:55:33,17.438,N,83.902,W,
11/2/2001,4:57:34,17.439,N,83.902,W,
11/2/2001,4:59:34,17.44,N,83.902,W,
11/2/2001,5:01:34,17.441,N,83.902,W,
11/2/2001,5:03:33,17.442,N,83.902,W,
11/2/2001,5:05:33,17.443,N,83.902,W,
11/2/2001,5:07:33,17.443,N,83.902,W,
11/2/2001,5:09:33,17.444,N,83.901,W,
11/2/2001,5:11:34,17.445,N,83.901,W,
11/2/2001,5:13:34,17.446,N,83.901,W,
11/2/2001,5:15:34,17.447,N,83.901,W,
11/2/2001,5:17:34,17.448,N,83.901,W,
11/2/2001,5:19:33,17.449,N,83.901,W,
11/2/2001,5:21:33,17.449,N,83.901,W,
11/2/2001,5:23:33,17.45,N,83.901,W,
11/2/2001,5:25:33,17.451,N,83.901,W,
11/2/2001,5:27:34,17.452,N,83.9,W,
11/2/2001,5:29:34,17.453,N,83.9,W,
11/2/2001,5:31:34,17.454,N,83.9,W,
11/2/2001,5:33:33,17.455,N,83.9,W,
11/2/2001,5:35:33,17.455,N,83.9,W,
11/2/2001,5:37:33,17.456,N,83.9,W,
11/2/2001,5:39:33,17.457,N,83.9,W,
11/2/2001,5:41:34,17.458,N,83.9,W,
11/2/2001,5:43:34,17.459,N,83.899,W,
11/2/2001,5:45:34,17.46,N,83.899,W,
11/2/2001,5:47:34,17.46,N,83.899,W,
11/2/2001,5:49:33,17.461,N,83.899,W,
11/2/2001,5:51:33,17.462,N,83.899,W,
11/2/2001,5:53:33,17.463,N,83.899,W,
11/2/2001,5:55:33,17.464,N,83.899,W,
11/2/2001,5:57:34,17.465,N,83.899,W,
11/2/2001,5:59:34,17.466,N,83.898,W,
11/2/2001,6:01:34,17.466,N,83.898,W,
11/2/2001,6:03:33,17.467,N,83.898,W,
11/2/2001,6:05:32,17.468,N,83.898,W,
11/2/2001,6:07:32,17.468,N,83.897,W,
11/2/2001,6:09:33,17.469,N,83.896,W,
11/2/2001,6:11:33,17.469,N,83.895,W,
11/2/2001,6:13:33,17.469,N,83.894,W,
11/2/2001,6:15:33,17.47,N,83.894,W,
11/2/2001,6:17:32,17.47,N,83.893,W,
11/2/2001,6:19:32,17.471,N,83.892,W,
11/2/2001,6:21:32,17.471,N,83.892,W,
11/2/2001,6:23:33,17.471,N,83.891,W,
11/2/2001,6:25:33,17.472,N,83.89,W,
11/2/2001,6:27:33,17.473,N,83.89,W,
11/2/2001,6:29:33,17.473,N,83.889,W,
11/2/2001,6:31:32,17.474,N,83.889,W,
11/2/2001,6:33:32,17.474,N,83.888,W,
11/2/2001,6:35:32,17.475,N,83.888,W,
11/2/2001,6:37:32,17.476,N,83.887,W,
11/2/2001,6:39:33,17.476,N,83.887,W,
11/2/2001,6:41:33,17.477,N,83.887,W,
11/2/2001,6:43:33,17.478,N,83.886,W,
11/2/2001,6:45:33,17.478,N,83.886,W,
11/2/2001,6:47:32,17.479,N,83.886,W,
11/2/2001,6:49:32,17.48,N,83.885,W,
11/2/2001,6:51:32,17.481,N,83.885,W,
11/2/2001,6:53:33,17.481,N,83.885,W,
11/2/2001,6:55:33,17.482,N,83.885,W,
11/2/2001,6:57:33,17.483,N,83.885,W,
11/2/2001,6:59:33,17.484,N,83.885,W,
11/2/2001,7:01:32,17.485,N,83.885,W,
11/2/2001,7:03:32,17.486,N,83.885,W,
11/2/2001,7:05:32,17.487,N,83.885,W,
11/2/2001,7:07:32,17.488,N,83.885,W,
11/2/2001,7:09:33,17.489,N,83.885,W,
11/2/2001,7:11:33,17.49,N,83.885,W,
11/2/2001,7:13:33,17.491,N,83.885,W,
11/2/2001,7:15:33,17.492,N,83.885,W,
11/2/2001,7:17:32,17.493,N,83.885,W,
11/2/2001,7:19:32,17.494,N,83.885,W,
11/2/2001,7:21:32,17.495,N,83.885,W,
11/2/2001,7:23:33,17.496,N,83.886,W,
11/2/2001,7:25:33,17.497,N,83.886,W,
11/2/2001,7:27:33,17.498,N,83.886,W,
11/2/2001,7:29:33,17.499,N,83.886,W,
11/2/2001,7:31:32,17.5,N,83.887,W,
11/2/2001,7:33:32,17.501,N,83.887,W,
11/2/2001,7:35:32,17.503,N,83.887,W,
11/2/2001,7:37:32,17.504,N,83.888,W,
11/2/2001,7:39:33,17.505,N,83.888,W,
11/2/2001,7:41:33,17.506,N,83.889,W,
11/2/2001,7:43:33,17.507,N,83.889,W,
11/2/2001,7:45:33,17.509,N,83.889,W,
11/2/2001,7:47:32,17.51,N,83.89,W,
11/2/2001,7:47:41,17.51,N,83.89,W,
11/2/2001,7:49:41,17.511,N,83.89,W,
11/2/2001,7:51:41,17.512,N,83.891,W,
11/2/2001,7:53:40,17.513,N,83.892,W,
11/2/2001,7:55:40,17.514,N,83.892,W,
11/2/2001,7:57:40,17.515,N,83.893,W,
11/2/2001,7:59:40,17.516,N,83.893,W,
11/2/2001,8:01:41,17.517,N,83.894,W,
11/2/2001,8:03:41,17.518,N,83.895,W,
11/2/2001,8:05:41,17.519,N,83.896,W,
11/2/2001,8:07:41,17.52,N,83.896,W,
