Track,for,Dennis,2005,,
7/6/2005,6:23:59,14.725,N,69.786,W
7/6/2005,6:25:59,14.727,N,69.793,W
7/6/2005,6:28:00,14.729,N,69.8,W
7/6/2005,6:30:00,14.731,N,69.807,W
7/6/2005,6:31:59,14.733,N,69.814,W
7/6/2005,6:34:00,14.735,N,69.821,W
7/6/2005,6:36:00,14.737,N,69.828,W
7/6/2005,6:37:59,14.739,N,69.836,W
7/6/2005,6:39:59,14.741,N,69.843,W
7/6/2005,6:42:00,14.743,N,69.85,W
7/6/2005,6:44:00,14.745,N,69.857,W
7/6/2005,6:45:59,14.748,N,69.864,W
7/6/2005,6:47:59,14.75,N,69.871,W
7/6/2005,6:50:00,14.752,N,69.879,W
7/6/2005,6:52:00,14.754,N,69.886,W
7/6/2005,6:53:59,14.756,N,69.893,W
7/6/2005,6:55:59,14.758,N,69.9,W
7/6/2005,6:58:00,14.76,N,69.907,W
7/6/2005,7:00:00,14.762,N,69.914,W
7/6/2005,7:01:59,14.764,N,69.922,W
7/6/2005,7:04:00,14.766,N,69.929,W
7/6/2005,7:06:00,14.768,N,69.936,W
7/6/2005,7:07:59,14.77,N,69.943,W
7/6/2005,7:09:59,14.772,N,69.95,W
7/6/2005,7:12:00,14.774,N,69.958,W
7/6/2005,7:14:00,14.776,N,69.965,W
7/6/2005,7:15:59,14.778,N,69.972,W
7/6/2005,7:17:59,14.78,N,69.979,W
7/6/2005,7:20:00,14.782,N,69.986,W
7/6/2005,7:22:00,14.784,N,69.993,W
7/6/2005,7:23:59,14.786,N,70.001,W
7/6/2005,7:25:59,14.789,N,70.008,W
7/6/2005,7:28:00,14.791,N,70.015,W
7/6/2005,7:30:00,14.793,N,70.022,W
7/6/2005,7:31:59,14.795,N,70.029,W
7/6/2005,7:34:00,14.797,N,70.036,W
7/6/2005,7:36:00,14.799,N,70.044,W
7/6/2005,7:37:59,14.801,N,70.051,W
7/6/2005,7:39:59,14.803,N,70.058,W
7/6/2005,7:42:00,14.805,N,70.065,W
7/6/2005,7:44:00,14.807,N,70.072,W
7/6/2005,7:45:59,14.809,N,70.079,W
7/6/2005,7:47:59,14.811,N,70.087,W
7/6/2005,7:50:00,14.813,N,70.094,W
7/6/2005,7:52:00,14.815,N,70.101,W
7/6/2005,7:53:59,14.817,N,70.108,W
7/6/2005,7:55:59,14.819,N,70.115,W
7/6/2005,7:58:00,14.821,N,70.122,W
7/6/2005,8:00:00,14.824,N,70.129,W
7/6/2005,8:01:59,14.826,N,70.137,W
7/6/2005,8:03:59,14.828,N,70.144,W
7/6/2005,8:05:59,14.83,N,70.151,W
7/6/2005,8:08:00,14.832,N,70.158,W
7/6/2005,8:10:00,14.834,N,70.165,W
7/6/2005,8:12:00,14.836,N,70.172,W
7/6/2005,8:14:00,14.838,N,70.179,W
7/6/2005,8:15:59,14.84,N,70.187,W
7/6/2005,8:17:59,14.842,N,70.194,W
7/6/2005,8:19:59,14.844,N,70.201,W
7/6/2005,8:21:59,14.846,N,70.208,W
7/6/2005,8:24:00,14.848,N,70.215,W
7/6/2005,8:26:00,14.85,N,70.222,W
7/6/2005,8:28:00,14.853,N,70.229,W
7/6/2005,8:30:00,14.855,N,70.236,W
7/6/2005,8:31:59,14.857,N,70.243,W
7/6/2005,8:33:59,14.859,N,70.251,W
7/6/2005,8:35:59,14.861,N,70.258,W
7/6/2005,8:38:00,14.863,N,70.265,W
7/6/2005,8:40:00,14.865,N,70.272,W
7/6/2005,8:42:00,14.867,N,70.279,W
7/6/2005,8:44:00,14.869,N,70.286,W
7/6/2005,8:45:59,14.871,N,70.293,W
7/6/2005,8:47:59,14.874,N,70.3,W
7/6/2005,8:49:59,14.876,N,70.307,W
7/6/2005,8:51:59,14.878,N,70.314,W
7/6/2005,8:54:00,14.88,N,70.321,W
7/6/2005,8:56:00,14.882,N,70.328,W
7/6/2005,8:58:00,14.884,N,70.335,W
7/6/2005,9:00:00,14.886,N,70.343,W
7/6/2005,9:01:59,14.888,N,70.35,W
7/6/2005,9:03:59,14.89,N,70.357,W
7/6/2005,9:05:59,14.893,N,70.364,W
7/6/2005,9:08:00,14.895,N,70.371,W
7/6/2005,9:10:00,14.897,N,70.378,W
7/6/2005,9:12:00,14.899,N,70.385,W
7/6/2005,9:14:00,14.901,N,70.392,W
7/6/2005,9:15:59,14.903,N,70.399,W
7/6/2005,9:17:59,14.905,N,70.406,W
7/6/2005,9:19:59,14.908,N,70.413,W
7/6/2005,9:21:59,14.91,N,70.42,W
7/6/2005,9:24:00,14.912,N,70.427,W
7/6/2005,9:26:00,14.914,N,70.434,W
7/6/2005,9:28:00,14.916,N,70.441,W
7/6/2005,9:30:00,14.918,N,70.448,W
7/6/2005,9:31:59,14.92,N,70.455,W
7/6/2005,9:33:59,14.923,N,70.461,W
7/6/2005,9:35:59,14.925,N,70.468,W
7/6/2005,9:38:00,14.927,N,70.475,W
7/6/2005,9:40:00,14.929,N,70.482,W
7/6/2005,9:42:00,14.931,N,70.489,W
7/6/2005,9:44:00,14.934,N,70.496,W
7/6/2005,9:45:59,14.936,N,70.503,W
7/6/2005,9:47:59,14.938,N,70.51,W
7/6/2005,9:49:59,14.94,N,70.517,W
7/6/2005,9:51:59,14.942,N,70.524,W
7/6/2005,9:54:00,14.944,N,70.531,W
7/6/2005,9:56:00,14.947,N,70.538,W
7/6/2005,9:58:00,14.949,N,70.544,W
7/6/2005,10:00:00,14.951,N,70.551,W
7/6/2005,10:01:59,14.953,N,70.558,W
7/6/2005,10:03:59,14.956,N,70.565,W
7/6/2005,10:05:59,14.958,N,70.572,W
7/6/2005,10:08:00,14.96,N,70.579,W
7/6/2005,10:10:00,14.962,N,70.585,W
7/6/2005,10:12:00,14.964,N,70.592,W
7/6/2005,10:14:00,14.967,N,70.599,W
7/6/2005,10:15:59,14.969,N,70.606,W
7/6/2005,10:17:59,14.971,N,70.613,W
7/6/2005,10:19:59,14.973,N,70.619,W
7/6/2005,10:21:59,14.976,N,70.626,W
7/6/2005,10:24:00,14.978,N,70.633,W
7/6/2005,10:26:00,14.98,N,70.64,W
7/6/2005,10:28:00,14.983,N,70.647,W
7/6/2005,10:30:00,14.985,N,70.653,W
7/6/2005,10:31:59,14.987,N,70.66,W
7/6/2005,10:33:59,14.989,N,70.667,W
7/6/2005,10:35:59,14.992,N,70.673,W
7/6/2005,10:38:00,14.994,N,70.68,W
7/6/2005,10:40:00,14.996,N,70.687,W
7/6/2005,10:42:00,14.999,N,70.694,W
7/6/2005,10:44:00,15.001,N,70.7,W
7/6/2005,10:45:59,15.003,N,70.707,W
7/6/2005,10:47:59,15.006,N,70.714,W
7/6/2005,10:49:59,15.008,N,70.72,W
7/6/2005,10:51:59,15.01,N,70.727,W
7/6/2005,10:54:00,15.013,N,70.734,W
7/6/2005,10:56:00,15.015,N,70.74,W
7/6/2005,10:58:00,15.017,N,70.747,W
7/6/2005,11:00:00,15.02,N,70.753,W
7/6/2005,11:01:59,15.022,N,70.76,W
7/6/2005,11:03:59,15.024,N,70.767,W
7/6/2005,11:05:59,15.027,N,70.773,W
7/6/2005,11:08:00,15.029,N,70.78,W
7/6/2005,11:10:00,15.031,N,70.786,W
7/6/2005,11:12:00,15.034,N,70.793,W
7/6/2005,11:14:00,15.036,N,70.799,W
7/6/2005,11:15:59,15.039,N,70.806,W
7/6/2005,11:17:59,15.041,N,70.812,W
7/6/2005,11:19:59,15.043,N,70.819,W
7/6/2005,11:21:59,15.046,N,70.825,W
7/6/2005,11:24:00,15.048,N,70.832,W
7/6/2005,11:26:00,15.051,N,70.838,W
7/6/2005,11:28:00,15.053,N,70.845,W
7/6/2005,11:30:00,15.055,N,70.851,W
7/6/2005,11:31:59,15.058,N,70.858,W
7/6/2005,11:33:59,15.06,N,70.864,W
7/6/2005,11:35:59,15.063,N,70.87,W
7/6/2005,11:38:00,15.065,N,70.877,W
7/6/2005,11:40:00,15.068,N,70.883,W
7/6/2005,11:42:00,15.07,N,70.89,W
7/6/2005,11:44:00,15.073,N,70.896,W
7/6/2005,11:45:59,15.075,N,70.902,W
7/6/2005,11:47:59,15.078,N,70.909,W
7/6/2005,11:49:59,15.08,N,70.915,W
7/6/2005,11:51:59,15.083,N,70.921,W
7/6/2005,11:54:00,15.085,N,70.928,W
7/6/2005,11:56:00,15.088,N,70.934,W
7/6/2005,11:58:00,15.09,N,70.94,W
7/6/2005,12:00:00,15.093,N,70.946,W
7/6/2005,12:01:59,15.095,N,70.953,W
7/6/2005,12:03:59,15.098,N,70.959,W
7/6/2005,12:05:59,15.1,N,70.965,W
7/6/2005,12:08:00,15.103,N,70.971,W
7/6/2005,12:10:00,15.105,N,70.977,W
7/6/2005,12:12:00,15.108,N,70.984,W
7/6/2005,12:14:00,15.111,N,70.99,W
7/6/2005,12:15:59,15.113,N,70.996,W
7/6/2005,12:17:59,15.116,N,71.002,W
7/6/2005,12:19:59,15.118,N,71.008,W
7/6/2005,12:21:59,15.121,N,71.014,W
7/6/2005,12:24:00,15.124,N,71.02,W
7/6/2005,12:26:00,15.126,N,71.027,W
7/6/2005,12:28:00,15.129,N,71.033,W
7/6/2005,12:30:00,15.131,N,71.039,W
7/6/2005,12:31:59,15.134,N,71.045,W
7/6/2005,12:33:59,15.137,N,71.051,W
7/6/2005,12:35:59,15.139,N,71.057,W
7/6/2005,12:38:00,15.142,N,71.063,W
7/6/2005,12:40:00,15.145,N,71.069,W
7/6/2005,12:42:00,15.147,N,71.075,W
7/6/2005,12:44:00,15.15,N,71.081,W
7/6/2005,12:45:59,15.153,N,71.087,W
7/6/2005,12:47:59,15.155,N,71.093,W
7/6/2005,12:49:59,15.158,N,71.099,W
7/6/2005,12:51:59,15.161,N,71.104,W
7/6/2005,12:54:00,15.164,N,71.11,W
7/6/2005,12:56:00,15.166,N,71.116,W
7/6/2005,12:58:00,15.169,N,71.122,W
7/6/2005,13:00:00,15.172,N,71.128,W
7/6/2005,13:01:59,15.175,N,71.134,W
7/6/2005,13:03:59,15.177,N,71.14,W
7/6/2005,13:05:59,15.18,N,71.145,W
7/6/2005,13:08:00,15.183,N,71.151,W
7/6/2005,13:10:00,15.186,N,71.157,W
7/6/2005,13:12:00,15.188,N,71.163,W
7/6/2005,13:14:00,15.191,N,71.169,W
7/6/2005,13:15:59,15.194,N,71.174,W
7/6/2005,13:17:59,15.197,N,71.18,W
7/6/2005,13:19:59,15.2,N,71.186,W
7/6/2005,13:21:59,15.202,N,71.191,W
7/6/2005,13:24:00,15.205,N,71.197,W
7/6/2005,13:26:00,15.208,N,71.203,W
7/6/2005,13:28:00,15.211,N,71.209,W
7/6/2005,13:30:00,15.214,N,71.214,W
7/6/2005,13:31:59,15.217,N,71.22,W
7/6/2005,13:33:59,15.219,N,71.225,W
7/6/2005,13:35:59,15.222,N,71.231,W
7/6/2005,13:38:00,15.225,N,71.237,W
7/6/2005,13:40:00,15.228,N,71.242,W
7/6/2005,13:42:00,15.231,N,71.248,W
7/6/2005,13:44:00,15.234,N,71.253,W
7/6/2005,13:45:59,15.237,N,71.259,W
7/6/2005,13:47:59,15.24,N,71.264,W
7/6/2005,13:49:59,15.243,N,71.27,W
7/6/2005,13:51:59,15.245,N,71.276,W
7/6/2005,13:54:00,15.248,N,71.281,W
7/6/2005,13:56:00,15.251,N,71.287,W
7/6/2005,13:58:00,15.254,N,71.292,W
7/6/2005,14:00:00,15.257,N,71.298,W
7/6/2005,14:01:59,15.26,N,71.303,W
7/6/2005,14:03:59,15.263,N,71.308,W
7/6/2005,14:05:59,15.266,N,71.314,W
7/6/2005,14:08:00,15.269,N,71.319,W
7/6/2005,14:10:00,15.272,N,71.325,W
7/6/2005,14:12:00,15.275,N,71.33,W
7/6/2005,14:14:00,15.278,N,71.335,W
7/6/2005,14:15:59,15.281,N,71.341,W
7/6/2005,14:17:59,15.284,N,71.346,W
7/6/2005,14:19:59,15.287,N,71.352,W
7/6/2005,14:21:59,15.29,N,71.357,W
7/6/2005,14:24:00,15.293,N,71.362,W
7/6/2005,14:26:00,15.296,N,71.368,W
7/6/2005,14:28:00,15.299,N,71.373,W
7/6/2005,14:30:00,15.302,N,71.378,W
7/6/2005,14:31:59,15.305,N,71.384,W
7/6/2005,14:33:59,15.308,N,71.389,W
7/6/2005,14:35:59,15.311,N,71.394,W
7/6/2005,14:38:00,15.314,N,71.399,W
7/6/2005,14:40:00,15.317,N,71.405,W
7/6/2005,14:42:00,15.32,N,71.41,W
7/6/2005,14:44:00,15.323,N,71.415,W
7/6/2005,14:45:59,15.326,N,71.42,W
7/6/2005,14:47:59,15.329,N,71.426,W
7/6/2005,14:49:59,15.332,N,71.431,W
7/6/2005,14:51:59,15.336,N,71.436,W
7/6/2005,14:54:00,15.339,N,71.441,W
7/6/2005,14:56:00,15.342,N,71.446,W
7/6/2005,14:58:00,15.345,N,71.451,W
7/6/2005,15:00:00,15.348,N,71.457,W
7/6/2005,15:01:59,15.351,N,71.462,W
7/6/2005,15:03:59,15.354,N,71.467,W
7/6/2005,15:05:59,15.357,N,71.472,W
7/6/2005,15:08:00,15.36,N,71.477,W
7/6/2005,15:10:00,15.364,N,71.482,W
7/6/2005,15:12:00,15.367,N,71.487,W
7/6/2005,15:14:00,15.37,N,71.492,W
7/6/2005,15:15:59,15.373,N,71.497,W
7/6/2005,15:17:59,15.376,N,71.503,W
7/6/2005,15:19:59,15.379,N,71.508,W
7/6/2005,15:21:59,15.382,N,71.513,W
7/6/2005,15:24:00,15.386,N,71.518,W
7/6/2005,15:26:00,15.389,N,71.523,W
7/6/2005,15:28:00,15.392,N,71.528,W
7/6/2005,15:30:00,15.395,N,71.533,W
7/6/2005,15:31:59,15.398,N,71.538,W
7/6/2005,15:33:59,15.401,N,71.543,W
7/6/2005,15:35:59,15.405,N,71.548,W
7/6/2005,15:38:00,15.408,N,71.553,W
7/6/2005,15:40:00,15.411,N,71.558,W
7/6/2005,15:42:00,15.414,N,71.563,W
7/6/2005,15:44:00,15.417,N,71.568,W
7/6/2005,15:45:59,15.421,N,71.573,W
7/6/2005,15:47:59,15.424,N,71.578,W
7/6/2005,15:49:59,15.427,N,71.582,W
7/6/2005,15:51:59,15.43,N,71.587,W
7/6/2005,15:54:00,15.434,N,71.592,W
7/6/2005,15:56:00,15.437,N,71.597,W
7/6/2005,15:58:00,15.44,N,71.602,W
7/6/2005,16:00:00,15.443,N,71.607,W
7/6/2005,16:01:59,15.447,N,71.612,W
7/6/2005,16:03:59,15.45,N,71.617,W
7/6/2005,16:05:59,15.453,N,71.622,W
7/6/2005,16:08:00,15.456,N,71.626,W
7/6/2005,16:10:00,15.46,N,71.631,W
7/6/2005,16:12:00,15.463,N,71.636,W
7/6/2005,16:14:00,15.466,N,71.641,W
7/6/2005,16:15:59,15.469,N,71.646,W
7/6/2005,16:17:59,15.473,N,71.651,W
7/6/2005,16:19:59,15.476,N,71.656,W
7/6/2005,16:21:59,15.479,N,71.66,W
7/6/2005,16:24:00,15.482,N,71.665,W
7/6/2005,16:26:00,15.486,N,71.67,W
7/6/2005,16:28:00,15.489,N,71.675,W
7/6/2005,16:30:00,15.492,N,71.679,W
7/6/2005,16:31:59,15.496,N,71.684,W
7/6/2005,16:33:59,15.499,N,71.689,W
7/6/2005,16:35:59,15.502,N,71.694,W
7/6/2005,16:38:00,15.506,N,71.699,W
7/6/2005,16:40:00,15.509,N,71.703,W
7/6/2005,16:42:00,15.512,N,71.708,W
7/6/2005,16:44:00,15.516,N,71.713,W
7/6/2005,16:45:59,15.519,N,71.718,W
7/6/2005,16:47:59,15.522,N,71.722,W
7/6/2005,16:49:59,15.526,N,71.727,W
7/6/2005,16:51:59,15.529,N,71.732,W
7/6/2005,16:54:00,15.532,N,71.736,W
7/6/2005,16:56:00,15.536,N,71.741,W
7/6/2005,16:58:00,15.539,N,71.746,W
7/6/2005,17:00:00,15.542,N,71.751,W
7/6/2005,17:01:59,15.546,N,71.755,W
7/6/2005,17:03:59,15.549,N,71.76,W
7/6/2005,17:05:59,15.552,N,71.765,W
7/6/2005,17:08:00,15.556,N,71.769,W
7/6/2005,17:10:00,15.559,N,71.774,W
7/6/2005,17:12:00,15.562,N,71.779,W
7/6/2005,17:14:00,15.566,N,71.783,W
7/6/2005,17:15:59,15.569,N,71.788,W
7/6/2005,17:17:59,15.572,N,71.792,W
7/6/2005,17:19:59,15.576,N,71.797,W
7/6/2005,17:21:59,15.579,N,71.802,W
7/6/2005,17:24:00,15.583,N,71.806,W
7/6/2005,17:26:00,15.586,N,71.811,W
7/6/2005,17:28:00,15.589,N,71.816,W
7/6/2005,17:30:00,15.593,N,71.82,W
7/6/2005,17:31:59,15.596,N,71.825,W
7/6/2005,17:33:59,15.6,N,71.829,W
7/6/2005,17:35:59,15.603,N,71.834,W
7/6/2005,17:38:00,15.606,N,71.839,W
7/6/2005,17:40:00,15.61,N,71.843,W
7/6/2005,17:42:00,15.613,N,71.848,W
7/6/2005,17:44:00,15.616,N,71.852,W
7/6/2005,17:45:59,15.62,N,71.857,W
7/6/2005,17:47:59,15.623,N,71.862,W
7/6/2005,17:49:59,15.627,N,71.866,W
7/6/2005,17:51:59,15.63,N,71.871,W
7/6/2005,17:54:00,15.634,N,71.875,W
7/6/2005,17:56:00,15.637,N,71.88,W
7/6/2005,17:58:00,15.64,N,71.884,W
7/6/2005,18:00:00,15.644,N,71.889,W
7/6/2005,18:01:59,15.647,N,71.893,W
7/6/2005,18:03:59,15.651,N,71.898,W
7/6/2005,18:05:59,15.654,N,71.903,W
7/6/2005,18:08:00,15.657,N,71.907,W
7/6/2005,18:10:00,15.661,N,71.912,W
7/6/2005,18:12:00,15.664,N,71.916,W
7/6/2005,18:14:00,15.668,N,71.921,W
7/6/2005,18:14:07,15.668,N,71.921,W
7/6/2005,18:16:08,15.671,N,71.925,W
7/6/2005,18:18:08,15.675,N,71.93,W
7/6/2005,18:20:08,15.678,N,71.934,W
7/6/2005,18:22:07,15.682,N,71.939,W
7/6/2005,18:24:07,15.685,N,71.943,W
7/6/2005,18:26:07,15.689,N,71.948,W
7/6/2005,18:28:07,15.692,N,71.952,W
7/6/2005,18:30:08,15.696,N,71.957,W
7/6/2005,18:32:08,15.699,N,71.961,W
7/6/2005,18:34:08,15.703,N,71.966,W
7/6/2005,18:36:08,15.706,N,71.97,W
7/6/2005,18:38:07,15.71,N,71.975,W
7/6/2005,18:40:07,15.713,N,71.979,W
7/6/2005,18:42:07,15.716,N,71.984,W
7/6/2005,18:44:07,15.72,N,71.988,W
7/6/2005,18:46:08,15.723,N,71.993,W
7/6/2005,18:48:08,15.727,N,71.997,W
7/6/2005,18:50:08,15.73,N,72.002,W
7/6/2005,18:52:07,15.734,N,72.006,W
7/6/2005,18:54:07,15.737,N,72.01,W
7/6/2005,18:56:07,15.741,N,72.015,W
7/6/2005,18:58:07,15.744,N,72.019,W
7/6/2005,19:00:08,15.748,N,72.024,W
7/6/2005,19:02:08,15.751,N,72.028,W
7/6/2005,19:04:08,15.754,N,72.033,W
7/6/2005,19:06:08,15.758,N,72.037,W
7/6/2005,19:08:07,15.761,N,72.042,W
7/6/2005,19:10:07,15.765,N,72.046,W
7/6/2005,19:12:07,15.768,N,72.051,W
7/6/2005,19:14:07,15.772,N,72.055,W
7/6/2005,19:16:08,15.775,N,72.06,W
7/6/2005,19:18:08,15.779,N,72.064,W
7/6/2005,19:20:08,15.782,N,72.069,W
7/6/2005,19:22:07,15.786,N,72.073,W
7/6/2005,19:24:07,15.789,N,72.078,W
7/6/2005,19:26:07,15.793,N,72.082,W
7/6/2005,19:28:07,15.796,N,72.087,W
7/6/2005,19:30:08,15.799,N,72.091,W
7/6/2005,19:32:08,15.803,N,72.095,W
7/6/2005,19:34:08,15.806,N,72.1,W
7/6/2005,19:36:08,15.81,N,72.104,W
7/6/2005,19:38:07,15.813,N,72.109,W
7/6/2005,19:40:07,15.817,N,72.113,W
7/6/2005,19:42:07,15.82,N,72.118,W
7/6/2005,19:44:07,15.824,N,72.122,W
7/6/2005,19:46:08,15.827,N,72.127,W
7/6/2005,19:48:08,15.831,N,72.131,W
7/6/2005,19:50:08,15.834,N,72.136,W
7/6/2005,19:50:42,15.835,N,72.137,W
7/6/2005,19:52:42,15.842,N,72.148,W
7/6/2005,19:54:42,15.849,N,72.159,W
7/6/2005,19:56:41,15.855,N,72.17,W
7/6/2005,19:58:41,15.862,N,72.181,W
7/6/2005,20:00:41,15.869,N,72.192,W
7/6/2005,20:02:41,15.875,N,72.203,W
7/6/2005,20:04:42,15.882,N,72.213,W
7/6/2005,20:06:42,15.888,N,72.224,W
7/6/2005,20:08:42,15.895,N,72.234,W
7/6/2005,20:10:41,15.901,N,72.244,W
7/6/2005,20:12:41,15.907,N,72.254,W
7/6/2005,20:14:41,15.913,N,72.263,W
7/6/2005,20:16:41,15.919,N,72.273,W
7/6/2005,20:18:42,15.924,N,72.282,W
7/6/2005,20:20:42,15.93,N,72.29,W
7/6/2005,20:22:42,15.935,N,72.299,W
7/6/2005,20:24:42,15.94,N,72.307,W
7/6/2005,20:26:41,15.945,N,72.314,W
7/6/2005,20:28:41,15.95,N,72.322,W
7/6/2005,20:30:41,15.954,N,72.329,W
7/6/2005,20:32:41,15.959,N,72.336,W
7/6/2005,20:34:42,15.963,N,72.342,W
7/6/2005,20:36:42,15.967,N,72.348,W
7/6/2005,20:38:42,15.971,N,72.354,W
7/6/2005,20:40:41,15.975,N,72.36,W
7/6/2005,20:42:41,15.979,N,72.366,W
7/6/2005,20:44:41,15.982,N,72.371,W
7/6/2005,20:46:41,15.986,N,72.376,W
7/6/2005,20:48:42,15.989,N,72.381,W
7/6/2005,20:50:42,15.993,N,72.386,W
7/6/2005,20:52:42,15.996,N,72.39,W
7/6/2005,20:54:42,15.999,N,72.395,W
7/6/2005,20:56:41,16.002,N,72.399,W
7/6/2005,20:58:41,16.005,N,72.403,W
7/6/2005,21:00:41,16.008,N,72.407,W
7/6/2005,21:02:41,16.011,N,72.411,W
7/6/2005,21:04:42,16.013,N,72.414,W
7/6/2005,21:06:42,16.016,N,72.418,W
7/6/2005,21:08:42,16.019,N,72.422,W
7/6/2005,21:10:41,16.022,N,72.425,W
7/6/2005,21:12:41,16.024,N,72.429,W
7/6/2005,21:14:08,16.026,N,72.431,W
7/6/2005,21:16:08,16.029,N,72.434,W
7/6/2005,21:18:09,16.031,N,72.438,W
7/6/2005,21:20:09,16.034,N,72.441,W
7/6/2005,21:22:03,16.036,N,72.444,W
7/6/2005,21:24:02,16.039,N,72.447,W
7/6/2005,21:26:02,16.041,N,72.451,W
7/6/2005,21:28:02,16.044,N,72.454,W
7/6/2005,21:30:02,16.046,N,72.457,W
7/6/2005,21:32:03,16.049,N,72.461,W
7/6/2005,21:34:03,16.051,N,72.464,W
7/6/2005,21:36:03,16.054,N,72.468,W
7/6/2005,21:38:03,16.056,N,72.471,W
7/6/2005,21:40:02,16.059,N,72.475,W
7/6/2005,21:42:02,16.062,N,72.479,W
7/6/2005,21:44:02,16.064,N,72.482,W
7/6/2005,21:46:03,16.067,N,72.486,W
7/6/2005,21:48:03,16.07,N,72.49,W
7/6/2005,21:50:03,16.072,N,72.494,W
7/6/2005,21:52:03,16.075,N,72.498,W
7/6/2005,21:54:02,16.078,N,72.502,W
7/6/2005,21:56:02,16.081,N,72.506,W
7/6/2005,21:58:02,16.083,N,72.51,W
7/6/2005,22:00:02,16.086,N,72.514,W
7/6/2005,22:02:03,16.089,N,72.519,W
7/6/2005,22:04:03,16.092,N,72.523,W
7/6/2005,22:06:03,16.095,N,72.528,W
7/6/2005,22:08:03,16.098,N,72.532,W
7/6/2005,22:10:02,16.101,N,72.537,W
7/6/2005,22:12:02,16.104,N,72.542,W
7/6/2005,22:14:02,16.107,N,72.547,W
7/6/2005,22:16:03,16.11,N,72.552,W
7/6/2005,22:18:03,16.113,N,72.557,W
7/6/2005,22:20:03,16.116,N,72.563,W
7/6/2005,22:22:03,16.119,N,72.568,W
7/6/2005,22:24:02,16.122,N,72.574,W
7/6/2005,22:26:02,16.125,N,72.58,W
7/6/2005,22:28:02,16.129,N,72.586,W
7/6/2005,22:30:02,16.132,N,72.592,W
7/6/2005,22:32:03,16.135,N,72.598,W
7/6/2005,22:34:03,16.139,N,72.604,W
7/6/2005,22:36:03,16.142,N,72.611,W
7/6/2005,22:38:03,16.145,N,72.618,W
7/6/2005,22:40:02,16.149,N,72.624,W
7/6/2005,22:42:02,16.152,N,72.631,W
7/6/2005,22:44:02,16.156,N,72.638,W
7/6/2005,22:46:03,16.159,N,72.645,W
7/6/2005,22:48:03,16.163,N,72.653,W
7/6/2005,22:50:03,16.167,N,72.66,W
7/6/2005,22:52:03,16.17,N,72.668,W
7/6/2005,22:54:02,16.174,N,72.675,W
7/6/2005,22:56:02,16.177,N,72.683,W
7/6/2005,22:58:02,16.181,N,72.691,W
7/6/2005,23:00:02,16.184,N,72.698,W
7/6/2005,23:02:03,16.188,N,72.706,W
7/6/2005,23:04:03,16.192,N,72.714,W
7/6/2005,23:05:26,16.194,N,72.72,W
7/6/2005,23:07:26,16.198,N,72.73,W
7/6/2005,23:09:26,16.202,N,72.74,W
7/6/2005,23:11:26,16.206,N,72.749,W
7/6/2005,23:13:25,16.21,N,72.76,W
7/6/2005,23:15:25,16.214,N,72.77,W
7/6/2005,23:17:25,16.218,N,72.78,W
7/6/2005,23:19:26,16.222,N,72.79,W
7/6/2005,23:21:26,16.226,N,72.801,W
7/6/2005,23:23:26,16.229,N,72.811,W
7/6/2005,23:25:26,16.233,N,72.822,W
7/6/2005,23:27:25,16.237,N,72.832,W
7/6/2005,23:29:25,16.241,N,72.843,W
7/6/2005,23:31:25,16.245,N,72.853,W
7/6/2005,23:33:25,16.248,N,72.864,W
7/6/2005,23:35:26,16.252,N,72.874,W
7/6/2005,23:37:26,16.256,N,72.885,W
7/6/2005,23:39:26,16.259,N,72.895,W
7/6/2005,23:41:26,16.263,N,72.906,W
7/6/2005,23:43:25,16.266,N,72.916,W
7/6/2005,23:45:25,16.269,N,72.927,W
7/6/2005,23:47:25,16.273,N,72.937,W
7/6/2005,23:49:26,16.276,N,72.947,W
7/6/2005,23:51:26,16.279,N,72.957,W
7/6/2005,23:53:26,16.282,N,72.967,W
7/6/2005,23:55:26,16.285,N,72.977,W
7/6/2005,23:57:25,16.288,N,72.987,W
7/6/2005,23:59:25,16.291,N,72.996,W
7/7/2005,0:01:25,16.293,N,73.006,W
7/7/2005,0:03:25,16.296,N,73.015,W
7/7/2005,0:05:26,16.298,N,73.024,W
7/7/2005,0:07:26,16.3,N,73.033,W
7/7/2005,0:09:26,16.303,N,73.042,W
7/7/2005,0:11:26,16.305,N,73.051,W
7/7/2005,0:13:25,16.306,N,73.059,W
7/7/2005,0:15:25,16.308,N,73.068,W
7/7/2005,0:17:25,16.31,N,73.076,W
7/7/2005,0:19:26,16.311,N,73.083,W
7/7/2005,0:21:26,16.313,N,73.091,W
7/7/2005,0:23:26,16.314,N,73.098,W
7/7/2005,0:25:26,16.315,N,73.106,W
7/7/2005,0:27:25,16.316,N,73.113,W
7/7/2005,0:29:25,16.317,N,73.12,W
7/7/2005,0:31:25,16.318,N,73.126,W
7/7/2005,0:33:25,16.319,N,73.133,W
7/7/2005,0:35:26,16.319,N,73.139,W
7/7/2005,0:37:26,16.32,N,73.145,W
7/7/2005,0:39:26,16.32,N,73.151,W
7/7/2005,0:41:26,16.321,N,73.157,W
7/7/2005,0:43:25,16.321,N,73.163,W
7/7/2005,0:45:25,16.321,N,73.169,W
7/7/2005,0:47:25,16.321,N,73.174,W
7/7/2005,0:49:26,16.321,N,73.18,W
7/7/2005,0:51:26,16.321,N,73.185,W
7/7/2005,0:53:26,16.321,N,73.19,W
7/7/2005,0:55:26,16.321,N,73.195,W
