Track,for,Emily,2005,,,
7/14/2005,21:11:01,13.141,N,65.911,W,5
7/14/2005,21:13:01,13.144,N,65.919,W,5
7/14/2005,21:15:01,13.146,N,65.928,W,5
7/14/2005,21:17:01,13.148,N,65.936,W,5
7/14/2005,21:19:00,13.151,N,65.944,W,5
7/14/2005,21:21:00,13.153,N,65.953,W,5
7/14/2005,21:23:00,13.156,N,65.961,W,5
7/14/2005,21:25:00,13.158,N,65.97,W,5
7/14/2005,21:27:01,13.16,N,65.978,W,5
7/14/2005,21:29:01,13.163,N,65.987,W,5
7/14/2005,21:31:01,13.165,N,65.995,W,5
7/14/2005,21:33:00,13.168,N,66.004,W,5
7/14/2005,21:35:00,13.17,N,66.012,W,5
7/14/2005,21:37:00,13.172,N,66.021,W,5
7/14/2005,21:39:00,13.175,N,66.029,W,5
7/14/2005,21:41:01,13.177,N,66.038,W,5
7/14/2005,21:43:01,13.179,N,66.047,W,5
7/14/2005,21:45:01,13.182,N,66.055,W,5
7/14/2005,21:47:01,13.184,N,66.064,W,5
7/14/2005,21:49:00,13.186,N,66.072,W,5
7/14/2005,21:51:00,13.189,N,66.081,W,5
7/14/2005,21:53:00,13.191,N,66.09,W,5
7/14/2005,21:55:00,13.193,N,66.098,W,5
7/14/2005,21:57:01,13.195,N,66.107,W,5
7/14/2005,21:59:01,13.198,N,66.116,W,5
7/14/2005,22:01:01,13.2,N,66.125,W,5
7/14/2005,22:03:00,13.202,N,66.133,W,5
7/14/2005,22:05:00,13.204,N,66.142,W,5
7/14/2005,22:07:00,13.207,N,66.151,W,5
7/14/2005,22:09:00,13.209,N,66.16,W,5
7/14/2005,22:11:01,13.211,N,66.168,W,5
7/14/2005,22:13:01,13.213,N,66.177,W,5
7/14/2005,22:15:01,13.215,N,66.186,W,5
7/14/2005,22:17:01,13.217,N,66.195,W,5
7/14/2005,22:19:00,13.22,N,66.204,W,5
7/14/2005,22:21:00,13.222,N,66.213,W,5
7/14/2005,22:23:00,13.224,N,66.222,W,5
7/14/2005,22:25:00,13.226,N,66.231,W,5
7/14/2005,22:27:01,13.228,N,66.24,W,5
7/14/2005,22:29:01,13.23,N,66.249,W,5
7/14/2005,22:31:01,13.232,N,66.258,W,5
7/14/2005,22:33:00,13.234,N,66.267,W,5
7/14/2005,22:35:00,13.236,N,66.276,W,5
7/14/2005,22:37:00,13.238,N,66.285,W,5
7/14/2005,22:39:00,13.24,N,66.294,W,5
7/14/2005,22:41:01,13.242,N,66.303,W,5
7/14/2005,22:43:01,13.244,N,66.312,W,5
7/14/2005,22:45:01,13.246,N,66.321,W,5
7/14/2005,22:47:01,13.248,N,66.331,W,5
7/14/2005,22:49:00,13.25,N,66.34,W,5
7/14/2005,22:51:00,13.252,N,66.349,W,5
7/14/2005,22:53:00,13.254,N,66.358,W,5
7/14/2005,22:55:00,13.256,N,66.367,W,5
7/14/2005,22:57:01,13.258,N,66.377,W,5
7/14/2005,22:59:01,13.26,N,66.386,W,5
7/14/2005,23:01:01,13.262,N,66.395,W,5
7/14/2005,23:03:00,13.264,N,66.404,W,5
7/14/2005,23:05:00,13.266,N,66.414,W,5
7/14/2005,23:07:00,13.268,N,66.423,W,5
7/14/2005,23:09:00,13.27,N,66.432,W,5
7/14/2005,23:11:01,13.272,N,66.442,W,5
7/14/2005,23:13:01,13.274,N,66.451,W,5
7/14/2005,23:15:01,13.275,N,66.46,W,5
7/14/2005,23:17:01,13.277,N,66.47,W,5
7/14/2005,23:19:00,13.279,N,66.479,W,5
7/14/2005,23:21:00,13.281,N,66.489,W,5
7/14/2005,23:23:00,13.283,N,66.498,W,5
7/14/2005,23:25:00,13.285,N,66.507,W,5
7/14/2005,23:27:01,13.286,N,66.517,W,5
7/14/2005,23:29:01,13.288,N,66.526,W,5
7/14/2005,23:31:01,13.29,N,66.536,W,5
7/14/2005,23:33:00,13.292,N,66.545,W,5
7/14/2005,23:35:00,13.294,N,66.555,W,5
7/14/2005,23:37:00,13.295,N,66.564,W,5
7/14/2005,23:39:00,13.297,N,66.574,W,5
7/14/2005,23:41:01,13.299,N,66.583,W,5
7/14/2005,23:43:01,13.301,N,66.593,W,5
7/14/2005,23:45:01,13.303,N,66.602,W,5
7/14/2005,23:46:36,13.304,N,66.61,W,5
7/14/2005,23:48:36,13.306,N,66.621,W,5
7/14/2005,23:50:37,13.307,N,66.631,W,5
7/14/2005,23:52:37,13.309,N,66.642,W,5
7/14/2005,23:54:37,13.31,N,66.652,W,5
7/14/2005,23:56:37,13.312,N,66.663,W,5
7/14/2005,23:58:36,13.313,N,66.673,W,5
7/15/2005,0:00:36,13.315,N,66.684,W,5
7/15/2005,0:02:36,13.316,N,66.694,W,5
7/15/2005,0:04:37,13.318,N,66.704,W,5
7/15/2005,0:06:37,13.319,N,66.715,W,5
7/15/2005,0:08:37,13.321,N,66.725,W,5
7/15/2005,0:10:37,13.323,N,66.735,W,5
7/15/2005,0:12:36,13.324,N,66.745,W,5
7/15/2005,0:14:36,13.326,N,66.755,W,5
7/15/2005,0:16:36,13.327,N,66.765,W,5
7/15/2005,0:18:36,13.329,N,66.776,W,5
7/15/2005,0:20:37,13.331,N,66.786,W,5
7/15/2005,0:22:37,13.332,N,66.796,W,5
7/15/2005,0:24:37,13.334,N,66.805,W,5
7/15/2005,0:26:37,13.335,N,66.815,W,5
7/15/2005,0:28:36,13.337,N,66.825,W,5
7/15/2005,0:30:36,13.339,N,66.835,W,5
7/15/2005,0:32:36,13.34,N,66.845,W,5
7/15/2005,0:34:37,13.342,N,66.855,W,5
7/15/2005,0:36:37,13.344,N,66.864,W,5
7/15/2005,0:38:37,13.345,N,66.874,W,5
7/15/2005,0:40:37,13.347,N,66.884,W,5
7/15/2005,0:42:36,13.349,N,66.893,W,5
7/15/2005,0:44:36,13.35,N,66.903,W,5
7/15/2005,0:46:36,13.352,N,66.913,W,5
7/15/2005,0:48:36,13.354,N,66.922,W,5
7/15/2005,0:50:37,13.355,N,66.932,W,5
7/15/2005,0:52:37,13.357,N,66.941,W,5
7/15/2005,0:54:37,13.359,N,66.951,W,5
7/15/2005,0:56:37,13.36,N,66.96,W,5
7/15/2005,0:58:36,13.362,N,66.97,W,5
7/15/2005,1:00:36,13.364,N,66.979,W,5
7/15/2005,1:02:36,13.366,N,66.988,W,5
7/15/2005,1:04:37,13.367,N,66.998,W,5
7/15/2005,1:06:37,13.369,N,67.007,W,5
7/15/2005,1:08:37,13.371,N,67.016,W,5
7/15/2005,1:10:37,13.372,N,67.026,W,5
7/15/2005,1:12:36,13.374,N,67.035,W,5
7/15/2005,1:14:36,13.376,N,67.044,W,5
7/15/2005,1:16:36,13.378,N,67.053,W,5
7/15/2005,1:18:36,13.379,N,67.062,W,5
7/15/2005,1:20:37,13.381,N,67.071,W,5
7/15/2005,1:22:37,13.383,N,67.081,W,5
7/15/2005,1:24:37,13.385,N,67.09,W,5
7/15/2005,1:26:37,13.386,N,67.099,W,5
7/15/2005,1:28:36,13.388,N,67.108,W,5
7/15/2005,1:30:36,13.39,N,67.117,W,5
7/15/2005,1:30:40,13.39,N,67.117,W,5
7/15/2005,1:32:40,13.392,N,67.126,W,5
7/15/2005,1:34:40,13.393,N,67.135,W,5
7/15/2005,1:36:39,13.395,N,67.144,W,5
7/15/2005,1:38:39,13.397,N,67.153,W,5
7/15/2005,1:40:39,13.398,N,67.162,W,5
7/15/2005,1:42:40,13.4,N,67.171,W,5
7/15/2005,1:44:40,13.402,N,67.18,W,5
7/15/2005,1:46:40,13.403,N,67.189,W,5
7/15/2005,1:48:40,13.405,N,67.198,W,5
7/15/2005,1:50:39,13.407,N,67.207,W,5
7/15/2005,1:52:39,13.408,N,67.216,W,5
7/15/2005,1:54:39,13.41,N,67.225,W,5
7/15/2005,1:56:39,13.412,N,67.233,W,5
7/15/2005,1:58:40,13.413,N,67.242,W,5
7/15/2005,2:00:40,13.415,N,67.251,W,5
7/15/2005,2:02:40,13.417,N,67.26,W,5
7/15/2005,2:04:40,13.418,N,67.268,W,5
7/15/2005,2:06:39,13.42,N,67.277,W,5
7/15/2005,2:08:39,13.422,N,67.286,W,5
7/15/2005,2:10:39,13.423,N,67.294,W,5
7/15/2005,2:12:40,13.425,N,67.303,W,5
7/15/2005,2:14:40,13.427,N,67.312,W,5
7/15/2005,2:16:40,13.429,N,67.32,W,5
7/15/2005,2:18:40,13.431,N,67.329,W,5
7/15/2005,2:20:39,13.432,N,67.338,W,5
7/15/2005,2:22:39,13.434,N,67.346,W,5
7/15/2005,2:24:39,13.436,N,67.355,W,5
7/15/2005,2:26:39,13.438,N,67.363,W,5
7/15/2005,2:28:40,13.44,N,67.372,W,5
7/15/2005,2:30:40,13.441,N,67.381,W,5
7/15/2005,2:32:40,13.443,N,67.389,W,5
7/15/2005,2:34:40,13.445,N,67.398,W,5
7/15/2005,2:36:39,13.447,N,67.406,W,5
7/15/2005,2:38:39,13.449,N,67.415,W,5
7/15/2005,2:40:39,13.451,N,67.423,W,5
7/15/2005,2:42:40,13.453,N,67.432,W,5
7/15/2005,2:44:40,13.455,N,67.44,W,5
7/15/2005,2:46:40,13.457,N,67.449,W,5
7/15/2005,2:48:40,13.459,N,67.458,W,5
7/15/2005,2:50:39,13.461,N,67.466,W,5
7/15/2005,2:52:39,13.463,N,67.475,W,5
7/15/2005,2:54:39,13.465,N,67.483,W,5
7/15/2005,2:56:39,13.467,N,67.492,W,5
7/15/2005,2:58:40,13.469,N,67.5,W,5
7/15/2005,3:00:40,13.471,N,67.509,W,5
7/15/2005,3:01:20,13.472,N,67.512,W,5
7/15/2005,3:03:20,13.474,N,67.521,W,5
7/15/2005,3:05:21,13.476,N,67.53,W,5
7/15/2005,3:07:21,13.478,N,67.538,W,5
7/15/2005,3:09:21,13.48,N,67.547,W,5
7/15/2005,3:11:21,13.482,N,67.556,W,5
7/15/2005,3:13:20,13.485,N,67.565,W,5
7/15/2005,3:15:20,13.487,N,67.574,W,5
7/15/2005,3:17:20,13.489,N,67.583,W,5
7/15/2005,3:19:20,13.491,N,67.591,W,5
7/15/2005,3:21:21,13.493,N,67.6,W,5
7/15/2005,3:23:21,13.496,N,67.609,W,5
7/15/2005,3:25:21,13.498,N,67.618,W,5
7/15/2005,3:27:21,13.5,N,67.627,W,5
7/15/2005,3:29:20,13.502,N,67.636,W,5
7/15/2005,3:31:20,13.505,N,67.645,W,5
7/15/2005,3:33:20,13.507,N,67.653,W,5
7/15/2005,3:35:21,13.509,N,67.662,W,5
7/15/2005,3:37:21,13.512,N,67.671,W,5
7/15/2005,3:39:21,13.514,N,67.68,W,5
7/15/2005,3:41:21,13.517,N,67.689,W,5
7/15/2005,3:43:20,13.519,N,67.698,W,5
7/15/2005,3:45:20,13.522,N,67.707,W,5
7/15/2005,3:47:20,13.524,N,67.716,W,5
7/15/2005,3:49:20,13.527,N,67.725,W,5
7/15/2005,3:51:21,13.529,N,67.734,W,5
7/15/2005,3:53:21,13.532,N,67.743,W,5
7/15/2005,3:55:21,13.534,N,67.752,W,5
7/15/2005,3:57:21,13.537,N,67.761,W,5
7/15/2005,3:59:20,13.54,N,67.77,W,5
7/15/2005,4:01:20,13.542,N,67.779,W,5
7/15/2005,4:03:20,13.545,N,67.788,W,5
7/15/2005,4:05:21,13.548,N,67.797,W,5
7/15/2005,4:07:21,13.55,N,67.806,W,5
7/15/2005,4:09:21,13.553,N,67.815,W,5
7/15/2005,4:11:21,13.556,N,67.824,W,5
7/15/2005,4:13:20,13.559,N,67.833,W,5
7/15/2005,4:15:20,13.562,N,67.842,W,5
7/15/2005,4:17:20,13.565,N,67.851,W,5
7/15/2005,4:19:20,13.568,N,67.86,W,5
7/15/2005,4:21:21,13.57,N,67.869,W,5
7/15/2005,4:23:21,13.573,N,67.878,W,5
7/15/2005,4:25:21,13.576,N,67.887,W,5
7/15/2005,4:27:21,13.58,N,67.896,W,5
7/15/2005,4:29:20,13.583,N,67.906,W,5
7/15/2005,4:31:20,13.586,N,67.915,W,5
7/15/2005,4:33:20,13.589,N,67.924,W,5
7/15/2005,4:35:21,13.592,N,67.933,W,5
7/15/2005,4:37:21,13.595,N,67.942,W,5
7/15/2005,4:39:21,13.598,N,67.951,W,5
7/15/2005,4:41:21,13.602,N,67.961,W,5
7/15/2005,4:43:20,13.605,N,67.97,W,5
7/15/2005,4:45:20,13.608,N,67.979,W,5
7/15/2005,4:47:20,13.612,N,67.988,W,5
7/15/2005,4:49:20,13.615,N,67.997,W,5
7/15/2005,4:51:21,13.619,N,68.007,W,5
7/15/2005,4:53:21,13.622,N,68.016,W,5
7/15/2005,4:55:21,13.626,N,68.025,W,5
7/15/2005,4:57:21,13.629,N,68.035,W,5
7/15/2005,4:59:20,13.633,N,68.044,W,5
7/15/2005,5:01:20,13.636,N,68.053,W,5
7/15/2005,5:02:48,13.639,N,68.06,W,5
7/15/2005,5:04:48,13.642,N,68.069,W,5
7/15/2005,5:06:48,13.644,N,68.078,W,5
7/15/2005,5:08:49,13.647,N,68.087,W,5
7/15/2005,5:10:49,13.65,N,68.096,W,5
7/15/2005,5:12:49,13.653,N,68.105,W,5
7/15/2005,5:14:48,13.655,N,68.114,W,5
7/15/2005,5:16:48,13.658,N,68.123,W,5
7/15/2005,5:18:48,13.661,N,68.133,W,5
7/15/2005,5:20:48,13.664,N,68.142,W,5
7/15/2005,5:22:49,13.666,N,68.151,W,5
7/15/2005,5:24:49,13.669,N,68.16,W,5
7/15/2005,5:26:49,13.672,N,68.169,W,5
7/15/2005,5:28:49,13.675,N,68.178,W,5
7/15/2005,5:30:48,13.677,N,68.187,W,5
7/15/2005,5:32:48,13.68,N,68.196,W,5
7/15/2005,5:34:48,13.683,N,68.205,W,5
7/15/2005,5:36:48,13.686,N,68.214,W,5
7/15/2005,5:38:49,13.688,N,68.223,W,5
7/15/2005,5:40:49,13.691,N,68.232,W,5
7/15/2005,5:42:49,13.694,N,68.242,W,5
7/15/2005,5:44:48,13.697,N,68.251,W,5
7/15/2005,5:46:48,13.699,N,68.26,W,5
7/15/2005,5:48:48,13.702,N,68.269,W,5
7/15/2005,5:50:48,13.705,N,68.278,W,5
7/15/2005,5:52:49,13.708,N,68.287,W,5
7/15/2005,5:54:49,13.71,N,68.296,W,5
7/15/2005,5:56:49,13.713,N,68.305,W,5
7/15/2005,5:58:49,13.716,N,68.314,W,5
7/15/2005,6:00:48,13.718,N,68.324,W,5
7/15/2005,6:02:48,13.721,N,68.333,W,5
7/15/2005,6:04:48,13.724,N,68.342,W,5
7/15/2005,6:06:48,13.727,N,68.351,W,5
7/15/2005,6:08:49,13.729,N,68.36,W,5
7/15/2005,6:10:49,13.732,N,68.369,W,5
7/15/2005,6:12:49,13.735,N,68.378,W,5
7/15/2005,6:14:48,13.738,N,68.388,W,5
7/15/2005,6:16:48,13.74,N,68.397,W,5
7/15/2005,6:18:48,13.743,N,68.406,W,5
7/15/2005,6:20:48,13.746,N,68.415,W,5
7/15/2005,6:22:49,13.749,N,68.424,W,5
7/15/2005,6:24:49,13.751,N,68.433,W,5
7/15/2005,6:26:49,13.754,N,68.442,W,5
7/15/2005,6:28:49,13.757,N,68.452,W,5
7/15/2005,6:30:48,13.76,N,68.461,W,5
7/15/2005,6:32:48,13.762,N,68.47,W,5
7/15/2005,6:34:48,13.765,N,68.479,W,5
7/15/2005,6:36:48,13.768,N,68.488,W,5
7/15/2005,6:38:49,13.77,N,68.498,W,5
7/15/2005,6:40:49,13.773,N,68.507,W,5
7/15/2005,6:42:49,13.776,N,68.516,W,5
7/15/2005,6:44:48,13.779,N,68.525,W,5
7/15/2005,6:46:48,13.781,N,68.534,W,5
7/15/2005,6:48:48,13.784,N,68.543,W,5
7/15/2005,6:50:48,13.787,N,68.553,W,5
7/15/2005,6:52:49,13.79,N,68.562,W,5
7/15/2005,6:54:49,13.792,N,68.571,W,5
7/15/2005,6:56:49,13.795,N,68.58,W,5
7/15/2005,6:58:49,13.798,N,68.59,W,5
7/15/2005,7:00:48,13.8,N,68.599,W,5
7/15/2005,7:02:48,13.803,N,68.608,W,5
7/15/2005,7:04:48,13.806,N,68.617,W,5
7/15/2005,7:06:48,13.809,N,68.626,W,5
7/15/2005,7:08:49,13.811,N,68.636,W,5
7/15/2005,7:10:49,13.814,N,68.645,W,5
7/15/2005,7:12:49,13.817,N,68.654,W,5
7/15/2005,7:14:48,13.819,N,68.663,W,5
7/15/2005,7:16:48,13.822,N,68.673,W,5
7/15/2005,7:18:48,13.825,N,68.682,W,5
7/15/2005,7:20:48,13.828,N,68.691,W,5
7/15/2005,7:22:49,13.83,N,68.7,W,5
7/15/2005,7:24:49,13.833,N,68.71,W,5
7/15/2005,7:26:49,13.836,N,68.719,W,5
7/15/2005,7:28:49,13.839,N,68.728,W,5
7/15/2005,7:30:48,13.841,N,68.737,W,5
7/15/2005,7:32:48,13.844,N,68.747,W,5
7/15/2005,7:34:48,13.847,N,68.756,W,5
7/15/2005,7:36:48,13.849,N,68.765,W,5
7/15/2005,7:38:49,13.852,N,68.775,W,5
7/15/2005,7:40:49,13.855,N,68.784,W,5
7/15/2005,7:42:49,13.858,N,68.793,W,5
7/15/2005,7:44:48,13.86,N,68.802,W,5
7/15/2005,7:46:48,13.863,N,68.812,W,5
7/15/2005,7:48:48,13.866,N,68.821,W,5
7/15/2005,7:50:48,13.868,N,68.83,W,5
7/15/2005,7:52:49,13.871,N,68.84,W,5
7/15/2005,7:54:49,13.874,N,68.849,W,5
7/15/2005,7:56:49,13.877,N,68.858,W,5
7/15/2005,7:58:49,13.879,N,68.868,W,5
7/15/2005,8:00:48,13.882,N,68.877,W,5
7/15/2005,8:02:48,13.885,N,68.886,W,5
7/15/2005,8:04:48,13.887,N,68.896,W,5
7/15/2005,8:06:48,13.89,N,68.905,W,5
7/15/2005,8:08:49,13.893,N,68.914,W,5
7/15/2005,8:10:49,13.895,N,68.924,W,5
7/15/2005,8:12:49,13.898,N,68.933,W,5
7/15/2005,8:14:48,13.901,N,68.943,W,5
7/15/2005,8:16:48,13.904,N,68.952,W,5
7/15/2005,8:18:48,13.906,N,68.961,W,5
7/15/2005,8:20:48,13.909,N,68.971,W,5
7/15/2005,8:22:49,13.912,N,68.98,W,5
7/15/2005,8:24:49,13.914,N,68.989,W,5
7/15/2005,8:26:49,13.917,N,68.999,W,5
7/15/2005,8:28:49,13.92,N,69.008,W,5
7/15/2005,8:30:48,13.923,N,69.018,W,5
7/15/2005,8:32:48,13.925,N,69.027,W,5
7/15/2005,8:34:48,13.928,N,69.037,W,5
7/15/2005,8:36:48,13.931,N,69.046,W,5
7/15/2005,8:38:49,13.933,N,69.055,W,5
7/15/2005,8:40:49,13.936,N,69.065,W,5
7/15/2005,8:42:49,13.939,N,69.074,W,5
7/15/2005,8:44:48,13.941,N,69.084,W,5
7/15/2005,8:46:48,13.944,N,69.093,W,5
7/15/2005,8:48:48,13.947,N,69.103,W,5
7/15/2005,8:50:48,13.95,N,69.112,W,5
7/15/2005,8:52:49,13.952,N,69.122,W,5
7/15/2005,8:54:49,13.955,N,69.131,W,5
7/15/2005,8:56:49,13.958,N,69.14,W,5
7/15/2005,8:58:49,13.96,N,69.15,W,5
7/15/2005,9:00:48,13.963,N,69.159,W,5
7/15/2005,9:02:48,13.966,N,69.169,W,5
7/15/2005,9:04:48,13.968,N,69.178,W,5
7/15/2005,9:06:48,13.971,N,69.188,W,5
7/15/2005,9:08:49,13.974,N,69.197,W,5
7/15/2005,9:10:49,13.976,N,69.207,W,5
7/15/2005,9:12:49,13.979,N,69.216,W,5
7/15/2005,9:14:48,13.982,N,69.226,W,5
7/15/2005,9:16:48,13.984,N,69.236,W,5
7/15/2005,9:18:48,13.987,N,69.245,W,5
7/15/2005,9:20:48,13.99,N,69.255,W,5
7/15/2005,9:22:49,13.993,N,69.264,W,5
7/15/2005,9:24:49,13.995,N,69.274,W,5
7/15/2005,9:26:49,13.998,N,69.283,W,5
7/15/2005,9:28:49,14.001,N,69.293,W,5
7/15/2005,9:30:48,14.003,N,69.302,W,5
7/15/2005,9:32:48,14.006,N,69.312,W,5
7/15/2005,9:34:48,14.009,N,69.322,W,5
7/15/2005,9:36:48,14.011,N,69.331,W,5
7/15/2005,9:38:49,14.014,N,69.341,W,5
7/15/2005,9:40:49,14.017,N,69.35,W,5
7/15/2005,9:42:49,14.019,N,69.36,W,5
7/15/2005,9:44:48,14.022,N,69.37,W,5
7/15/2005,9:46:48,14.025,N,69.379,W,5
7/15/2005,9:48:48,14.027,N,69.389,W,5
7/15/2005,9:50:48,14.03,N,69.398,W,5
7/15/2005,9:52:49,14.033,N,69.408,W,5
7/15/2005,9:54:49,14.035,N,69.418,W,5
7/15/2005,9:56:49,14.038,N,69.427,W,5
7/15/2005,9:58:49,14.041,N,69.437,W,5
7/15/2005,10:00:48,14.043,N,69.447,W,5
7/15/2005,10:02:48,14.046,N,69.456,W,5
7/15/2005,10:04:48,14.049,N,69.466,W,5
7/15/2005,10:06:48,14.051,N,69.476,W,5
7/15/2005,10:08:49,14.054,N,69.485,W,5
7/15/2005,10:10:49,14.057,N,69.495,W,5
7/15/2005,10:12:49,14.059,N,69.505,W,5
7/15/2005,10:14:48,14.062,N,69.514,W,5
7/15/2005,10:16:48,14.065,N,69.524,W,5
7/15/2005,10:18:48,14.067,N,69.534,W,5
7/15/2005,10:20:48,14.07,N,69.544,W,5
7/15/2005,10:22:49,14.073,N,69.553,W,5
7/15/2005,10:24:49,14.075,N,69.563,W,5
7/15/2005,10:26:49,14.078,N,69.573,W,5
7/15/2005,10:28:49,14.081,N,69.583,W,5
7/15/2005,10:30:48,14.083,N,69.592,W,5
7/15/2005,10:32:48,14.086,N,69.602,W,5
7/15/2005,10:34:48,14.089,N,69.612,W,5
7/15/2005,10:36:48,14.091,N,69.622,W,5
7/15/2005,10:38:49,14.094,N,69.631,W,5
7/15/2005,10:40:49,14.097,N,69.641,W,5
7/15/2005,10:42:49,14.099,N,69.651,W,5
7/15/2005,10:44:48,14.102,N,69.661,W,5
7/15/2005,10:46:48,14.105,N,69.671,W,5
7/15/2005,10:48:48,14.107,N,69.68,W,5
7/15/2005,10:50:48,14.11,N,69.69,W,5
7/15/2005,10:52:49,14.112,N,69.7,W,5
7/15/2005,10:54:49,14.115,N,69.71,W,5
7/15/2005,10:56:49,14.118,N,69.72,W,5
7/15/2005,10:58:49,14.12,N,69.73,W,5
7/15/2005,11:00:48,14.123,N,69.739,W,5
7/15/2005,11:02:48,14.126,N,69.749,W,5
7/15/2005,11:04:48,14.128,N,69.759,W,5
7/15/2005,11:06:48,14.131,N,69.769,W,5
7/15/2005,11:08:49,14.134,N,69.779,W,5
7/15/2005,11:10:49,14.136,N,69.789,W,5
7/15/2005,11:12:49,14.139,N,69.799,W,5
7/15/2005,11:14:48,14.141,N,69.808,W,5
7/15/2005,11:16:48,14.144,N,69.818,W,5
7/15/2005,11:18:48,14.147,N,69.828,W,5
7/15/2005,11:20:48,14.149,N,69.838,W,5
7/15/2005,11:22:49,14.152,N,69.848,W,5
7/15/2005,11:24:49,14.155,N,69.858,W,5
7/15/2005,11:26:49,14.157,N,69.868,W,5
7/15/2005,11:28:49,14.16,N,69.878,W,5
7/15/2005,11:30:48,14.162,N,69.888,W,5
7/15/2005,11:32:48,14.165,N,69.898,W,5
7/15/2005,11:34:48,14.168,N,69.907,W,5
7/15/2005,11:36:48,14.17,N,69.917,W,5
7/15/2005,11:38:49,14.173,N,69.927,W,5
7/15/2005,11:40:49,14.176,N,69.937,W,5
7/15/2005,11:42:49,14.178,N,69.947,W,5
7/15/2005,11:44:48,14.181,N,69.957,W,5
7/15/2005,11:46:48,14.183,N,69.967,W,5
7/15/2005,11:48:48,14.186,N,69.977,W,5
7/15/2005,11:50:48,14.189,N,69.987,W,5
7/15/2005,11:52:49,14.191,N,69.997,W,5
7/15/2005,11:54:49,14.194,N,70.007,W,5
7/15/2005,11:56:49,14.196,N,70.017,W,5
7/15/2005,11:58:49,14.199,N,70.027,W,5
7/15/2005,12:00:48,14.202,N,70.037,W,5
7/15/2005,12:02:48,14.204,N,70.047,W,5
7/15/2005,12:04:48,14.207,N,70.057,W,5
7/15/2005,12:06:48,14.209,N,70.067,W,5
7/15/2005,12:08:49,14.212,N,70.077,W,5
7/15/2005,12:10:49,14.214,N,70.087,W,5
7/15/2005,12:12:49,14.217,N,70.097,W,5
7/15/2005,12:14:48,14.22,N,70.107,W,5
7/15/2005,12:16:48,14.222,N,70.117,W,5
7/15/2005,12:18:48,14.225,N,70.127,W,5
7/15/2005,12:20:48,14.227,N,70.137,W,5
7/15/2005,12:22:49,14.23,N,70.147,W,5
7/15/2005,12:24:49,14.233,N,70.157,W,5
7/15/2005,12:26:49,14.235,N,70.167,W,5
7/15/2005,12:28:49,14.238,N,70.177,W,5
7/15/2005,12:30:48,14.24,N,70.187,W,5
7/15/2005,12:32:48,14.243,N,70.197,W,5
7/15/2005,12:34:48,14.245,N,70.207,W,5
7/15/2005,12:36:48,14.248,N,70.217,W,5
7/15/2005,12:38:49,14.25,N,70.227,W,5
7/15/2005,12:40:49,14.253,N,70.237,W,5
7/15/2005,12:42:49,14.256,N,70.247,W,5
7/15/2005,12:44:48,14.258,N,70.257,W,5
7/15/2005,12:46:48,14.261,N,70.267,W,5
7/15/2005,12:48:48,14.263,N,70.277,W,5
7/15/2005,12:50:48,14.266,N,70.287,W,5
7/15/2005,12:52:49,14.268,N,70.297,W,5
7/15/2005,12:54:49,14.271,N,70.307,W,5
7/15/2005,12:56:49,14.273,N,70.317,W,5
7/15/2005,12:58:49,14.276,N,70.327,W,5
7/15/2005,13:00:48,14.278,N,70.337,W,5
7/15/2005,13:02:48,14.281,N,70.347,W,5
7/15/2005,13:04:48,14.283,N,70.357,W,5
7/15/2005,13:06:48,14.286,N,70.367,W,5
7/15/2005,13:08:49,14.288,N,70.377,W,5
7/15/2005,13:10:49,14.291,N,70.387,W,5
7/15/2005,13:12:49,14.293,N,70.397,W,5
7/15/2005,13:14:48,14.296,N,70.407,W,5
7/15/2005,13:16:48,14.298,N,70.417,W,5
7/15/2005,13:18:48,14.301,N,70.427,W,5
7/15/2005,13:20:48,14.304,N,70.437,W,5
7/15/2005,13:22:49,14.306,N,70.447,W,5
7/15/2005,13:24:49,14.308,N,70.457,W,5
7/15/2005,13:26:49,14.311,N,70.467,W,5
7/15/2005,13:28:49,14.313,N,70.478,W,5
7/15/2005,13:30:48,14.316,N,70.488,W,5
7/15/2005,13:32:48,14.318,N,70.498,W,5
7/15/2005,13:34:48,14.321,N,70.508,W,5
7/15/2005,13:36:48,14.323,N,70.518,W,5
7/15/2005,13:38:49,14.326,N,70.528,W,5
7/15/2005,13:40:49,14.328,N,70.538,W,5
7/15/2005,13:42:49,14.331,N,70.548,W,5
7/15/2005,13:44:48,14.333,N,70.558,W,5
7/15/2005,13:46:48,14.336,N,70.568,W,5
7/15/2005,13:48:48,14.338,N,70.578,W,5
7/15/2005,13:50:48,14.341,N,70.588,W,5
7/15/2005,13:52:49,14.343,N,70.598,W,5
7/15/2005,13:54:49,14.346,N,70.608,W,5
7/15/2005,13:56:49,14.348,N,70.618,W,5
7/15/2005,13:58:49,14.35,N,70.628,W,5
7/15/2005,14:00:48,14.353,N,70.638,W,5
7/15/2005,14:02:48,14.355,N,70.648,W,5
7/15/2005,14:04:48,14.358,N,70.658,W,5
7/15/2005,14:06:48,14.36,N,70.668,W,5
7/15/2005,14:08:49,14.363,N,70.678,W,5
7/15/2005,14:10:49,14.365,N,70.688,W,5
7/15/2005,14:12:49,14.368,N,70.698,W,5
7/15/2005,14:14:48,14.37,N,70.708,W,5
7/15/2005,14:16:48,14.372,N,70.718,W,5
7/15/2005,14:18:48,14.375,N,70.728,W,5
