Track,for,Wilma,2005,,,
10/17/2005,10:36:25,16.753,N,79.951,W,5
10/17/2005,10:38:25,16.748,N,79.95,W,5
10/17/2005,10:40:24,16.742,N,79.948,W,5
10/17/2005,10:42:24,16.737,N,79.946,W,5
10/17/2005,10:44:24,16.731,N,79.945,W,5
10/17/2005,10:46:25,16.726,N,79.943,W,5
10/17/2005,10:48:25,16.72,N,79.941,W,5
10/17/2005,10:50:25,16.715,N,79.94,W,5
10/17/2005,10:52:25,16.709,N,79.938,W,5
10/17/2005,10:54:24,16.704,N,79.937,W,5
10/17/2005,10:56:24,16.698,N,79.935,W,5
10/17/2005,10:58:24,16.693,N,79.934,W,5
10/17/2005,11:00:24,16.688,N,79.932,W,5
10/17/2005,11:02:25,16.682,N,79.93,W,5
10/17/2005,11:04:25,16.677,N,79.929,W,5
10/17/2005,11:06:25,16.671,N,79.927,W,5
10/17/2005,11:08:25,16.666,N,79.926,W,5
10/17/2005,11:10:24,16.661,N,79.924,W,5
10/17/2005,11:12:24,16.655,N,79.923,W,5
10/17/2005,11:14:24,16.65,N,79.921,W,5
10/17/2005,11:16:25,16.645,N,79.919,W,5
10/17/2005,11:18:25,16.639,N,79.918,W,5
10/17/2005,11:20:25,16.634,N,79.916,W,5
10/17/2005,11:22:25,16.629,N,79.915,W,5
10/17/2005,11:24:24,16.623,N,79.913,W,5
10/17/2005,11:26:24,16.618,N,79.912,W,5
10/17/2005,11:28:24,16.613,N,79.91,W,5
10/17/2005,11:30:24,16.608,N,79.909,W,5
10/17/2005,11:32:25,16.602,N,79.907,W,5
10/17/2005,11:34:25,16.597,N,79.906,W,5
10/17/2005,11:36:25,16.592,N,79.905,W,5
10/17/2005,11:38:25,16.587,N,79.903,W,5
10/17/2005,11:40:24,16.582,N,79.902,W,5
10/17/2005,11:42:24,16.577,N,79.9,W,5
10/17/2005,11:44:24,16.571,N,79.899,W,5
10/17/2005,11:46:25,16.566,N,79.897,W,5
10/17/2005,11:48:25,16.561,N,79.896,W,5
10/17/2005,11:50:25,16.556,N,79.894,W,5
10/17/2005,11:52:25,16.551,N,79.893,W,5
10/17/2005,11:54:24,16.546,N,79.892,W,5
10/17/2005,11:56:24,16.541,N,79.89,W,5
10/17/2005,11:58:24,16.536,N,79.889,W,5
10/17/2005,12:00:24,16.531,N,79.888,W,5
10/17/2005,12:02:25,16.526,N,79.886,W,5
10/17/2005,12:04:25,16.521,N,79.885,W,5
10/17/2005,12:06:25,16.516,N,79.884,W,5
10/17/2005,12:08:25,16.511,N,79.882,W,5
10/17/2005,12:10:24,16.506,N,79.881,W,5
10/17/2005,12:12:24,16.501,N,79.88,W,5
10/17/2005,12:14:24,16.496,N,79.878,W,5
10/17/2005,12:16:25,16.491,N,79.877,W,5
10/17/2005,12:18:25,16.487,N,79.876,W,5
10/17/2005,12:20:25,16.482,N,79.874,W,5
10/17/2005,12:22:25,16.477,N,79.873,W,5
10/17/2005,12:24:24,16.472,N,79.872,W,5
10/17/2005,12:26:24,16.467,N,79.871,W,5
10/17/2005,12:28:24,16.463,N,79.869,W,5
10/17/2005,12:30:24,16.458,N,79.868,W,5
10/17/2005,12:32:25,16.453,N,79.867,W,5
10/17/2005,12:34:25,16.449,N,79.866,W,5
10/17/2005,12:36:25,16.444,N,79.865,W,5
10/17/2005,12:38:25,16.439,N,79.864,W,5
10/17/2005,12:40:24,16.435,N,79.862,W,5
10/17/2005,12:42:24,16.43,N,79.861,W,5
10/17/2005,12:44:24,16.425,N,79.86,W,5
10/17/2005,12:46:25,16.421,N,79.859,W,5
10/17/2005,12:48:25,16.416,N,79.858,W,5
10/17/2005,12:50:25,16.412,N,79.857,W,5
10/17/2005,12:52:25,16.407,N,79.856,W,5
10/17/2005,12:54:24,16.403,N,79.855,W,5
10/17/2005,12:56:24,16.398,N,79.854,W,5
10/17/2005,12:58:24,16.394,N,79.853,W,5
10/17/2005,13:00:24,16.389,N,79.852,W,5
10/17/2005,13:02:25,16.385,N,79.851,W,5
10/17/2005,13:04:25,16.381,N,79.85,W,5
10/17/2005,13:06:25,16.376,N,79.849,W,5
10/17/2005,13:08:25,16.372,N,79.848,W,5
10/17/2005,13:10:24,16.368,N,79.847,W,5
10/17/2005,13:12:24,16.364,N,79.846,W,5
10/17/2005,13:14:24,16.359,N,79.845,W,5
10/17/2005,13:16:25,16.355,N,79.844,W,5
10/17/2005,13:18:25,16.351,N,79.843,W,5
10/17/2005,13:20:25,16.347,N,79.842,W,5
10/17/2005,13:22:25,16.343,N,79.841,W,5
10/17/2005,13:24:24,16.338,N,79.84,W,5
10/17/2005,13:26:24,16.334,N,79.84,W,5
10/17/2005,13:28:24,16.33,N,79.839,W,5
10/17/2005,13:30:24,16.326,N,79.838,W,5
10/17/2005,13:32:25,16.322,N,79.837,W,5
10/17/2005,13:34:25,16.318,N,79.836,W,5
10/17/2005,13:36:25,16.314,N,79.836,W,5
10/17/2005,13:38:25,16.31,N,79.835,W,5
10/17/2005,13:40:24,16.306,N,79.834,W,5
10/17/2005,13:42:24,16.302,N,79.833,W,5
10/17/2005,13:44:24,16.298,N,79.833,W,5
10/17/2005,13:46:25,16.294,N,79.832,W,5
10/17/2005,13:48:25,16.29,N,79.831,W,5
10/17/2005,13:50:25,16.287,N,79.83,W,5
10/17/2005,13:52:25,16.283,N,79.83,W,5
10/17/2005,13:54:24,16.279,N,79.829,W,5
10/17/2005,13:56:24,16.275,N,79.828,W,5
10/17/2005,13:58:24,16.271,N,79.828,W,5
10/17/2005,14:00:24,16.268,N,79.827,W,5
10/17/2005,14:02:25,16.264,N,79.826,W,5
10/17/2005,14:04:25,16.26,N,79.826,W,5
10/17/2005,14:06:25,16.256,N,79.825,W,5
10/17/2005,14:08:25,16.253,N,79.825,W,5
10/17/2005,14:10:24,16.249,N,79.824,W,5
10/17/2005,14:12:24,16.246,N,79.823,W,5
10/17/2005,14:14:24,16.242,N,79.823,W,5
10/17/2005,14:16:25,16.238,N,79.822,W,5
10/17/2005,14:18:25,16.235,N,79.822,W,5
10/17/2005,14:20:25,16.231,N,79.821,W,5
10/17/2005,14:22:25,16.228,N,79.821,W,5
10/17/2005,14:24:24,16.224,N,79.82,W,5
10/17/2005,14:26:24,16.221,N,79.82,W,5
10/17/2005,14:28:24,16.217,N,79.819,W,5
10/17/2005,14:30:24,16.214,N,79.819,W,5
10/17/2005,14:32:25,16.21,N,79.818,W,5
10/17/2005,14:34:25,16.207,N,79.818,W,5
10/17/2005,14:36:25,16.203,N,79.818,W,5
10/17/2005,14:38:25,16.2,N,79.817,W,5
10/17/2005,14:40:24,16.197,N,79.817,W,5
10/17/2005,14:42:24,16.193,N,79.816,W,5
10/17/2005,14:44:24,16.19,N,79.816,W,5
10/17/2005,14:46:25,16.187,N,79.816,W,5
10/17/2005,14:48:25,16.183,N,79.815,W,5
10/17/2005,14:50:25,16.18,N,79.815,W,5
10/17/2005,14:52:25,16.177,N,79.814,W,5
10/17/2005,14:54:24,16.174,N,79.814,W,5
10/17/2005,14:56:24,16.17,N,79.814,W,5
10/17/2005,14:58:24,16.167,N,79.813,W,5
10/17/2005,15:00:24,16.164,N,79.813,W,5
10/17/2005,15:02:25,16.161,N,79.813,W,5
10/17/2005,15:04:25,16.158,N,79.813,W,5
10/17/2005,15:06:25,16.155,N,79.812,W,5
10/17/2005,15:08:25,16.151,N,79.812,W,5
10/17/2005,15:10:24,16.148,N,79.812,W,5
10/17/2005,15:12:24,16.145,N,79.812,W,5
10/17/2005,15:14:24,16.142,N,79.811,W,5
10/17/2005,15:16:25,16.139,N,79.811,W,5
10/17/2005,15:18:25,16.136,N,79.811,W,5
10/17/2005,15:20:25,16.133,N,79.811,W,5
10/17/2005,15:22:25,16.13,N,79.81,W,5
10/17/2005,15:24:24,16.127,N,79.81,W,5
10/17/2005,15:26:24,16.124,N,79.81,W,5
10/17/2005,15:28:24,16.121,N,79.81,W,5
10/17/2005,15:30:24,16.118,N,79.81,W,5
10/17/2005,15:32:25,16.115,N,79.81,W,5
10/17/2005,15:34:25,16.112,N,79.809,W,5
10/17/2005,15:36:25,16.11,N,79.809,W,5
10/17/2005,15:38:25,16.107,N,79.809,W,5
10/17/2005,15:40:24,16.104,N,79.809,W,5
10/17/2005,15:42:24,16.101,N,79.809,W,5
10/17/2005,15:44:24,16.098,N,79.809,W,5
10/17/2005,15:46:25,16.095,N,79.809,W,5
10/17/2005,15:48:25,16.093,N,79.809,W,5
10/17/2005,15:50:25,16.09,N,79.809,W,5
10/17/2005,15:52:25,16.087,N,79.809,W,5
10/17/2005,15:54:24,16.084,N,79.809,W,5
10/17/2005,15:56:24,16.082,N,79.808,W,5
10/17/2005,15:58:24,16.079,N,79.808,W,5
10/17/2005,16:00:24,16.076,N,79.808,W,5
10/17/2005,16:02:24,16.073,N,79.808,W,5
10/17/2005,16:04:24,16.071,N,79.808,W,5
10/17/2005,16:06:24,16.068,N,79.808,W,5
10/17/2005,16:08:24,16.066,N,79.808,W,5
10/17/2005,16:10:25,16.063,N,79.808,W,5
10/17/2005,16:12:25,16.06,N,79.808,W,5
10/17/2005,16:14:25,16.058,N,79.808,W,5
10/17/2005,16:16:25,16.055,N,79.809,W,5
10/17/2005,16:18:25,16.053,N,79.809,W,5
10/17/2005,16:20:25,16.05,N,79.809,W,5
10/17/2005,16:22:25,16.047,N,79.809,W,5
10/17/2005,16:24:24,16.045,N,79.809,W,5
10/17/2005,16:26:24,16.042,N,79.809,W,5
10/17/2005,16:28:24,16.04,N,79.809,W,5
10/17/2005,16:30:24,16.037,N,79.809,W,5
10/17/2005,16:32:24,16.035,N,79.809,W,5
10/17/2005,16:34:24,16.033,N,79.809,W,5
10/17/2005,16:36:24,16.03,N,79.809,W,5
10/17/2005,16:38:24,16.028,N,79.81,W,5
10/17/2005,16:40:25,16.025,N,79.81,W,5
10/17/2005,16:42:25,16.023,N,79.81,W,5
10/17/2005,16:44:25,16.02,N,79.81,W,5
10/17/2005,16:46:25,16.018,N,79.81,W,5
10/17/2005,16:48:25,16.016,N,79.81,W,5
10/17/2005,16:50:25,16.013,N,79.811,W,5
10/17/2005,16:52:25,16.011,N,79.811,W,5
10/17/2005,16:54:24,16.009,N,79.811,W,5
10/17/2005,16:56:24,16.006,N,79.811,W,5
10/17/2005,16:58:24,16.004,N,79.811,W,5
10/17/2005,17:00:24,16.002,N,79.811,W,5
10/17/2005,17:02:24,15.999,N,79.812,W,5
10/17/2005,17:04:24,15.997,N,79.812,W,5
10/17/2005,17:06:24,15.995,N,79.812,W,5
10/17/2005,17:08:24,15.993,N,79.812,W,5
10/17/2005,17:10:25,15.99,N,79.813,W,5
10/17/2005,17:12:25,15.988,N,79.813,W,5
10/17/2005,17:14:25,15.986,N,79.813,W,5
10/17/2005,17:16:25,15.984,N,79.813,W,5
10/17/2005,17:18:25,15.982,N,79.814,W,5
10/17/2005,17:20:25,15.979,N,79.814,W,5
10/17/2005,17:22:25,15.977,N,79.814,W,5
10/17/2005,17:24:24,15.975,N,79.815,W,5
10/17/2005,17:26:24,15.973,N,79.815,W,5
10/17/2005,17:28:24,15.971,N,79.815,W,5
10/17/2005,17:30:24,15.969,N,79.816,W,5
10/17/2005,17:32:24,15.967,N,79.816,W,5
10/17/2005,17:34:24,15.965,N,79.816,W,5
10/17/2005,17:36:24,15.963,N,79.817,W,5
10/17/2005,17:38:24,15.96,N,79.817,W,5
10/17/2005,17:40:25,15.958,N,79.817,W,5
10/17/2005,17:42:25,15.956,N,79.818,W,5
10/17/2005,17:44:25,15.954,N,79.818,W,5
10/17/2005,17:46:25,15.952,N,79.818,W,5
10/17/2005,17:48:25,15.95,N,79.819,W,5
10/17/2005,17:50:25,15.948,N,79.819,W,5
10/17/2005,17:52:25,15.946,N,79.819,W,5
10/17/2005,17:54:24,15.944,N,79.82,W,5
10/17/2005,17:56:24,15.942,N,79.82,W,5
10/17/2005,17:58:24,15.94,N,79.821,W,5
10/17/2005,18:00:24,15.938,N,79.821,W,5
10/17/2005,18:02:24,15.936,N,79.821,W,5
10/17/2005,18:04:24,15.934,N,79.822,W,5
10/17/2005,18:06:24,15.932,N,79.822,W,5
10/17/2005,18:08:24,15.931,N,79.823,W,5
10/17/2005,18:10:25,15.929,N,79.823,W,5
10/17/2005,18:12:25,15.927,N,79.824,W,5
10/17/2005,18:14:25,15.925,N,79.824,W,5
10/17/2005,18:16:25,15.923,N,79.824,W,5
10/17/2005,18:18:25,15.921,N,79.825,W,5
10/17/2005,18:20:25,15.919,N,79.825,W,5
10/17/2005,18:22:25,15.917,N,79.826,W,5
10/17/2005,18:24:24,15.915,N,79.826,W,5
10/17/2005,18:26:24,15.914,N,79.827,W,5
10/17/2005,18:28:24,15.912,N,79.827,W,5
10/17/2005,18:30:24,15.91,N,79.828,W,5
10/17/2005,18:32:24,15.908,N,79.828,W,5
10/17/2005,18:34:24,15.906,N,79.829,W,5
10/17/2005,18:36:24,15.904,N,79.829,W,5
10/17/2005,18:38:24,15.903,N,79.83,W,5
10/17/2005,18:40:25,15.901,N,79.83,W,5
10/17/2005,18:42:25,15.899,N,79.831,W,5
10/17/2005,18:44:25,15.897,N,79.831,W,5
10/17/2005,18:46:25,15.896,N,79.832,W,5
10/17/2005,18:48:25,15.894,N,79.832,W,5
10/17/2005,18:50:25,15.892,N,79.833,W,5
10/17/2005,18:52:25,15.89,N,79.833,W,5
10/17/2005,18:54:24,15.889,N,79.834,W,5
10/17/2005,18:56:24,15.887,N,79.834,W,5
10/17/2005,18:58:24,15.885,N,79.835,W,5
10/17/2005,19:00:24,15.883,N,79.835,W,5
10/17/2005,19:02:24,15.882,N,79.836,W,5
10/17/2005,19:04:24,15.88,N,79.837,W,5
10/17/2005,19:06:24,15.878,N,79.837,W,5
10/17/2005,19:08:24,15.877,N,79.838,W,5
10/17/2005,19:10:25,15.875,N,79.838,W,5
10/17/2005,19:12:25,15.873,N,79.839,W,5
10/17/2005,19:14:25,15.872,N,79.839,W,5
10/17/2005,19:16:25,15.87,N,79.84,W,5
10/17/2005,19:18:25,15.868,N,79.841,W,5
10/17/2005,19:20:25,15.867,N,79.841,W,5
10/17/2005,19:22:25,15.865,N,79.842,W,5
10/17/2005,19:24:24,15.863,N,79.842,W,5
10/17/2005,19:26:24,15.862,N,79.843,W,5
10/17/2005,19:28:24,15.86,N,79.844,W,5
10/17/2005,19:30:24,15.858,N,79.844,W,5
10/17/2005,19:32:24,15.857,N,79.845,W,5
10/17/2005,19:34:24,15.855,N,79.845,W,5
10/17/2005,19:36:24,15.854,N,79.846,W,5
10/17/2005,19:38:24,15.852,N,79.847,W,5
10/17/2005,19:40:25,15.85,N,79.847,W,5
10/17/2005,19:42:25,15.849,N,79.848,W,5
10/17/2005,19:44:25,15.847,N,79.848,W,5
10/17/2005,19:46:25,15.846,N,79.849,W,5
10/17/2005,19:48:25,15.844,N,79.85,W,5
10/17/2005,19:50:25,15.842,N,79.85,W,5
10/17/2005,19:52:25,15.841,N,79.851,W,5
10/17/2005,19:54:24,15.839,N,79.852,W,5
10/17/2005,19:56:24,15.838,N,79.852,W,5
10/17/2005,19:58:24,15.836,N,79.853,W,5
10/17/2005,20:00:24,15.835,N,79.854,W,5
10/17/2005,20:02:24,15.833,N,79.854,W,5
10/17/2005,20:04:24,15.832,N,79.855,W,5
10/17/2005,20:05:03,15.831,N,79.855,W,5
10/17/2005,20:07:03,15.829,N,79.856,W,5
10/17/2005,20:09:03,15.828,N,79.857,W,5
10/17/2005,20:11:04,15.826,N,79.858,W,5
10/17/2005,20:13:04,15.824,N,79.859,W,5
10/17/2005,20:15:04,15.823,N,79.859,W,5
10/17/2005,20:17:04,15.821,N,79.86,W,5
10/17/2005,20:19:04,15.819,N,79.861,W,5
10/17/2005,20:21:04,15.818,N,79.862,W,5
10/17/2005,20:23:04,15.816,N,79.863,W,5
10/17/2005,20:25:04,15.814,N,79.863,W,5
10/17/2005,20:27:03,15.813,N,79.864,W,5
10/17/2005,20:29:03,15.811,N,79.865,W,5
10/17/2005,20:31:03,15.81,N,79.866,W,5
10/17/2005,20:33:03,15.808,N,79.867,W,5
10/17/2005,20:35:03,15.807,N,79.867,W,5
10/17/2005,20:37:03,15.805,N,79.868,W,5
10/17/2005,20:39:03,15.803,N,79.869,W,5
10/17/2005,20:41:04,15.802,N,79.87,W,5
10/17/2005,20:43:04,15.8,N,79.87,W,5
10/17/2005,20:45:04,15.799,N,79.871,W,5
10/17/2005,20:47:04,15.797,N,79.872,W,5
10/17/2005,20:49:04,15.796,N,79.872,W,5
10/17/2005,20:51:04,15.794,N,79.873,W,5
10/17/2005,20:53:04,15.793,N,79.874,W,5
10/17/2005,20:55:04,15.792,N,79.874,W,5
10/17/2005,20:57:03,15.79,N,79.875,W,5
10/17/2005,20:59:03,15.789,N,79.876,W,5
10/17/2005,21:01:03,15.787,N,79.876,W,5
10/17/2005,21:03:03,15.786,N,79.877,W,5
10/17/2005,21:05:03,15.784,N,79.877,W,5
10/17/2005,21:07:03,15.783,N,79.878,W,5
10/17/2005,21:09:03,15.782,N,79.879,W,5
10/17/2005,21:11:04,15.78,N,79.879,W,5
10/17/2005,21:13:04,15.779,N,79.88,W,5
10/17/2005,21:15:04,15.778,N,79.88,W,5
10/17/2005,21:17:04,15.776,N,79.881,W,5
10/17/2005,21:19:04,15.775,N,79.882,W,5
10/17/2005,21:21:04,15.774,N,79.882,W,5
10/17/2005,21:23:04,15.772,N,79.883,W,5
10/17/2005,21:25:04,15.771,N,79.883,W,5
10/17/2005,21:27:03,15.77,N,79.884,W,5
10/17/2005,21:29:03,15.768,N,79.884,W,5
10/17/2005,21:31:03,15.767,N,79.885,W,5
10/17/2005,21:32:41,15.766,N,79.885,W,5
10/17/2005,21:34:41,15.765,N,79.886,W,5
10/17/2005,21:36:41,15.763,N,79.886,W,5
10/17/2005,21:38:40,15.762,N,79.887,W,5
10/17/2005,21:40:40,15.76,N,79.887,W,5
10/17/2005,21:42:40,15.759,N,79.888,W,5
10/17/2005,21:44:40,15.757,N,79.888,W,5
10/17/2005,21:46:40,15.756,N,79.889,W,5
10/17/2005,21:48:40,15.754,N,79.889,W,5
10/17/2005,21:50:40,15.753,N,79.89,W,5
10/17/2005,21:52:40,15.752,N,79.89,W,5
10/17/2005,21:54:41,15.75,N,79.89,W,5
10/17/2005,21:56:41,15.749,N,79.891,W,5
10/17/2005,21:58:41,15.747,N,79.891,W,5
10/17/2005,22:00:41,15.746,N,79.892,W,5
10/17/2005,22:02:41,15.745,N,79.892,W,5
10/17/2005,22:04:41,15.743,N,79.893,W,5
10/17/2005,22:06:41,15.742,N,79.893,W,5
10/17/2005,22:08:40,15.74,N,79.893,W,5
10/17/2005,22:10:40,15.739,N,79.894,W,5
10/17/2005,22:12:40,15.737,N,79.894,W,5
10/17/2005,22:14:40,15.736,N,79.894,W,5
10/17/2005,22:16:40,15.735,N,79.895,W,5
10/17/2005,22:18:40,15.733,N,79.895,W,5
10/17/2005,22:20:40,15.732,N,79.895,W,5
10/17/2005,22:22:40,15.731,N,79.895,W,5
10/17/2005,22:24:41,15.729,N,79.896,W,5
10/17/2005,22:26:41,15.728,N,79.896,W,5
10/17/2005,22:28:41,15.726,N,79.896,W,5
10/17/2005,22:30:41,15.725,N,79.896,W,5
10/17/2005,22:32:41,15.724,N,79.897,W,5
10/17/2005,22:34:41,15.722,N,79.897,W,5
10/17/2005,22:36:41,15.721,N,79.897,W,5
10/17/2005,22:38:40,15.72,N,79.897,W,5
10/17/2005,22:40:40,15.718,N,79.897,W,5
10/17/2005,22:42:40,15.717,N,79.897,W,5
10/17/2005,22:44:40,15.716,N,79.897,W,5
10/17/2005,22:46:40,15.714,N,79.898,W,5
10/17/2005,22:48:40,15.713,N,79.898,W,5
10/17/2005,22:50:40,15.712,N,79.898,W,5
10/17/2005,22:52:40,15.71,N,79.898,W,5
10/17/2005,22:54:41,15.709,N,79.898,W,5
10/17/2005,22:56:41,15.708,N,79.898,W,5
10/17/2005,22:58:41,15.706,N,79.898,W,5
10/17/2005,23:00:41,15.705,N,79.898,W,5
10/17/2005,23:02:41,15.704,N,79.898,W,5
10/17/2005,23:04:41,15.702,N,79.898,W,5
10/17/2005,23:06:41,15.701,N,79.897,W,5
10/17/2005,23:08:40,15.7,N,79.897,W,5
10/17/2005,23:10:40,15.699,N,79.897,W,5
10/17/2005,23:12:40,15.697,N,79.897,W,5
10/17/2005,23:14:40,15.696,N,79.897,W,5
10/17/2005,23:16:40,15.695,N,79.897,W,5
10/17/2005,23:18:40,15.693,N,79.897,W,5
10/17/2005,23:20:40,15.692,N,79.896,W,5
10/17/2005,23:22:40,15.691,N,79.896,W,5
10/17/2005,23:24:41,15.69,N,79.896,W,5
10/17/2005,23:26:41,15.688,N,79.895,W,5
10/17/2005,23:28:41,15.687,N,79.895,W,5
10/17/2005,23:30:41,15.686,N,79.895,W,5
10/17/2005,23:32:41,15.685,N,79.895,W,5
10/17/2005,23:34:41,15.684,N,79.894,W,5
10/17/2005,23:36:41,15.682,N,79.894,W,5
10/17/2005,23:38:40,15.681,N,79.893,W,5
10/17/2005,23:40:40,15.68,N,79.893,W,5
10/17/2005,23:42:40,15.679,N,79.893,W,5
10/17/2005,23:44:40,15.677,N,79.892,W,5
10/17/2005,23:46:40,15.676,N,79.892,W,5
10/17/2005,23:48:40,15.675,N,79.891,W,5
10/17/2005,23:50:40,15.674,N,79.891,W,5
10/17/2005,23:52:40,15.673,N,79.89,W,5
10/17/2005,23:54:41,15.672,N,79.89,W,5
10/17/2005,23:56:41,15.67,N,79.889,W,5
10/17/2005,23:58:41,15.669,N,79.889,W,5
10/18/2005,0:00:41,15.668,N,79.888,W,5
10/18/2005,0:02:41,15.667,N,79.888,W,5
10/18/2005,0:04:41,15.666,N,79.887,W,5
10/18/2005,0:06:41,15.665,N,79.886,W,5
10/18/2005,0:08:40,15.664,N,79.886,W,5
10/18/2005,0:10:40,15.663,N,79.885,W,5
10/18/2005,0:12:40,15.662,N,79.885,W,5
10/18/2005,0:14:40,15.66,N,79.884,W,5
10/18/2005,0:16:40,15.659,N,79.883,W,5
10/18/2005,0:18:40,15.658,N,79.883,W,5
10/18/2005,0:20:40,15.657,N,79.882,W,5
10/18/2005,0:22:40,15.656,N,79.881,W,5
10/18/2005,0:24:41,15.655,N,79.881,W,5
10/18/2005,0:26:41,15.654,N,79.88,W,5
10/18/2005,0:28:41,15.653,N,79.879,W,5
10/18/2005,0:30:41,15.652,N,79.879,W,5
10/18/2005,0:32:41,15.651,N,79.878,W,5
10/18/2005,0:34:41,15.65,N,79.877,W,5
10/18/2005,0:36:41,15.649,N,79.877,W,5
10/18/2005,0:38:40,15.648,N,79.876,W,5
10/18/2005,0:40:40,15.647,N,79.875,W,5
10/18/2005,0:42:40,15.646,N,79.875,W,5
10/18/2005,0:44:40,15.645,N,79.874,W,5
10/18/2005,0:46:40,15.645,N,79.873,W,5
10/18/2005,0:48:40,15.644,N,79.873,W,5
10/18/2005,0:50:40,15.643,N,79.872,W,5
10/18/2005,0:52:40,15.642,N,79.871,W,5
10/18/2005,0:54:41,15.641,N,79.87,W,5
10/18/2005,0:56:41,15.64,N,79.87,W,5
10/18/2005,0:58:41,15.639,N,79.869,W,5
10/18/2005,1:00:41,15.639,N,79.868,W,5
10/18/2005,1:02:41,15.638,N,79.868,W,5
10/18/2005,1:04:41,15.637,N,79.867,W,5
10/18/2005,1:06:41,15.636,N,79.866,W,5
10/18/2005,1:08:40,15.635,N,79.866,W,5
10/18/2005,1:10:40,15.635,N,79.865,W,5
10/18/2005,1:12:40,15.634,N,79.864,W,5
10/18/2005,1:14:40,15.633,N,79.864,W,5
10/18/2005,1:16:40,15.632,N,79.863,W,5
10/18/2005,1:18:40,15.632,N,79.862,W,5
10/18/2005,1:20:40,15.631,N,79.862,W,5
10/18/2005,1:22:40,15.63,N,79.861,W,5
10/18/2005,1:24:41,15.63,N,79.861,W,5
10/18/2005,1:26:41,15.629,N,79.86,W,5
10/18/2005,1:28:41,15.628,N,79.859,W,5
10/18/2005,1:30:41,15.628,N,79.859,W,5
10/18/2005,1:32:41,15.627,N,79.858,W,5
10/18/2005,1:34:41,15.626,N,79.858,W,5
10/18/2005,1:36:41,15.626,N,79.857,W,5
10/18/2005,1:38:40,15.625,N,79.856,W,5
10/18/2005,1:40:40,15.625,N,79.856,W,5
10/18/2005,1:42:40,15.624,N,79.855,W,5
10/18/2005,1:44:40,15.624,N,79.855,W,5
10/18/2005,1:46:40,15.623,N,79.854,W,5
10/18/2005,1:48:40,15.623,N,79.854,W,5
10/18/2005,1:50:40,15.622,N,79.853,W,5
10/18/2005,1:52:40,15.622,N,79.853,W,5
10/18/2005,1:54:41,15.621,N,79.852,W,5
10/18/2005,1:56:41,15.621,N,79.852,W,5
10/18/2005,1:58:41,15.62,N,79.852,W,5
10/18/2005,2:00:41,15.62,N,79.851,W,5
10/18/2005,2:02:41,15.62,N,79.851,W,5
10/18/2005,2:04:41,15.619,N,79.85,W,5
10/18/2005,2:06:41,15.619,N,79.85,W,5
10/18/2005,2:08:40,15.618,N,79.85,W,5
10/18/2005,2:10:40,15.618,N,79.849,W,5
10/18/2005,2:12:40,15.618,N,79.849,W,5
10/18/2005,2:14:40,15.618,N,79.849,W,5
10/18/2005,2:16:40,15.617,N,79.849,W,5
10/18/2005,2:18:40,15.617,N,79.848,W,5
10/18/2005,2:20:40,15.617,N,79.848,W,5
10/18/2005,2:22:40,15.617,N,79.848,W,5
10/18/2005,2:24:41,15.617,N,79.848,W,5
10/18/2005,2:26:41,15.616,N,79.848,W,5
10/18/2005,2:28:41,15.616,N,79.848,W,5
10/18/2005,2:30:41,15.616,N,79.847,W,5
10/18/2005,2:32:41,15.616,N,79.847,W,5
10/18/2005,2:34:41,15.616,N,79.847,W,5
10/18/2005,2:36:41,15.616,N,79.847,W,5
10/18/2005,2:38:40,15.616,N,79.847,W,5
10/18/2005,2:40:40,15.616,N,79.847,W,5
10/18/2005,2:42:40,15.616,N,79.847,W,5
10/18/2005,2:44:40,15.616,N,79.847,W,5
10/18/2005,2:46:40,15.616,N,79.847,W,5
10/18/2005,2:48:40,15.616,N,79.848,W,5
10/18/2005,2:50:40,15.616,N,79.848,W,5
10/18/2005,2:52:40,15.616,N,79.848,W,5
10/18/2005,2:54:41,15.616,N,79.848,W,5
10/18/2005,2:56:41,15.616,N,79.848,W,5
10/18/2005,2:58:41,15.616,N,79.849,W,5
10/18/2005,3:00:41,15.616,N,79.849,W,5
10/18/2005,3:02:41,15.617,N,79.849,W,5
10/18/2005,3:04:41,15.617,N,79.849,W,5
10/18/2005,3:06:41,15.617,N,79.85,W,5
10/18/2005,3:08:40,15.617,N,79.85,W,5
10/18/2005,3:10:40,15.617,N,79.851,W,5
10/18/2005,3:12:40,15.618,N,79.851,W,5
10/18/2005,3:14:40,15.618,N,79.851,W,5
10/18/2005,3:16:40,15.618,N,79.852,W,5
10/18/2005,3:18:40,15.619,N,79.852,W,5
10/18/2005,3:20:40,15.619,N,79.853,W,5
10/18/2005,3:22:40,15.619,N,79.853,W,5
10/18/2005,3:24:41,15.62,N,79.854,W,5
10/18/2005,3:26:41,15.62,N,79.854,W,5
10/18/2005,3:28:41,15.62,N,79.855,W,5
10/18/2005,3:30:41,15.621,N,79.855,W,5
10/18/2005,3:32:41,15.621,N,79.856,W,5
10/18/2005,3:34:41,15.622,N,79.857,W,5
10/18/2005,3:36:41,15.622,N,79.857,W,5
10/18/2005,3:38:40,15.622,N,79.858,W,5
10/18/2005,3:40:40,15.623,N,79.859,W,5
10/18/2005,3:42:40,15.623,N,79.859,W,5
10/18/2005,3:44:40,15.624,N,79.86,W,5
10/18/2005,3:46:40,15.624,N,79.861,W,5
