Track,for,Lorenzo,2007,,
9/26/2007,12:26:06,21.155,N,94.433,W
9/26/2007,12:28:06,21.155,N,94.428,W
9/26/2007,12:30:06,21.154,N,94.422,W
9/26/2007,12:32:05,21.153,N,94.417,W
9/26/2007,12:34:05,21.153,N,94.411,W
9/26/2007,12:36:05,21.152,N,94.406,W
9/26/2007,12:38:05,21.151,N,94.401,W
9/26/2007,12:40:06,21.151,N,94.396,W
9/26/2007,12:42:06,21.15,N,94.39,W
9/26/2007,12:44:06,21.149,N,94.385,W
9/26/2007,12:46:06,21.149,N,94.38,W
9/26/2007,12:48:05,21.148,N,94.375,W
9/26/2007,12:50:05,21.148,N,94.37,W
9/26/2007,12:52:05,21.147,N,94.365,W
9/26/2007,12:54:06,21.146,N,94.36,W
9/26/2007,12:56:06,21.146,N,94.355,W
9/26/2007,12:58:06,21.145,N,94.35,W
9/26/2007,13:00:06,21.145,N,94.345,W
9/26/2007,13:02:05,21.144,N,94.341,W
9/26/2007,13:04:05,21.144,N,94.336,W
9/26/2007,13:06:05,21.143,N,94.331,W
9/26/2007,13:08:05,21.143,N,94.327,W
9/26/2007,13:10:06,21.142,N,94.322,W
9/26/2007,13:12:06,21.142,N,94.318,W
9/26/2007,13:14:06,21.141,N,94.313,W
9/26/2007,13:16:06,21.141,N,94.309,W
9/26/2007,13:18:05,21.14,N,94.304,W
9/26/2007,13:20:05,21.14,N,94.3,W
9/26/2007,13:22:05,21.139,N,94.296,W
9/26/2007,13:24:06,21.139,N,94.292,W
9/26/2007,13:26:06,21.139,N,94.288,W
9/26/2007,13:28:06,21.138,N,94.284,W
9/26/2007,13:30:06,21.138,N,94.28,W
9/26/2007,13:32:05,21.138,N,94.276,W
9/26/2007,13:34:05,21.137,N,94.272,W
9/26/2007,13:36:05,21.137,N,94.269,W
9/26/2007,13:38:05,21.137,N,94.265,W
9/26/2007,13:40:06,21.136,N,94.261,W
9/26/2007,13:42:06,21.136,N,94.258,W
9/26/2007,13:44:06,21.136,N,94.254,W
9/26/2007,13:46:06,21.136,N,94.251,W
9/26/2007,13:48:05,21.135,N,94.248,W
9/26/2007,13:50:05,21.135,N,94.245,W
9/26/2007,13:52:05,21.135,N,94.241,W
9/26/2007,13:54:06,21.135,N,94.238,W
9/26/2007,13:56:06,21.135,N,94.236,W
9/26/2007,13:58:06,21.135,N,94.233,W
9/26/2007,14:00:06,21.135,N,94.23,W
9/26/2007,14:02:05,21.135,N,94.227,W
9/26/2007,14:04:05,21.134,N,94.225,W
9/26/2007,14:06:05,21.134,N,94.222,W
9/26/2007,14:08:05,21.134,N,94.22,W
9/26/2007,14:10:06,21.134,N,94.217,W
9/26/2007,14:12:06,21.135,N,94.215,W
9/26/2007,14:14:06,21.135,N,94.213,W
9/26/2007,14:16:06,21.135,N,94.211,W
9/26/2007,14:18:05,21.135,N,94.209,W
9/26/2007,14:20:05,21.135,N,94.207,W
9/26/2007,14:22:05,21.135,N,94.205,W
9/26/2007,14:24:06,21.135,N,94.204,W
9/26/2007,14:26:06,21.135,N,94.202,W
9/26/2007,14:28:06,21.136,N,94.201,W
9/26/2007,14:30:06,21.136,N,94.199,W
9/26/2007,14:32:05,21.136,N,94.198,W
9/26/2007,14:34:05,21.136,N,94.196,W
9/26/2007,14:36:05,21.137,N,94.195,W
9/26/2007,14:38:05,21.137,N,94.194,W
9/26/2007,14:40:06,21.137,N,94.193,W
9/26/2007,14:42:06,21.138,N,94.192,W
9/26/2007,14:44:06,21.138,N,94.191,W
9/26/2007,14:46:06,21.138,N,94.191,W
9/26/2007,14:48:05,21.139,N,94.19,W
9/26/2007,14:50:05,21.139,N,94.19,W
9/26/2007,14:52:05,21.14,N,94.189,W
9/26/2007,14:54:06,21.14,N,94.189,W
9/26/2007,14:56:06,21.141,N,94.188,W
9/26/2007,14:58:06,21.141,N,94.188,W
9/26/2007,15:00:06,21.142,N,94.188,W
9/26/2007,15:02:05,21.142,N,94.188,W
9/26/2007,15:04:05,21.143,N,94.188,W
9/26/2007,15:06:05,21.143,N,94.188,W
9/26/2007,15:08:05,21.144,N,94.188,W
9/26/2007,15:10:06,21.145,N,94.188,W
9/26/2007,15:12:06,21.145,N,94.188,W
9/26/2007,15:14:06,21.146,N,94.188,W
9/26/2007,15:16:06,21.147,N,94.189,W
9/26/2007,15:18:05,21.147,N,94.189,W
9/26/2007,15:20:05,21.148,N,94.19,W
9/26/2007,15:22:05,21.149,N,94.191,W
9/26/2007,15:24:06,21.149,N,94.191,W
9/26/2007,15:26:06,21.15,N,94.192,W
9/26/2007,15:28:06,21.151,N,94.193,W
9/26/2007,15:30:06,21.152,N,94.194,W
9/26/2007,15:32:05,21.153,N,94.195,W
9/26/2007,15:34:05,21.153,N,94.196,W
9/26/2007,15:36:05,21.154,N,94.197,W
9/26/2007,15:38:05,21.155,N,94.198,W
9/26/2007,15:40:06,21.156,N,94.199,W
9/26/2007,15:42:06,21.157,N,94.2,W
9/26/2007,15:44:06,21.158,N,94.202,W
9/26/2007,15:46:06,21.158,N,94.203,W
9/26/2007,15:48:05,21.159,N,94.204,W
9/26/2007,15:50:05,21.16,N,94.206,W
9/26/2007,15:52:05,21.161,N,94.207,W
9/26/2007,15:54:06,21.162,N,94.209,W
9/26/2007,15:56:06,21.163,N,94.211,W
9/26/2007,15:58:06,21.164,N,94.213,W
9/26/2007,16:00:06,21.165,N,94.214,W
9/26/2007,16:02:05,21.166,N,94.216,W
9/26/2007,16:04:05,21.167,N,94.218,W
9/26/2007,16:06:05,21.168,N,94.22,W
9/26/2007,16:08:05,21.169,N,94.222,W
9/26/2007,16:10:06,21.17,N,94.224,W
9/26/2007,16:12:06,21.171,N,94.226,W
9/26/2007,16:14:06,21.173,N,94.228,W
9/26/2007,16:16:06,21.174,N,94.231,W
9/26/2007,16:18:05,21.175,N,94.233,W
9/26/2007,16:20:05,21.176,N,94.235,W
9/26/2007,16:22:05,21.177,N,94.237,W
9/26/2007,16:24:06,21.178,N,94.24,W
9/26/2007,16:26:06,21.179,N,94.242,W
9/26/2007,16:28:06,21.18,N,94.245,W
9/26/2007,16:30:06,21.182,N,94.247,W
9/26/2007,16:32:05,21.183,N,94.25,W
9/26/2007,16:34:05,21.184,N,94.253,W
9/26/2007,16:36:05,21.185,N,94.255,W
9/26/2007,16:38:05,21.186,N,94.258,W
9/26/2007,16:40:06,21.188,N,94.261,W
9/26/2007,16:42:06,21.189,N,94.264,W
9/26/2007,16:44:06,21.19,N,94.266,W
9/26/2007,16:46:06,21.191,N,94.269,W
9/26/2007,16:48:05,21.193,N,94.272,W
9/26/2007,16:50:05,21.194,N,94.275,W
9/26/2007,16:52:05,21.195,N,94.278,W
9/26/2007,16:54:06,21.196,N,94.281,W
9/26/2007,16:56:06,21.198,N,94.284,W
9/26/2007,16:58:06,21.199,N,94.287,W
9/26/2007,17:00:06,21.2,N,94.291,W
9/26/2007,17:00:57,21.201,N,94.292,W
9/26/2007,17:02:58,21.203,N,94.296,W
9/26/2007,17:04:58,21.205,N,94.3,W
9/26/2007,17:06:58,21.207,N,94.305,W
9/26/2007,17:08:58,21.209,N,94.309,W
9/26/2007,17:10:57,21.211,N,94.313,W
9/26/2007,17:12:57,21.212,N,94.317,W
9/26/2007,17:14:57,21.214,N,94.321,W
9/26/2007,17:16:57,21.216,N,94.326,W
9/26/2007,17:18:58,21.218,N,94.33,W
9/26/2007,17:20:58,21.22,N,94.334,W
9/26/2007,17:22:58,21.222,N,94.338,W
9/26/2007,17:24:57,21.223,N,94.342,W
9/26/2007,17:26:57,21.225,N,94.346,W
9/26/2007,17:28:57,21.227,N,94.35,W
9/26/2007,17:30:57,21.229,N,94.354,W
9/26/2007,17:32:58,21.23,N,94.358,W
9/26/2007,17:34:58,21.232,N,94.362,W
9/26/2007,17:36:58,21.233,N,94.366,W
9/26/2007,17:38:58,21.235,N,94.37,W
9/26/2007,17:40:57,21.237,N,94.374,W
9/26/2007,17:42:57,21.238,N,94.378,W
9/26/2007,17:44:57,21.24,N,94.382,W
9/26/2007,17:46:57,21.241,N,94.386,W
9/26/2007,17:48:58,21.243,N,94.389,W
9/26/2007,17:50:58,21.244,N,94.393,W
9/26/2007,17:52:58,21.246,N,94.397,W
9/26/2007,17:54:57,21.247,N,94.401,W
9/26/2007,17:56:57,21.249,N,94.404,W
9/26/2007,17:58:57,21.25,N,94.408,W
9/26/2007,18:00:57,21.251,N,94.412,W
9/26/2007,18:02:58,21.253,N,94.415,W
9/26/2007,18:04:58,21.254,N,94.419,W
9/26/2007,18:06:58,21.255,N,94.422,W
9/26/2007,18:08:58,21.257,N,94.426,W
9/26/2007,18:10:57,21.258,N,94.429,W
9/26/2007,18:12:57,21.259,N,94.433,W
9/26/2007,18:14:57,21.26,N,94.436,W
9/26/2007,18:16:57,21.261,N,94.44,W
9/26/2007,18:18:58,21.262,N,94.443,W
9/26/2007,18:20:58,21.264,N,94.446,W
9/26/2007,18:22:58,21.265,N,94.45,W
9/26/2007,18:24:57,21.266,N,94.453,W
9/26/2007,18:26:57,21.267,N,94.456,W
9/26/2007,18:28:57,21.268,N,94.459,W
9/26/2007,18:30:57,21.269,N,94.462,W
9/26/2007,18:32:58,21.27,N,94.466,W
9/26/2007,18:34:58,21.27,N,94.469,W
9/26/2007,18:36:58,21.271,N,94.472,W
9/26/2007,18:38:27,21.272,N,94.474,W
9/26/2007,18:40:27,21.273,N,94.477,W
9/26/2007,18:42:27,21.274,N,94.481,W
9/26/2007,18:44:26,21.276,N,94.484,W
9/26/2007,18:46:26,21.277,N,94.488,W
9/26/2007,18:48:26,21.278,N,94.491,W
9/26/2007,18:50:26,21.279,N,94.495,W
9/26/2007,18:52:27,21.281,N,94.498,W
9/26/2007,18:54:27,21.282,N,94.501,W
9/26/2007,18:56:27,21.283,N,94.505,W
9/26/2007,18:58:27,21.284,N,94.508,W
9/26/2007,19:00:26,21.285,N,94.511,W
9/26/2007,19:02:26,21.286,N,94.515,W
9/26/2007,19:04:26,21.287,N,94.518,W
9/26/2007,19:06:26,21.288,N,94.521,W
9/26/2007,19:08:27,21.289,N,94.524,W
9/26/2007,19:10:27,21.29,N,94.528,W
9/26/2007,19:12:27,21.292,N,94.531,W
9/26/2007,19:14:26,21.293,N,94.534,W
9/26/2007,19:16:26,21.294,N,94.537,W
9/26/2007,19:18:26,21.295,N,94.54,W
9/26/2007,19:20:26,21.295,N,94.543,W
9/26/2007,19:22:27,21.296,N,94.546,W
9/26/2007,19:24:27,21.297,N,94.55,W
9/26/2007,19:26:27,21.298,N,94.553,W
9/26/2007,19:28:27,21.299,N,94.556,W
9/26/2007,19:30:26,21.3,N,94.559,W
9/26/2007,19:32:26,21.301,N,94.562,W
9/26/2007,19:34:26,21.302,N,94.565,W
9/26/2007,19:36:26,21.303,N,94.567,W
9/26/2007,19:38:27,21.303,N,94.57,W
9/26/2007,19:40:27,21.304,N,94.573,W
9/26/2007,19:42:27,21.305,N,94.576,W
9/26/2007,19:44:26,21.306,N,94.579,W
9/26/2007,19:46:26,21.306,N,94.582,W
9/26/2007,19:48:26,21.307,N,94.585,W
9/26/2007,19:50:26,21.308,N,94.587,W
9/26/2007,19:52:27,21.308,N,94.59,W
9/26/2007,19:54:27,21.309,N,94.593,W
9/26/2007,19:56:27,21.31,N,94.595,W
9/26/2007,19:58:27,21.31,N,94.598,W
9/26/2007,20:00:26,21.311,N,94.601,W
9/26/2007,20:02:26,21.311,N,94.603,W
9/26/2007,20:04:26,21.312,N,94.606,W
9/26/2007,20:06:26,21.312,N,94.608,W
9/26/2007,20:08:27,21.313,N,94.611,W
9/26/2007,20:10:27,21.313,N,94.613,W
9/26/2007,20:12:27,21.314,N,94.616,W
9/26/2007,20:14:26,21.314,N,94.618,W
9/26/2007,20:16:26,21.315,N,94.621,W
9/26/2007,20:18:26,21.315,N,94.623,W
9/26/2007,20:20:26,21.315,N,94.625,W
9/26/2007,20:22:27,21.316,N,94.628,W
9/26/2007,20:24:27,21.316,N,94.63,W
9/26/2007,20:26:27,21.316,N,94.632,W
9/26/2007,20:28:27,21.317,N,94.634,W
9/26/2007,20:30:26,21.317,N,94.636,W
9/26/2007,20:32:26,21.317,N,94.638,W
9/26/2007,20:34:26,21.317,N,94.641,W
9/26/2007,20:36:26,21.317,N,94.643,W
9/26/2007,20:38:27,21.317,N,94.645,W
9/26/2007,20:40:27,21.317,N,94.647,W
9/26/2007,20:42:27,21.318,N,94.649,W
9/26/2007,20:44:26,21.318,N,94.651,W
9/26/2007,20:46:26,21.318,N,94.652,W
9/26/2007,20:48:26,21.318,N,94.654,W
9/26/2007,20:50:26,21.318,N,94.656,W
9/26/2007,20:52:27,21.317,N,94.658,W
9/26/2007,20:54:27,21.317,N,94.66,W
9/26/2007,20:56:27,21.317,N,94.661,W
9/26/2007,20:58:27,21.317,N,94.663,W
9/26/2007,21:00:26,21.317,N,94.665,W
9/26/2007,21:02:26,21.317,N,94.666,W
9/26/2007,21:04:26,21.316,N,94.668,W
9/26/2007,21:06:26,21.316,N,94.669,W
9/26/2007,21:08:27,21.316,N,94.671,W
9/26/2007,21:10:27,21.315,N,94.672,W
9/26/2007,21:12:27,21.315,N,94.674,W
9/26/2007,21:14:26,21.315,N,94.675,W
9/26/2007,21:16:26,21.314,N,94.677,W
9/26/2007,21:18:26,21.314,N,94.678,W
9/26/2007,21:20:26,21.313,N,94.679,W
9/26/2007,21:22:27,21.313,N,94.68,W
9/26/2007,21:24:27,21.312,N,94.682,W
9/26/2007,21:26:27,21.312,N,94.683,W
9/26/2007,21:28:27,21.311,N,94.684,W
9/26/2007,21:30:26,21.31,N,94.685,W
9/26/2007,21:32:26,21.31,N,94.686,W
9/26/2007,21:34:26,21.309,N,94.687,W
9/26/2007,21:36:26,21.308,N,94.688,W
9/26/2007,21:38:27,21.308,N,94.689,W
9/26/2007,21:40:27,21.307,N,94.69,W
9/26/2007,21:42:27,21.306,N,94.691,W
9/26/2007,21:44:26,21.305,N,94.692,W
9/26/2007,21:46:26,21.304,N,94.693,W
9/26/2007,21:48:26,21.304,N,94.693,W
9/26/2007,21:50:26,21.303,N,94.694,W
9/26/2007,21:52:27,21.302,N,94.695,W
9/26/2007,21:54:27,21.301,N,94.696,W
9/26/2007,21:56:27,21.3,N,94.696,W
9/26/2007,21:58:27,21.299,N,94.697,W
9/26/2007,22:00:26,21.298,N,94.698,W
9/26/2007,22:02:26,21.297,N,94.698,W
9/26/2007,22:04:26,21.296,N,94.699,W
9/26/2007,22:06:26,21.295,N,94.699,W
9/26/2007,22:08:27,21.294,N,94.7,W
9/26/2007,22:10:27,21.292,N,94.7,W
9/26/2007,22:12:27,21.291,N,94.701,W
9/26/2007,22:14:26,21.29,N,94.701,W
9/26/2007,22:16:26,21.289,N,94.702,W
9/26/2007,22:18:26,21.288,N,94.702,W
9/26/2007,22:20:26,21.286,N,94.703,W
9/26/2007,22:22:27,21.285,N,94.703,W
9/26/2007,22:24:27,21.284,N,94.703,W
9/26/2007,22:26:27,21.282,N,94.704,W
9/26/2007,22:28:27,21.281,N,94.704,W
9/26/2007,22:30:26,21.28,N,94.704,W
9/26/2007,22:32:26,21.278,N,94.704,W
9/26/2007,22:34:26,21.277,N,94.705,W
9/26/2007,22:36:26,21.276,N,94.705,W
9/26/2007,22:38:27,21.274,N,94.705,W
9/26/2007,22:40:27,21.273,N,94.705,W
9/26/2007,22:42:27,21.271,N,94.705,W
9/26/2007,22:44:26,21.27,N,94.705,W
9/26/2007,22:46:26,21.268,N,94.706,W
9/26/2007,22:48:26,21.267,N,94.706,W
9/26/2007,22:50:26,21.265,N,94.706,W
9/26/2007,22:52:27,21.263,N,94.706,W
9/26/2007,22:54:27,21.262,N,94.706,W
9/26/2007,22:56:27,21.26,N,94.706,W
9/26/2007,22:58:27,21.259,N,94.706,W
9/26/2007,23:00:26,21.257,N,94.706,W
9/26/2007,23:02:26,21.255,N,94.706,W
9/26/2007,23:04:26,21.254,N,94.706,W
9/26/2007,23:06:26,21.252,N,94.706,W
9/26/2007,23:08:27,21.25,N,94.706,W
9/26/2007,23:10:27,21.248,N,94.706,W
9/26/2007,23:12:27,21.247,N,94.705,W
9/26/2007,23:14:26,21.245,N,94.705,W
9/26/2007,23:16:26,21.243,N,94.705,W
9/26/2007,23:18:26,21.241,N,94.705,W
9/26/2007,23:20:26,21.239,N,94.705,W
9/26/2007,23:22:27,21.237,N,94.705,W
9/26/2007,23:24:27,21.236,N,94.705,W
9/26/2007,23:26:27,21.234,N,94.704,W
9/26/2007,23:28:27,21.232,N,94.704,W
9/26/2007,23:30:26,21.23,N,94.704,W
9/26/2007,23:32:26,21.228,N,94.704,W
9/26/2007,23:34:26,21.226,N,94.704,W
9/26/2007,23:36:26,21.224,N,94.703,W
9/26/2007,23:38:27,21.222,N,94.703,W
9/26/2007,23:40:27,21.22,N,94.703,W
9/26/2007,23:42:27,21.218,N,94.703,W
9/26/2007,23:44:26,21.216,N,94.702,W
9/26/2007,23:46:26,21.214,N,94.702,W
9/26/2007,23:48:26,21.212,N,94.702,W
9/26/2007,23:50:26,21.21,N,94.701,W
9/26/2007,23:52:27,21.208,N,94.701,W
9/26/2007,23:54:27,21.206,N,94.701,W
9/26/2007,23:56:27,21.204,N,94.701,W
9/26/2007,23:58:27,21.202,N,94.7,W
9/27/2007,0:00:00,21.2,N,94.7,W
9/27/2007,0:01:59,21.197,N,94.696,W
9/27/2007,0:03:59,21.194,N,94.692,W
9/27/2007,0:05:59,21.19,N,94.688,W
9/27/2007,0:08:00,21.187,N,94.684,W
9/27/2007,0:10:00,21.184,N,94.68,W
9/27/2007,0:12:00,21.18,N,94.676,W
9/27/2007,0:14:00,21.177,N,94.672,W
9/27/2007,0:15:59,21.174,N,94.668,W
9/27/2007,0:17:59,21.17,N,94.664,W
9/27/2007,0:19:59,21.167,N,94.66,W
9/27/2007,0:21:59,21.163,N,94.656,W
9/27/2007,0:24:00,21.16,N,94.652,W
9/27/2007,0:26:00,21.157,N,94.648,W
9/27/2007,0:28:00,21.153,N,94.644,W
9/27/2007,0:30:00,21.15,N,94.64,W
9/27/2007,0:31:59,21.146,N,94.636,W
9/27/2007,0:33:59,21.143,N,94.632,W
9/27/2007,0:35:59,21.139,N,94.628,W
9/27/2007,0:38:00,21.136,N,94.624,W
9/27/2007,0:40:00,21.132,N,94.62,W
9/27/2007,0:42:00,21.129,N,94.616,W
9/27/2007,0:44:00,21.125,N,94.612,W
9/27/2007,0:45:59,21.122,N,94.608,W
9/27/2007,0:47:59,21.118,N,94.604,W
9/27/2007,0:49:59,21.115,N,94.6,W
9/27/2007,0:51:59,21.111,N,94.596,W
9/27/2007,0:54:00,21.108,N,94.592,W
9/27/2007,0:56:00,21.104,N,94.588,W
9/27/2007,0:58:00,21.1,N,94.584,W
9/27/2007,1:00:00,21.097,N,94.58,W
9/27/2007,1:01:59,21.093,N,94.577,W
9/27/2007,1:03:59,21.09,N,94.573,W
9/27/2007,1:05:59,21.086,N,94.569,W
9/27/2007,1:08:00,21.083,N,94.565,W
9/27/2007,1:10:00,21.079,N,94.562,W
9/27/2007,1:12:00,21.076,N,94.558,W
9/27/2007,1:14:00,21.072,N,94.555,W
9/27/2007,1:15:59,21.069,N,94.551,W
9/27/2007,1:17:59,21.065,N,94.547,W
9/27/2007,1:19:59,21.062,N,94.544,W
9/27/2007,1:21:59,21.058,N,94.541,W
9/27/2007,1:24:00,21.055,N,94.537,W
9/27/2007,1:26:00,21.051,N,94.534,W
9/27/2007,1:28:00,21.048,N,94.531,W
9/27/2007,1:30:00,21.044,N,94.527,W
9/27/2007,1:31:59,21.041,N,94.524,W
9/27/2007,1:33:59,21.037,N,94.521,W
9/27/2007,1:35:59,21.034,N,94.518,W
9/27/2007,1:38:00,21.03,N,94.515,W
9/27/2007,1:40:00,21.027,N,94.512,W
9/27/2007,1:42:00,21.024,N,94.509,W
9/27/2007,1:44:00,21.02,N,94.507,W
9/27/2007,1:45:59,21.017,N,94.504,W
9/27/2007,1:47:59,21.014,N,94.501,W
9/27/2007,1:49:59,21.01,N,94.499,W
9/27/2007,1:51:59,21.007,N,94.496,W
9/27/2007,1:54:00,21.004,N,94.494,W
9/27/2007,1:56:00,21,N,94.492,W
9/27/2007,1:58:00,20.997,N,94.489,W
9/27/2007,2:00:00,20.994,N,94.487,W
9/27/2007,2:01:59,20.991,N,94.485,W
9/27/2007,2:03:59,20.987,N,94.483,W
9/27/2007,2:05:59,20.984,N,94.481,W
9/27/2007,2:08:00,20.981,N,94.479,W
9/27/2007,2:10:00,20.978,N,94.478,W
9/27/2007,2:12:00,20.975,N,94.476,W
9/27/2007,2:14:00,20.972,N,94.475,W
9/27/2007,2:15:59,20.969,N,94.473,W
9/27/2007,2:17:59,20.966,N,94.472,W
9/27/2007,2:19:59,20.963,N,94.471,W
9/27/2007,2:21:59,20.96,N,94.469,W
9/27/2007,2:24:00,20.957,N,94.468,W
9/27/2007,2:26:00,20.954,N,94.467,W
9/27/2007,2:28:00,20.951,N,94.467,W
9/27/2007,2:30:00,20.948,N,94.466,W
9/27/2007,2:31:59,20.945,N,94.465,W
9/27/2007,2:33:59,20.942,N,94.465,W
9/27/2007,2:35:59,20.94,N,94.464,W
9/27/2007,2:38:00,20.937,N,94.464,W
9/27/2007,2:40:00,20.934,N,94.464,W
9/27/2007,2:42:00,20.932,N,94.464,W
9/27/2007,2:44:00,20.929,N,94.464,W
9/27/2007,2:45:59,20.926,N,94.464,W
9/27/2007,2:47:59,20.924,N,94.464,W
9/27/2007,2:49:59,20.921,N,94.465,W
9/27/2007,2:51:59,20.919,N,94.465,W
9/27/2007,2:54:00,20.916,N,94.466,W
9/27/2007,2:56:00,20.914,N,94.467,W
9/27/2007,2:58:00,20.911,N,94.467,W
9/27/2007,3:00:00,20.909,N,94.468,W
9/27/2007,3:01:59,20.907,N,94.469,W
9/27/2007,3:03:59,20.904,N,94.47,W
9/27/2007,3:05:59,20.902,N,94.472,W
9/27/2007,3:08:00,20.9,N,94.473,W
9/27/2007,3:10:00,20.898,N,94.474,W
9/27/2007,3:12:00,20.895,N,94.476,W
9/27/2007,3:14:00,20.893,N,94.477,W
9/27/2007,3:15:59,20.891,N,94.479,W
9/27/2007,3:17:59,20.889,N,94.481,W
9/27/2007,3:19:59,20.887,N,94.483,W
9/27/2007,3:21:59,20.885,N,94.485,W
9/27/2007,3:24:00,20.883,N,94.487,W
9/27/2007,3:26:00,20.881,N,94.489,W
9/27/2007,3:28:00,20.878,N,94.491,W
9/27/2007,3:30:00,20.877,N,94.493,W
9/27/2007,3:31:59,20.875,N,94.496,W
9/27/2007,3:33:59,20.873,N,94.498,W
9/27/2007,3:35:59,20.871,N,94.501,W
9/27/2007,3:38:00,20.869,N,94.504,W
9/27/2007,3:40:00,20.867,N,94.506,W
9/27/2007,3:42:00,20.865,N,94.509,W
9/27/2007,3:44:00,20.863,N,94.512,W
9/27/2007,3:45:59,20.861,N,94.515,W
9/27/2007,3:47:59,20.86,N,94.518,W
9/27/2007,3:49:59,20.858,N,94.521,W
9/27/2007,3:51:59,20.856,N,94.524,W
9/27/2007,3:54:00,20.854,N,94.528,W
9/27/2007,3:56:00,20.853,N,94.531,W
9/27/2007,3:58:00,20.851,N,94.534,W
9/27/2007,4:00:00,20.849,N,94.538,W
9/27/2007,4:01:59,20.848,N,94.542,W
9/27/2007,4:03:59,20.846,N,94.545,W
9/27/2007,4:05:59,20.845,N,94.549,W
9/27/2007,4:08:00,20.843,N,94.553,W
9/27/2007,4:10:00,20.842,N,94.557,W
9/27/2007,4:12:00,20.84,N,94.56,W
9/27/2007,4:14:00,20.838,N,94.564,W
9/27/2007,4:15:59,20.837,N,94.569,W
9/27/2007,4:17:59,20.836,N,94.573,W
9/27/2007,4:19:59,20.834,N,94.577,W
9/27/2007,4:21:59,20.833,N,94.581,W
9/27/2007,4:24:00,20.831,N,94.585,W
9/27/2007,4:26:00,20.83,N,94.59,W
9/27/2007,4:28:00,20.828,N,94.594,W
9/27/2007,4:30:00,20.827,N,94.599,W
9/27/2007,4:31:59,20.826,N,94.603,W
9/27/2007,4:33:59,20.824,N,94.608,W
9/27/2007,4:35:59,20.823,N,94.612,W
9/27/2007,4:38:00,20.822,N,94.617,W
9/27/2007,4:40:00,20.82,N,94.622,W
9/27/2007,4:42:00,20.819,N,94.627,W
9/27/2007,4:44:00,20.818,N,94.632,W
9/27/2007,4:45:59,20.817,N,94.636,W
9/27/2007,4:47:59,20.815,N,94.641,W
9/27/2007,4:49:59,20.814,N,94.646,W
9/27/2007,4:51:59,20.813,N,94.652,W
9/27/2007,4:54:00,20.812,N,94.657,W
9/27/2007,4:56:00,20.811,N,94.662,W
9/27/2007,4:58:00,20.809,N,94.667,W
9/27/2007,5:00:00,20.808,N,94.672,W
9/27/2007,5:01:59,20.807,N,94.677,W
9/27/2007,5:03:59,20.806,N,94.683,W
9/27/2007,5:05:59,20.805,N,94.688,W
9/27/2007,5:08:00,20.804,N,94.694,W
9/27/2007,5:10:00,20.803,N,94.699,W
9/27/2007,5:12:00,20.802,N,94.705,W
9/27/2007,5:14:00,20.801,N,94.71,W
9/27/2007,5:15:59,20.799,N,94.716,W
9/27/2007,5:16:51,20.799,N,94.718,W
9/27/2007,5:18:51,20.793,N,94.726,W
9/27/2007,5:20:50,20.788,N,94.734,W
9/27/2007,5:22:50,20.782,N,94.742,W
9/27/2007,5:24:50,20.777,N,94.75,W
9/27/2007,5:26:50,20.773,N,94.757,W
9/27/2007,5:28:51,20.769,N,94.765,W
9/27/2007,5:30:51,20.765,N,94.772,W
9/27/2007,5:32:51,20.761,N,94.779,W
9/27/2007,5:34:51,20.758,N,94.786,W
9/27/2007,5:36:50,20.755,N,94.793,W
9/27/2007,5:38:50,20.752,N,94.8,W
9/27/2007,5:40:50,20.749,N,94.806,W
9/27/2007,5:42:51,20.747,N,94.813,W
9/27/2007,5:44:51,20.745,N,94.819,W
9/27/2007,5:46:51,20.744,N,94.826,W
9/27/2007,5:48:51,20.742,N,94.832,W
9/27/2007,5:50:50,20.741,N,94.838,W
9/27/2007,5:52:50,20.741,N,94.844,W
9/27/2007,5:54:50,20.74,N,94.85,W
9/27/2007,5:56:50,20.74,N,94.855,W
9/27/2007,5:58:51,20.74,N,94.861,W
9/27/2007,6:00:51,20.74,N,94.867,W
9/27/2007,6:02:51,20.74,N,94.872,W
9/27/2007,6:04:51,20.741,N,94.877,W
9/27/2007,6:06:50,20.742,N,94.883,W
9/27/2007,6:08:50,20.743,N,94.888,W
9/27/2007,6:10:50,20.744,N,94.893,W
9/27/2007,6:12:51,20.745,N,94.898,W
9/27/2007,6:14:51,20.747,N,94.903,W
9/27/2007,6:16:51,20.749,N,94.908,W
9/27/2007,6:18:51,20.751,N,94.913,W
9/27/2007,6:20:50,20.753,N,94.917,W
9/27/2007,6:22:50,20.756,N,94.922,W
9/27/2007,6:24:50,20.758,N,94.926,W
9/27/2007,6:26:50,20.761,N,94.931,W
9/27/2007,6:28:51,20.764,N,94.935,W
9/27/2007,6:29:39,20.765,N,94.937,W
9/27/2007,6:31:39,20.769,N,94.943,W
9/27/2007,6:33:38,20.774,N,94.948,W
9/27/2007,6:35:38,20.778,N,94.954,W
9/27/2007,6:37:38,20.783,N,94.96,W
9/27/2007,6:39:38,20.788,N,94.965,W
9/27/2007,6:41:39,20.793,N,94.97,W
9/27/2007,6:43:39,20.798,N,94.976,W
9/27/2007,6:45:39,20.804,N,94.981,W
9/27/2007,6:47:38,20.809,N,94.986,W
9/27/2007,6:49:38,20.815,N,94.991,W
9/27/2007,6:51:38,20.82,N,94.995,W
9/27/2007,6:53:38,20.826,N,95,W
9/27/2007,6:55:39,20.831,N,95.004,W
9/27/2007,6:57:39,20.837,N,95.009,W
