Track,for,Alberto,2018,,,,
5/26/2018,9:45:06,20.159,N,85.066,W,1.6,7.95
5/26/2018,9:47:05,20.168,N,85.064,W,1.59,7.96
5/26/2018,9:49:05,20.177,N,85.062,W,1.59,7.98
5/26/2018,9:51:05,20.185,N,85.06,W,1.59,7.99
5/26/2018,9:53:05,20.194,N,85.059,W,1.58,8.01
5/26/2018,9:55:06,20.202,N,85.057,W,1.58,8.02
5/26/2018,9:57:06,20.211,N,85.055,W,1.58,8.04
5/26/2018,9:59:06,20.22,N,85.053,W,1.58,8.05
5/26/2018,10:01:06,20.228,N,85.051,W,1.57,8.07
5/26/2018,10:03:05,20.237,N,85.049,W,1.57,8.08
5/26/2018,10:05:05,20.246,N,85.048,W,1.57,8.09
5/26/2018,10:07:05,20.255,N,85.046,W,1.56,8.11
5/26/2018,10:09:06,20.263,N,85.044,W,1.56,8.12
5/26/2018,10:11:06,20.272,N,85.042,W,1.56,8.13
5/26/2018,10:13:06,20.281,N,85.04,W,1.56,8.15
5/26/2018,10:15:06,20.29,N,85.039,W,1.55,8.16
5/26/2018,10:17:05,20.299,N,85.037,W,1.55,8.17
5/26/2018,10:19:05,20.307,N,85.035,W,1.55,8.19
5/26/2018,10:21:05,20.316,N,85.033,W,1.55,8.2
5/26/2018,10:23:05,20.325,N,85.032,W,1.54,8.21
5/26/2018,10:25:06,20.334,N,85.03,W,1.54,8.22
5/26/2018,10:27:06,20.343,N,85.028,W,1.54,8.24
5/26/2018,10:29:06,20.352,N,85.026,W,1.54,8.25
5/26/2018,10:31:06,20.361,N,85.024,W,1.53,8.26
5/26/2018,10:33:05,20.37,N,85.023,W,1.53,8.27
5/26/2018,10:35:05,20.378,N,85.021,W,1.53,8.28
5/26/2018,10:37:05,20.387,N,85.019,W,1.53,8.3
5/26/2018,10:39:06,20.396,N,85.017,W,1.52,8.31
5/26/2018,10:41:06,20.405,N,85.016,W,1.52,8.32
5/26/2018,10:43:06,20.414,N,85.014,W,1.52,8.33
5/26/2018,10:45:06,20.423,N,85.012,W,1.52,8.34
5/26/2018,10:47:05,20.432,N,85.01,W,1.52,8.35
5/26/2018,10:49:05,20.441,N,85.009,W,1.51,8.36
5/26/2018,10:51:05,20.45,N,85.007,W,1.51,8.38
5/26/2018,10:53:05,20.459,N,85.005,W,1.51,8.39
5/26/2018,10:55:06,20.468,N,85.003,W,1.51,8.4
5/26/2018,10:57:06,20.478,N,85.002,W,1.5,8.41
5/26/2018,10:59:06,20.487,N,85,W,1.5,8.42
5/26/2018,11:01:06,20.496,N,84.998,W,1.5,8.43
5/26/2018,11:03:05,20.505,N,84.997,W,1.5,8.44
5/26/2018,11:05:05,20.514,N,84.995,W,1.5,8.45
5/26/2018,11:07:05,20.523,N,84.993,W,1.49,8.46
5/26/2018,11:09:06,20.532,N,84.991,W,1.49,8.47
5/26/2018,11:11:06,20.541,N,84.99,W,1.49,8.48
5/26/2018,11:13:06,20.551,N,84.988,W,1.49,8.49
5/26/2018,11:15:06,20.56,N,84.986,W,1.49,8.5
5/26/2018,11:17:05,20.569,N,84.985,W,1.48,8.51
5/26/2018,11:19:05,20.578,N,84.983,W,1.48,8.52
5/26/2018,11:21:05,20.587,N,84.981,W,1.48,8.52
5/26/2018,11:23:05,20.596,N,84.979,W,1.48,8.53
5/26/2018,11:25:06,20.606,N,84.978,W,1.48,8.54
5/26/2018,11:27:06,20.615,N,84.976,W,1.48,8.55
5/26/2018,11:29:06,20.624,N,84.974,W,1.47,8.56
5/26/2018,11:31:06,20.633,N,84.973,W,1.47,8.57
5/26/2018,11:33:05,20.643,N,84.971,W,1.47,8.58
5/26/2018,11:35:05,20.652,N,84.969,W,1.47,8.58
5/26/2018,11:37:05,20.661,N,84.968,W,1.47,8.59
5/26/2018,11:39:06,20.67,N,84.966,W,1.47,8.6
5/26/2018,11:41:06,20.68,N,84.964,W,1.46,8.61
5/26/2018,11:43:06,20.689,N,84.962,W,1.46,8.62
5/26/2018,11:45:06,20.698,N,84.961,W,1.46,8.62
5/26/2018,11:47:05,20.708,N,84.959,W,1.46,8.63
5/26/2018,11:49:05,20.717,N,84.957,W,1.46,8.64
5/26/2018,11:51:05,20.726,N,84.956,W,1.46,8.65
5/26/2018,11:53:05,20.736,N,84.954,W,1.46,8.65
5/26/2018,11:55:06,20.745,N,84.952,W,1.45,8.66
5/26/2018,11:57:06,20.754,N,84.951,W,1.45,8.67
5/26/2018,11:59:06,20.764,N,84.949,W,1.45,8.67
5/26/2018,12:01:06,20.773,N,84.947,W,1.45,8.68
5/26/2018,12:03:05,20.782,N,84.946,W,1.45,8.69
5/26/2018,12:05:05,20.792,N,84.944,W,1.45,8.69
5/26/2018,12:07:05,20.801,N,84.942,W,1.45,8.7
5/26/2018,12:09:06,20.81,N,84.941,W,1.44,8.7
5/26/2018,12:09:50,20.814,N,84.94,W,4.67,4.84
5/26/2018,12:11:50,20.819,N,84.935,W,4.65,4.85
5/26/2018,12:13:51,20.824,N,84.929,W,4.64,4.86
5/26/2018,12:15:51,20.83,N,84.924,W,4.63,4.87
5/26/2018,12:17:51,20.835,N,84.919,W,4.61,4.87
5/26/2018,12:19:51,20.84,N,84.913,W,4.6,4.88
5/26/2018,12:21:50,20.846,N,84.908,W,4.58,4.89
5/26/2018,12:23:50,20.851,N,84.903,W,4.57,4.9
5/26/2018,12:25:50,20.856,N,84.897,W,4.55,4.9
5/26/2018,12:27:51,20.861,N,84.892,W,4.54,4.91
5/26/2018,12:29:51,20.867,N,84.887,W,4.52,4.92
5/26/2018,12:31:51,20.872,N,84.882,W,4.5,4.93
5/26/2018,12:33:51,20.877,N,84.877,W,4.49,4.94
5/26/2018,12:35:50,20.883,N,84.871,W,4.47,4.94
5/26/2018,12:37:50,20.888,N,84.866,W,4.45,4.95
5/26/2018,12:39:50,20.893,N,84.861,W,4.44,4.96
5/26/2018,12:41:50,20.899,N,84.856,W,4.42,4.97
5/26/2018,12:43:51,20.904,N,84.851,W,4.4,4.98
5/26/2018,12:45:51,20.909,N,84.846,W,4.38,4.98
5/26/2018,12:47:51,20.915,N,84.841,W,4.37,4.99
5/26/2018,12:49:51,20.92,N,84.836,W,4.35,5
5/26/2018,12:51:50,20.926,N,84.831,W,4.33,5.01
5/26/2018,12:53:50,20.931,N,84.826,W,4.31,5.02
5/26/2018,12:55:50,20.936,N,84.821,W,4.29,5.03
5/26/2018,12:57:51,20.942,N,84.816,W,4.27,5.04
5/26/2018,12:59:51,20.947,N,84.811,W,4.25,5.04
5/26/2018,13:01:51,20.953,N,84.806,W,4.23,5.05
5/26/2018,13:03:51,20.958,N,84.801,W,4.21,5.06
5/26/2018,13:05:50,20.964,N,84.796,W,4.19,5.07
5/26/2018,13:07:50,20.969,N,84.791,W,4.17,5.08
5/26/2018,13:09:50,20.975,N,84.787,W,4.15,5.09
5/26/2018,13:11:50,20.98,N,84.782,W,4.13,5.1
5/26/2018,13:13:51,20.986,N,84.777,W,4.11,5.11
5/26/2018,13:15:51,20.991,N,84.772,W,4.09,5.11
5/26/2018,13:17:51,20.997,N,84.768,W,4.06,5.12
5/26/2018,13:19:51,21.002,N,84.763,W,4.04,5.13
5/26/2018,13:21:50,21.008,N,84.758,W,4.02,5.14
5/26/2018,13:23:50,21.013,N,84.754,W,4,5.15
5/26/2018,13:25:50,21.019,N,84.749,W,3.97,5.16
5/26/2018,13:27:51,21.024,N,84.744,W,3.95,5.17
5/26/2018,13:29:51,21.03,N,84.74,W,3.93,5.18
5/26/2018,13:31:51,21.036,N,84.735,W,3.9,5.19
5/26/2018,13:33:51,21.041,N,84.731,W,3.88,5.2
5/26/2018,13:35:50,21.047,N,84.726,W,3.86,5.21
5/26/2018,13:37:50,21.052,N,84.722,W,3.83,5.22
5/26/2018,13:39:50,21.058,N,84.717,W,3.81,5.23
5/26/2018,13:41:50,21.064,N,84.713,W,3.78,5.24
5/26/2018,13:43:51,21.069,N,84.709,W,3.76,5.25
5/26/2018,13:45:07,21.073,N,84.706,W,3.75,5.08
5/26/2018,13:47:07,21.078,N,84.702,W,3.71,5.08
5/26/2018,13:49:07,21.084,N,84.697,W,3.68,5.08
5/26/2018,13:51:06,21.089,N,84.693,W,3.65,5.09
5/26/2018,13:53:06,21.095,N,84.689,W,3.61,5.09
5/26/2018,13:55:06,21.1,N,84.685,W,3.58,5.09
5/26/2018,13:57:07,21.106,N,84.681,W,3.54,5.09
5/26/2018,13:59:07,21.111,N,84.677,W,3.51,5.1
5/26/2018,14:01:07,21.117,N,84.673,W,3.47,5.1
5/26/2018,14:03:07,21.122,N,84.669,W,3.43,5.1
5/26/2018,14:05:06,21.128,N,84.665,W,3.39,5.11
5/26/2018,14:07:06,21.133,N,84.661,W,3.36,5.11
5/26/2018,14:09:06,21.139,N,84.657,W,3.32,5.11
5/26/2018,14:11:06,21.144,N,84.653,W,3.28,5.12
5/26/2018,14:13:07,21.15,N,84.649,W,3.23,5.12
5/26/2018,14:15:07,21.156,N,84.646,W,3.19,5.12
5/26/2018,14:17:07,21.161,N,84.642,W,3.15,5.13
5/26/2018,14:19:07,21.167,N,84.638,W,3.11,5.13
5/26/2018,14:21:06,21.172,N,84.635,W,3.07,5.13
5/26/2018,14:23:06,21.178,N,84.631,W,3.02,5.14
5/26/2018,14:25:06,21.183,N,84.628,W,2.98,5.14
5/26/2018,14:27:07,21.189,N,84.624,W,2.93,5.14
5/26/2018,14:29:07,21.194,N,84.621,W,2.89,5.15
5/26/2018,14:31:07,21.2,N,84.618,W,2.84,5.15
5/26/2018,14:33:07,21.205,N,84.614,W,2.79,5.15
5/26/2018,14:35:06,21.211,N,84.611,W,2.74,5.16
5/26/2018,14:37:06,21.217,N,84.608,W,2.69,5.16
5/26/2018,14:39:06,21.222,N,84.605,W,2.65,5.17
5/26/2018,14:41:06,21.228,N,84.602,W,2.6,5.17
5/26/2018,14:43:07,21.233,N,84.599,W,2.54,5.17
5/26/2018,14:45:07,21.239,N,84.596,W,2.49,5.18
5/26/2018,14:47:07,21.244,N,84.593,W,2.44,5.18
5/26/2018,14:49:07,21.25,N,84.59,W,2.39,5.19
5/26/2018,14:51:06,21.256,N,84.588,W,2.34,5.19
5/26/2018,14:53:06,21.261,N,84.585,W,2.28,5.19
5/26/2018,14:55:06,21.267,N,84.582,W,2.23,5.2
5/26/2018,14:57:07,21.272,N,84.58,W,2.17,5.2
5/26/2018,14:59:07,21.278,N,84.577,W,2.12,5.21
5/26/2018,15:01:07,21.284,N,84.575,W,2.06,5.21
5/26/2018,15:03:07,21.289,N,84.573,W,2,5.22
5/26/2018,15:05:06,21.295,N,84.57,W,1.94,5.22
5/26/2018,15:07:06,21.301,N,84.568,W,1.88,5.23
5/26/2018,15:09:06,21.306,N,84.566,W,1.83,5.23
5/26/2018,15:11:06,21.312,N,84.564,W,1.77,5.23
5/26/2018,15:13:07,21.318,N,84.562,W,1.71,5.24
5/26/2018,15:15:07,21.323,N,84.56,W,1.64,5.24
5/26/2018,15:17:07,21.329,N,84.558,W,1.58,5.25
5/26/2018,15:19:07,21.335,N,84.556,W,1.52,5.25
5/26/2018,15:21:06,21.34,N,84.554,W,1.46,5.26
5/26/2018,15:23:06,21.346,N,84.553,W,1.39,5.26
5/26/2018,15:25:06,21.352,N,84.551,W,1.33,5.27
5/26/2018,15:27:07,21.357,N,84.55,W,1.26,5.27
5/26/2018,15:29:07,21.363,N,84.548,W,1.2,5.28
5/26/2018,15:31:07,21.369,N,84.547,W,1.13,5.29
5/26/2018,15:33:07,21.374,N,84.546,W,1.06,5.29
5/26/2018,15:35:06,21.38,N,84.545,W,1,5.3
5/26/2018,15:37:06,21.386,N,84.543,W,0.93,5.3
5/26/2018,15:39:06,21.392,N,84.542,W,0.86,5.31
5/26/2018,15:41:06,21.397,N,84.541,W,0.79,5.31
5/26/2018,15:43:07,21.403,N,84.541,W,0.72,5.32
5/26/2018,15:45:07,21.409,N,84.54,W,0.65,5.32
5/26/2018,15:47:07,21.414,N,84.539,W,0.57,5.33
5/26/2018,15:49:07,21.42,N,84.538,W,0.5,5.33
5/26/2018,15:51:06,21.426,N,84.538,W,0.43,5.34
5/26/2018,15:53:06,21.432,N,84.537,W,0.36,5.35
5/26/2018,15:55:06,21.438,N,84.537,W,0.28,5.35
5/26/2018,15:57:07,21.443,N,84.537,W,0.21,5.36
5/26/2018,15:59:07,21.449,N,84.537,W,0.13,5.36
5/26/2018,16:01:07,21.455,N,84.536,W,0.05,5.37
5/26/2018,16:03:07,21.461,N,84.536,W,-0.02,5.38
5/26/2018,16:05:06,21.466,N,84.537,W,-0.1,5.38
5/26/2018,16:07:06,21.472,N,84.537,W,-0.18,5.39
5/26/2018,16:09:06,21.478,N,84.537,W,-0.26,5.4
5/26/2018,16:11:06,21.484,N,84.537,W,-0.34,5.4
5/26/2018,16:13:07,21.49,N,84.538,W,-0.42,5.41
5/26/2018,16:15:07,21.496,N,84.538,W,-0.5,5.41
5/26/2018,16:17:07,21.501,N,84.539,W,-0.58,5.42
5/26/2018,16:19:07,21.507,N,84.54,W,-0.66,5.43
5/26/2018,16:21:06,21.513,N,84.54,W,-0.75,5.43
5/26/2018,16:23:06,21.519,N,84.541,W,-0.83,5.44
5/26/2018,16:25:06,21.525,N,84.542,W,-0.91,5.45
5/26/2018,16:27:07,21.531,N,84.543,W,-1,5.45
5/26/2018,16:29:07,21.537,N,84.545,W,-1.08,5.46
5/26/2018,16:31:07,21.543,N,84.546,W,-1.17,5.47
5/26/2018,16:33:07,21.548,N,84.547,W,-1.26,5.47
5/26/2018,16:35:06,21.554,N,84.549,W,-1.34,5.48
5/26/2018,16:37:06,21.56,N,84.55,W,-1.43,5.49
5/26/2018,16:39:06,21.566,N,84.552,W,-1.52,5.5
5/26/2018,16:41:06,21.572,N,84.554,W,-1.61,5.5
5/26/2018,16:43:07,21.578,N,84.556,W,-1.69,5.51
5/26/2018,16:45:07,21.584,N,84.558,W,-1.77,5.52
5/26/2018,16:47:07,21.59,N,84.56,W,-1.86,5.53
5/26/2018,16:49:07,21.596,N,84.562,W,-1.94,5.53
5/26/2018,16:51:06,21.602,N,84.565,W,-2.01,5.54
5/26/2018,16:53:06,21.608,N,84.567,W,-2.09,5.55
5/26/2018,16:55:06,21.614,N,84.569,W,-2.17,5.56
5/26/2018,16:57:07,21.62,N,84.572,W,-2.24,5.56
5/26/2018,16:59:07,21.626,N,84.575,W,-2.32,5.57
5/26/2018,17:01:07,21.632,N,84.577,W,-2.39,5.58
5/26/2018,17:03:07,21.638,N,84.58,W,-2.46,5.59
5/26/2018,17:05:06,21.644,N,84.583,W,-2.53,5.6
5/26/2018,17:07:06,21.65,N,84.586,W,-2.59,5.61
5/26/2018,17:09:06,21.656,N,84.589,W,-2.66,5.62
5/26/2018,17:11:06,21.662,N,84.592,W,-2.72,5.63
5/26/2018,17:13:07,21.668,N,84.595,W,-2.79,5.64
5/26/2018,17:15:07,21.674,N,84.599,W,-2.85,5.64
5/26/2018,17:17:07,21.68,N,84.602,W,-2.91,5.65
5/26/2018,17:19:07,21.687,N,84.605,W,-2.97,5.66
5/26/2018,17:21:06,21.693,N,84.609,W,-3.03,5.67
5/26/2018,17:23:06,21.699,N,84.612,W,-3.08,5.68
5/26/2018,17:25:06,21.705,N,84.616,W,-3.14,5.69
5/26/2018,17:27:07,21.711,N,84.62,W,-3.19,5.7
5/26/2018,17:29:07,21.717,N,84.623,W,-3.24,5.71
5/26/2018,17:31:07,21.723,N,84.627,W,-3.29,5.72
5/26/2018,17:33:07,21.73,N,84.631,W,-3.34,5.73
5/26/2018,17:35:06,21.736,N,84.635,W,-3.39,5.74
5/26/2018,17:37:06,21.742,N,84.639,W,-3.43,5.76
5/26/2018,17:39:06,21.748,N,84.643,W,-3.48,5.77
5/26/2018,17:41:06,21.754,N,84.647,W,-3.52,5.78
5/26/2018,17:43:07,21.761,N,84.651,W,-3.56,5.79
5/26/2018,17:45:07,21.767,N,84.655,W,-3.6,5.8
5/26/2018,17:47:07,21.773,N,84.66,W,-3.64,5.81
5/26/2018,17:49:07,21.78,N,84.664,W,-3.68,5.82
5/26/2018,17:51:06,21.786,N,84.668,W,-3.71,5.83
5/26/2018,17:53:06,21.792,N,84.672,W,-3.75,5.85
5/26/2018,17:55:06,21.798,N,84.677,W,-3.78,5.86
5/26/2018,17:57:07,21.805,N,84.681,W,-3.81,5.87
5/26/2018,17:59:07,21.811,N,84.686,W,-3.84,5.88
5/26/2018,18:01:07,21.817,N,84.69,W,-3.87,5.89
5/26/2018,18:03:07,21.824,N,84.695,W,-3.9,5.91
5/26/2018,18:05:06,21.83,N,84.699,W,-3.93,5.92
5/26/2018,18:07:06,21.837,N,84.704,W,-3.95,5.93
5/26/2018,18:09:06,21.843,N,84.708,W,-3.97,5.94
5/26/2018,18:11:06,21.849,N,84.713,W,-3.99,5.96
5/26/2018,18:13:07,21.856,N,84.718,W,-4.01,5.97
5/26/2018,18:15:07,21.862,N,84.722,W,-4.03,5.98
5/26/2018,18:17:07,21.869,N,84.727,W,-4.05,6
5/26/2018,18:19:07,21.875,N,84.732,W,-4.07,6.01
5/26/2018,18:21:06,21.882,N,84.736,W,-4.08,6.02
5/26/2018,18:23:06,21.888,N,84.741,W,-4.09,6.04
5/26/2018,18:25:06,21.895,N,84.746,W,-4.11,6.05
5/26/2018,18:27:07,21.901,N,84.751,W,-4.12,6.06
5/26/2018,18:29:07,21.908,N,84.756,W,-4.12,6.08
5/26/2018,18:31:07,21.914,N,84.76,W,-4.13,6.09
5/26/2018,18:33:07,21.921,N,84.765,W,-4.14,6.11
5/26/2018,18:35:06,21.928,N,84.77,W,-4.14,6.12
5/26/2018,18:37:06,21.934,N,84.775,W,-4.15,6.13
5/26/2018,18:39:06,21.941,N,84.78,W,-4.15,6.15
5/26/2018,18:41:06,21.947,N,84.784,W,-4.15,6.16
5/26/2018,18:43:07,21.954,N,84.789,W,-4.15,6.18
5/26/2018,18:45:07,21.961,N,84.794,W,-4.14,6.19
5/26/2018,18:47:07,21.967,N,84.799,W,-4.14,6.21
5/26/2018,18:49:07,21.974,N,84.804,W,-4.13,6.22
5/26/2018,18:51:06,21.981,N,84.809,W,-4.13,6.24
5/26/2018,18:53:06,21.988,N,84.813,W,-4.12,6.25
5/26/2018,18:55:06,21.994,N,84.818,W,-4.11,6.27
5/26/2018,18:57:07,22.001,N,84.823,W,-4.1,6.29
5/26/2018,18:59:07,22.008,N,84.828,W,-4.09,6.3
5/26/2018,19:01:07,22.015,N,84.832,W,-4.07,6.32
5/26/2018,19:03:07,22.022,N,84.837,W,-4.06,6.33
5/26/2018,19:05:06,22.028,N,84.842,W,-4.04,6.35
5/26/2018,19:07:06,22.035,N,84.847,W,-4.02,6.37
5/26/2018,19:09:06,22.042,N,84.851,W,-4,6.38
5/26/2018,19:11:06,22.049,N,84.856,W,-3.98,6.4
5/26/2018,19:13:07,22.056,N,84.861,W,-3.96,6.42
5/26/2018,19:15:07,22.063,N,84.865,W,-3.93,6.43
5/26/2018,19:17:07,22.07,N,84.87,W,-3.91,6.45
5/26/2018,19:19:07,22.077,N,84.874,W,-3.88,6.47
5/26/2018,19:21:06,22.084,N,84.879,W,-3.85,6.48
5/26/2018,19:23:06,22.091,N,84.883,W,-3.82,6.5
5/26/2018,19:25:06,22.098,N,84.888,W,-3.79,6.52
5/26/2018,19:27:07,22.105,N,84.892,W,-3.76,6.54
5/26/2018,19:29:07,22.112,N,84.896,W,-3.73,6.55
5/26/2018,19:31:07,22.119,N,84.901,W,-3.69,6.57
5/26/2018,19:33:07,22.126,N,84.905,W,-3.65,6.59
5/26/2018,19:35:06,22.133,N,84.909,W,-3.62,6.61
5/26/2018,19:37:06,22.14,N,84.913,W,-3.58,6.63
5/26/2018,19:39:06,22.148,N,84.918,W,-3.54,6.64
5/26/2018,19:41:06,22.155,N,84.922,W,-3.49,6.66
5/26/2018,19:43:07,22.162,N,84.926,W,-3.45,6.68
5/26/2018,19:45:07,22.169,N,84.93,W,-3.4,6.7
5/26/2018,19:47:07,22.176,N,84.934,W,-3.36,6.72
5/26/2018,19:49:07,22.184,N,84.938,W,-3.31,6.74
5/26/2018,19:51:06,22.191,N,84.941,W,-3.26,6.76
5/26/2018,19:53:06,22.198,N,84.945,W,-3.21,6.78
5/26/2018,19:55:06,22.206,N,84.949,W,-3.16,6.79
5/26/2018,19:57:07,22.213,N,84.952,W,-3.1,6.81
5/26/2018,19:59:07,22.22,N,84.956,W,-3.05,6.83
5/26/2018,20:01:07,22.228,N,84.96,W,-2.99,6.85
5/26/2018,20:03:07,22.235,N,84.963,W,-2.93,6.87
5/26/2018,20:05:06,22.243,N,84.966,W,-2.87,6.89
5/26/2018,20:07:06,22.25,N,84.97,W,-2.81,6.91
5/26/2018,20:09:06,22.257,N,84.973,W,-2.75,6.93
5/26/2018,20:11:06,22.265,N,84.976,W,-2.69,6.95
5/26/2018,20:13:07,22.272,N,84.979,W,-2.62,6.97
5/26/2018,20:15:07,22.28,N,84.982,W,-2.56,6.99
5/26/2018,20:17:07,22.288,N,84.985,W,-2.49,7.02
5/26/2018,20:19:07,22.295,N,84.988,W,-2.42,7.04
5/26/2018,20:21:06,22.303,N,84.991,W,-2.35,7.06
5/26/2018,20:23:06,22.31,N,84.994,W,-2.28,7.08
5/26/2018,20:25:06,22.318,N,84.996,W,-2.2,7.1
5/26/2018,20:27:07,22.326,N,84.999,W,-2.13,7.12
5/26/2018,20:29:07,22.333,N,85.001,W,-2.05,7.14
5/26/2018,20:31:07,22.341,N,85.003,W,-1.97,7.16
5/26/2018,20:33:07,22.349,N,85.006,W,-1.89,7.18
5/26/2018,20:35:06,22.357,N,85.008,W,-1.81,7.21
5/26/2018,20:37:06,22.364,N,85.01,W,-1.73,7.23
5/26/2018,20:39:06,22.372,N,85.012,W,-1.65,7.25
5/26/2018,20:41:06,22.38,N,85.014,W,-1.56,7.27
5/26/2018,20:43:07,22.388,N,85.016,W,-1.48,7.29
5/26/2018,20:45:07,22.396,N,85.017,W,-1.39,7.32
5/26/2018,20:47:07,22.404,N,85.019,W,-1.3,7.34
5/26/2018,20:49:07,22.412,N,85.02,W,-1.21,7.36
5/26/2018,20:51:06,22.42,N,85.022,W,-1.12,7.39
5/26/2018,20:53:06,22.428,N,85.023,W,-1.02,7.41
5/26/2018,20:55:06,22.436,N,85.024,W,-0.93,7.43
5/26/2018,20:57:07,22.444,N,85.025,W,-0.83,7.45
5/26/2018,20:59:07,22.452,N,85.026,W,-0.73,7.48
5/26/2018,21:01:07,22.46,N,85.027,W,-0.64,7.5
5/26/2018,21:03:07,22.468,N,85.027,W,-0.54,7.52
5/26/2018,21:05:06,22.476,N,85.028,W,-0.43,7.55
5/26/2018,21:07:06,22.484,N,85.028,W,-0.33,7.57
5/26/2018,21:09:06,22.492,N,85.029,W,-0.23,7.59
5/26/2018,21:11:06,22.501,N,85.029,W,-0.14,7.62
5/26/2018,21:13:07,22.509,N,85.029,W,-0.04,7.64
5/26/2018,21:15:07,22.517,N,85.029,W,0.06,7.66
5/26/2018,21:17:07,22.525,N,85.029,W,0.16,7.69
5/26/2018,21:19:07,22.534,N,85.029,W,0.25,7.71
5/26/2018,21:21:06,22.542,N,85.028,W,0.35,7.73
5/26/2018,21:23:06,22.55,N,85.028,W,0.44,7.75
5/26/2018,21:25:06,22.559,N,85.027,W,0.54,7.77
5/26/2018,21:27:07,22.567,N,85.027,W,0.63,7.8
5/26/2018,21:29:07,22.576,N,85.026,W,0.72,7.82
5/26/2018,21:31:07,22.584,N,85.025,W,0.81,7.84
5/26/2018,21:33:07,22.592,N,85.024,W,0.9,7.86
5/26/2018,21:35:06,22.601,N,85.023,W,0.99,7.88
5/26/2018,21:37:06,22.609,N,85.022,W,1.08,7.9
5/26/2018,21:39:06,22.618,N,85.02,W,1.17,7.92
5/26/2018,21:41:06,22.627,N,85.019,W,1.26,7.94
5/26/2018,21:43:07,22.635,N,85.017,W,1.35,7.96
5/26/2018,21:45:07,22.644,N,85.016,W,1.43,7.98
5/26/2018,21:47:07,22.652,N,85.014,W,1.52,8
5/26/2018,21:49:07,22.661,N,85.012,W,1.6,8.02
5/26/2018,21:51:06,22.67,N,85.01,W,1.68,8.04
5/26/2018,21:53:06,22.678,N,85.008,W,1.77,8.06
5/26/2018,21:55:06,22.687,N,85.006,W,1.85,8.08
5/26/2018,21:57:07,22.696,N,85.004,W,1.93,8.1
5/26/2018,21:59:07,22.705,N,85.002,W,2.01,8.12
5/26/2018,22:01:07,22.713,N,84.999,W,2.09,8.14
5/26/2018,22:03:07,22.722,N,84.997,W,2.17,8.16
5/26/2018,22:05:06,22.731,N,84.994,W,2.25,8.17
5/26/2018,22:07:06,22.74,N,84.991,W,2.33,8.19
5/26/2018,22:09:06,22.749,N,84.989,W,2.4,8.21
5/26/2018,22:11:06,22.757,N,84.986,W,2.48,8.23
5/26/2018,22:13:07,22.766,N,84.983,W,2.55,8.25
5/26/2018,22:15:07,22.775,N,84.98,W,2.63,8.26
5/26/2018,22:17:07,22.784,N,84.977,W,2.7,8.28
5/26/2018,22:19:07,22.793,N,84.974,W,2.77,8.3
5/26/2018,22:21:06,22.802,N,84.97,W,2.85,8.31
5/26/2018,22:23:06,22.811,N,84.967,W,2.92,8.33
5/26/2018,22:25:06,22.82,N,84.963,W,2.99,8.35
5/26/2018,22:27:07,22.829,N,84.96,W,3.06,8.36
5/26/2018,22:29:07,22.838,N,84.956,W,3.13,8.38
5/26/2018,22:31:07,22.847,N,84.953,W,3.2,8.4
5/26/2018,22:33:07,22.856,N,84.949,W,3.26,8.41
5/26/2018,22:35:06,22.865,N,84.945,W,3.33,8.43
5/26/2018,22:37:06,22.874,N,84.941,W,3.4,8.44
5/26/2018,22:39:06,22.884,N,84.937,W,3.46,8.46
5/26/2018,22:41:06,22.893,N,84.933,W,3.53,8.47
5/26/2018,22:43:07,22.902,N,84.929,W,3.59,8.49
5/26/2018,22:45:07,22.911,N,84.924,W,3.65,8.5
5/26/2018,22:47:07,22.92,N,84.92,W,3.71,8.52
5/26/2018,22:49:07,22.929,N,84.916,W,3.78,8.53
5/26/2018,22:51:06,22.939,N,84.911,W,3.84,8.55
5/26/2018,22:53:06,22.948,N,84.907,W,3.9,8.56
5/26/2018,22:55:06,22.957,N,84.902,W,3.96,8.57
5/26/2018,22:57:07,22.966,N,84.897,W,4.01,8.59
5/26/2018,22:59:07,22.976,N,84.893,W,4.07,8.6
5/26/2018,23:01:07,22.985,N,84.888,W,4.13,8.61
5/26/2018,23:03:07,22.994,N,84.883,W,4.18,8.63
5/26/2018,23:05:06,23.003,N,84.878,W,4.24,8.64
5/26/2018,23:07:06,23.013,N,84.873,W,4.29,8.65
5/26/2018,23:09:06,23.022,N,84.868,W,4.35,8.67
5/26/2018,23:11:06,23.032,N,84.863,W,4.4,8.68
5/26/2018,23:13:07,23.041,N,84.858,W,4.45,8.69
5/26/2018,23:15:07,23.05,N,84.853,W,4.5,8.7
5/26/2018,23:17:07,23.06,N,84.847,W,4.55,8.71
5/26/2018,23:19:07,23.069,N,84.842,W,4.6,8.73
5/26/2018,23:21:06,23.079,N,84.836,W,4.65,8.74
5/26/2018,23:23:06,23.088,N,84.831,W,4.7,8.75
5/26/2018,23:25:06,23.097,N,84.825,W,4.75,8.76
5/26/2018,23:27:07,23.107,N,84.82,W,4.8,8.77
5/26/2018,23:29:07,23.116,N,84.814,W,4.84,8.78
5/26/2018,23:31:07,23.126,N,84.808,W,4.89,8.79
5/26/2018,23:33:07,23.135,N,84.803,W,4.93,8.8
5/26/2018,23:35:06,23.145,N,84.797,W,4.98,8.81
5/26/2018,23:37:06,23.154,N,84.791,W,5.02,8.82
5/26/2018,23:39:06,23.164,N,84.785,W,5.06,8.83
